season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint John's,Joe Becker,Joe,Becker,,602,Joe Becker,0,0SJU,40,40,,,128,48,50,42,9,3,15,32,4,9,21,5,1,2,1,0,0,0,0,3,1,4,0,0.538,110,170,3,.333,.391,.859,26,83,9,0,0,0,0,6,0,118,.924,0,.000,,4,4,20,35,"12,36",0.33,12,36,"26,65",0.40,26,65,"13,32",0.41,13,32,"14,25",0.56,14,25,0,0,0,0,"14,23","8,9","49,80",35,0,0,0,0,0,0,0,8,19,0,,Saint John's,SJU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.433344503912082,1,99,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,Jake Schelonka,Jake,Schelonka,,618,Jake Schelonka,0,0CSSBSB,39,35,,,148,38,64,32,12,4,8,17,4,4,9,1,7,3,0,3,0,2,0,4,0,5,0,0.494,108,174,10,.700,.432,.730,32,84,13,0,0,2,1,12,0,129,.899,3,.667,,7,3,25,37,"14,28",0.50,14,28,"30,70",0.43,30,70,"16,31",0.52,16,31,"10,21",0.48,10,21,0,0,0,0,"16,34","8,10","46,79",55,0,0,0,0,0,0,0,11,22,0,,St. Scholastica,CSSBSB,0,False,16,1,1,2,4,2,0,0,1,0,15.0,12,9,11,16,5,1,0,5.40,58,74,4,3,0,0,2,0,3,3,.276,12,13,0,"2,2","3,5","1,1",0,"3,4",,,,12.310219004265193,2,99,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,D. Gavin,D.,Gavin,,266,D. Gavin,0,0GAC,46,46,,,184,59,76,45,15,1,6,33,7,4,23,13,9,4,1,1,0,0,0,0,0,1,0,0.509,111,223,13,.692,.413,.603,75,2,0,0,0,0,0,1,0,77,1.000,0,.000,,3,8,44,39,"23,55",0.42,23,55,"34,86",0.40,34,86,"22,59",0.37,22,59,"10,20",0.50,10,20,0,0,0,0,"35,67","10,13","61,102",159,0,0,0,0,0,0,0,16,39,0,,Gustavus,GAC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30826278090397,3,99,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,C. Knowles,C.,Knowles,,266,C. Knowles,0,0GAC,46,46,,,179,50,66,46,11,4,9,29,4,8,16,8,6,4,0,3,0,0,0,2,0,3,0,0.470,112,219,10,.600,.369,.626,344,26,3,0,0,0,0,25,0,373,.992,0,.000,,6,14,39,54,"22,57",0.39,22,57,"39,103",0.38,39,103,"23,64",0.36,23,64,"7,16",0.44,7,16,0,0,0,0,"13,31","16,22","69,121",54,0,0,0,0,0,0,0,10,43,0,,Gustavus,GAC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25084119119975,4,98,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,B. Kohls,B.,Kohls,,266,B. Kohls,0,0GAC,46,46,,,190,53,79,55,13,3,3,19,0,1,27,10,11,3,1,6,0,0,0,2,0,4,0,0.458,107,217,14,.786,.416,.563,99,0,1,0,0,0,0,0,0,100,.990,0,.000,,5,8,41,45,"19,53",0.36,19,53,"57,120",0.48,57,120,"39,75",0.52,39,75,"13,22",0.59,13,22,0,0,0,0,"12,29","18,27","78,134",159,0,0,0,0,0,0,0,15,33,0,,Gustavus,GAC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68978440828124,5,98,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,J. Burns,J.,Burns,,266,J. Burns,0,0GAC,40,39,,,147,29,54,49,5,3,6,11,0,2,33,14,6,0,0,6,0,0,0,1,0,1,0,0.404,83,166,6,1.000,.367,.565,16,1,1,0,0,0,0,0,0,18,.944,0,.000,,7,7,22,36,"19,46",0.41,19,46,"37,90",0.41,37,90,"27,64",0.42,27,64,"7,19",0.37,7,19,0,0,0,0,"9,31","18,23","58,102",211,0,0,0,"0,1",0,0,1,17,28,0,,Gustavus,GAC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.386898842547826,6,98,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint John's,Brendan Hemr,Brendan,Hemr,,602,Brendan Hemr,0,0SJU,41,41,,,145,28,51,39,11,2,6,15,0,0,37,7,7,2,0,3,0,0,0,1,0,1,0,0.405,84,163,9,.778,.352,.579,79,2,4,0,0,0,0,0,0,85,.953,0,.000,,2,2,22,36,"14,42",0.33,14,42,"33,80",0.41,33,80,"23,54",0.43,23,54,"8,28",0.29,8,28,0,0,0,0,"12,38","14,20","49,90",123,0,0,0,0,0,0,0,12,33,0,,Saint John's,SJU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.347803769042326,7,97,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,Mason Buck,Mason,Buck,,615,Mason Buck,0,0STO,38,38,,,130,31,51,27,9,2,3,21,3,6,25,7,7,1,4,2,0,0,0,2,1,2,0,0.491,73,163,8,.875,.392,.562,53,80,1,0,0,0,0,24,0,134,.993,0,.000,,1,10,32,26,"18,35",0.51,18,35,"25,69",0.36,25,69,"12,40",0.30,12,40,"12,26",0.46,12,26,0,0,0,0,"15,28","12,19","53,83",158,0,0,0,0,0,0,0,16,15,0,,St. Olaf,STO,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28382699821783,8,97,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Bethel,Joe Meurer,Joe,Meurer,,60,Joe Meurer,0,0BU,36,32,,,99,20,36,27,8,0,5,10,0,8,28,4,7,2,1,2,0,0,0,0,0,0,0,0.454,59,120,9,.778,.364,.596,48,6,3,0,0,0,0,1,0,57,.947,0,.000,,2,4,13,23,"6,26",0.23,6,26,"24,58",0.41,24,58,"19,41",0.46,19,41,"10,24",0.42,10,24,0,0,0,0,"14,28","6,11","37,68",2,0,0,0,3,0,0,0,4,18,0,,Bethel,BU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.193047423391345,9,97,batting
2025-26,baseball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Augsburg,Stanley Regguinti,Stanley,Regguinti,,38,Stanley Regguinti,0,0AUG,39,39,,,142,37,56,23,15,9,1,23,3,6,17,5,11,0,0,2,0,0,0,0,3,0,0,0.491,92,173,11,1.000,.394,.648,112,4,5,0,0,0,0,2,0,121,.959,0,.000,,4,3,27,40,"15,48",0.31,15,48,"24,56",0.43,24,56,"14,35",0.40,14,35,"11,24",0.46,11,24,0,0,0,0,"34,64","6,6","37,65",106,0,0,0,0,0,0,0,6,29,0,,Augsburg,AUG,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.052907115536706,10,96,batting
