conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,z_points_per_game,z_rebounds_per_game,z_assists_per_game,z_turnovers_per_game,z_field_goals_pct,z_steals_per_game,z_blocked_shots_per_game,composite_score,rank,rating
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Albion,"Trewhella,Meghan",0,G,5,27,27,195,391,12,36,173,139,541,3,39,41,911,66,79,145,46,0,60,0,0,0.5,0.33,0.8,20.04,5.37,1.52,1.44,0.11,2.2222222222222223,3.877439309631388,1.4662235183768904,0.8812194072040289,1.2419812594276058,0.9774979789990866,1.2616667823955334,-0.19423483881587858,11.385271279242158,1,99
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Calvin,"Fernandez,Anna",0,G,13,24,22,138,319,36,106,90,69,381,5,36,47,666,35,96,131,38,0,32,0,0,0.43,0.34,0.77,15.88,5.46,1.96,1.5,0.21,1.3333333333333333,2.8760807488498807,1.5063548888742309,1.3850868264037182,0.2923596330928536,0.5811417051697656,1.3488944175269988,0.03614313051829549,9.67200629167209,2,94
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Adrian,"Babb,Morgan",0,F,10,23,22,110,279,17,63,116,92,329,7,36,56,664,62,126,188,59,0,60,1,0,0.39,0.27,0.79,14.3,8.17,2.43,1.57,0.3,2.608695652173913,2.495757064706904,2.714755044960821,1.9233088423670226,1.6548602273992372,0.3546524058387252,1.4506599918470415,0.24348330291905215,9.046718388016098,3,93
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Kalamazoo,"Hogan,Ruby",0,G,20,24,23,117,282,10,42,124,81,325,13,41,109,833,64,110,174,71,0,105,2,0,0.41,0.24,0.65,13.54,7.25,4.54,1.71,0.54,4.375,2.312816558410282,2.3045232576546724,4.339582148074623,3.541846135707084,0.46789705550424526,1.6541911404871268,0.7963904293210701,8.885862318057384,4,91
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Kalamazoo,"Vanderstelt,Lauren",0,F,22,26,25,97,275,21,80,84,63,278,109,11,29,922,38,239,277,47,0,60,1,0,0.35,0.26,0.75,10.69,10.65,1.12,0.42,4.19,2.3076923076923075,1.6267896597979514,3.8205972542208744,0.42315811702249345,1.3332910311905626,0.12816310650768442,-0.22120301483937438,9.205186310018425,8.483269554513317,5,90
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Calvin,"Rohrer,RyAnn",0,F,34,27,27,138,301,0,0,80,54,330,11,53,39,654,70,143,213,66,0,43,1,0,0.46,0.0,0.68,12.22,7.89,1.44,1.96,0.41,1.5925925925925926,1.9950777843161505,2.589901892302428,0.7896071491677218,0.5693326074404896,0.7510086796680462,2.017639620201565,0.4968990691866436,8.13869348463965,6,89
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Albion,"Guilford,Ava",0,G,11,27,27,94,241,36,100,100,73,297,2,74,111,1000,47,139,186,68,0,81,2,0,0.39,0.36,0.73,11.0,6.89,4.11,2.74,0.07,3.0,1.7014101294715736,2.14399777566531,3.8471662611294724,2.072900182470514,0.3546524058387252,3.151598876910612,-0.2863860265495482,8.027672717040716,7,88
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Hope,"Richards,Anna",0,G,10,27,27,122,275,40,87,61,38,322,6,44,67,727,42,107,149,27,0,50,0,0,0.44,0.46,0.62,11.93,5.52,2.48,1.63,0.22,1.8518518518518519,1.9252715384924393,1.5331091358724578,1.9805665036397144,0.8463055817881258,0.6377640300025258,1.5378876269785065,0.059180927451712925,7.43884971075944,8,87
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Hope,"Richards,Leah",0,F,20,27,27,105,215,15,43,104,81,306,17,44,23,658,88,110,198,33,0,30,0,0,0.49,0.35,0.78,11.33,7.33,0.85,1.63,0.63,1.1111111111111112,1.7808448229951066,2.340195586985642,0.11396674614995678,0.0549542265091657,0.9208756541663264,1.5378876269785065,1.0037306017218266,7.375287627118288,9,86
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbball,Adrian,"Ickes,Aubrie",0,F,11,24,24,108,247,1,2,123,78,295,22,36,27,718,53,106,159,84,0,51,7,0,0.44,0.5,0.63,12.29,6.63,1.13,1.5,0.92,2.125,2.011927567790839,2.0280627053396594,0.4346096492770316,1.1381163940472423,0.6377640300025258,1.3488944175269988,1.6718267127909314,7.236310505686177,10,85
