conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Schuettpelz,Brady",Brady,Schuettpelz,0,,13,28.0,2.1538461538461537,3.0,0.23,1.0,0.08,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0769230769230769,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0
mwc,Midwest Conference (MWC),2025-26,Grinnell,"O'Leary,John",John,O'Leary,0,,17,83.0,4.882352941176471,31.0,1.82,14.0,0.82,2.0,0.12,5.0,0.29,0.0,0.0,3.0,0.1764705882352941,11.0,28.0,0.39,7.0,21.0,0.33,2.0,2.0,1.0
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Copes,Tyler",Tyler,Copes,0,,25,401.0,16.04,217.0,8.68,133.0,5.32,15.0,0.6,22.0,0.88,65.0,2.6,19.0,0.76,97.0,143.0,0.68,1.0,4.0,0.25,22.0,44.0,0.5
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Walser,Sean",Sean,Walser,0,G,25,276.0,11.04,59.0,2.36,56.0,2.24,22.0,0.88,23.0,0.92,2.0,0.08,4.0,0.16,21.0,69.0,0.3,4.0,34.0,0.12,13.0,20.0,0.65
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Bristol,Kingzten",Kingzten,Bristol,0,,25,353.0,14.12,126.0,5.04,55.0,2.2,16.0,0.64,30.0,1.2,2.0,0.08,16.0,0.64,40.0,114.0,0.35,15.0,67.0,0.22,31.0,46.0,0.67
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Courtney,Nick",Nick,Courtney,0,G,25,395.0,15.8,123.0,4.92,112.0,4.48,37.0,1.48,53.0,2.12,12.0,0.48,23.0,0.92,41.0,79.0,0.52,4.0,18.0,0.22,37.0,63.0,0.59
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Garcia,Gabe",Gabe,Garcia,0,G,25,391.0,15.64,378.0,15.12,64.0,2.56,108.0,4.32,33.0,1.32,1.0,0.04,68.0,2.72,109.0,244.0,0.45,14.0,55.0,0.25,146.0,200.0,0.73
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Te Huki,Kai",Kai,Te Huki,0,F,25,417.0,16.68,307.0,12.28,39.0,1.56,68.0,2.72,34.0,1.36,3.0,0.12,39.0,1.56,105.0,276.0,0.38,46.0,166.0,0.28,51.0,74.0,0.69
mwc,Midwest Conference (MWC),2025-26,Grinnell,"Nikolic,Strahinja",Strahinja,Nikolic,0,,23,238.0,10.347826086956522,100.0,4.35,63.0,2.74,13.0,0.57,13.0,0.57,13.0,0.57,25.0,1.0869565217391304,36.0,89.0,0.4,15.0,57.0,0.26,13.0,15.0,0.87
mwc,Midwest Conference (MWC),2025-26,Grinnell,"DeBruhl,Carson",Carson,DeBruhl,0,G,19,144.0,7.578947368421052,42.0,2.21,17.0,0.89,10.0,0.53,6.0,0.32,1.0,0.05,18.0,0.9473684210526316,16.0,48.0,0.33,9.0,35.0,0.26,1.0,2.0,0.5
