conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
ll,Liberty League (LL),2025-26,wbball,Union,"Grove,Allie",0,G,02,10,0,5,9,4,6,2,0,14,0,0,0,38,1,3,4,0,0,4,0,0,0.56,0.67,0.00,1.40,0.40,0.00,0.00,0.00
ll,Liberty League (LL),2025-26,wbball,Union,"O'Keefe,Anna",0,G,03,15,0,3,9,1,4,4,1,8,1,3,6,108,2,6,8,6,0,12,0,0,0.33,0.25,0.25,0.53,0.53,0.40,0.20,0.07
ll,Liberty League (LL),2025-26,wbball,Union,"Peek,Kate",0,G,05,27,27,92,256,60,169,49,44,288,7,40,35,883,2,66,68,42,0,54,0,0,0.36,0.36,0.90,10.67,2.52,1.30,1.48,0.26
ll,Liberty League (LL),2025-26,wbball,Union,"Ceseretti,Grace",0,G,10,27,27,71,213,34,117,54,43,219,10,30,102,804,34,110,144,70,0,60,0,0,0.33,0.29,0.80,8.11,5.33,3.78,1.11,0.37
ll,Liberty League (LL),2025-26,wbball,Union,"Cunningham,Olivia",0,F,11,26,22,113,251,1,6,66,44,271,19,48,77,740,58,219,277,52,0,68,0,0,0.45,0.17,0.67,10.42,10.65,2.96,1.85,0.73
ll,Liberty League (LL),2025-26,wbball,Union,"Schultz,Morgan",0,F,12,27,5,63,136,0,0,28,15,141,6,8,20,465,39,56,95,49,0,26,0,0,0.46,0.00,0.54,5.22,3.52,0.74,0.30,0.22
ll,Liberty League (LL),2025-26,wbball,Union,"Weeren,Casey",0,G,14,14,0,6,18,2,5,7,6,20,0,3,3,70,5,12,17,9,0,4,0,0,0.33,0.40,0.86,1.43,1.21,0.21,0.21,0.00
ll,Liberty League (LL),2025-26,wbball,Union,"Bastiaens,Aiko",0,G,20,17,0,13,25,0,0,12,8,34,2,6,5,91,3,15,18,6,0,8,0,0,0.52,0.00,0.67,2.00,1.06,0.29,0.35,0.12
ll,Liberty League (LL),2025-26,wbball,Union,"Perovic,Jelena",0,F,22,27,27,157,336,1,6,85,55,370,36,27,56,815,63,128,191,44,0,56,1,0,0.47,0.17,0.65,13.70,7.07,2.07,1.00,1.33
ll,Liberty League (LL),2025-26,wbball,Union,"Ardito,Grace",0,G,23,27,27,103,258,41,136,32,25,272,6,24,40,867,25,62,87,57,0,35,0,0,0.40,0.30,0.78,10.07,3.22,1.48,0.89,0.22
