season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Moyer, Nick",Nick,Moyer,,411,"Moyer, Nick",0,0MESSIAH,55,55,,,180,36,39,32,13,0,4,28,0,7,30,3,10,2,3,5,0,0,0,3,0,4,0,0.336,64,223,12,.833,.217,.356,51,148,16,0,0,0,0,32,0,215,.926,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,40,69,"18,61",0.30,18,61,"23,91",0.25,23,91,"14,55",0.25,14,55,"10,36",0.28,10,36,0,0,0,0,"11,37","11,21","51,110",6,0,0,0,0,0,0,0,13,35,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Ott, Luke",Luke,Ott,,411,"Ott, Luke",0,0MESSIAH,54,50,,,165,46,50,44,16,3,4,15,0,5,26,6,21,3,8,3,0,0,0,1,2,3,0,0.372,84,196,24,.875,.303,.509,68,3,2,0,0,1,0,0,0,73,.973,1,1.000,3,1,0,0,0,0,0,0,0,0,3.2,4,4,1,4,0,0,1,9.82,14,18,0,1,0,1,1,0,0,4,.214,10,3,45,43,"15,57",0.26,15,57,"24,77",0.31,24,77,"19,54",0.35,19,54,"8,32",0.25,8,32,0,0,0,0,"21,46","16,16","55,96",246,0,0,0,0,0,0,0,23,37,0,4,3,0,"1,1","0,5","0,1",0,"0,2",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Reyna, Cristian",Cristian,Reyna,,411,"Reyna, Cristian",0,0MESSIAH,19,4,,,22,5,6,4,2,1,0,3,0,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0.429,10,28,3,1.000,.273,.455,9,8,1,0,0,0,0,2,0,18,.944,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,6,"3,8",0.38,3,8,"2,11",0.18,2,11,"2,7",0.29,2,7,"2,9",0.22,2,9,0,0,0,0,"0,4","3,1","5,14",11,0,0,0,63,0,0,0,0,5,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Gordon, Jarrett",Jarrett,Gordon,,411,"Gordon, Jarrett",0,0MESSIAH,53,53,,,197,43,62,48,13,1,6,13,0,19,40,7,18,1,3,1,0,0,0,0,2,1,0,0.409,95,233,19,.947,.315,.482,75,113,14,0,0,0,0,27,0,202,.931,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,37,53,"12,58",0.21,12,58,"38,110",0.35,38,110,"27,78",0.35,27,78,"15,39",0.38,15,39,0,0,0,0,"15,35","23,31","65,121",226,0,0,0,0,0,0,0,20,52,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Long, Jason",Jason,Long,,411,"Long, Jason",0,0MESSIAH,14,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,4,14,2,0,0,6,0,3,0,20,.900,6,1.000,66,1,14,6,2,0,1,0,0,0,72.2,33,31,37,67,10,1,6,3.84,269,327,11,14,0,3,4,0,0,25,.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,76,0,"7,20","5,33","2,11",0,"2,20",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Harper, Trey",Trey,Harper,,411,"Harper, Trey",0,0MESSIAH,22,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,3,1,0,0,3,0,0,0,6,.833,3,1.000,46,1,0,3,0,3,0,0,0,0,37.2,19,16,19,36,9,2,1,3.82,154,183,2,8,0,1,1,0,0,13,.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,0,"3,13","5,21","5,10",0,"4,17",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Beatty Jr., Chris",Chris,Beatty Jr.,,411,"Beatty Jr., Chris",0,0MESSIAH,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,2,1,0,0,1,1.000,3,.667,5,1,0,1,1,0,0,0,0,0,5.0,8,7,5,0,2,1,1,12.60,18,26,0,2,0,0,1,0,0,0,.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,"1,1","1,1","0,1",0,"1,3",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Burkholder, Brayden",Brayden,Burkholder,,411,"Burkholder, Brayden",0,0MESSIAH,9,2,,,11,0,3,1,0,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0.385,3,13,0,.000,.273,.273,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,"2,6",0.33,2,6,"1,6",0.17,1,6,"0,4",0,0,4,"0,2",0,0,2,0,0,0,0,"1,2","1,1","3,6",2,0,0,0,57,0,0,0,3,3,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Butler, Julian",Julian,Butler,,411,"Butler, Julian",0,0MESSIAH,12,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,0,0,0,0,0,0,0,3,1.000,0,.000,9,1,0,0,0,0,0,0,0,0,8.0,10,9,8,7,3,0,2,10.13,30,44,2,4,0,2,0,0,0,1,.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,"0,1","1,2","1,1",0,"1,2",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Cloudt, Walker",Walker,Cloudt,,411,"Cloudt, Walker",0,0MESSIAH,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,2,0,0,0,2,1.000,2,1.000,19,1,0,0,1,0,0,0,0,0,8.2,16,12,5,2,1,0,2,12.46,45,52,0,1,0,0,1,0,0,0,.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,"2,2","2,8","0,3",0,"1,5",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Dellinger, Drew",Drew,Dellinger,,411,"Dellinger, Drew",0,0MESSIAH,23,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,2,0,0,2,1,0,0,6,.667,3,.667,33,1,0,5,1,1,0,0,0,0,38.0,19,15,10,30,3,1,5,3.55,145,165,7,8,1,1,1,0,0,7,.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,0,"3,9","5,22","2,8",0,"5,17",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Foltz, Christian",Christian,Foltz,,411,"Foltz, Christian",0,0MESSIAH,17,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,11,2,0,0,12,3,0,0,14,.857,15,.800,57,1,14,6,3,0,1,1,0,0,76.1,40,35,36,98,12,5,1,4.13,275,341,2,24,0,2,4,0,0,46,.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,57,3,"6,18","10,35","0,12",0,"7,26",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Mark, Landon",Landon,Mark,,411,"Mark, Landon",0,0MESSIAH,13,0,,,10,1,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0.300,3,10,0,.000,.300,.300,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,0,"1,3",0.33,1,3,"3,9",0.33,3,9,"2,6",0.33,2,6,"1,2",0.50,1,2,0,0,0,0,0,"0,1","6,9",11,0,0,0,136,0,0,0,3,1,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Martin, Jadyn",Jadyn,Martin,,411,"Martin, Jadyn",0,0MESSIAH,4,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,1,0,0,0,0,0.000,1,1.000,1,1,1,0,0,0,0,0,0,0,4.2,2,2,3,5,0,0,0,3.86,13,23,0,5,1,1,1,0,0,2,.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,"2,2","0,3","0,2",0,"0,2",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Martinez, David",David,Martinez,,411,"Martinez, David",0,0MESSIAH,48,42,,,150,28,46,23,11,0,1,18,0,5,24,4,13,4,5,1,0,0,0,1,1,2,0,0.397,60,179,17,.765,.307,.400,81,1,3,0,0,0,0,0,0,85,.965,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,32,50,"14,53",0.26,14,53,"25,84",0.30,25,84,"20,61",0.33,20,61,"12,29",0.41,12,29,0,0,0,0,"14,28","8,15","37,92",276,0,0,0,10,0,0,0,12,46,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"May, TJ",TJ,May,,411,"May, TJ",0,0MESSIAH,3,0,,,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,3,3,0,.000,.667,1.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,"1,1",1.00,1,1,"2,3",0.67,2,3,"2,3",0.67,2,3,0,0,0,0,0,0,0,0,0,"1,1","3,3",0,0,0,0,122,0,0,0,1,0,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Morrison, Ryan",Ryan,Morrison,,411,"Morrison, Ryan",0,0MESSIAH,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,6,1,0,1,0,0,0,0,0,0,3.0,3,3,5,3,2,0,0,9.00,12,19,3,1,0,1,0,0,0,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,"1,1","1,1","1,1",0,"1,1",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Reid, Carter",Carter,Reid,,411,"Reid, Carter",0,0MESSIAH,29,4,,,35,12,13,15,1,0,3,8,0,1,13,6,6,0,0,1,0,0,0,0,1,0,0,0.489,23,45,6,1.000,.371,.657,2,3,1,0,0,0,0,1,0,6,.833,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,8,"5,15",0.33,5,15,"9,23",0.39,9,23,"7,16",0.44,7,16,"3,9",0.33,3,9,0,0,0,0,"3,8","5,8","14,28",73,0,0,0,428,0,0,0,2,10,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Shepherd, Sawyer",Sawyer,Shepherd,,411,"Shepherd, Sawyer",0,0MESSIAH,11,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,3,0,0,2,3,0,0,6,.500,5,.400,24,1,5,2,1,0,0,0,0,0,28.0,17,14,23,23,4,0,1,4.50,102,141,2,13,0,1,2,0,0,8,.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,0,"1,3","3,9","0,5",0,"1,3",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Stigers, Eric",Eric,Stigers,,411,"Stigers, Eric",0,0MESSIAH,13,1,,,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.000,0,4,0,.000,.000,.000,6,1,0,0,0,0,0,0,0,7,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,"0,3",0,0,3,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,3",0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Williams, Tucker",Tucker,Williams,,411,"Williams, Tucker",0,0MESSIAH,18,1,,,5,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.333,1,6,1,.000,.200,.200,31,1,0,0,0,0,0,2,0,32,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,"1,5",0.20,1,5,"1,3",0.33,1,3,"0,1",0,0,1,0,0,0,0,0,0,0,0,"1,1",0,"1,3",1,0,0,0,3,0,0,0,0,4,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Zeigler, Thomas",Thomas,Zeigler,,411,"Zeigler, Thomas",0,0MESSIAH,6,1,,,5,1,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.333,2,6,1,1.000,.200,.400,4,0,0,0,0,0,0,0,0,4,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,"0,1",0,0,1,"0,2",0,0,2,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,"1,2",0,"0,2",0,0,0,0,7,0,0,0,0,2,0,,,,,,,,,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Knight, Daniel",Daniel,Knight,,411,"Knight, Daniel",0,0MESSIAH,18,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,2,10,1,0,0,5,1,0,0,13,.923,6,.833,66,1,9,5,2,2,0,0,1,0,62.0,39,28,14,44,4,1,5,4.06,246,278,0,9,0,3,6,0,0,17,.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,72,0,"12,24","16,46","4,13",0,"4,20",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Barrall, Noah",Noah,Barrall,,411,"Barrall, Noah",0,0MESSIAH,20,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,3,2,0,0,2,2,0,0,5,.600,4,.500,27,1,0,2,2,8,0,0,1,0,31.2,23,20,23,40,4,0,1,5.68,114,152,4,8,0,2,5,0,0,15,.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,0,"1,4","2,9","1,6",0,"3,7",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Harris, Zachary",Zachary,Harris,,411,"Harris, Zachary",0,0MESSIAH,17,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,9,1,0,0,8,1,1,0,13,.923,9,.889,66,1,12,9,3,1,0,0,0,0,74.0,43,32,15,78,7,2,6,3.89,289,321,7,10,1,4,3,0,0,27,.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,66,1,"8,27","14,40","9,33",0,"8,33",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Hannevig, Owen",Owen,Hannevig,,411,"Hannevig, Owen",0,0MESSIAH,13,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,3,0,0,0,1,0,1,0,4,1.000,1,1.000,11,1,0,0,0,1,0,0,0,0,13.2,7,7,13,12,3,0,0,4.61,48,66,4,3,0,2,0,0,0,5,.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,"2,2","2,7","3,4",0,"3,5",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Zercher, Isaiah",Isaiah,Zercher,,411,"Zercher, Isaiah",0,0MESSIAH,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,3,1,0,0,0,0,0,0,0,0,1.0,2,2,1,1,1,0,0,18.00,6,7,0,0,0,0,0,0,0,0,.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"1,1","2,5","0,2",0,"0,1",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,"Mastramico, Roman",Roman,Mastramico,,411,"Mastramico, Roman",0,0MESSIAH,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,0,0,0,0,1,.000,0,.000,0,1,0,0,0,0,0,0,0,0,1.0,1,0,3,1,0,0,0,0.00,2,6,1,1,0,0,0,0,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1,1","0,2","0,1",0,"0,1",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,Parks Kyler,Parks,Kyler,,411,Parks Kyler,0,0MESSIAH,7,0,,,4,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.800,5,5,0,.000,.750,1.250,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,0,0,0,1,"1,2",0.50,1,2,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"1,1",0,"1,2",0,0,0,0,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Messiah,Martin Kolten,Martin,Kolten,,411,Martin Kolten,0,0MESSIAH,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,2,1,0,0,0,0,0,0,0,0,3.0,2,2,0,4,0,0,1,6.00,11,12,1,1,0,0,0,0,0,0,.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,"2,3","1,4","1,2",0,"0,3",Messiah,MESSIAH,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Lucas Prendergast,Lucas,Prendergast,,815,Lucas Prendergast,0,0YC,45,45,,,166,51,58,39,17,1,6,23,0,18,21,5,5,1,2,3,0,0,0,1,1,2,0,0.471,95,212,6,.833,.349,.572,96,106,15,0,0,0,0,20,0,217,.931,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,52,38,"12,37",0.32,12,37,"27,66",0.41,27,66,"18,42",0.43,18,42,"12,36",0.33,12,36,0,0,0,0,"39,81","11,14","51,80",132,0,0,0,0,0,0,0,15,22,0,,,,,,,,,York,YC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Gabe Trevena,Gabe,Trevena,,815,Gabe Trevena,0,0YC,30,22,,,89,18,19,11,6,3,0,12,0,2,25,8,6,0,2,2,0,0,0,0,0,1,0,0.314,31,107,6,1.000,.213,.348,23,5,6,0,0,0,0,0,0,34,.824,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,25,23,"3,24",0.13,3,24,"8,51",0.16,8,51,"4,35",0.11,4,35,"3,16",0.19,3,16,0,0,0,0,"5,12","9,10","31,64",11,0,0,0,27,0,0,0,14,20,0,,,,,,,,,York,YC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,York,Michael Tinneny,Michael,Tinneny,,815,Michael Tinneny,0,0YC,45,45,,,165,40,60,42,9,3,4,30,0,10,15,4,0,2,0,5,0,0,0,3,1,5,0,0.476,87,210,2,.000,.364,.527,42,101,10,0,0,0,0,15,0,153,.935,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,53,36,"20,57",0.35,20,57,"35,85",0.41,35,85,"25,62",0.40,25,62,"14,39",0.36,14,39,0,0,0,0,"13,35","15,17","68,102",73,0,0,0,0,0,0,0,19,31,0,,,,,,,,,York,YC,0,False,,,,,
