season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,hitting_stats,fielding_stats,hitting_summary_stats
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Quinton Sterling,Quinton,Sterling,,679,Quinton Sterling,0,0STEVENS,26,12,,,57,15,15,7,2,0,4,4,0,1,13,1,9,1,0,0,0,0,0,1,0,2,0,0.323,29,62,10,.900,.263,.509,17,1,1,0,0,0,0,0,0,19,.947,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,8,16,"2,20",0.10,2,20,"7,35",0.20,7,35,"3,20",0.15,3,20,"1,6",0.17,1,6,0,0,0,0,"6,13","2,5","13,36",15,0,0,0,23,0,0,0,0,21,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Sean Shea,Sean,Shea,,679,Sean Shea,0,0STEVENS,7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,4,0,0,0,3,.667,4,1.000,6,1,0,0,0,0,0,0,0,0,6.0,6,5,7,2,0,0,1,7.50,19,29,0,1,0,1,1,0,0,1,.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,"0,2","0,1","2,2",0,"0,1",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,William Sotiropoulos,William,Sotiropoulos,,679,William Sotiropoulos,0,0STEVENS,7,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,2,1,0,0,8,2,0,0,4,.750,10,.800,11,1,0,1,0,0,0,0,0,0,16.0,9,8,13,18,0,0,2,4.50,55,71,5,3,0,0,0,0,0,7,.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,"4,8","7,17","0,2",0,"3,9",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Matt Villapiano,Matt,Villapiano,,679,Matt Villapiano,0,0STEVENS,18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,3,3,0,0,0,2,1,0,0,6,1.000,3,.667,16,1,0,1,1,0,0,0,0,0,17.0,12,12,13,15,5,0,2,6.35,62,78,0,1,0,1,1,0,1,7,.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,0,"1,3","0,2","1,2",0,"0,1",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Will Staviski,Will,Staviski,,679,Will Staviski,0,0STEVENS,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,1,0,0,5,1,0,0,3,.667,6,.833,6,1,0,1,0,0,0,0,0,0,10.0,6,3,10,7,1,0,1,2.70,31,48,1,3,0,3,1,0,0,3,.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,"3,3","0,2","0,1",0,"0,1",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Zach DeGeorge,Zach,DeGeorge,,679,Zach DeGeorge,0,0STEVENS,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,1,0,0,0,0,0,0,1,.000,0,.000,4,1,0,0,0,0,0,0,0,0,5.1,5,3,6,8,0,0,0,5.06,20,28,6,2,0,0,0,0,0,4,.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,"1,2","1,6","1,1",0,"0,1",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Jack Reichlin,Jack,Reichlin,,679,Jack Reichlin,0,0STEVENS,36,31,,,119,24,34,34,8,3,4,10,0,9,31,11,9,3,0,1,0,0,0,0,0,3,0,0.381,60,139,12,.750,.286,.504,40,11,4,0,0,0,0,0,0,55,.927,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,12,39,"17,45",0.38,17,45,"22,61",0.36,22,61,"19,51",0.37,19,51,"3,16",0.19,3,16,0,0,0,0,"8,32","4,13","31,66",103,0,0,0,39,0,0,0,2,32,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Aaron Wong,Aaron,Wong,,679,Aaron Wong,0,0STEVENS,28,17,,,63,17,16,11,2,1,0,10,0,4,14,1,6,1,2,1,0,0,0,1,1,1,0,0.385,20,80,7,.857,.254,.317,117,29,6,1,0,22,6,0,0,152,.961,28,.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,17,18,"3,20",0.15,3,20,"13,38",0.34,13,38,"9,31",0.29,9,31,"3,7",0.43,3,7,0,0,0,0,"4,14","5,11","26,45",101,0,0,0,"0,1",0,0,1,7,20,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Balewitz Jr.,Balewitz,Jr.,,679,Balewitz Jr.,0,0STEVENS,8,0,,,8,2,1,2,1,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.300,2,10,0,.000,.125,.250,4,0,0,0,0,0,0,0,0,4,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,"0,4",0,0,4,"1,6",0.17,1,6,"1,5",0.20,1,5,"0,1",0,0,1,0,0,0,0,"1,1","1,1","2,6",0,0,0,0,65,0,0,0,0,4,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Jason Wu,Jason,Wu,,679,Jason Wu,0,0STEVENS,9,0,,,7,5,3,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.556,3,9,1,1.000,.429,.429,1,3,3,0,0,0,0,0,0,7,.571,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,"0,2",0,0,2,"3,5",0.60,3,5,"1,2",0.50,1,2,"3,4",0.75,3,4,0,0,0,0,0,"1,1","5,6",0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Brady Solomon,Brady,Solomon,,679,Brady Solomon,0,0STEVENS,9,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,2,0,0,0,1,0,0,0,2,1.000,1,1.000,7,1,0,0,0,0,0,0,0,0,9.0,3,3,3,15,0,0,1,3.00,34,38,1,0,0,0,1,0,0,3,.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,"0,1","0,3","1,4",0,"0,2",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Stevens,Evan Carrier,Evan,Carrier,,679,Evan Carrier,0,0STEVENS,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,3,0,0,0,0,0.000,3,1.000,6,1,0,2,0,0,0,0,0,0,6.2,7,6,4,8,1,0,2,8.10,27,34,0,3,0,0,0,0,0,2,.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,"0,1","1,2","2,4",0,"0,1",Stevens,STEVENS,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Duncan Weir,Duncan,Weir,,351,Duncan Weir,0,0LVC,26,12,,,45,12,8,6,2,0,0,12,0,3,8,3,1,1,1,0,0,0,0,2,1,3,0,0.383,10,61,2,.500,.178,.222,23,-1,0,0,0,0,0,0,0,22,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,21,6,"1,12",0.08,1,12,"4,19",0.21,4,19,"3,15",0.20,3,15,"0,4",0,0,4,0,0,0,0,"4,21","3,5","17,24",18,0,0,0,20,0,0,0,9,8,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Kenny Palmieri,Kenny,Palmieri,,351,Kenny Palmieri,0,0LVC,29,29,,,107,17,29,18,4,1,1,10,0,5,16,4,7,1,2,0,0,0,0,2,0,5,0,0.361,38,124,8,.875,.271,.355,50,2,1,0,0,0,0,1,0,53,.981,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,32,29,"9,44",0.20,9,44,"19,65",0.29,19,65,"14,49",0.29,14,49,"5,14",0.36,5,14,0,0,0,0,"8,22","7,12","36,75",162,0,0,0,1,0,0,0,5,42,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Jace Fetterman,Jace,Fetterman,,351,Jace Fetterman,0,0LVC,43,42,,,152,42,62,42,18,1,8,34,4,10,28,9,4,0,0,1,0,0,0,1,1,2,0,0.538,106,197,4,1.000,.408,.697,213,26,2,5,0,41,15,1,0,241,.992,56,.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,20,42,"21,52",0.40,21,52,"34,84",0.40,34,84,"23,51",0.45,23,51,"6,12",0.50,6,12,0,0,0,0,"12,26","9,14","61,105",167,0,0,0,44,0,0,0,8,29,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Logan Brewer,Logan,Brewer,,351,Logan Brewer,0,0LVC,44,43,,,165,35,56,53,16,3,8,19,1,3,32,5,4,0,1,7,0,0,0,0,1,0,0,0.402,102,195,4,1.000,.339,.618,287,7,5,0,0,0,0,21,0,299,.983,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,27,52,"20,66",0.30,20,66,"44,111",0.40,44,111,"28,81",0.35,28,81,"3,16",0.19,3,16,0,0,0,0,"11,28","18,28","75,126",199,0,0,0,3,0,0,0,22,47,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Ryan Murphy,Ryan,Murphy,,351,Ryan Murphy,0,0LVC,18,11,,,42,9,10,6,1,0,0,5,0,4,5,1,3,2,0,2,0,0,0,0,0,0,0,0.358,11,53,5,.600,.238,.262,31,3,3,0,0,0,0,0,0,37,.919,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,18,"5,15",0.33,5,15,"9,24",0.38,9,24,"4,17",0.24,4,17,"1,3",0.33,1,3,0,0,0,0,"1,8","3,4","16,30",8,0,0,0,5,0,0,0,2,12,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Owen Berry,Owen,Berry,,351,Owen Berry,0,0LVC,43,43,,,158,52,43,24,11,0,0,36,0,6,26,9,14,2,2,4,0,0,0,0,0,0,0,0.417,54,206,16,.875,.272,.342,64,109,8,0,0,2,0,14,0,181,.956,2,1.000,6,1,0,0,1,3,0,0,0,0,6.1,3,2,1,7,1,0,0,2.84,21,25,0,0,0,2,1,0,0,3,.286,3,3,36,55,"9,46",0.20,9,46,"18,75",0.24,18,75,"16,56",0.29,16,56,"1,11",0.09,1,11,0,0,0,0,"36,63","13,16","38,89",40,0,0,0,0,0,0,0,16,46,0,7,3,2,"0,1",0,0,0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Justin Ranker,Justin,Ranker,,351,Justin Ranker,0,0LVC,24,11,,,47,9,12,8,2,0,0,5,0,5,11,4,5,0,1,2,0,0,0,0,0,0,0,0.373,14,60,5,1.000,.255,.298,18,16,6,0,0,1,0,1,0,40,.850,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,14,12,"5,17",0.29,5,17,"7,27",0.26,7,27,"4,17",0.24,4,17,"1,5",0.20,1,5,0,0,0,0,"3,10","4,5","17,36",71,0,0,0,90,0,0,0,4,17,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Devin Kreger,Devin,Kreger,,351,Devin Kreger,0,0LVC,19,6,,,25,8,7,6,1,0,1,8,0,3,5,2,0,0,0,1,0,0,0,0,0,0,0,0.486,11,37,0,.000,.280,.440,7,1,0,0,0,0,0,1,0,8,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,9,"0,7",0,0,7,"3,12",0.25,3,12,"3,11",0.27,3,11,"1,2",0.50,1,2,0,0,0,0,"5,7","4,3","13,20",0,0,0,0,40,0,0,0,4,5,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Kameron Wetzel,Kameron,Wetzel,,351,Kameron Wetzel,0,0LVC,27,17,,,64,14,16,12,2,1,1,5,0,5,17,1,4,1,1,3,0,0,0,0,2,0,0,0.338,23,78,5,.800,.250,.359,9,32,9,0,0,0,0,3,0,50,.820,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,12,20,"4,18",0.22,4,18,"8,28",0.29,8,28,"4,18",0.22,4,18,"1,5",0.20,1,5,0,0,0,0,"7,18","7,4","22,38",30,0,0,0,5,0,0,0,11,12,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Andrew Spaan,Andrew,Spaan,,351,Andrew Spaan,0,0LVC,12,6,,,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.500,4,4,0,.000,.500,1.000,1,4,0,0,0,8,1,1,0,5,1.000,9,.889,61,1,5,0,2,0,0,0,0,0,29.2,41,36,11,27,17,2,3,10.92,148,162,8,0,0,2,1,0,0,9,.412,0,0,2,0,0,0,0,0,"1,2",0.50,1,2,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,"1,2",0,"2,2",0,0,0,0,0,0,0,0,1,0,0,28,30,0,0,0,0,0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Blair Shaffer,Blair,Shaffer,,351,Blair Shaffer,0,0LVC,13,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,1,5,1,0,0,4,0,1,0,7,.857,4,1.000,18,1,0,2,2,1,0,0,0,0,17.0,18,13,12,11,1,0,2,6.88,72,87,1,3,0,0,0,0,0,4,.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,"0,2","0,2",0,"0,1",Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Kyle Mccracken,Kyle,Mccracken,,351,Kyle Mccracken,0,0LVC,12,1,,,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,1,3,0,.000,.500,.500,1,3,0,0,0,1,1,0,0,4,1.000,2,.500,22,1,0,0,0,0,0,0,0,0,17.2,22,17,16,10,3,0,3,8.66,75,95,1,3,0,1,0,0,0,3,.293,0,0,1,0,"1,2",0.50,1,2,"1,1",1.00,1,1,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,0,0,0,0,0,0,0,25,14,1,0,0,0,0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Michael Williams,Michael,Williams,,351,Michael Williams,0,0LVC,22,0,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,1,0,.000,.000,.000,0,4,0,0,0,6,3,0,0,4,1.000,9,.667,25,1,0,4,1,0,0,0,0,0,25.0,15,12,9,30,8,0,1,4.32,92,110,2,5,2,3,1,0,0,15,.272,0,0,0,0,"0,1",0,0,1,"0,1",0,0,1,"0,1",0,0,1,0,0,0,0,0,0,0,0,0,0,"0,1",2,0,0,0,2,0,0,0,0,3,0,25,15,0,0,0,0,0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Malachi Duka,Malachi,Duka,,351,Malachi Duka,0,0LVC,19,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,6,3,0,0,0,8,1,0,0,9,1.000,9,.889,17,1,3,3,0,1,0,0,0,0,25.1,20,18,28,39,4,1,0,6.39,90,128,7,8,0,1,1,0,1,10,.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,0,"0,1",0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Jacob Detwiler,Jacob,Detwiler,,351,Jacob Detwiler,0,0LVC,10,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,4,1,0,0,2,4,0,0,5,.800,6,.333,47,1,9,4,2,0,0,0,0,0,42.0,32,29,33,44,4,0,4,6.21,172,212,4,6,0,0,1,0,0,14,.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,0,0,0,0,0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Hayden Fravel,Hayden,Fravel,,351,Hayden Fravel,0,0LVC,10,1,,,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250,2,4,0,.000,.250,.500,1,7,1,0,0,1,1,0,0,9,.889,2,.500,7,1,0,0,0,0,0,0,0,0,9.1,12,11,14,10,3,1,0,10.61,32,52,8,4,0,1,1,0,0,2,.219,0,0,2,1,0,0,0,0,"0,2",0,0,2,"0,2",0,0,2,0,0,0,0,0,0,0,0,"0,1","1,1","2,2",0,0,0,0,0,0,0,0,3,0,0,9,7,0,"1,1","0,1","0,1",0,"1,3",Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Tony Bennage,Tony,Bennage,,351,Tony Bennage,0,0LVC,16,0,,,-4,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750,-3,-4,0,.000,.750,.750,-7,1,0,0,0,5,1,0,0,-6,1.000,6,.833,36,1,1,1,2,1,0,0,0,0,22.2,31,28,14,18,7,2,5,11.12,96,118,7,2,0,4,2,0,0,4,.375,0,0,1,0,0,0,0,0,"1,1",1.00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,"1,1",0,0,0,0,0,0,0,0,0,0,0,25,22,0,"0,1","1,3","2,2",0,"0,1",Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Tyler Marley,Tyler,Marley,,351,Tyler Marley,0,0LVC,5,1,,,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,7,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,"0,3",0,0,3,"0,5",0,0,5,"0,3",0,0,3,0,0,0,0,0,0,0,0,"1,1","0,1","1,5",3,0,0,0,61,0,0,0,1,4,0,,,,,,,,,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Landon Sexton,Landon,Sexton,,351,Landon Sexton,0,0LVC,19,1,,,9,1,4,1,0,0,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.583,4,12,0,.000,.444,.444,7,1,0,0,0,1,1,0,0,8,1.000,2,.500,14,1,0,0,0,0,0,0,0,0,13.1,10,9,15,16,3,1,1,6.08,52,70,7,1,0,0,2,0,0,4,.269,0,0,0,1,"1,2",0.50,1,2,"2,5",0.40,2,5,"1,2",0.50,1,2,"1,2",0.50,1,2,0,0,0,0,"2,3",0,"4,6",0,0,0,0,0,0,0,0,1,2,0,17,7,0,0,0,"1,1",0,0,Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Chris Langsdorf,Chris,Langsdorf,,351,Chris Langsdorf,0,0LVC,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,4,1,0,0,0,0,0,0,0,0,2.0,5,2,4,1,1,1,0,9.00,11,15,1,0,0,0,0,0,0,0,.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,"1,1","1,5",0,0,"1,3",Lebanon Valley,LVC,0,False,,,,,
2025-26,baseball,Middle Atlantic Conferences (MAC),mac,Lebanon Valley,Parker Raham,Parker,Raham,,351,Parker Raham,0,0LVC,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0,0,0,.000,.000,.000,0,0,0,0,0,0,1,0,0,0,0.000,1,.000,2,1,0,0,0,0,0,0,0,0,1.2,1,1,3,1,0,0,0,5.40,6,9,0,0,0,0,0,0,0,0,.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"0,1","0,2",0,0,"0,1",Lebanon Valley,LVC,0,False,,,,,
