season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Casey Ryan,Casey,Ryan,,69,Casey Ryan,"RYAN,CASEY",RYANCASEYBOWDOIN,21,21,,,Bowdoin,BOWDOIN,0,0,0,0,0,0,3,34,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,40,0,35,6,1260:00,0,0,1.000,,,,,,,,,,,,,,,120,208,0,125,52,73,.577,5.95,,,,,,25.84034760112913,1,99
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Jack Regnery,Jack,Regnery,,717,Jack Regnery,"REGNERY,JACK",REGNERYJACKTUFTS,23,23,,,Tufts,TUFTS,1129-4400,0,0,0,0,0,4,38,0,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,42,0,42,9,1380:00,0,0,1.000,,,,,,,,,,,,,,,134,225,0,122,48,74,.596,5.30,,,,,,25.539537577069822,2,99
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Chris Berry,Chris,Berry,,69,Chris Berry,"BERRY,CHRIS",BERRYCHRISBOWDOIN,21,21,,,Bowdoin,BOWDOIN,0,0,0,0,0,0,4,20,0,5,4,0,0,0,0,0,0,0,3,2,0,0,0,0,48,0,43,10,1260:00,0,0,1.000,,,,,,,,,,,,,,,126,201,0,105,46,59,.627,5.00,,,,,,22.623953393081685,3,99
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Brooks Hauser,Brooks,Hauser,,717,Brooks Hauser,"HAUSER,BROOKS",HAUSERBROOKSTUFTS,23,23,,,Tufts,TUFTS,1129-4396,0,0,0,0,0,4,16,0,3,4,0,0,0,0,0,0,0,2,4,0,0,0,0,37,0,30,10,1380:00,0,0,1.000,,,,,,,,,,,,,,,124,189,0,105,31,74,.656,4.57,,,,,,21.493448700502345,4,98
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Chase Beyer,Chase,Beyer,,717,Chase Beyer,"BEYER,CHASE",BEYERCHASETUFTS,23,23,,,Tufts,TUFTS,1129-4658,0,0,0,0,0,1,11,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,56,0,40,7,1380:00,0,0,1.000,,,,,,,,,,,,,,,92,123,0,87,32,55,.748,3.78,,,,,,18.553795684615363,5,98
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Will Emsing,Will,Emsing,,717,Will Emsing,"EMSING,WILL",EMSINGWILLTUFTS,23,1,,,Tufts,TUFTS,1129-4661,0,0,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,13,2,60:00,0,0,1.000,,,,,,,,,,,,,,,59,94,0,80,46,34,.628,3.48,,,,,,16.45087747626951,6,98
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bowdoin,Sam Raye-Steiner,Sam,Raye-Steiner,,69,Sam Raye-Steiner,"RAYE-STEINER,SAM",RAYE-STEINERSAMBOWDOIN,21,21,,,Bowdoin,BOWDOIN,0,0,0,0,0,0,1,31,0,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,25,6,1260:00,0,0,1.000,,,,,,,,,,,,,,,104,156,0,80,24,56,.667,3.81,,,,,,16.07811651678312,7,97
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Williams,Will Doran,Will,Doran,,789,Will Doran,"DORAN,WILL",DORANWILLWILLIAMS,18,18,,,Williams,WILLIAMS,0,0,0,0,0,0,2,22,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,27,4,1080:00,40,0,1.000,,,,,,,,,,,,,,,80,124,0,66,22,44,.645,3.67,,,,,,12.724572185041962,8,97
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bates,Riley McClure,Riley,McClure,,50,Riley McClure,"MCCLURE,RILEY",MCCLURERILEYBATES,18,17,,,Bates,BATES,1120-5680,0,0,0,0,0,4,15,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,29,2,1020:00,0,0,1.000,,,,,,,,,,,,,,,85,141,0,63,15,48,.603,3.50,,,,,,12.225635235293307,9,97
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Middlebury,Logan White,Logan,White,,420,Logan White,"WHITE,LOGAN",WHITELOGANMIDD,17,17,,,Middlebury,MIDD,1126-5731,0,0,0,0,0,2,24,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,20,1,1020:00,0,0,1.000,,,,,,,,,,,,,,,57,90,0,60,25,35,.633,3.53,,,,,,10.82004582709573,10,96
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Garrett Kelly,Garrett,Kelly,,717,Garrett Kelly,"KELLY,GARRETT",KELLYGARRETTTUFTS,23,1,,,Tufts,TUFTS,1129-4398,0,0,0,0,0,0,23,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,3,60:00,0,0,1.000,,,,,,,,,,,,,,,73,107,0,61,13,48,.682,2.65,,,,,,10.813987502593879,11,96
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Hamilton,Carson Kraus,Carson,Kraus,,267,Carson Kraus,"KRAUS,CARSON",KRAUSCARSONHAMILTON,16,16,,,Hamilton,HAMILTON,1058-2989,0,0,0,0,1,4,19,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,9,9,961:00,42,0,1.000,,,,,,,,,,,,,,,78,149,0,55,11,44,.523,3.44,,,,,,10.80682428153545,12,96
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bates,Jack Goldbach,Jack,Goldbach,,50,Jack Goldbach,"GOLDBACH,JACK",GOLDBACHJACKBATES,18,15,,,Bates,BATES,1120-5913,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,22,0,23,9,900:00,0,0,1.000,,,,,,,,,,,,,,,55,100,0,53,23,30,.550,2.94,,,,,,10.67297958081509,13,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Gavin Lechner,Gavin,Lechner,,764,Gavin Lechner,"LECHNER,GAVIN",LECHNERGAVINWESLEYAN,19,18,,,Wesleyan,WESLEYAN,0,0,0,0,0,0,1,8,0,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,27,0,21,5,1077:00,101,0,1.000,,,,,,,,,,,,,,,52,85,0,53,19,34,.612,2.79,,,,,,10.195260813200605,14,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bates,Gray Doyle,Gray,Doyle,,50,Gray Doyle,"DOYLE,GRAY",DOYLEGRAYBATES,18,16,,,Bates,BATES,1120-5676,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,22,4,960:00,0,0,1.000,,,,,,,,,,,,,,,58,96,0,51,19,32,.604,2.83,,,,,,10.133102042287303,15,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Wesleyan,Matt Morrow,Matt,Morrow,,764,Matt Morrow,"MORROW,MATT",MORROWMATTWESLEYAN,19,13,,,Wesleyan,WESLEYAN,0,0,0,0,0,1,1,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,24,8,777:00,101,0,1.000,,,,,,,,,,,,,,,70,109,0,51,17,34,.642,2.68,,,,,,9.265573968802542,16,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Bates,Connor Hartman,Connor,Hartman,,50,Connor Hartman,"HARTMAN,CONNOR",HARTMANCONNORBATES,18,1,,,Bates,BATES,1120-5290,0,0,0,0,0,1,25,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,16,3,60:00,0,0,1.000,,,,,,,,,,,,,,,81,139,0,50,6,44,.583,2.78,,,,,,9.06235177249497,17,95
2026-27,mlax,New England Small College Athletic Conference (NESCAC),nescac,Tufts,Jackson Redd,Jackson,Redd,,717,Jackson Redd,"REDD,JACKSON",REDDJACKSONTUFTS,23,1,,,Tufts,TUFTS,1129-4653,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,17,2,60:00,0,0,1.000,,,,,,,,,,,,,,,53,76,0,48,24,24,.697,2.09,,,,,,8.689254496232225,18,95
