conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Lexi Bussenger,,,,43,43,149,54,65,18,4,0,0,13,0,2,15,3,44,1,3,1,0,0,0,0,0,1,0,0.485,69,168,45,.978,.436,.463,105,76,7,0,0,0,0,9,0,188,.963,0,.000,3,4,37,34,"15,42",0.36,15,42,"34,65",0.52,34,65,"23,41",0.56,23,41,"4,11",0.36,4,11,0,0,0,0,"27,60","5,8","49,76",12,0,0,0,0,0,0,0,7,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Emma McElroy,,,,43,42,148,44,69,41,7,1,2,5,0,2,7,2,30,4,4,4,0,0,0,0,0,0,0,0.478,84,163,34,.882,.466,.568,63,6,3,0,0,0,0,0,0,72,.958,0,.000,6,2,38,34,"17,35",0.49,17,35,"39,77",0.51,39,77,"35,66",0.53,35,66,"2,10",0.20,2,10,0,0,0,0,"18,27","18,26","63,89",73,0,0,0,22,0,0,0,25,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Kaylee Mushinski,,,,36,36,127,30,45,39,12,2,5,5,0,1,12,4,3,0,1,3,0,0,0,0,0,1,0,0.375,76,137,3,1.000,.354,.598,226,11,0,0,0,0,0,11,0,237,1.000,0,.000,3,9,30,38,"16,42",0.38,16,42,"28,84",0.33,28,84,"23,62",0.37,23,62,"1,7",0.14,1,7,0,0,0,0,"6,12","16,27","47,89",52,0,0,0,0,0,0,0,13,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Shelby DeCillis,,,,42,41,123,20,41,31,12,0,0,10,0,2,14,4,2,1,10,1,0,0,0,0,0,0,0,0.390,53,146,3,.667,.333,.431,184,16,1,1,0,24,8,4,0,201,.995,32,.750,8,7,42,29,"20,51",0.39,20,51,"30,87",0.34,30,87,"24,65",0.37,24,65,"4,8",0.50,4,8,0,0,0,0,"11,23","9,19","53,100","0,1",0,0,1,"1,1",1.00,1,1,17,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Quinn Rosario,,,,33,29,84,15,22,10,4,3,0,5,0,0,13,2,2,0,3,2,0,0,0,0,0,1,0,0.297,32,94,2,1.000,.262,.381,57,2,1,0,0,11,1,0,0,60,.983,12,.917,6,7,19,29,"7,32",0.22,7,32,"9,46",0.20,9,46,"9,35",0.26,9,35,"1,3",0.33,1,3,0,0,0,0,"12,22","4,8","22,51",6,0,0,0,1,0,0,0,7,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Ava Craddock,,,,43,43,131,34,61,38,14,7,0,19,0,0,12,8,10,0,1,0,0,0,0,0,0,0,0,0.533,89,151,10,1.000,.466,.679,55,3,3,0,0,0,0,1,0,61,.951,0,.000,2,4,32,25,"26,46",0.57,26,46,"36,85",0.42,36,85,"31,65",0.48,31,65,"4,8",0.50,4,8,0,0,0,0,"9,20","10,15","53,89",35,0,0,0,"1,1",1.00,1,1,16,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Shelby Osborne,,,,10,2,6,1,2,0,1,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0.429,3,8,0,.000,.333,.500,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,0,0,1,1,"1,1",1.00,1,1,"1,4",0.25,1,4,"0,2",0,0,2,"0,1",0,0,1,0,0,0,0,"1,1","0,1","2,5","0,1",0,0,1,22,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Naya Rivera,,,,33,29,77,14,15,14,5,2,0,12,0,0,22,6,2,2,4,0,0,0,0,1,2,1,0,0.303,24,93,4,.500,.195,.312,20,2,0,0,0,0,0,1,0,22,1.000,0,.000,5,5,23,15,"6,27",0.22,6,27,"13,49",0.27,13,49,"11,35",0.31,11,35,"2,7",0.29,2,7,0,0,0,0,"2,15","4,8","30,58",3,0,0,0,3,0,0,0,5,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Sam Gonchar,,,,20,10,34,4,10,5,0,0,1,3,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0.368,13,38,0,.000,.294,.382,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,1,3,10,7,"6,15",0.40,6,15,"7,21",0.33,7,21,"4,12",0.33,4,12,"1,1",1.00,1,1,0,0,0,0,"2,8","1,4","10,22",1,0,0,0,104,0,0,0,2,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Penn State Brandywine,Madie Culbertson,,,,42,42,123,30,47,27,14,5,1,9,0,3,17,3,2,0,1,3,0,0,0,0,0,3,0,0.428,74,139,2,1.000,.382,.602,62,79,14,0,0,0,0,10,0,155,.910,0,.000,6,4,16,42,"17,44",0.39,17,44,"25,67",0.37,25,67,"19,53",0.36,19,53,"1,7",0.14,1,7,0,0,0,0,"15,28","8,12","40,75",99,0,0,0,0,0,0,0,8,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
