season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Centennial Conference,centennial_conference,Haverford,Harry Genth,Harry,Genth,,276,Harry Genth,0,0HAVERFOR,39,39,,,145,69,62,77,15,2,23,25,7,18,18,2,31,1,1,1,0,0,0,0,0,0,0,0.556,150,190,32,.969,.428,1.034,64,82,11,0,0,0,0,16,0,157,.930,0,.000,,5,4,16,46,"13,32",0.41,13,32,"36,73",0.49,36,73,"24,51",0.47,24,51,"6,14",0.43,6,14,0,0,0,0,"21,41","17,22","56,90",70,0,0,0,0,0,0,0,5,18,0,,Haverford,HAVERFOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78577485479321,1,99,batting
2025-26,baseball,Centennial Conference,centennial_conference,Johns Hopkins,Dillon Souvignier,Dillon,Souvignier,,322,Dillon Souvignier,0,0JHU,49,48,,,190,60,80,62,11,3,16,23,0,4,16,5,13,0,1,2,0,0,0,0,1,0,0,0.489,145,220,13,1.000,.421,.763,386,25,5,0,0,0,0,32,0,416,.988,0,.000,,3,9,46,47,"29,68",0.43,29,68,"52,113",0.46,52,113,"35,78",0.45,35,78,"19,50",0.38,19,50,0,0,0,0,"20,39","11,15","81,129",117,0,0,0,"1,1",1.00,1,1,12,48,0,,Johns Hopkins,JHU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.647982492559354,2,99,batting
2025-26,baseball,Centennial Conference,centennial_conference,Johns Hopkins,Jimmy Stevens,Jimmy,Stevens,,322,Jimmy Stevens,0,0JHU,49,49,,,184,56,69,68,14,2,20,19,0,7,36,11,10,0,0,4,0,0,0,2,0,2,0,0.444,147,214,10,1.000,.375,.799,98,112,5,0,0,0,0,24,0,215,.977,0,.000,,3,3,34,47,"20,61",0.33,20,61,"34,101",0.34,34,101,"25,75",0.33,25,75,"21,52",0.40,21,52,0,0,0,0,"19,34","13,24","57,113",138,0,0,0,0,0,0,0,17,47,0,,Johns Hopkins,JHU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.465983261026752,3,99,batting
2025-26,baseball,Centennial Conference,centennial_conference,Haverford,Jackson Sgro,Jackson,Sgro,,276,Jackson Sgro,0,0HAVERFOR,30,30,,,113,30,50,43,11,0,11,13,0,4,15,9,3,0,1,3,0,0,0,1,1,2,0,0.504,94,134,3,1.000,.442,.832,40,71,8,0,0,0,0,14,0,119,.933,0,.000,,0,3,23,31,"19,42",0.45,19,42,"31,59",0.53,31,59,"23,44",0.52,23,44,"6,13",0.46,6,13,0,0,0,0,"14,31","9,13","43,66",68,0,0,0,0,0,0,0,9,15,0,,Haverford,HAVERFOR,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.595380386051865,4,98,batting
2025-26,baseball,Centennial Conference,centennial_conference,Muhlenberg,Marc Quarrie,Marc,Quarrie,,453,Marc Quarrie,0,0MUHL,39,39,,,151,62,61,49,13,3,11,29,4,9,33,9,17,3,0,3,0,0,0,0,0,0,0,0.516,113,192,20,.850,.404,.748,112,1,4,0,0,0,0,0,0,117,.966,0,.000,,8,12,29,25,"19,42",0.45,19,42,"38,85",0.45,38,85,"21,52",0.40,21,52,"8,26",0.31,8,26,0,0,0,0,"10,24","13,19","70,107",52,0,0,0,0,0,0,0,8,21,0,,Muhlenberg,MUHL,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.789174258596558,5,98,batting
2025-26,baseball,Centennial Conference,centennial_conference,Johns Hopkins,Shawn Steuerer,Shawn,Steuerer,,322,Shawn Steuerer,0,0JHU,48,47,,,198,66,73,56,17,0,17,18,1,6,24,2,8,2,0,5,0,0,0,1,0,3,0,0.427,141,227,10,.800,.369,.712,30,84,13,0,0,0,0,10,0,127,.898,0,.000,,6,13,44,55,"28,70",0.40,28,70,"36,112",0.32,36,112,"25,70",0.36,25,70,"13,47",0.28,13,47,0,0,0,0,"19,29","11,15","72,126",3,0,0,0,0,0,0,0,20,28,0,,Johns Hopkins,JHU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.875182419567176,6,98,batting
2025-26,baseball,Centennial Conference,centennial_conference,Gettysburg,Jack Pistner,Jack,Pistner,,258,Jack Pistner,0,0GC,41,41,,,165,45,61,66,9,5,9,35,6,2,22,3,5,1,0,3,0,0,0,0,0,0,0,0.478,107,205,6,.833,.370,.648,112,53,9,0,0,0,0,9,0,174,.948,0,.000,,4,9,31,49,"19,46",0.41,19,46,"36,109",0.33,36,109,"30,76",0.39,30,76,"4,11",0.36,4,11,0,0,0,0,"10,22","21,30","75,126",46,0,0,0,0,0,0,0,24,35,0,,Gettysburg,GC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.284833710388785,7,97,batting
2025-26,baseball,Centennial Conference,centennial_conference,McDaniel,Ben Davis,Ben,Davis,,773,Ben Davis,0,0MCD,42,42,,,161,42,65,52,13,2,6,29,0,9,24,6,3,2,0,5,0,0,0,0,2,1,0,0.505,100,204,5,.600,.404,.621,277,18,2,0,0,0,0,19,0,297,.993,0,.000,,3,2,26,47,"27,64",0.42,27,64,"41,97",0.42,41,97,"29,67",0.43,29,67,"10,18",0.56,10,18,0,0,0,0,"20,41","15,20","67,116",18,0,0,0,0,0,0,0,12,36,0,,McDaniel,MCD,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.657526234711064,8,97,batting
2025-26,baseball,Centennial Conference,centennial_conference,Gettysburg,Jack Burke,Jack,Burke,,258,Jack Burke,0,0GC,41,41,,,173,65,66,43,20,1,7,15,0,13,14,5,20,3,5,1,0,0,0,0,1,0,0,0.465,109,207,23,.870,.382,.630,49,0,0,0,0,0,0,0,0,49,1.000,0,.000,,9,10,39,50,"14,38",0.37,14,38,"38,99",0.38,38,99,"22,60",0.37,22,60,"3,13",0.23,3,13,0,0,0,0,"34,62","18,24","66,116",50,0,0,0,0,0,0,0,10,36,0,,Gettysburg,GC,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.176432788135251,9,97,batting
2025-26,baseball,Centennial Conference,centennial_conference,Johns Hopkins,Caleb Cyr,Caleb,Cyr,,322,Caleb Cyr,0,0JHU,45,45,,,169,55,57,44,12,0,12,29,2,8,31,9,2,0,0,4,0,0,0,0,0,0,0,0.448,105,210,2,1.000,.337,.621,241,16,3,2,0,39,4,1,0,260,.988,43,.907,,6,7,26,53,"22,66",0.33,22,66,"28,95",0.29,28,95,"21,62",0.34,21,62,"15,43",0.35,15,43,0,0,0,0,"18,40","10,14","64,118",125,0,0,0,0,0,0,0,8,37,0,,Johns Hopkins,JHU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.046961760884395,10,96,batting
