season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Norwich,Norwich University,Cooper Bertrand,,Fourth Year,26210,268,ACTIVE,73.69,1.69,16,74.4892794704563,10,6,3,24.1991230804926,-14.2591183015539,Region I - (M) DIII,clippd_scoreboard,119,93,34.2015592086532
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Albertus Magnus,Albertus Magnus College,Pierson Hester,,,8198,530,ACTIVE,75.57,3.57,14,76.35822245266,12,7,5,16.0448991792198,-16.6117266748039,Region I - (M) DIII,clippd_scoreboard,403,88,19.7752782381107
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,New England College,New England College,Graham Hassan,,,23458,747,ACTIVE,77.57,5.57,14,78.0815694547487,11,5,1,11.8844485178679,-15.5053174592339,Region I - (M) DIII,clippd_scoreboard,884,79,9.43775137984756
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Emmanuel (MA),Emmanuel College (Massachusetts),Ryan Brunet,,Fourth Year,27896,974,ACTIVE,77.62,5.62,13,79.4681168240589,10,6,2,8.20144433495682,-18.4314477709975,Region I - (M) DIII,clippd_scoreboard,901,78,9.23177620086392
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Albertus Magnus,Albertus Magnus College,Nick Piselli,,,16411,100000,ACTIVE,78.62,6.62,8,79.5700544168636,6,1,0,7.53431096564525,-16.4962049103374,Region I - (M) DIII,clippd_scoreboard,1134,74,6.08530782371168
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Emmanuel (MA),Emmanuel College (Massachusetts),Andrew Lavoie,,Third Year,36777,1260,ACTIVE,78.92,6.92,13,80.7758091317513,10,2,1,4.50352681092978,-18.4314477709975,Region I - (M) DIII,clippd_scoreboard,1226,72,4.93370053761312
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Emmanuel (MA),Emmanuel College (Massachusetts),Jack Ouellette,,Second Year,8874,1195,ACTIVE,79.38,7.38,13,81.2373475932897,10,3,1,5.40566611755822,-18.4314477709975,Region I - (M) DIII,clippd_scoreboard,1321,70,3.71644036049806
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Emmanuel (MA),Emmanuel College (Massachusetts),Sean Fenton,,Second Year,8873,100000,ACTIVE,79.8,7.8,10,81.66278912987,8,1,0,3.74937917727199,-17.8597882087245,Region I - (M) DIII,clippd_scoreboard,1412,69,2.09729727943191
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,New England College,New England College,Emil Elias,,Second Year,8836,1167,ACTIVE,80.08,8.08,13,80.6078184576121,10,0,0,5.67718231839039,-15.3298774367806,Region I - (M) DIII,clippd_scoreboard,1477,68,0.876540195936272
2025-26,mgolf,Men,Great Northeast Athletic Conference,gnac,Norwich,Norwich University,JD Mahoney,,Second Year,9521,100000,ACTIVE,80.33,8.33,9,81.136228048773,6,0,0,4.47627404313803,-16.660719614763,Region I - (M) DIII,clippd_scoreboard,1527,67,3.30833904823946
