conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,z_per_set_stats_points,z_per_set_stats_kills,z_per_set_stats_assists,z_per_set_stats_blocks,z_per_set_stats_aces,z_per_set_stats_digs,z_attack_stats_errors,z_serve_stats_errors,composite_score,rank,rating
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Illinois Wesleyan,"French, Taylor",0,,6,108,36,0.247,1181.0,157.0,449.0,16.0,2.0,88.0,0.0,77.0,72.0,488.0,0.0,0.0,590.0,21.0,325.0,27.0,2.0,24.0,3.0,541.0,1.0,4.16,0.15,3.01,0.25,0.71,5.01,3.765507924169458,3.5825449400351834,-0.2979485906057114,0.2744005973315136,3.8062993494217072,2.01631734311283,2.7977679621502674,3.2894861092463357,7.728071892692139,1,99
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Carthage,"Manojlovic, Kristina",0,,14,126,36,0.24,1315.0,167.0,482.0,20.0,8.0,145.0,0.0,28.0,63.0,374.0,0.0,0.0,581.0,44.0,286.0,53.0,0.0,45.0,8.0,540.5,0.0,3.83,0.16,2.27,0.42,0.22,4.29,3.095568388172778,3.2371107893962137,-0.29216429312350534,0.9441174780965582,0.6307471780987084,1.3042275721717873,3.01858321255537,2.7859031865237545,5.678065985982905,2,95
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Carthage,"Dettwiler, Ava",0,,3,126,36,0.226,717.0,110.0,272.0,686.0,17.0,1811.0,0.0,40.0,38.0,420.0,0.0,0.0,13.0,3.0,304.0,65.0,2.0,59.0,6.0,347.5,2.0,2.16,5.44,2.41,0.52,0.32,2.76,1.6719468741798327,1.4890046331323368,2.761944777481277,1.3380685844289375,1.2788190497972798,1.4389472585660388,1.759936285246284,1.3870617345165839,5.569922743448443,3,93
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Illinois Wesleyan,"Bardouniotis, Alex",0,,17,108,36,0.199,873.0,153.0,327.0,16.0,3.0,81.0,0.0,51.0,50.0,424.0,0.0,0.0,663.0,39.0,334.0,29.0,0.0,25.0,4.0,394.5,0.0,3.03,0.15,3.09,0.27,0.47,3.65,2.500066578397951,2.399694666635075,-0.2979485906057114,0.35319081859798956,2.2509268573451364,2.093300021052402,2.709441861988226,2.058505631480026,5.093605379297086,4,92
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Carroll,"Rowse, Bronwyn",0,,12,97,30,0.158,945.0,181.0,330.0,4.0,7.0,113.0,0.0,15.0,18.0,293.0,0.0,0.0,339.0,24.0,233.0,42.0,2.0,41.0,1.0,366.5,1.0,3.4,0.04,2.4,0.43,0.15,3.78,2.6210278835084626,2.7869996234121017,-0.3615758629099776,0.9835125887297961,0.17709686790970847,1.429324423823592,3.327724563122514,0.2679885729108474,4.86126444206125,5,91
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Wheaton,"Benford, Jordan",0,,3,104,30,0.205,924.0,134.0,323.0,26.0,4.0,149.0,0.0,29.0,32.0,331.0,0.0,0.0,569.0,54.0,318.0,28.0,1.0,24.0,4.0,368.0,0.0,3.11,0.25,3.06,0.27,0.28,3.54,2.397714704842903,2.4834362789111886,-0.2401056157836511,0.35319081859798956,1.0195903011178513,2.064431516825063,2.2898928862185306,1.051339786034863,4.777827211606872,6,90
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Millikin,"Higgins, Delaney",0,,17,107,27,0.144,975.0,174.0,314.0,10.0,4.0,105.0,0.0,41.0,51.0,342.0,0.0,0.0,588.0,52.0,287.0,36.0,7.0,30.0,6.0,376.0,1.0,2.93,0.09,2.68,0.34,0.38,3.51,2.369800557509708,2.2950176512899327,-0.33265437549894755,0.628956593030655,1.6676621728164225,1.698763796612095,3.173153887838942,2.1144592895603123,4.566379461513385,7,89
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Millikin,"Carothers, Kyra",0,,8,107,30,0.286,440.0,58.0,184.0,16.0,2.0,53.0,0.0,40.0,55.0,373.0,0.0,0.0,13.0,1.0,81.0,112.0,3.0,89.0,23.0,291.5,0.0,1.72,0.15,0.76,1.05,0.37,2.72,1.6347280110689064,1.0284257656137104,-0.2979485906057114,3.426009447990547,1.6028549856465653,-0.14882047393763828,0.6116969831397496,2.3382739218814597,4.2394742801498415,8,88
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,North Central,"Moser, Danni",0,,26,89,25,0.139,749.0,146.0,250.0,4.0,3.0,62.0,0.0,29.0,17.0,286.0,0.0,0.0,516.0,51.0,186.0,26.0,3.0,21.0,5.0,294.5,1.0,2.81,0.04,2.09,0.29,0.33,3.31,2.1837062419550746,2.169405232875762,-0.3615758629099776,0.43198103986446523,1.3436262369671368,1.1310165468077495,2.5548711867046543,0.21203491483056053,4.206302333106735,9,87
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,Elmhurst,"Belfield, Paige",0,,13,91,24,0.191,754.0,83.0,227.0,13.0,3.0,70.0,0.0,35.0,25.0,330.0,0.0,0.0,491.0,48.0,208.0,27.0,3.0,23.0,4.0,277.5,1.0,2.49,0.14,2.29,0.3,0.38,3.05,1.941783631734051,1.8344387837713065,-0.3037328880879174,0.4713761504977032,1.6676621728164225,1.3234732416566803,1.1637351091525066,0.659664179472855,4.16200274091015,10,87
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,North Central,"Harvey, Sarah",0,,15,87,25,0.01,99.0,13.0,14.0,883.0,27.0,2386.0,0.0,41.0,9.0,382.0,0.0,0.0,5.0,1.0,199.0,21.0,4.0,15.0,6.0,68.5,3.0,0.16,10.15,2.29,0.24,0.47,0.79,-0.16108213403330507,-0.6045356737705101,5.486348891600316,0.23500548669827567,2.2509268573451364,1.3234732416566803,-0.38197164368321296,-0.23559434981173402,4.095794222329655,11,86
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,North Park,"Rothermel, Meg",0,,35,112,29,0.3,544.0,77.0,240.0,6.0,5.0,66.0,0.0,23.0,31.0,231.0,0.0,0.0,2.0,0.0,48.0,96.0,7.0,68.0,28.0,325.0,0.0,2.14,0.05,0.43,0.86,0.21,2.9,1.8022128950680762,1.4680692300633083,-0.3557915654277716,2.677502345959027,0.5659399909288512,-0.46637402043837367,1.031245958909445,0.9953861279545761,3.9059391995261743,12,85
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,North Park,"Britton, Kendal",0,,33,116,29,0.161,217.0,20.0,55.0,1044.0,29.0,3017.0,0.0,57.0,48.0,449.0,0.0,0.0,8.0,1.0,232.0,24.0,1.0,23.0,1.0,124.5,4.0,0.47,9.0,2.0,0.21,0.49,1.07,0.0994499077431816,-0.2800369262005689,4.821154681146623,0.11682015479856193,2.380541231684851,1.044411034125731,-0.227400968399641,1.946598315319452,3.8906628662233373,13,85
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wvball,North Park,"Rottman, Annaliese",0,,22,56,20,0.168,518.0,100.0,187.0,2.0,1.0,29.0,0.0,3.0,9.0,29.0,0.0,0.0,13.0,3.0,27.0,13.0,2.0,11.0,2.0,197.5,0.0,3.34,0.04,0.48,0.23,0.05,3.53,2.388409989065171,2.724193414205016,-0.3615758629099776,0.19561037606503784,-0.4709750037888627,-0.4182598467261411,1.5391210348411812,-0.23559434981173402,3.871404655531572,14,84
