season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Midwest Conference (MWC),mwc,Lawrence,Taylor Freeman,Taylor,Freeman,,348,Taylor Freeman,0,0LU,39,39,,,148,58,65,48,9,1,14,25,3,5,22,6,35,1,0,1,0,0,0,1,0,1,0,0.531,118,179,36,.972,.439,.797,76,82,11,0,0,0,0,23,0,169,.935,0,.000,,3,6,21,38,"17,46",0.37,17,46,"38,86",0.44,38,86,"26,59",0.44,26,59,"9,27",0.33,9,27,0,0,0,0,"17,28","7,12","53,95",129,0,0,0,0,0,0,0,3,28,0,,Lawrence,LU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.174848148842438,1,99,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Monmouth (IL),Raul Guillermo,Raul,Guillermo,,438,Raul Guillermo,0,0MONMOUTH,41,41,,,162,37,64,57,12,2,13,12,4,3,39,6,1,0,0,2,0,0,0,1,0,1,0,0.441,119,179,1,1.000,.395,.735,94,4,3,2,0,10,4,2,0,101,.970,14,.714,,3,3,28,28,"22,65",0.34,22,65,"44,97",0.45,44,97,"30,61",0.49,30,61,"19,40",0.48,19,40,0,0,0,0,"18,43","15,16","55,100",81,0,0,0,0,0,0,0,3,43,0,,Monmouth (IL),MONMOUTH,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.591944931667516,2,99,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Grinnell,Connor Goodson,Connor,Goodson,,264,Connor Goodson,0,0GCBB,40,40,,,158,41,59,47,19,1,10,23,2,7,32,13,4,2,0,2,0,0,0,3,1,3,0,0.468,110,190,6,.667,.373,.696,325,11,5,0,0,1,1,24,0,341,.985,2,.500,,3,7,28,37,"19,52",0.37,19,52,"34,88",0.39,34,88,"23,57",0.40,23,57,"12,24",0.50,12,24,0,0,0,0,"18,35","10,15","54,101",90,0,0,0,0,0,0,0,8,35,0,,Grinnell,GCBB,0,False,2,1,0,0,0,1,0,0,0,0,4.1,0,0,2,5,0,0,0,0.00,14,17,0,1,0,0,0,0,0,3,.143,5,2,0,"1,1","0,3","0,2",0,"0,1",,,,9.71939963677629,3,99,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Grinnell,Mac Mccain,Mac,Mccain,,264,Mac Mccain,0,0GCBB,41,41,,,177,42,63,66,12,1,12,14,1,1,29,8,8,3,2,6,0,0,0,3,0,4,0,0.394,113,200,11,.727,.356,.638,74,91,9,0,0,0,0,16,0,174,.948,0,.000,,7,3,30,55,"18,60",0.30,18,60,"42,107",0.39,42,107,"34,77",0.44,34,77,"8,26",0.31,8,26,0,0,0,0,"13,29","23,26","69,120",396,0,0,0,1,0,0,0,27,42,0,,Grinnell,GCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.531981423703353,4,98,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Grinnell,Ethan Crawford,Ethan,Crawford,,264,Ethan Crawford,0,0GCBB,42,42,,,158,46,55,45,12,1,12,19,2,19,25,10,7,2,0,2,0,0,0,2,0,2,0,0.470,105,198,9,.778,.348,.665,151,16,5,9,0,34,8,0,0,172,.971,42,.810,,9,4,22,50,"19,54",0.35,19,54,"28,80",0.35,28,80,"19,56",0.34,19,56,"7,20",0.35,7,20,0,0,0,0,"21,38","11,23","52,97",155,0,0,0,0,0,0,0,8,23,0,,Grinnell,GCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.501812346796862,5,98,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Illinois Col.,Louie Bartletti,Louie,Bartletti,,297,Louie Bartletti,0,0ILLINOIS,40,40,,,147,51,55,34,11,4,8,25,0,4,31,11,21,2,0,2,0,0,0,0,2,0,0,0.472,98,178,23,.913,.374,.667,73,2,4,0,0,0,0,0,0,79,.949,0,.000,,7,4,29,29,"15,42",0.36,15,42,"30,76",0.39,30,76,"16,39",0.41,16,39,"6,20",0.30,6,20,0,0,0,0,"14,34","7,8","51,90",11,0,0,0,0,0,0,0,7,24,0,,Illinois Col.,ILLINOIS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.996956040256883,6,98,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Beloit,Connor Vogel,Connor,Vogel,,53,Connor Vogel,0,0BELOIT,52,52,,,211,32,77,59,16,1,6,25,0,6,41,8,2,0,0,5,0,0,0,6,0,6,0,0.437,113,247,2,1.000,.365,.536,371,27,2,0,0,0,0,15,0,400,.995,0,.000,,3,10,48,47,"30,77",0.39,30,77,"51,141",0.36,51,141,"35,99",0.35,35,99,"13,32",0.41,13,32,0,0,0,0,"13,30","18,32","90,164",270,0,0,0,0,0,0,0,29,50,0,,Beloit,BELOIT,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.183571851733857,7,97,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Grinnell,Stuart Cash,Stuart,Cash,,264,Stuart Cash,0,0GCBB,31,31,,,119,39,47,30,8,1,4,17,1,6,16,8,15,0,4,1,0,0,0,0,1,0,0,0.490,69,147,15,1.000,.395,.580,41,71,6,0,0,0,0,8,0,118,.949,0,.000,,6,4,30,27,"8,29",0.28,8,29,"26,56",0.46,26,56,"20,41",0.49,20,41,"3,17",0.18,3,17,0,0,0,0,"18,45","6,9","45,68",110,0,0,0,0,0,0,0,10,25,0,,Grinnell,GCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.359036838468538,8,97,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Beloit,Riley Ponio,Riley,Ponio,,53,Riley Ponio,0,0BELOIT,29,20,,,69,22,29,12,10,0,1,10,0,4,12,3,4,0,0,1,0,0,0,0,1,0,0,0.512,42,84,4,1.000,.420,.609,14,1,1,0,0,0,0,0,0,16,.938,0,.000,,3,6,12,13,"8,23",0.35,8,23,"16,37",0.43,16,37,"12,25",0.48,12,25,"11,15",0.73,11,15,0,0,0,0,"13,22","4,5","23,41",23,0,0,0,44,0,0,0,3,16,0,,Beloit,BELOIT,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2465609917379465,9,97,batting
2025-26,baseball,Midwest Conference (MWC),mwc,Lawrence,Edan Perez,Edan,Perez,,348,Edan Perez,0,0LU,40,40,,,143,24,50,28,15,1,6,18,1,7,27,9,7,0,1,5,0,0,0,1,2,3,0,0.434,85,174,7,1.000,.350,.594,64,4,5,0,0,0,0,1,0,73,.932,0,.000,,5,2,15,52,"18,48",0.38,18,48,"28,90",0.31,28,90,"13,60",0.22,13,60,"8,25",0.32,8,25,0,0,0,0,"8,17","10,25","44,102",107,0,0,0,0,0,0,0,12,28,0,,Lawrence,LU,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.194176622246931,10,96,batting
