season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Ethan Galvan,Ethan,Galvan,,30188,Ethan Galvan,"GALVAN,ETHAN",GALVANETHANBRYN ATH,11,11,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,23,8,645:00,62,0,1.000,,41,78,0,19,6,13,.526,1.73,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Liam Burns,Liam,Burns,,30188,Liam Burns,"BURNS,LIAM",BURNSLIAMBRYN ATH,11,2,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,22,0,22,10,167:00,102,0,1.000,,35,54,0,16,8,8,.648,1.45,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Sean Ford,Sean,Ford,,30188,Sean Ford,"FORD,SEAN",FORDSEANBRYN ATH,11,11,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,14,0,11,10,645:00,62,1,1.000,,0,0,0,2,2,0,.000,0.18,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Troy Billingslea,Troy,Billingslea,,30188,Troy Billingslea,"BILLINGSLEA,TROY",BILLINGSLEATROYBRYN ATH,11,10,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,116,45,0,12,10,537:00,20,181,1.000,,1,2,0,2,1,1,.500,0.18,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Shane Avelar,Shane,Avelar,,30188,Shane Avelar,"AVELAR,SHANE",AVELARSHANEBRYN ATH,8,3,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,169:00,56,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Jayden McGonagle,Jayden,McGonagle,,30188,Jayden McGonagle,"MCGONAGLE,JAYDEN",MCGONAGLEJAYDENBRYN ATH,11,8,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,7,2,465:00,62,1,1.000,,23,32,0,15,0,15,.719,1.36,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Nicholas Wittmer,Nicholas,Wittmer,,30188,Nicholas Wittmer,"WITTMER,NICHOLAS",WITTMERNICHOLASBRYN ATH,9,4,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,229:00,56,0,1.000,,8,21,0,3,0,3,.381,0.33,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Jacob Wranovsky,Jacob,Wranovsky,,30188,Jacob Wranovsky,"WRANOVSKY,JACOB",WRANOVSKYJACOBBRYN ATH,8,3,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,180:00,0,1,1.000,,0,0,0,0,0,0,.000,0.00,3,180:00,21,19,0,2,2,0,0,0,0,80,7.00,.475,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Nate Squares,Nate,Squares,,30188,Nate Squares,"SQUARES,NATE",SQUARESNATEBRYN ATH,11,10,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,0,6,2,537:00,58,0,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2025-26,mlax,North Eastern Athletic Conference,north_eastern_athletic_c,Bryn Athyn,Dylan Fesmire,Dylan,Fesmire,,30188,Dylan Fesmire,"FESMIRE,DYLAN",FESMIREDYLANBRYN ATH,11,11,,,Bryn Athyn,BRYN ATH,0,0,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,16,0,13,17,645:00,62,0,1.000,,8,13,0,13,5,8,.615,1.18,,,,,,,,,,,,,,,,,,
