season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Vanya Bansal,,Second Year,78746,51,ACTIVE,77.07,5.07,14,74.8183398471132,7,2,1,32.5126949063395,-13.3440132690242,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Katie Yang,,Second Year,78747,94,ACTIVE,78.58,6.58,12,75.9106342135994,6,1,0,22.6517625596991,-12.858480840071,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Hannah McCarthy,,Third Year,32270,170,ACTIVE,80.36,8.36,14,78.1040541328275,7,1,0,13.5406265402114,-13.3440132690242,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women’s Golf Conference,colonial_women_s_golf_conference,Kean,Kean University,Loren Preyor,,Second Year,8953,743,ACTIVE,89.71,17.71,14,91.0660382499055,11,4,1,0.698069318689978,-32.6384743349394,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women’s Golf Conference,colonial_women_s_golf_conference,Kean,Kean University,Joelie Rae Riley,,Second Year,8955,779,ACTIVE,92.0,20.0,14,93.3517525356198,11,3,1,0.491784245018351,-32.6384743349394,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women’s Golf Conference,colonial_women_s_golf_conference,Kean,Kean University,Hannah Widdifield,,Third Year,35556,941,ACTIVE,101.17,29.17,12,103.445976165747,9,1,0,0.0310785177098042,-31.8024327600225,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women’s Golf Conference,colonial_women_s_golf_conference,Kean,Kean University,Kaylee Wohlgemuth,,Third Year,35557,968,ACTIVE,107.38,35.38,13,109.433684723911,10,0,0,0.0114065835336805,-32.4073246697672,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Victoria Salim,,Fourth Year,10179,100000,ACTIVE,83.0,11.0,5,80.5468787116834,3,0,0,8.56147646954746,-13.0017080089475,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Michelle Guan,,Fourth Year,14953,100000,ACTIVE,90.5,18.5,2,88.7219302328184,1,0,0,0.791173305856216,-13.4618798954303,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Laura Lu,,Fourth Year,20242,100000,ACTIVE,80.0,8.0,6,77.9774102583466,3,0,0,21.0072251144897,-11.3335086040647,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Stockton,Stockton University,Elenora Byrne,,,29330,100000,ACTIVE,85.9,13.9,10,90.0232293175625,9,6,5,1.06662352567732,-38.7353808334516,Foreign,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Camila Amaya,,Third Year,32264,100000,ACTIVE,80.56,8.56,9,79.6278331036276,4,0,0,9.00127891519331,-17.3300668257966,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Jingyan Jennie Pan,,Third Year,32267,100000,ACTIVE,83.67,11.67,3,80.1624142409078,1,0,0,7.15509962732159,-11.3204033870557,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Menglu Alice Zhu,,Third Year,32269,100000,ACTIVE,78.5,6.5,4,77.4823757824574,2,1,0,14.2059807035383,-16.0972277203975,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Babson,Babson College,Molly McCarthy,,Third Year,32271,100000,ACTIVE,86.8,14.8,5,86.3168303379235,2,0,0,1.70297123450697,-13.5619812182136,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women’s Golf Conference,colonial_women_s_golf_conference,Kean,Kean University,Brigid Frame,,Third Year,35542,100000,ACTIVE,10000.0,9928.0,11,113.686960520155,10,1,0,0.00999450586301752,-29.9631745932939,East - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Colonial Women's Golf Conference,colonial_women_s_golf_conference,Stockton,Stockton University,Zoe Grom,,Second Year,79116,100000,ACTIVE,106.44,34.44,9,110.645984163653,8,0,0,0.00663780843612694,-38.9776506733033,Foreign,clippd_scoreboard
