conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Mann,Emma",0,G,01,27,0,26,73,14,41,8,6,72,3,10,29,402,1,23,24,8,0,21,0,0,0.36,0.34,0.75,2.67,0.89,1.07,0.37,0.11
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Sammons,Hadley",0,G,02,27,0,30,78,9,41,32,22,91,2,29,34,587,11,65,76,60,0,44,1,0,0.38,0.22,0.69,3.37,2.81,1.26,1.07,0.07
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Lettner,Lindsey",0,G,03,27,27,54,147,35,100,23,13,156,0,25,50,707,12,25,37,72,0,43,3,0,0.37,0.35,0.57,5.78,1.37,1.85,0.93,0.00
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Kube,Alexis",0,F,04,16,0,6,32,1,13,11,4,17,1,8,2,111,8,15,23,11,0,10,0,0,0.19,0.08,0.36,1.06,1.44,0.13,0.50,0.06
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"deLeon,Lucia",0,G,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"McMahon,Tessa",0,G,10,2,1,2,3,1,2,0,0,5,0,0,2,28,1,3,4,2,0,2,0,0,0.67,0.50,0.00,2.50,2.00,1.00,0.00,0.00
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Nusbaum,Brianna",0,G,11,27,27,147,341,38,106,101,76,408,4,74,58,817,23,81,104,59,0,72,1,0,0.43,0.36,0.75,15.11,3.85,2.15,2.74,0.15
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Beck,Casey",0,F,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Koch,Julia",0,F,20,24,8,58,151,22,66,58,38,176,8,23,44,655,25,62,87,48,0,51,2,0,0.38,0.33,0.66,7.33,3.63,1.83,0.96,0.33
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbball,Saint Mary's,"Olson,Ayla",0,F,21,27,23,147,279,13,42,148,113,420,12,59,59,767,98,115,213,68,0,73,2,0,0.53,0.31,0.76,15.56,7.89,2.19,2.19,0.44
