season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,global_rank,rating
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Lewis, Julia",Julia,Lewis,,618,"Lewis, Julia","LEWIS,JULIA",St. Scholastica,CSS,1402-7473,1,1,25,0,25,0,0,2,5,3,1,1,0,0,5.00,2.00,3.00,1.000,1.000,1,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,68:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.964998880925608,11,96
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Skjeret, Tyra",Tyra,Skjeret,,161,"Skjeret, Tyra","SKJERET,TYRA",Concordia,CC,0,3,3,23,0,23,0,0,2,2,3,1,1,0,0,.67,.67,1.00,.333,.333,1,0,0,0,0,1,1,.333,1,0,0,0,.33,.00,.00,.00,0,,211:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.964998880925608,12,96
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Prairie, Elly",Elly,Prairie,,595,"Prairie, Elly","PRAIRIE,ELLY",Saint Benedict,CSB,1111-8514,3,0,20,0,20,0,0,1,1,3,1,1,0,0,.33,.33,1.00,.333,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,53:00,0,.00,.00,,,,,,,,,,,,,,,,,,9.54350638950685,13,95
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Barrett, Addyson",Addyson,Barrett,,268,"Barrett, Addyson","BARRETT,ADDYSON",Hamline,HAM,1109-4490,2,2,13,0,13,0,0,4,5,2,0,1,0,0,2.50,2.00,1.00,.500,.000,3,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,84:00,0,.00,.00,,,,,,,,,,,,,,,,,,5.729900944651863,14,95
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Janezich, Tatum",Tatum,Janezich,,595,"Janezich, Tatum","JANEZICH,TATUM",Saint Benedict,CSB,1111-8735,3,3,27,0,27,0,0,4,8,2,0,1,0,0,2.67,1.33,.67,.333,.000,3,0,0,0,1,1,0,.000,2,0,0,0,.67,.00,.00,.00,0,,202:00,0,.00,.00,,,,,,,,,,,,,,,,,,5.729900944651863,15,95
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Chastey, Luci",Luci,Chastey,,266,"Chastey, Luci","CHASTEY,LUCI",Gustavus,GAC,1108-10095,3,0,31,0,31,0,0,3,3,2,0,1,0,0,1.00,1.00,.67,.333,.000,2,0,0,0,1,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,69:00,0,.00,.00,,,,,,,,,,,,,,,,,,5.308408453233107,16,95
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"VanDeWalker, Wren",Wren,VanDeWalker,,615,"VanDeWalker, Wren","VANDEWALKER,WREN",St. Olaf,STO,1117-5143,3,3,10,0,10,0,0,3,11,1,1,0,0,0,3.67,1.00,.33,.000,.333,3,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,225:00,0,.00,.00,,,,,,,,,,,,,,,,,,5.2817709683528085,17,95
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Christ, Reese",Reese,Christ,,161,"Christ, Reese","CHRIST,REESE",Concordia,CC,0,2,2,12,0,12,0,0,2,5,2,0,1,0,0,2.50,1.00,1.00,.500,.000,1,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,92:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,18,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"DeRosier, Lilly",Lilly,DeRosier,,595,"DeRosier, Lilly","DEROSIER,LILLY",Saint Benedict,CSB,1111-8729,3,3,22,0,22,0,0,2,2,2,0,1,0,0,.67,.67,.67,.333,.000,1,0,0,0,1,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,165:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,19,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Edmunds, Mikayla",Mikayla,Edmunds,,376,"Edmunds, Mikayla","EDMUNDS,MIKAYLA",Macalester,MAC,1110-5469,2,1,30,0,30,0,0,2,4,2,0,1,0,0,2.00,1.00,1.00,.500,.000,1,0,0,0,0,1,0,.000,1,0,0,0,.50,.00,.00,.00,0,,72:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,20,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Garcia, Danna",Danna,Garcia,,268,"Garcia, Danna","GARCIA,DANNA",Hamline,HAM,1109-4818,2,2,10,0,10,0,0,2,3,2,0,1,0,0,1.50,1.00,1.00,.500,.000,1,0,0,0,1,0,1,.500,0,0,0,0,.00,.00,.00,.00,0,,132:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,21,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Garcia, Sharleen",Sharleen,Garcia,,268,"Garcia, Sharleen","GARCIA,SHARLEEN",Hamline,HAM,1109-5684,2,0,9,0,9,0,0,2,2,2,0,1,1,1,1.00,1.00,1.00,.500,.000,1,0,0,0,1,1,1,.500,0,0,0,0,.00,.00,.00,.00,0,,41:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,22,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Hansen, Gianna",Gianna,Hansen,,618,"Hansen, Gianna","HANSEN,GIANNA",St. Scholastica,CSS,1402-7805,1,1,11,0,11,0,0,2,3,2,0,1,1,1,3.00,2.00,2.00,1.000,.000,1,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,39:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,23,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Savoie, Evelyn",Evelyn,Savoie,,376,"Savoie, Evelyn","SAVOIE,EVELYN",Macalester,MAC,1110-5463,2,1,11,0,11,0,0,2,2,2,0,1,0,0,1.00,1.00,1.00,.500,.000,1,0,0,0,1,0,1,.500,2,0,0,0,1.00,.00,.00,.00,0,,90:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.886915961814351,24,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Colebeck, Meghan",Meghan,Colebeck,,266,"Colebeck, Meghan","COLEBECK,MEGHAN",Gustavus,GAC,1108-9217,2,2,22,0,22,0,0,2,2,1,1,0,0,0,1.00,1.00,.50,.000,.500,2,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,71:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.860278476934052,25,94
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Hamski, Kate",Kate,Hamski,,266,"Hamski, Kate","HAMSKI,KATE",Gustavus,GAC,1108-9224,3,3,21,0,21,0,0,2,6,1,1,0,0,0,2.00,.67,.33,.000,.333,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,252:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.860278476934052,26,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Concordia,"Schwieters, Nora",Nora,Schwieters,,161,"Schwieters, Nora","SCHWIETERS,NORA",Concordia,CC,0,3,3,22,0,22,0,0,2,5,1,1,0,0,0,1.67,.67,.33,.000,.333,2,0,0,0,0,0,0,.000,3,0,0,0,1.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.860278476934052,27,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Sumner, Brayleigh",Brayleigh,Sumner,,266,"Sumner, Brayleigh","SUMNER,BRAYLEIGH",Gustavus,GAC,1108-10091,3,0,14,0,14,0,0,2,5,1,1,0,0,0,1.67,.67,.33,.000,.333,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,121:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.860278476934052,28,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Beckman, Ana",Ana,Beckman,,612,"Beckman, Ana","BECKMAN,ANA",Saint Mary's,SMU,1116-7050,2,2,32,0,32,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,1,0,1,.500,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,29,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Cammerrer, Allison",Allison,Cammerrer,,595,"Cammerrer, Allison","CAMMERRER,ALLISON",Saint Benedict,CSB,1111-8513,3,0,19,0,19,0,0,1,3,2,0,1,0,0,1.00,.33,.67,.333,.000,0,0,0,0,0,0,1,.333,0,0,0,0,.00,.00,.00,.00,0,,105:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,30,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Coole, Bailey",Bailey,Coole,,618,"Coole, Bailey","COOLE,BAILEY",St. Scholastica,CSS,1402-7317,1,1,32,0,32,0,0,1,1,2,0,1,0,0,1.00,1.00,2.00,1.000,.000,0,0,0,0,0,1,0,.000,2,0,0,0,2.00,.00,.00,.00,0,,64:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,31,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Davis, Julia",Julia,Davis,,266,"Davis, Julia","DAVIS,JULIA",Gustavus,GAC,1108-10093,3,3,20,0,20,0,0,1,4,2,0,1,0,0,1.33,.33,.67,.333,.000,0,0,0,0,1,1,0,.000,2,0,0,0,.67,.00,.00,.00,0,,185:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,32,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Ehler, Addy",Addy,Ehler,,268,"Ehler, Addy","EHLER,ADDY",Hamline,HAM,1109-4702,2,0,3,0,3,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,29:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,33,93
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Gilmer, Anna",Anna,Gilmer,,615,"Gilmer, Anna","GILMER,ANNA",St. Olaf,STO,1117-5502,3,3,9,0,9,0,0,1,1,2,0,1,0,0,.33,.33,.67,.333,.000,0,1,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,158:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,34,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Hamilton, Erica",Erica,Hamilton,,376,"Hamilton, Erica","HAMILTON,ERICA",Macalester,MAC,1110-5334,2,2,22,0,22,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,93:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,35,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Miller, Lillian",Lillian,Miller,,615,"Miller, Lillian","MILLER,LILLIAN",St. Olaf,STO,1117-5714,3,0,19,0,19,0,0,1,2,2,0,1,0,0,.67,.33,.67,.333,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,88:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,36,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Nhouyvanisvong, Adi",Adi,Nhouyvanisvong,,376,"Nhouyvanisvong, Adi","NHOUYVANISVONG,ADI",Macalester,MAC,1110-5240,2,0,16,0,16,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,0,1,0,.000,0,0,0,0,.00,.00,.00,.00,0,,59:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,37,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Totushek, Laila",Laila,Totushek,,595,"Totushek, Laila","TOTUSHEK,LAILA",Saint Benedict,CSB,1111-8509,3,2,5,0,5,0,0,1,2,2,0,1,0,0,.67,.33,.67,.333,.000,0,0,0,0,0,0,1,.333,1,0,0,0,.33,.00,.00,.00,0,,122:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.465423470395595,38,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Nhean, Ellie",Ellie,Nhean,,268,"Nhean, Ellie","NHEAN,ELLIE",Hamline,HAM,1109-4348,2,2,11,0,11,0,0,1,4,1,1,0,0,0,2.00,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,1,0,1,0,.50,.50,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.438785985515296,39,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Rediger, Lillian",Lillian,Rediger,,615,"Rediger, Lillian","REDIGER,LILLIAN",St. Olaf,STO,1117-5146,3,2,21,0,21,0,0,1,2,1,1,0,0,0,.67,.33,.33,.000,.333,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,147:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.438785985515296,40,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Olaf,"Boyle, Emma",Emma,Boyle,,615,"Boyle, Emma","BOYLE,EMMA",St. Olaf,STO,1117-5503,3,1,7,0,7,0,0,0,2,1,1,0,0,0,.67,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,171:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.01729349409654,41,92
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Fernholz, Gabby",Gabby,Fernholz,,595,"Fernholz, Gabby","FERNHOLZ,GABBY",Saint Benedict,CSB,1111-8292,3,3,13,0,13,0,0,0,2,1,1,0,0,0,.67,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,178:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.01729349409654,42,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Hughes, Lauren",Lauren,Hughes,,618,"Hughes, Lauren","HUGHES,LAUREN",St. Scholastica,CSS,1402-7808,1,1,21,0,21,0,0,0,1,1,1,0,0,0,1.00,.00,1.00,.000,1.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,39:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.01729349409654,43,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Jackson, Mira",Mira,Jackson,,595,"Jackson, Mira","JACKSON,MIRA",Saint Benedict,CSB,1111-8734,3,0,25,0,25,0,0,0,0,1,1,0,0,0,.00,.00,.33,.000,.333,0,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,76:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.01729349409654,44,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Luciano, Sonnie",Sonnie,Luciano,,268,"Luciano, Sonnie","LUCIANO,SONNIE",Hamline,HAM,1109-4780,2,0,5,0,5,0,0,0,1,1,1,0,0,0,.50,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,38:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.01729349409654,45,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Macalester,"Martel, Charlotte",Charlotte,Martel,,376,"Martel, Charlotte","MARTEL,CHARLOTTE",Macalester,MAC,1110-5335,2,2,2,0,2,0,0,0,2,1,1,0,0,0,1.00,.00,.50,.000,.500,0,0,0,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,151:00,0,.00,.00,,,,,,,,,,,,,,,,,,4.01729349409654,46,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"Anya, Rhianna",Rhianna,Anya,,595,"Anya, Rhianna","ANYA,RHIANNA",Saint Benedict,CSB,1111-8040,2,2,31,0,31,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,12,0,0,1,0,1.000,0.00,6,0,90:00,2,2,.00,1.000,.000,3.00,0.7478068341622616,47,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Hamline,"Garcia, Sharis",Sharis,Garcia,,268,"Garcia, Sharis","GARCIA,SHARIS",Hamline,HAM,1109-5683,2,2,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,135:00,0,.00,.00,,4,0,0,2,1,1.000,0.00,4,0,135:00,2,2,.00,1.000,.500,2.00,0.7478068341622616,48,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Benedict,"McGrath, Claire",Claire,McGrath,,595,"McGrath, Claire","MCGRATH,CLAIRE",Saint Benedict,CSB,1111-8506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,1.00,.00,.00,.00,0,,45:00,0,.00,.00,,5,0,0,0,0,1.000,0.00,2,0,45:00,0,1,.00,1.000,.000,2.00,0.7478068341622616,49,91
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,St. Scholastica,"Rylee, Senich",Senich,Rylee,,618,"Rylee, Senich","RYLEE,SENICH",St. Scholastica,CSS,1402-7642,1,1,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,3,0,0,1,1,1.000,0.00,2,0,90:00,1,1,.00,1.000,1.000,2.00,0.7478068341622616,50,90
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Ransanici, Armana",Armana,Ransanici,,266,"Ransanici, Armana","RANSANICI,ARMANA",Gustavus,GAC,1108-9601,3,1,10,0,10,0,0,4,5,0,0,0,0,0,1.67,1.33,.00,.000,.000,4,0,0,0,0,0,0,.000,1,0,0,0,.33,.00,.00,.00,0,,138:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.6251805406603099,51,90
2026-27,wsoc,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Gustavus,"Schilling, Taylor",Taylor,Schilling,,266,"Schilling, Taylor","SCHILLING,TAYLOR",Gustavus,GAC,1108-10090,3,0,9,0,9,0,0,4,6,0,0,0,0,0,2.00,1.33,.00,.000,.000,4,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,131:00,0,.00,.00,,,,,,,,,,,,,,,,,,0.6251805406603099,52,90
