season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Bransen Peters,Bransen,Peters,,424,Bransen Peters,"PETERS,BRANSEN",Millikin,MILLIKIN,684-5904,1,1,44,44,0,0,LB,0,,,,,,,,0,4,3,7,7,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0098912535735476,31,93
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Kortenhoeven,Seth",Seth,Kortenhoeven,,778,"Kortenhoeven,Seth","KORTENHOEVEN,SETH",Wheaton,WHE,687-3400,1,1,4,4,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,98,0,29,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,0,16,12.0,,,,,,1.9420040852483882,32,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Fortney,Tyreke",Tyreke,Fortney,,40,"Fortney,Tyreke","FORTNEY,TYREKE",Augustana,AUG,489-5669,1,0,6,6,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,34,0,34,34.0,,,1,9,9,0,0,9,9.0,9.0,6,80,2,50,13.3,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8929230812340643,33,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Griffiths,Evan",Evan,Griffiths,,120,"Griffiths,Evan","GRIFFITHS,EVAN",Carroll,CAR,1094-7014,1,1,1,1,0,0,LB,0,,,,,,,,0,5,2,7,7,1.5,.0,.0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8691322657705918,34,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Heggie,Luke",Luke,Heggie,,778,"Heggie,Luke","HEGGIE,LUKE",Wheaton,WHE,687-3386,1,1,45,45,0,0,LB,0,,,,,,,,0,5,4,9,9,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79506216445782,35,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Palmer,Paul",Paul,Palmer,,496,"Palmer,Paul","PALMER,PAUL",North Park,NPK,686-4226,1,1,9,9Q,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,10,74,74,0,1,37,7.4,74.0,,,,,,0,1,0,0,0,0,0,0,0,6,6,6,0,0,23,2,197,0,36,23,128.2,5.47,8.57,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7704693638100706,36,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Schroeder,Cole",Cole,Schroeder,,40,"Schroeder,Cole","SCHROEDER,COLE",Augustana,AUG,489-5146,1,0,5,5,0,0,DB,0,,,,,,,,0,7,3,10,10,.5,.0,.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,1,17,0,17,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7610780010824747,37,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Filippis,Brad",Brad,Filippis,,121,"Filippis,Brad","FILIPPIS,BRAD",Carthage,CAR,681-7065,1,1,20,,0,0,CB,0,,,,,,,,0,5,2,7,7,1.0,.0,.0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7603974138061274,38,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Hayes,Davion",Davion,Hayes,,121,"Hayes,Davion","HAYES,DAVION",Carthage,CAR,681-6620,1,1,25,,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,109,1,95,54.5,,,20,151,153,2,1,64,7.6,151.0,1,7,0,7,7.0,0,2,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,0,9,4.7,,,,,,1.6842541149565424,39,92
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Titherington,Caleb",Caleb,Titherington,,778,"Titherington,Caleb","TITHERINGTON,CALEB",Wheaton,WHE,687-3235,1,1,11,11,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,98,0,31,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.662425039464038,40,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Haas,Maison",Maison,Haas,,778,"Haas,Maison","HAAS,MAISON",Wheaton,WHE,687-3546,1,1,26,26,0,0,DB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6487610501364978,41,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Campos,Ramon",Ramon,Campos,,121,"Campos,Ramon","CAMPOS,RAMON",Carthage,CAR,681-5942,1,1,0,0,0,0,LB,0,,,,,,,,0,9,2,11,11,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6122572111805828,42,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Jackson,Alexander",Alexander,Jackson,,300,"Jackson,Alexander","JACKSON,ALEXANDER",Illinois Wesleyan,IWU,683-7949,1,0,8,8,0,0,DL,0,,,,,,,,0,0,3,3,3,1.0,.0,.0,0,2,5,0.5,0,1,3,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5845386026897375,43,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Contreras,Adam",Adam,Contreras,,121,"Contreras,Adam","CONTRERAS,ADAM",Carthage,CAR,681-6632,1,1,4,,0,0,DB,0,,,,,,,,0,7,1,8,8,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5453507883595285,44,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Thomas,Carl",Carl,Thomas,,40,"Thomas,Carl","THOMAS,CARL",Augustana,AUG,489-5541,1,1,20,20,0,0,LB,0,,,,,,,,0,3,2,5,5,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5104685013769654,45,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Smyth,Dermot",Dermot,Smyth,,300,"Smyth,Dermot","SMYTH,DERMOT",Illinois Wesleyan,IWU,683-7968,1,0,2,2,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,83,100,17,0,49,9.2,83.0,,,,,,,,,,,,,,,,,,17,2,44,2,137,0,21,12,143.4,6.52,11.42,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4498453344996165,46,91
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Kruzick,GB",GB,Kruzick,,300,"Kruzick,GB","KRUZICK,GB",Illinois Wesleyan,IWU,683-8488,1,0,13,13,0,0,DB,0,,,,,,,,0,4,3,7,7,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3981301298860955,47,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Ludlum,Ben",Ben,Ludlum,,40,"Ludlum,Ben","LUDLUM,BEN",Augustana,AUG,489-4448,1,1,21,21,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,19,146,148,2,1,58,7.7,146.0,3,28,0,15,9.3,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3912804810114185,48,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Nieves,Elisha",Elisha,Nieves,,120,"Nieves,Elisha","NIEVES,ELISHA",Carroll,CAR,1094-7272,1,1,11,11,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,2,0,5,1.3,4.0,,,,,,,,,,,,,,,,,,0,0,68,2,292,0,29,15,159.1,10.07,19.47,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3268999522834637,49,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Burton,Ryan",Ryan,Burton,,212,"Burton,Ryan","BURTON,RYAN",Elmhurst,ELM,682-3751,1,1,13,13,0,0,LB,0,,,,,,,,0,4,3,7,7,1.0,.0,.0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2956394122612374,50,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Vrabec,Ethan",Ethan,Vrabec,,40,"Vrabec,Ethan","VRABEC,ETHAN",Augustana,AUG,489-4900,1,1,15,15,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,83,0,61,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.235523425198148,51,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Giovanni Natale,Giovanni,Natale,,424,Giovanni Natale,"NATALE,GIOVANNI",Millikin,MILLIKIN,684-5815,1,0,53,53,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,1,57,0,0,57.0,2,2,30,0,100.0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1.1873767462079097,52,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Bernadel,Isaiah",Isaiah,Bernadel,,496,"Bernadel,Isaiah","BERNADEL,ISAIAH",North Park,NPK,686-4520,1,1,6,6D,0,0,DB,0,,,,,,,,0,6,0,6,6,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1484187537878046,53,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Spires, Jr.,Gregory","Jr.,Gregory",Spires,,496,"Spires, Jr.,Gregory","SPIRES, JR.,GREGORY",North Park,NPK,686-4238,1,1,36,36,0,0,DE,0,,,,,,,,0,3,1,4,4,1.5,.0,.0,1,1,13,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1199981374757182,54,90
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Johnson,Marcus",Marcus,Johnson,,120,"Johnson,Marcus","JOHNSON,MARCUS",Carroll,CAR,1094-7005,1,1,0,0,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2,32,0,19,16.0,,,7,24,27,3,0,12,3.4,24.0,3,100,1,68,33.3,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0223569152136072,55,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Bohannon,Jahkai",Jahkai,Bohannon,,120,"Bohannon,Jahkai","BOHANNON,JAHKAI",Carroll,CAR,1094-7851,1,0,2,2X,0,0,DB,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31,0,16,7.8,,,,,,0.9857345866494344,56,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Johnson,Zach",Zach,Johnson,,120,"Johnson,Zach","JOHNSON,ZACH",Carroll,CAR,1094-7027,1,1,87,87,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,73,0,58,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9509223490208878,57,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Keith Thompson,Keith,Thompson,,424,Keith Thompson,"THOMPSON,KEITH",Millikin,MILLIKIN,684-5903,1,1,32,32,0,0,LB,0,,,,,,,,0,3,7,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8977878335374018,58,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Worthington,Matt",Matt,Worthington,,300,"Worthington,Matt","WORTHINGTON,MATT",Illinois Wesleyan,IWU,683-8296,1,0,19,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,290,56,0,0,2,4,2,48.3,,,,,,,,,,,0.8707486383930294,59,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Williams,Jayvion",Jayvion,Williams,,120,"Williams,Jayvion","WILLIAMS,JAYVION",Carroll,CAR,1094-7543,1,0,9,9X,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,64,1,64,64.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8320345057176556,60,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Golden,Nick",Nick,Golden,,40,"Golden,Nick","GOLDEN,NICK",Augustana,AUG,489-5149,1,0,90,90,0,0,DE,0,,,,,,,,0,1,4,5,5,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7962166600646547,61,89
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Riemenschneider,Evan",Evan,Riemenschneider,,120,"Riemenschneider,Evan","RIEMENSCHNEIDER,EVAN",Carroll,CAR,1094-7575,1,0,94,94,0,0,DL,0,,,,,,,,0,5,0,5,5,1.0,.0,.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7962166600646547,62,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"McShaw,Kaden",Kaden,McShaw,,40,"McShaw,Kaden","MCSHAW,KADEN",Augustana,AUG,489-4864,1,1,12,12,0,0,DB,0,,,,,,,,0,1,1,2,2,.5,.0,.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7230661029039943,63,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Delisi,Aidan",Aidan,Delisi,,496,"Delisi,Aidan","DELISI,AIDAN",North Park,NPK,686-4018,1,1,8,8,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,15,80,80,0,1,23,5.3,80.0,7,51,0,13,7.3,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6496595903777798,64,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Gavin Kohl,Gavin,Kohl,,424,Gavin Kohl,"KOHL,GAVIN",Millikin,MILLIKIN,684-5464,1,1,6,6,0,0,SAF,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6489960015912222,65,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Johnson,DJ",DJ,Johnson,,496,"Johnson,DJ","JOHNSON,DJ",North Park,NPK,686-3997,1,1,9,9,0,0,LB,0,,,,,,,,0,4,0,4,4,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6489960015912222,66,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Backing,Hugo",Hugo,Backing,,496,"Backing,Hugo","BACKING,HUGO",North Park,NPK,686-3995,1,0,40,4B,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,172,54,0,0,1,1,2,43.0,,,,,,,,,,,0.606882258835155,67,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Talamantez,Mariano",Mariano,Talamantez,,121,"Talamantez,Mariano","TALAMANTEZ,MARIANO",Carthage,CAR,681-6646,1,1,5,5,0,0,DB,0,,,,,,,,0,7,3,10,10,.0,.0,.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,1,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5485073401582862,68,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Dixon II,Deontae",Deontae,Dixon II,,212,"Dixon II,Deontae","DIXON II,DEONTAE",Elmhurst,ELM,682-4497,1,1,16,16,0,0,DB,0,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5465052839663637,69,88
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Lonnie Griffin,Lonnie,Griffin,,424,Lonnie Griffin,"GRIFFIN,LONNIE",Millikin,MILLIKIN,684-5368,1,1,8,8,0,OT,LB,0,,,,,,,,0,3,1,4,4,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5465052839663637,70,87
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Veit,Beau",Beau,Veit,,120,"Veit,Beau","VEIT,BEAU",Carroll,CAR,1094-7846,1,0,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64,1,64,0,1,1,967.6,64.00,64.00,64.0,,,,,,,,,,,,,,,,,,,,,,,2,67,37,0,0,1,0,1,33.5,,,,,,,,,,,0.5444712872367417,71,87
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Young,Javier",Javier,Young,,212,"Young,Javier","YOUNG,JAVIER",Elmhurst,ELM,682-4328,1,1,55,55,0,0,DL,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5116229969838005,72,87
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Forcucci,Mark",Mark,Forcucci,,778,"Forcucci,Mark","FORCUCCI,MARK",Wheaton,WHE,687-3537,1,1,5,5,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,20,9,0,12,2.8,11.0,,,,,,,,,,,,,,,,,,9,1,31,2,280,1,39,22,128.5,7.18,12.73,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40254712274143795,73,87
