season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,defense_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Poor,Danny",Danny,Poor,,120,"Poor,Danny","POOR,DANNY",Carroll,CAR,1094-7250,1,0,2,2,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,53,1,47,26.5,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,7,7.0,,,,,,0.3512258944520599,74,87
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Smith,Josiah",Josiah,Smith,,778,"Smith,Josiah","SMITH,JOSIAH",Wheaton,WHE,687-3387,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,112,68,0,1,1,1,0,56.0,,,,,,,,,,,0.33034124968880446,75,87
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Dixon,Larsen",Larsen,Dixon,,120,"Dixon,Larsen","DIXON,LARSEN",Carroll,CAR,1094-7012,1,0,47,47,0,0,LB,0,,,,,,,,0,3,0,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2967939078680726,76,87
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Illinois Wesleyan,"Green,Carson",Carson,Green,,300,"Green,Carson","GREEN,CARSON",Illinois Wesleyan,IWU,683-7940,1,0,17,,0,0,DB,0,,,,,,,,0,1,2,3,3,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2967939078680726,77,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Jaymeson Connell,Jaymeson,Connell,,424,Jaymeson Connell,"CONNELL,JAYMESON",Millikin,MILLIKIN,684-5165,1,0,36,36,0,0,0,0,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2967939078680726,78,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Patrick,Liam",Liam,Patrick,,120,"Patrick,Liam","PATRICK,LIAM",Carroll,CAR,1094-7544,1,1,13,13,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,49,0,41,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26787976619546383,79,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Tyrcha,Jacob",Jacob,Tyrcha,,40,"Tyrcha,Jacob","TYRCHA,JACOB",Augustana,AUG,489-5179,1,0,42,42,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,142,54,0,0,1,1,2,35.5,,,,,,,,,,,0.23348643870608735,80,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Carroll,Xander",Xander,Carroll,,778,"Carroll,Xander","CARROLL,XANDER",Wheaton,WHE,687-3405,1,0,17,17,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,42,1,22,21.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20591213812768375,81,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Russell,A.D.",A.D.,Russell,,212,"Russell,A.D.","RUSSELL,A.D.",Elmhurst,ELM,682-4303,1,1,1,1,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,67,0,22,16.8,,,,,,,,,,,2,30,1,23,15.0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20213547058798828,82,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Makail Wilson,Makail,Wilson,,424,Makail Wilson,"WILSON,MAKAIL",Millikin,MILLIKIN,684-5749,1,0,12,12,0,0,0,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495732493946399,83,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Marsh,Cooper",Cooper,Marsh,,40,"Marsh,Cooper","MARSH,COOPER",Augustana,AUG,489-4863,1,1,4,4A,0,0,LB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1495732493946399,84,86
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Hunt,Dino",Dino,Hunt,,40,"Hunt,Dino","HUNT,DINO",Augustana,AUG,489-4923,1,1,56,56,0,0,LB,0,,,,,,,,0,2,5,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14865370524252822,85,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Morrell Burns,Morrell,Burns,,424,Morrell Burns,"BURNS,MORRELL",Millikin,MILLIKIN,684-5809,1,0,93,93,0,0,0,0,,,,,,,,0,2,5,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14865370524252822,86,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Ray Osuna III,Ray Osuna,III,,424,Ray Osuna III,"III,RAY OSUNA",Millikin,MILLIKIN,684-5768,1,1,22,22,0,0,SAF,0,,,,,,,,0,1,6,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14865370524252822,87,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Colby Morrison,Colby,Morrison,,424,Colby Morrison,"MORRISON,COLBY",Millikin,MILLIKIN,684-4981,1,0,25,25,0,0,0,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047082531769781555,88,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Witt,Jakai",Jakai,Witt,,120,"Witt,Jakai","WITT,JAKAI",Carroll,CAR,1094-7015,1,1,9,9,0,0,DL,0,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047082531769781555,89,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Als,Adrian",Adrian,Als,,496,"Als,Adrian","ALS,ADRIAN",North Park,NPK,686-4019,1,1,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,90,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Apodaca,Caleb",Caleb,Apodaca,,496,"Apodaca,Caleb","APODACA,CALEB",North Park,NPK,686-4008,1,1,57,5A,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,91,85
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Aviles,Roman",Roman,Aviles,,496,"Aviles,Roman","AVILES,ROMAN",North Park,NPK,686-4517,1,0,30,30,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,92,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Bartlow,Cahlel",Cahlel,Bartlow,,778,"Bartlow,Cahlel","BARTLOW,CAHLEL",Wheaton,WHE,687-3598,1,0,29,29,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,93,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Birner,Christian",Christian,Birner,,40,"Birner,Christian","BIRNER,CHRISTIAN",Augustana,AUG,489-5771,1,0,58,58,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Boatman,Clay",Clay,Boatman,,778,"Boatman,Clay","BOATMAN,CLAY",Wheaton,WHE,687-3577,1,0,42,42,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Bois-McLenna,Konnor",Konnor,Bois-McLenna,,120,"Bois-McLenna,Konnor","BOIS-MCLENNA,KONNOR",Carroll,CAR,1094-7259,1,0,28,28,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Wheaton,"Bryant,Chandler",Chandler,Bryant,,778,"Bryant,Chandler","BRYANT,CHANDLER",Wheaton,WHE,687-3734,1,0,44,4D,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,97,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Bubacz,Ben",Ben,Bubacz,,121,"Bubacz,Ben","BUBACZ,BEN",Carthage,CAR,681-6636,1,0,59,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Bullard,Jacob",Jacob,Bullard,,212,"Bullard,Jacob","BULLARD,JACOB",Elmhurst,ELM,682-4002,1,1,66,66,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,99,84
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Burris,Jayson",Jayson,Burris,,121,"Burris,Jayson","BURRIS,JAYSON",Carthage,CAR,681-6991,1,0,22,,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Cadena,Damien",Damien,Cadena,,212,"Cadena,Damien","CADENA,DAMIEN",Elmhurst,ELM,682-4489,1,0,12,1C,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,101,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Castle,Max",Max,Castle,,40,"Castle,Max","CASTLE,MAX",Augustana,AUG,489-4421,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,102,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Chamberlain,Hunter",Hunter,Chamberlain,,120,"Chamberlain,Hunter","CHAMBERLAIN,HUNTER",Carroll,CAR,1094-7256,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Chavez,Alberto",Alberto,Chavez,,120,"Chavez,Alberto","CHAVEZ,ALBERTO",Carroll,CAR,1094-7021,1,1,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,104,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Clemente,Xavier",Xavier,Clemente,,496,"Clemente,Xavier","CLEMENTE,XAVIER",North Park,NPK,686-4528,1,0,13,13,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Clemons,Andrew",Andrew,Clemons,,120,"Clemons,Andrew","CLEMONS,ANDREW",Carroll,CAR,1094-7580,1,0,5,5,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106,83
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Cosme,Luke",Luke,Cosme,,121,"Cosme,Luke","COSME,LUKE",Carthage,CAR,681-6226,1,1,74,,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,107,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"Crudele,Jack",Jack,Crudele,,121,"Crudele,Jack","CRUDELE,JACK",Carthage,CAR,681-6653,1,1,57,54,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,108,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carthage,"DeLordo,Vince",Vince,DeLordo,,121,"DeLordo,Vince","DELORDO,VINCE",Carthage,CAR,681-6666,1,1,77,,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,109,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Millikin,Devin Rogowski,Devin,Rogowski,,424,Devin Rogowski,"ROGOWSKI,DEVIN",Millikin,MILLIKIN,684-5756,1,1,70,70,0,OG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,110,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"DiBene,Giovanni",Giovanni,DiBene,,212,"DiBene,Giovanni","DIBENE,GIOVANNI",Elmhurst,ELM,682-4309,1,0,12,1D,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,111,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Dodson,Peter",Peter,Dodson,,212,"Dodson,Peter","DODSON,PETER",Elmhurst,ELM,682-4498,1,0,36,36,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,112,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Fagan,Gavin",Gavin,Fagan,,40,"Fagan,Gavin","FAGAN,GAVIN",Augustana,AUG,489-5536,1,1,2,2A,0,0,CB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,113,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Fisher, Jr.,Kirk","Jr.,Kirk",Fisher,,496,"Fisher, Jr.,Kirk","FISHER, JR.,KIRK",North Park,NPK,686-4032,1,1,68,68,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,114,82
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Fisher,Quintin",Quintin,Fisher,,120,"Fisher,Quintin","FISHER,QUINTIN",Carroll,CAR,1094-7571,1,0,6,6X,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,115,81
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,North Park,"Fox,Giovanni",Giovanni,Fox,,496,"Fox,Giovanni","FOX,GIOVANNI",North Park,NPK,686-4033,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116,81
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Augustana,"Gamlin,JJ",JJ,Gamlin,,40,"Gamlin,JJ","GAMLIN,JJ",Augustana,AUG,489-5147,1,1,31,31,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,117,81
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Ganir,Jacob",Jacob,Ganir,,212,"Ganir,Jacob","GANIR,JACOB",Elmhurst,ELM,682-4501,1,0,77,77,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118,81
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Elmhurst,"Garcia,Hezekiah",Hezekiah,Garcia,,212,"Garcia,Hezekiah","GARCIA,HEZEKIAH",Elmhurst,ELM,682-4504,1,0,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119,81
2026-27,football,College Conference of Illinois and Wisconsin (CCIW),cciw,Carroll,"Garcia,Randy",Randy,Garcia,,120,"Garcia,Randy","GARCIA,RANDY",Carroll,CAR,1094-7819,1,0,10,1O,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120,81
