season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2025-26,mvball,Skyline Conference,skyline_conference,Purchase,"Williams, Channing",Channing,Williams,,30029,"Williams, Channing","WILLIAMS, CHANNING",Purchase,SUNYPC,0,119,74,12,0,12,0,.267,1149,222,529,33,6,146,0,34,39,419,0,0,369,32,249,67,17,58,9,601,2,4.45,0.28,2.09,0.56,0.29,5.05,,,,,,,9.866787991160601,1,99
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,",",,,,1340,", ",", ",St. Joseph's-Long Island,SJCLI,0,1,0,3,0,3,0,1.000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2.5,0,1.00,0.00,0.00,2.00,0.00,2.50,,,,,,,9.479118727167714,2,99
2025-26,mvball,New Jersey Athletic Conference (NJAC),njac,NJCU,"Pardasie, Marcus",Marcus,Pardasie,,319,"Pardasie, Marcus","PARDASIE, MARCUS",NJCU,NJCU,0,103,29,10,0,10,0,.313,998,140,452,32,4,128,0,33,44,420,0,0,580,14,223,34,1,22,12,508,2,4.39,0.31,2.17,0.33,0.32,4.93,,,,,,,9.295886139073247,3,99
2025-26,mvball,Empire 8 (E8),e8,Elmira,"Peiser, Jordan",Jordan,Peiser,,213,"Peiser, Jordan","PEISER, JORDAN",Elmira,Elmira,0,76,33,20,0,20,0,.279,696,104,298,15,4,77,0,45,61,298,0,0,45,1,122,25,0,18,7,359,1,3.92,0.20,1.61,0.33,0.59,4.72,,,,,,,9.213615603767977,4,98
2025-26,mvball,Skyline Conference,skyline_conference,Sarah Lawrence,"Davis, Nate",Nate,Davis,,30163,"Davis, Nate","DAVIS, NATE",Sarah Lawrence,SLC,0,84,63,4,0,4,0,.334,805,111,380,8,4,70,0,17,34,247,0,0,422,21,163,31,3,21,10,417.5,0,4.52,0.10,1.94,0.37,0.20,4.97,,,,,,,8.845334661623788,5,98
2025-26,mvball,New Jersey Athletic Conference (NJAC),njac,Ramapo,"Kirchofer, Reece",Reece,Kirchofer,,564,"Kirchofer, Reece","KIRCHOFER, REECE",Ramapo,RCNJ,0,96,30,4,0,4,0,.259,975,137,390,14,2,82,0,34,78,355,0,0,585,28,174,41,9,26,15,452,1,4.06,0.15,1.81,0.43,0.35,4.71,,,,,,,8.672048014881721,6,98
2025-26,mvball,Presidents Athletic Conference (PAC),pac,Thiel,"Oesterling, Ezra",Ezra,Oesterling,,707,"Oesterling, Ezra","OESTERLING, EZRA",Thiel,THI,0,108,49,2,0,2,0,.280,994,147,425,18,7,111,0,46,105,471,0,0,549,25,202,35,3,19,16,496.5,0,3.94,0.17,1.87,0.32,0.43,4.60,,,,,,,8.630511523893624,7,97
2025-26,mvball,Empire 8 (E8),e8,Nazareth,"Wickens, Owen",Owen,Wickens,,461,"Wickens, Owen","WICKENS, OWEN",Nazareth,Naz,0,114,44,4,0,4,0,.202,884,178,357,170,6,408,0,73,88,494,0,0,449,8,236,36,2,29,7,451.5,1,3.13,1.49,2.07,0.32,0.64,3.96,,,,,,,8.335149234989565,8,97
2025-26,mvball,Old Dominion Athletic Conference (ODAC),odac,Eastern Mennonite University,"Mills, Andre",Andre,Mills,,203,"Mills, Andre","MILLS, ANDRE",Eastern Mennonite University,EMU,0,108,44,8,0,8,0,.190,1051,170,370,15,5,101,0,35,55,328,0,0,8,3,163,79,2,71,8,448.5,2,3.43,0.14,1.51,0.73,0.32,4.15,,,,,,,8.047045961029669,9,97
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Brooklyn,"Martinez, Jeremias",Jeremias,Martinez,,30072,"Martinez, Jeremias","MARTINEZ, JEREMIAS",St. Joseph's-Brooklyn,SJCBK,0,74,24,2,0,2,0,.231,746,127,299,11,7,142,0,33,47,234,0,0,361,28,137,11,2,10,1,338,0,4.04,0.15,1.85,0.15,0.45,4.57,,,,,,,7.962834654374846,10,96
2025-26,mvball,New Jersey Athletic Conference (NJAC),njac,Kean,"Mitchell, Chris",Chris,Mitchell,,329,"Mitchell, Chris","MITCHELL, CHRIS",Kean,Kean,0,78,24,12,0,12,0,.284,749,102,315,8,1,46,0,14,37,259,0,0,13,0,122,39,3,31,8,352.5,0,4.04,0.10,1.56,0.50,0.18,4.52,,,,,,,7.820618155404169,11,96
2025-26,mvball,Skyline Conference,skyline_conference,St. Joseph's-Long Island,"MacPherson, Luke",Luke,MacPherson,,1340,"MacPherson, Luke","MACPHERSON, LUKE",St. Joseph's-Long Island,SJCLI,0,78,27,7,0,7,0,.308,571,71,247,19,1,71,0,31,39,270,0,0,294,22,153,31,1,27,4,295.5,0,3.17,0.24,1.96,0.40,0.40,3.79,,,,,,,7.768225196031086,12,96
2025-26,mvball,Presidents Athletic Conference (PAC),pac,Saint Vincent,Shawn McSwiggen,Shawn,McSwiggen,,30064,Shawn McSwiggen,"MCSWIGGEN,SHAWN",Saint Vincent,ST. VINC,0,83,78,18,0,18,0,.236,815,140,332,6,1,53,0,23,38,287,0,0,4,2,164,23,4,17,6,369.5,1,4.00,0.07,1.98,0.28,0.28,4.45,,,,,,,7.667940745377882,13,95
2025-26,mvball,Presidents Athletic Conference (PAC),pac,Hiram,Kyle Martini,Kyle,Martini,,281,Kyle Martini,"MARTINI,KYLE",Hiram,HIRAM,0,89,39,10,0,10,0,.298,533,101,260,17,5,105,0,19,66,252,0,0,3,0,117,79,16,62,17,327,0,2.92,0.19,1.31,0.89,0.21,3.67,,,,,,,7.52900906448186,14,95
