season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Benson, Grayson",Grayson,Benson,,276,"Benson, Grayson","BENSON,GRAYSON",Haverford,HAV,666-2508,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,180:00,0,.00,.00,8,1,0,1,1,.500,0.50,1,1,180:00,2,2,.50,0.500,.500,.50,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Bank, Simon",Simon,Bank,,276,"Bank, Simon","BANK,SIMON",Haverford,HAV,666-2417,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Ossmann, Will",Will,Ossmann,,276,"Ossmann, Will","OSSMANN,WILL",Haverford,HAV,666-2668,1,1,32,0,32,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,4,0,0,1,1,1.000,0.00,1,0,90:00,1,1,.00,1.000,1.000,1.00,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"McNamara, Ollie",Ollie,McNamara,,276,"McNamara, Ollie","MCNAMARA,OLLIE",Haverford,HAV,666-2421,0,0,33,0,33,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Kinsey, Sam",Sam,Kinsey,,276,"Kinsey, Sam","KINSEY,SAM",Haverford,HAV,666-2499,1,0,2,0,2,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,13:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Brown, Josh",Josh,Brown,,276,"Brown, Josh","BROWN,JOSH",Haverford,HAV,666-875,3,3,4,0,4,0,0,2,6,0,0,0,0,0,2.00,.67,.00,.000,.000,2,0,0,0,0,0,0,.000,4,0,0,0,1.33,.00,.00,.00,0,,270:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Yurkov, Pavel",Pavel,Yurkov,,276,"Yurkov, Pavel","YURKOV,PAVEL",Haverford,HAV,666-2426,0,0,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Lovinger, Max",Max,Lovinger,,276,"Lovinger, Max","LOVINGER,MAX",Haverford,HAV,666-880,3,1,6,0,6,0,0,0,3,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,77:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Lee, Aiden",Aiden,Lee,,276,"Lee, Aiden","LEE,AIDEN",Haverford,HAV,666-2501,3,3,7,0,7,0,0,1,4,0,0,0,0,0,1.33,.33,.00,.000,.000,1,0,0,0,0,0,0,.000,2,0,0,0,.67,.00,.00,.00,0,,158:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Centennial Conference,centennial_conference,Haverford,"Dowd, John",John,Dowd,,276,"Dowd, John","DOWD,JOHN",Haverford,HAV,666-877,2,2,8,0,8,0,0,1,4,1,1,0,0,0,2.00,.50,.50,.000,.500,1,0,0,0,0,0,0,.000,1,0,1,0,.50,.50,.00,.00,0,,104:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
