conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Josie Grunlo,,,,41,41,132,45,48,22,5,5,2,17,0,5,10,3,30,2,4,0,0,0,0,0,0,0,0,0.455,69,158,32,.938,.364,.523,58,74,10,0,0,0,0,2,0,142,.930,0,.000,8,9,39,27,"9,34",0.26,9,34,"18,59",0.31,18,59,"13,44",0.30,13,44,"6,14",0.43,6,14,0,0,0,0,"42,67","9,17","35,65",15,0,0,0,0,0,0,0,10,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Madi Case,,,,42,42,131,49,53,27,10,2,0,10,0,2,5,4,8,1,11,3,0,0,0,0,0,0,0,0.445,67,157,9,.889,.405,.511,53,2,1,0,0,0,0,1,0,56,.982,0,.000,9,8,45,32,"9,31",0.29,9,31,"29,72",0.40,29,72,"23,56",0.41,23,56,"4,10",0.40,4,10,0,0,0,0,"15,26","13,19","64,92",35,0,0,0,11,0,0,0,24,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Natalee Moor,,,,39,38,121,18,48,43,9,2,3,15,0,1,15,5,1,1,0,2,0,0,0,0,0,0,0,0.460,70,139,2,.500,.397,.579,198,13,7,15,0,26,6,1,0,218,.968,32,.813,1,3,24,35,"11,35",0.31,11,35,"36,80",0.45,36,80,"27,60",0.45,27,60,"2,12",0.17,2,12,0,0,0,0,"10,22","16,18","53,87",59,0,0,0,0,0,0,0,15,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Ashlyn Colvi,,,,41,40,127,19,48,29,9,0,1,9,0,1,7,2,0,0,3,3,0,0,0,0,0,1,0,0.414,60,143,0,.000,.378,.472,34,54,4,0,0,0,0,4,0,92,.957,0,.000,5,7,40,33,"12,36",0.33,12,36,"33,89",0.37,33,89,"22,63",0.35,22,63,"5,12",0.42,5,12,0,0,0,0,"7,13","10,19","55,97",4,0,0,0,"1,1",1.00,1,1,21,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Jillian Came,,,,20,0,3,6,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0.250,0,4,1,.000,.000,.000,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,0,0,1,0,"0,2",0,0,2,"0,3",0,0,3,"0,3",0,0,3,0,0,0,0,0,0,0,0,0,"0,1","1,4",1,0,0,0,"0,1",0,0,1,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Valerie Gree,,,,36,28,82,11,26,12,5,0,2,9,0,0,20,6,0,0,0,1,0,0,0,0,0,1,0,0.380,37,92,0,.000,.317,.451,16,1,1,0,0,1,0,0,0,18,.944,1,1.000,0,2,11,25,"10,36",0.28,10,36,"14,54",0.26,14,54,"8,38",0.21,8,38,"4,7",0.57,4,7,0,0,0,0,"12,20","5,9","19,56",45,0,0,0,101,0,0,0,4,39,0,11,1,1,1,0,0,0,0,0,0,9.0,11,9,2,9,3,1,2,7.00,39,42,0,1,0,0,0,0,0,4,.282,7,11,0,"0,1","3,7","0,5",0,"0,2"
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Abby Boland,,,,21,0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200,1,5,0,.000,.200,.200,1,0,0,0,0,0,0,0,0,1,1.000,0,.000,0,0,2,2,0,0,0,0,"0,3",0,0,3,"0,3",0,0,3,0,0,0,0,0,0,0,0,"0,1",0,"1,3",0,0,0,0,12,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Sydnee Garre,,,,40,37,110,14,32,19,8,0,0,11,0,0,14,5,0,0,0,1,0,0,0,0,0,2,0,0.352,40,122,0,.000,.291,.364,53,7,2,0,0,2,1,1,0,62,.968,3,.667,4,1,27,33,"14,41",0.34,14,41,"24,77",0.31,24,77,"13,48",0.27,13,48,"2,11",0.18,2,11,0,0,0,0,"6,15","8,18","38,81",14,0,0,0,4,0,0,0,9,25,0,23,1,2,2,2,0,0,0,0,0,20.2,12,10,7,17,3,0,0,3.39,85,93,3,1,0,0,0,0,0,7,.271,17,25,0,"1,4","3,11","0,3",0,"0,6"
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Kelsey Martl,,,,26,22,57,9,16,6,3,0,0,3,0,0,8,2,1,1,3,1,0,0,0,0,0,0,0,0.311,19,64,2,.500,.281,.333,34,21,2,0,0,0,0,2,0,57,.965,0,.000,5,0,14,18,"2,20",0.10,2,20,"8,31",0.26,8,31,"6,20",0.30,6,20,"2,5",0.40,2,5,0,0,0,0,"9,18","4,5","18,35",3,0,0,0,6,0,0,0,6,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Jayden Zamor,,,,35,22,44,14,11,9,4,0,0,7,0,1,5,4,0,1,1,0,0,0,0,0,0,0,0,0.365,15,53,1,.000,.250,.341,52,34,0,0,0,0,0,2,0,86,1.000,0,.000,3,1,6,19,"2,17",0.12,2,17,"8,25",0.32,8,25,"6,17",0.35,6,17,"0,2",0,0,2,0,0,0,0,"3,6","2,5","13,29",23,0,0,0,1,0,0,0,1,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Sarah Salas,,,,40,36,78,9,29,19,6,0,3,10,0,6,9,4,1,0,0,0,0,0,0,1,0,2,0,0.479,44,94,1,1.000,.372,.564,131,15,2,0,0,11,2,4,0,148,.986,13,.846,0,1,21,19,"12,26",0.46,12,26,"18,44",0.41,18,44,"12,33",0.36,12,33,"2,8",0.25,2,8,0,0,0,0,"6,16","3,9","34,51",0,0,0,0,3,0,0,0,9,14,0,64,1,13,11,1,3,7,4,0,0,86.1,28,24,26,113,8,2,3,1.95,320,356,5,7,0,1,2,0,0,27,.200,96,39,0,"4,14","5,20","5,20",0,"6,18"
