conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Kao, Sammy",0,,0,3,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,49:00,0,.00,.00,1,0,0,0,0,0.0,0.00,0,0,49:36,0,3,.00,0.000,.000,.00
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Antic, Nikola",0,,1,24,24,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,2114:00,0,.00,.00,206,2,1,20,10,.803,0.55,53,13,2112:05,24,24,.54,0.803,.417,2.21
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Marotta, David",0,,37,1,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,01:00,0,.00,.00,0,0,0,0,0,0.0,0.00,0,0,01:43,0,1,.00,0.000,.000,.00
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Ubamadu, Zach",0,,38,1,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,19:00,0,.00,.00,0,0,0,0,0,0.0,0.00,0,0,19:05,0,1,.00,0.000,.000,.00
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Cornog, William",0,,2,5,2,0,0,3,3,4,2,1,1,1,.60,.60,.80,.200,.400,2,0,0,0,0,1,0,.000,5,0,0,0,1.00,.00,.00,.00,0,,227:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Flagg, James",0,,3,20,0,0,0,1,10,2,0,1,0,0,.50,.05,.10,.050,.000,0,0,0,0,0,0,1,.050,3,0,1,0,.15,.05,.00,.00,0,,510:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Bargagna, Mateo",0,,4,24,24,0,0,20,42,8,2,3,0,0,1.75,.83,.33,.125,.083,17,1,0,0,1,1,1,.042,18,0,6,0,.75,.25,.00,.00,0,,1790:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Akhtarzandi-Das, Bijan",0,,5,24,24,0,0,9,13,6,0,3,0,0,.54,.38,.25,.125,.000,6,0,0,0,0,0,0,.000,15,0,0,0,.63,.00,.00,.00,0,,2071:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Gunn, James",0,,6,15,2,0,0,4,6,3,1,1,0,0,.40,.27,.20,.067,.067,3,1,0,0,0,0,0,.000,13,0,5,0,.87,.33,.00,.00,0,,623:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Denby, Ellis",0,,7,24,9,0,0,11,22,7,3,2,0,0,.92,.46,.29,.083,.125,9,0,0,0,1,0,2,.083,19,0,0,0,.79,.00,.00,.00,0,,1310:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Yanez, Daniel",0,,8,24,23,0,0,8,18,12,2,5,5,5,.75,.33,.50,.208,.083,3,0,0,0,5,5,5,.208,17,0,3,0,.71,.13,.00,.00,0,,1577:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Perkins, Henry",0,,9,24,12,0,0,11,14,16,6,5,2,2,.58,.46,.67,.208,.250,6,0,0,0,1,2,0,.000,8,0,0,0,.33,.00,.00,.00,0,,756:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Randolph, Luke",0,,10,12,1,0,0,3,3,1,1,0,0,0,.25,.25,.08,.000,.083,3,0,0,0,0,0,0,.000,1,0,0,0,.08,.00,.00,.00,0,,167:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Shultz, Mason",0,,11,24,2,0,0,3,8,8,4,2,0,0,.33,.13,.33,.083,.167,1,0,0,0,0,0,0,.000,4,0,1,0,.17,.04,.00,.00,0,,749:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Yanez, Thomas",0,,12,7,0,0,0,2,4,2,2,0,0,0,.57,.29,.29,.000,.286,2,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,116:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Garber, Zach",0,,13,4,0,0,0,0,0,1,1,0,0,0,.00,.00,.25,.000,.250,0,0,0,0,0,0,0,.000,2,0,0,0,.50,.00,.00,.00,0,,67:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Rizvi, Ryan",0,,14,10,0,0,0,2,4,2,0,1,0,0,.40,.20,.20,.100,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,118:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Bone, Griffin",0,,15,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Feinberg, Taylor",0,,16,16,9,0,0,1,7,4,2,1,0,0,.44,.06,.25,.063,.125,0,0,0,0,0,0,1,.063,4,0,0,0,.25,.00,.00,.00,0,,862:00,0,.00,.00,,,,,,,,,,,,,,,,
nescac,New England Small College Athletic Conference (NESCAC),2025-26,msoc,Tufts,"Nicholas, Will",0,,17,24,2,0,0,4,17,3,3,0,0,0,.71,.17,.13,.000,.125,4,0,0,0,0,0,0,.000,9,0,0,0,.38,.00,.00,.00,0,,644:00,0,.00,.00,,,,,,,,,,,,,,,,
