season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Marks, Taylee",Taylee,Marks,0,804,"Marks, Taylee","Marks,Taylee",MarksTayleeUWS,27,13,11,,UW-Superior,UWS,1145-2704,0,,1,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,2,2,.000,0,14,24,-10,26,,,,,,,,,,,,,,,,,,0,59,5,4,1,0.02,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Anderson, Maya",Maya,Anderson,0,804,"Anderson, Maya","Anderson,Maya",AndersonMayaUWS,27,5,12,,UW-Superior,UWS,1145-2908,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,18,39,57,.316,2.17,2,15,-13,9,,,,,,,,,,,,,,,,,,0,31,5,4,1,0.03,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Scherling, Anna",Anna,Scherling,0,804,"Scherling, Anna","Scherling,Anna",ScherlingAnnaUWS,26,13,13,,UW-Superior,UWS,1145-2423,0,,0,0,0,1,0,0,3,0,0,17,34:00,0,0,0,0,0,0,17,177,257,434,.408,1.45,7,19,-12,23,,,,,,,,,,,,,,,,,,0,65,7,2,5,0.08,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Monicken, Brook",Brook,Monicken,0,804,"Monicken, Brook","Monicken,Brook",MonickenBrookUWS,10,0,14,,UW-Superior,UWS,1145-2921,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,1,5,6,.167,5.00,4,4,0,0,,,,,,,,,,,,,,,,,,0,5,3,2,1,0.20,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Gustavsson, Kendal",Kendal,Gustavsson,0,804,"Gustavsson, Kendal","Gustavsson,Kendal",GustavssonKendalUWS,27,11,18,,UW-Superior,UWS,1145-2918,0,,0,0,0,2,1,0,2,1,0,9,21:00,0,0,0,0,0,1,8,11,6,17,.647,0.55,9,25,-16,8,,,,,,,,,,,,,,,,,,0,68,11,4,7,0.10,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Bugos, Brooke",Brooke,Bugos,0,804,"Bugos, Brooke","Bugos,Brooke",BugosBrookeUWS,27,6,19,,UW-Superior,UWS,1145-2924,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,8,21,-13,23,,,,,,,,,,,,,,,,,,0,39,1,1,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Olenik, Avery",Avery,Olenik,0,804,"Olenik, Avery","Olenik,Avery",OlenikAveryUWS,27,12,20,,UW-Superior,UWS,1145-2706,0,,0,0,0,0,0,0,2,0,0,2,04:00,0,0,0,0,0,0,2,2,7,9,.222,3.50,10,19,-9,7,,,,,,,,,,,,,,,,,,0,47,8,3,5,0.11,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Dahl, Aylie",Aylie,Dahl,0,804,"Dahl, Aylie","Dahl,Aylie",DahlAylieUWS,27,14,23,,UW-Superior,UWS,1145-2588,0,,0,0,0,0,1,0,0,0,0,2,04:00,0,0,0,0,0,0,2,6,23,29,.207,3.83,6,19,-13,4,,,,,,,,,,,,,,,,,,0,47,3,1,2,0.04,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Tech, Ashley",Ashley,Tech,0,804,"Tech, Ashley","Tech,Ashley",TechAshleyUWS,6,0,24,,UW-Superior,UWS,1145-2923,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,1,0,1,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Lee, Ryan",Ryan,Lee,0,804,"Lee, Ryan","Lee,Ryan",LeeRyanUWS,10,0,25,,UW-Superior,UWS,1145-2917,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,3,15,18,.167,5.00,0,5,-5,1,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Lukasezck, Aspen",Aspen,Lukasezck,0,804,"Lukasezck, Aspen","Lukasezck,Aspen",LukasezckAspenUWS,26,0,26,,UW-Superior,UWS,1145-2922,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,14,15,.067,14.00,4,9,-5,2,,,,,,,,,,,,,,,,,,0,15,1,0,1,0.07,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Steiner, Stacy",Stacy,Steiner,0,804,"Steiner, Stacy","Steiner,Stacy",SteinerStacyUWS,26,10,27,,UW-Superior,UWS,1145-2708,0,,0,0,0,0,1,0,2,0,0,29,58:00,0,0,0,0,0,0,29,5,6,11,.455,1.20,8,27,-19,26,,,,,,,,,,,,,,,,,,0,27,8,5,3,0.11,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Parnell, Ashton",Ashton,Parnell,0,804,"Parnell, Ashton","Parnell,Ashton",ParnellAshtonUWS,27,7,28,,UW-Superior,UWS,1145-2428,0,,0,0,0,0,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,258,207,465,.555,0.80,8,22,-14,16,,,,,,,,,,,,,,,,,,0,61,9,7,2,0.03,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Wostrel, Maddie",Maddie,Wostrel,0,804,"Wostrel, Maddie","Wostrel,Maddie",WostrelMaddieUWS,12,8,1,,UW-Superior,UWS,1145-2926,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,0,0,0,0,12,503:29,28,197,5160516,0,1,1,0,9,1,0,.876,8,0,0,3.34,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Moyer, Jayda",Jayda,Moyer,0,804,"Moyer, Jayda","Moyer,Jayda",MoyerJaydaUWS,16,15,29,,UW-Superior,UWS,1145-2919,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,16,875:15,56,529,09100,0,1,1,0,13,0,0,.904,15,0,0,3.84,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Gricius, Aliya",Aliya,Gricius,0,804,"Gricius, Aliya","Gricius,Aliya",GriciusAliyaUWS,6,4,30,,UW-Superior,UWS,1145-2927,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,6,243:45,11,105,0000,0,0,1,1,2,1,0,.905,4,0,0,2.71,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Olson, Gabby",Gabby,Olson,0,804,"Olson, Gabby","Olson,Gabby",OlsonGabbyUWS,10,0,5,,UW-Superior,UWS,1145-2944,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,10,32,42,.238,3.20,3,4,-1,5,,,,,,,,,,,,,,,,,,0,2,1,1,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Hornung, Ella",Ella,Hornung,0,804,"Hornung, Ella","Hornung,Ella",HornungEllaUWS,14,1,17,,UW-Superior,UWS,1145-2945,0,,0,0,0,0,0,0,0,0,0,4,19:00,0,0,1,0,0,1,2,2,1,3,.667,0.50,5,13,-8,10,,,,,,,,,,,,,,,,,,0,38,6,5,1,0.03,0,0,False,,
