season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Seleski, Addie",Addie,Seleski,0,801,"Seleski, Addie","Seleski,Addie",SeleskiAddieWRF,29,2,5,,UW-River Falls,WRF,1138-3901,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,2,0,2,1.000,200,35,12,23,12,,,,,,,,,,,,,,,,,,0,52,9,9,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Stephes, Izzy",Izzy,Stephes,0,801,"Stephes, Izzy","Stephes,Izzy",StephesIzzyWRF,21,0,6,,UW-River Falls,WRF,1138-3558,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,5,2,3,0,,,,,,,,,,,,,,,,,,0,13,3,2,1,0.08,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Jones, Kylie",Kylie,Jones,0,801,"Jones, Kylie","Jones,Kylie",JonesKylieWRF,29,7,7,,UW-River Falls,WRF,1138-3555,0,,0,0,0,2,1,0,2,1,0,4,08:00,0,0,0,0,0,0,4,0,2,2,.000,0,28,11,17,4,,,,,,,,,,,,,,,,,,0,74,22,12,10,0.14,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"McKenzie, Lily",Lily,McKenzie,0,801,"McKenzie, Lily","McKenzie,Lily",McKenzieLilyWRF,19,0,8,,UW-River Falls,WRF,1138-3899,0,,0,0,0,1,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,58,47,105,.552,0.81,6,2,4,3,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Smythe, Amanda",Amanda,Smythe,0,801,"Smythe, Amanda","Smythe,Amanda",SmytheAmandaWRF,22,0,9,,UW-River Falls,WRF,1138-3902,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,2,0,2,1.000,200,2,3,-1,3,,,,,,,,,,,,,,,,,,0,6,2,1,1,0.17,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Goodreau, Megan",Megan,Goodreau,0,801,"Goodreau, Megan","Goodreau,Megan",GoodreauMeganWRF,29,27,10,,UW-River Falls,WRF,1138-3166,0,,0,0,0,6,1,3,17,7,3,7,14:00,0,0,0,0,0,0,7,3,2,5,.600,0.67,50,6,44,6,,,,,,,,,,,,,,,,,,0,172,74,38,36,0.21,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Ronn, Kaitlyn",Kaitlyn,Ronn,0,801,"Ronn, Kaitlyn","Ronn,Kaitlyn",RonnKaitlynWRF,28,3,11,,UW-River Falls,WRF,1138-3167,0,,0,0,0,1,1,0,0,1,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,24,6,18,24,,,,,,,,,,,,,,,,,,0,51,13,11,2,0.04,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Bielenberg-Howarth, Kennedi",Kennedi,Bielenberg-Howarth,0,801,"Bielenberg-Howarth, Kennedi","Bielenberg-Howarth,Kennedi",Bielenberg-HowarthKennediWRF,29,3,12,,UW-River Falls,WRF,1138-3338,0,,0,0,0,1,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,26,9,17,20,,,,,,,,,,,,,,,,,,0,60,4,3,1,0.02,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Larsen, Alexis",Alexis,Larsen,0,801,"Larsen, Alexis","Larsen,Alexis",LarsenAlexisWRF,24,0,13,,UW-River Falls,WRF,1138-3898,0,,0,0,0,0,0,0,0,1,0,1,02:00,0,0,0,0,0,0,1,25,34,59,.424,1.36,6,4,2,1,,,,,,,,,,,,,,,,,,0,28,2,1,1,0.04,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Lavergne, Madison",Madison,Lavergne,0,801,"Lavergne, Madison","Lavergne,Madison",LavergneMadisonWRF,29,2,14,,UW-River Falls,WRF,1138-3168,0,,0,1,0,1,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,1,1,2,.500,1.00,22,9,13,4,,,,,,,,,,,,,,,,,,0,61,10,7,3,0.05,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Bell, Katherine",Katherine,Bell,0,801,"Bell, Katherine","Bell,Katherine",BellKatherineWRF,25,2,15,,UW-River Falls,WRF,1138-3169,0,,0,1,0,2,2,0,0,1,0,5,10:00,0,0,0,0,0,0,5,194,133,327,.593,0.69,31,4,27,5,,,,,,,,,,,,,,,,,,0,81,21,11,10,0.12,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Aure, MaKenna",MaKenna,Aure,0,801,"Aure, MaKenna","Aure,MaKenna",AureMaKennaWRF,26,23,17,,UW-River Falls,WRF,1138-3170,0,,0,0,0,2,1,0,6,2,0,5,10:00,0,0,0,0,0,0,5,0,0,0,NaN,0,30,6,24,29,,,,,,,,,,,,,,,,,,0,94,39,25,14,0.15,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Kadrlik, Makenna",Makenna,Kadrlik,0,801,"Kadrlik, Makenna","Kadrlik,Makenna",KadrlikMakennaWRF,24,3,18,,UW-River Falls,WRF,1138-3342,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,24,5,19,4,,,,,,,,,,,,,,,,,,0,37,8,7,1,0.03,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Lindquist, Cahlilah",Cahlilah,Lindquist,0,801,"Lindquist, Cahlilah","Lindquist,Cahlilah",LindquistCahlilahWRF,15,2,20,,UW-River Falls,WRF,1138-3343,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,14,3,11,10,,,,,,,,,,,,,,,,,,0,30,8,8,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Hess, Sophia",Sophia,Hess,0,801,"Hess, Sophia","Hess,Sophia",HessSophiaWRF,29,27,21,,UW-River Falls,WRF,1138-3896,0,,0,0,0,1,2,1,6,2,2,7,14:00,0,0,0,0,0,0,7,400,270,670,.597,0.68,49,8,41,15,,,,,,,,,,,,,,,,,,0,134,56,30,26,0.19,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Niccum, Kailey",Kailey,Niccum,0,801,"Niccum, Kailey","Niccum,Kailey",NiccumKaileyWRF,28,2,22,,UW-River Falls,WRF,1138-3171,0,,0,0,0,3,0,0,0,3,0,9,18:00,0,0,0,0,0,0,9,2,0,2,1.000,200,31,4,27,8,,,,,,,,,,,,,,,,,,0,47,16,10,6,0.13,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Niccum, Alexa",Alexa,Niccum,0,801,"Niccum, Alexa","Niccum,Alexa",NiccumAlexaWRF,29,20,23,,UW-River Falls,WRF,1138-3556,0,,0,0,0,0,1,0,4,4,0,3,06:00,0,0,0,0,0,0,3,2,6,8,.250,3.00,34,6,28,5,,,,,,,,,,,,,,,,,,0,73,32,23,9,0.12,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Knowles, Gracyn",Gracyn,Knowles,0,801,"Knowles, Gracyn","Knowles,Gracyn",KnowlesGracynWRF,29,0,24,,UW-River Falls,WRF,1138-3897,0,,0,0,0,0,1,0,1,1,0,6,12:00,0,0,0,0,0,0,6,293,158,451,.650,0.54,21,7,14,5,,,,,,,,,,,,,,,,,,0,67,17,9,8,0.12,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Hixson, Payton",Payton,Hixson,0,801,"Hixson, Payton","Hixson,Payton",HixsonPaytonWRF,13,0,25,,UW-River Falls,WRF,1138-3339,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,1,1,0,1,,,,,,,,,,,,,,,,,,0,8,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"O'Kane, Jordan",Jordan,O'Kane,0,801,"O'Kane, Jordan","O'Kane,Jordan",O'KaneJordanWRF,26,25,1,,UW-River Falls,WRF,1138-3165,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,26,1495:49,25,454,076711818,8,1,1,0,5,0,0,.948,25,0,0,1.00,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Hansen, Olivia",Olivia,Hansen,0,801,"Hansen, Olivia","Hansen,Olivia",HansenOliviaWRF,2,1,30,,UW-River Falls,WRF,1138-3554,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,3,61:23,2,17,0000000,0,1,0,0,0,0,0,.895,1,0,0,1.95,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Rader, Anna",Anna,Rader,0,801,"Rader, Anna","Rader,Anna",RaderAnnaWRF,2,2,33,,UW-River Falls,WRF,1138-3344,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,3,119:48,1,21,0000000,0,1,0,0,0,0,0,.955,2,0,0,0.50,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-River Falls,"Donna, Catt",Catt,Donna,0,801,"Donna, Catt","Donna,Catt",DonnaCattWRF,1,1,35,,UW-River Falls,WRF,1138-3553,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,1,59:35,0,11,0000000,1,1,0,0,0,0,0,1.000,1,0,0,0.00,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Wang, Sydney",Sydney,Wang,0,802,"Wang, Sydney","Wang,Sydney",WangSydneyWSP,19,0,2,,UW-Stevens Point,WSP,1141-7594,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,12,16,28,.429,1.33,2,3,-1,2,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Giesen, Delaney",Delaney,Giesen,0,802,"Giesen, Delaney","Giesen,Delaney",GiesenDelaneyWSP,1,0,3,,UW-Stevens Point,WSP,1141-7127,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Torma, Grace",Grace,Torma,0,802,"Torma, Grace","Torma,Grace",TormaGraceWSP,26,23,4,,UW-Stevens Point,WSP,1141-6619,0,,0,0,0,1,0,0,1,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,10,27,-17,25,,,,,,,,,,,,,,,,,,0,24,2,1,1,0.04,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Pohlkamp, Molly",Molly,Pohlkamp,0,802,"Pohlkamp, Molly","Pohlkamp,Molly",PohlkampMollyWSP,27,10,5,,UW-Stevens Point,WSP,1141-7227,0,,0,0,0,0,2,0,3,1,0,2,04:00,0,0,0,0,0,0,2,272,283,555,.490,1.04,15,22,-7,21,,,,,,,,,,,,,,,,,,0,80,16,9,7,0.09,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Novak, Riley",Riley,Novak,0,802,"Novak, Riley","Novak,Riley",NovakRileyWSP,27,20,6,,UW-Stevens Point,WSP,1141-6931,0,,0,0,0,2,0,0,1,1,0,5,10:00,0,0,0,0,0,0,5,180,204,384,.469,1.13,15,25,-10,35,,,,,,,,,,,,,,,,,,0,56,11,6,5,0.09,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Neist, Gianna",Gianna,Neist,0,802,"Neist, Gianna","Neist,Gianna",NeistGiannaWSP,27,2,7,,UW-Stevens Point,WSP,1141-7589,0,,0,0,0,0,0,0,0,0,0,14,28:00,0,0,0,0,0,0,14,0,0,0,NaN,0,12,19,-7,23,,,,,,,,,,,,,,,,,,0,19,5,5,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Ralston, Alexis",Alexis,Ralston,0,802,"Ralston, Alexis","Ralston,Alexis",RalstonAlexisWSP,21,0,8,,UW-Stevens Point,WSP,1141-7591,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,2,4,-2,4,,,,,,,,,,,,,,,,,,0,4,1,1,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Riestenberg, Claire",Claire,Riestenberg,0,802,"Riestenberg, Claire","Riestenberg,Claire",RiestenbergClaireWSP,14,1,9,,UW-Stevens Point,WSP,1141-7225,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,2,4,-2,6,,,,,,,,,,,,,,,,,,0,12,2,0,2,0.17,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Engbrecht, Avery",Avery,Engbrecht,0,802,"Engbrecht, Avery","Engbrecht,Avery",EngbrechtAveryWSP,27,3,10,,UW-Stevens Point,WSP,1141-7226,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,2,1,3,.667,0.50,7,20,-13,8,,,,,,,,,,,,,,,,,,0,50,1,1,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Andrle, Maddie",Maddie,Andrle,0,802,"Andrle, Maddie","Andrle,Maddie",AndrleMaddieWSP,20,11,11,,UW-Stevens Point,WSP,1141-6612,0,,0,0,2,0,2,0,1,3,0,2,04:00,0,0,0,0,0,0,2,2,3,5,.400,1.50,9,14,-5,27,,,,,,,,,,,,,,,,,,0,58,7,1,6,0.10,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Rigan, Tara",Tara,Rigan,0,802,"Rigan, Tara","Rigan,Tara",RiganTaraWSP,27,0,12,,UW-Stevens Point,WSP,1141-6933,0,,0,0,0,0,1,0,0,2,0,5,10:00,0,0,0,0,0,0,5,3,8,11,.273,2.67,12,22,-10,31,,,,,,,,,,,,,,,,,,0,43,4,2,2,0.05,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Pouchnik, Amanda",Amanda,Pouchnik,0,802,"Pouchnik, Amanda","Pouchnik,Amanda",PouchnikAmandaWSP,27,9,13,,UW-Stevens Point,WSP,1141-6934,0,,0,0,0,3,1,0,1,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,11,23,-12,41,,,,,,,,,,,,,,,,,,0,29,7,4,3,0.10,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Arneson, Skyler",Skyler,Arneson,0,802,"Arneson, Skyler","Arneson,Skyler",ArnesonSkylerWSP,27,1,14,,UW-Stevens Point,WSP,1141-6935,0,,0,0,0,1,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,1,1,.000,0,10,12,-2,25,,,,,,,,,,,,,,,,,,0,20,3,2,1,0.05,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Rykkeli, Kendall",Kendall,Rykkeli,0,802,"Rykkeli, Kendall","Rykkeli,Kendall",RykkeliKendallWSP,27,1,15,,UW-Stevens Point,WSP,1141-7592,0,,0,0,0,1,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,138,237,375,.368,1.72,7,22,-15,9,,,,,,,,,,,,,,,,,,0,29,3,2,1,0.03,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Novack, Addison",Addison,Novack,0,802,"Novack, Addison","Novack,Addison",NovackAddisonWSP,22,3,16,,UW-Stevens Point,WSP,1141-7590,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,4,3,7,.571,0.75,2,7,-5,3,,,,,,,,,,,,,,,,,,0,15,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Hansen, Aryah",Aryah,Hansen,0,802,"Hansen, Aryah","Hansen,Aryah",HansenAryahWSP,10,0,17,,UW-Stevens Point,WSP,1141-7587,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,1,-1,0,,,,,,,,,,,,,,,,,,0,3,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Johnson, Kaiya",Kaiya,Johnson,0,802,"Johnson, Kaiya","Johnson,Kaiya",JohnsonKaiyaWSP,27,2,18,,UW-Stevens Point,WSP,1141-7588,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,25,37,62,.403,1.48,5,14,-9,7,,,,,,,,,,,,,,,,,,0,15,2,1,1,0.07,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Skelly, Abby",Abby,Skelly,0,802,"Skelly, Abby","Skelly,Abby",SkellyAbbyWSP,25,4,19,,UW-Stevens Point,WSP,1141-7596,0,,0,0,0,0,0,0,2,0,0,8,16:00,0,0,0,0,0,0,8,1,8,9,.111,8.00,8,18,-10,8,,,,,,,,,,,,,,,,,,0,35,9,6,3,0.09,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Weiland, Dani",Dani,Weiland,0,802,"Weiland, Dani","Weiland,Dani",WeilandDaniWSP,20,0,20,,UW-Stevens Point,WSP,1141-7595,0,,0,0,0,1,0,0,0,1,0,6,20:00,0,1,0,0,0,0,5,3,0,3,1.000,300,6,13,-7,5,,,,,,,,,,,,,,,,,,0,29,6,2,4,0.14,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Ahern, Natalie",Natalie,Ahern,0,802,"Ahern, Natalie","Ahern,Natalie",AhernNatalieWSP,27,23,21,,UW-Stevens Point,WSP,1141-6611,0,,0,0,0,1,1,0,1,2,0,9,18:00,0,0,0,0,0,0,9,19,34,53,.358,1.79,14,20,-6,32,,,,,,,,,,,,,,,,,,0,67,12,7,5,0.07,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Buesching, Megan",Megan,Buesching,0,802,"Buesching, Megan","Buesching,Megan",BueschingMeganWSP,0,0,22,,UW-Stevens Point,WSP,1141-7586,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Yokom, Alyssa",Alyssa,Yokom,0,802,"Yokom, Alyssa","Yokom,Alyssa",YokomAlyssaWSP,27,19,23,,UW-Stevens Point,WSP,1141-6936,0,,0,1,0,0,1,0,0,0,0,11,22:00,0,0,0,0,0,0,11,0,0,0,NaN,0,16,35,-19,42,,,,,,,,,,,,,,,,,,0,68,9,8,1,0.01,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Britz, Jenna",Jenna,Britz,0,802,"Britz, Jenna","Britz,Jenna",BritzJennaWSP,25,3,24,,UW-Stevens Point,WSP,1141-7368,0,,0,0,0,1,0,0,2,0,0,1,02:00,0,0,0,0,0,0,1,130,107,237,.549,0.82,7,20,-13,9,,,,,,,,,,,,,,,,,,0,38,6,1,5,0.13,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Swanson, Claire",Claire,Swanson,0,802,"Swanson, Claire","Swanson,Claire",SwansonClaireWSP,6,4,1,,UW-Stevens Point,WSP,1141-7593,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,6,300:19,14,199,4130413,0,1,1,0,3,1,0,.934,4,0,0,2.80,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Beck, Anne",Anne,Beck,0,802,"Beck, Anne","Beck,Anne",BeckAnneWSP,13,12,33,,UW-Stevens Point,WSP,1141-6937,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,13,682:23,44,485,1911019110,0,1,1,0,13,1,0,.917,12,0,0,3.87,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Stevens Point,"Griege, Emily",Emily,Griege,0,802,"Griege, Emily","Griege,Emily",GriegeEmilyWSP,11,11,34,,UW-Stevens Point,WSP,1141-6938,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,0,0,0,0,11,637:36,29,410,0000,0,1,1,0,5,2,0,.934,11,0,0,2.73,0,0,0,0,0,0.00,0,0,True,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Kligora, Emma",Emma,Kligora,0,804,"Kligora, Emma","Kligora,Emma",KligoraEmmaUWS,22,7,2,,UW-Superior,UWS,1145-2702,0,,0,0,0,1,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,100,101,201,.498,1.01,8,13,-5,8,,,,,,,,,,,,,,,,,,0,26,3,1,2,0.08,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Kovala, Kasja",Kasja,Kovala,0,804,"Kovala, Kasja","Kovala,Kasja",KovalaKasjaUWS,16,0,3,,UW-Superior,UWS,1145-2801,0,,0,0,0,0,0,0,1,1,0,1,02:00,0,0,0,0,0,0,1,95,109,204,.466,1.15,5,14,-9,9,,,,,,,,,,,,,,,,,,0,15,4,1,3,0.20,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Roeske, Veda",Veda,Roeske,0,804,"Roeske, Veda","Roeske,Veda",RoeskeVedaUWS,27,9,4,,UW-Superior,UWS,1145-2419,0,,0,0,0,0,0,0,1,0,0,10,20:00,0,0,0,0,0,0,10,0,0,0,NaN,0,8,25,-17,23,,,,,,,,,,,,,,,,,,0,76,5,2,3,0.04,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Fee, Addison",Addison,Fee,0,804,"Fee, Addison","Fee,Addison",FeeAddisonUWS,25,10,7,,UW-Superior,UWS,1145-2834,0,,0,0,0,2,0,0,1,0,0,0,00:00,0,0,0,0,0,0,0,22,27,49,.449,1.23,10,23,-13,13,,,,,,,,,,,,,,,,,,0,71,12,10,2,0.03,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Avelar, Riley",Riley,Avelar,0,804,"Avelar, Riley","Avelar,Riley",AvelarRileyUWS,27,15,8,,UW-Superior,UWS,1145-2925,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.000,100,6,26,-20,11,,,,,,,,,,,,,,,,,,0,15,1,1,0,0.00,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Wharton, Jaelyn",Jaelyn,Wharton,0,804,"Wharton, Jaelyn","Wharton,Jaelyn",WhartonJaelynUWS,27,1,9,,UW-Superior,UWS,1145-2920,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,8,11,-3,2,,,,,,,,,,,,,,,,,,0,11,3,2,1,0.09,0,0,False,,
2025-26,whockey,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,UW-Superior,"Carrick, Aislin",Aislin,Carrick,0,804,"Carrick, Aislin","Carrick,Aislin",CarrickAislinUWS,27,1,10,,UW-Superior,UWS,1145-2703,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,7,23,-16,20,,,,,,,,,,,,,,,,,,0,12,1,1,0,0.00,0,0,False,,
