season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats,penalty_stats,misc_stats,goalie_stats,shot_stats,avg_points_game,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Georgia Carragher,Georgia,Carragher,,170,Georgia Carragher,"CARRAGHER,GEORGIA",CARRAGHERGEORGIACURRY,0,0,,,Curry College,CURRY,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Avery Tucker,Avery,Tucker,,170,Avery Tucker,"TUCKER,AVERY",TUCKERAVERYCURRY,0,0,,,Curry College,CURRY,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Sarah Kelly,Sarah,Kelly,,170,Sarah Kelly,"KELLY,SARAH",KELLYSARAHCURRY,15,12,,,Curry College,CURRY,0,,,,,,1.60,0,2,0,0,0,1,4,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,25,25,25,12,737:00,5,0,1.000,27,31,7,24,12,12,.871,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Hailey Raffa,Hailey,Raffa,,170,Hailey Raffa,"RAFFA,HAILEY",RAFFAHAILEYCURRY,17,15,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,9,9,916:00,61,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Samantha Sprissler,Samantha,Sprissler,,170,Samantha Sprissler,"SPRISSLER,SAMANTHA",SPRISSLERSAMANTHACURRY,17,0,,,Curry College,CURRY,0,,,,,,1.88,0,1,0,0,0,0,9,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,5,0,23,1,00:00,0,0,1.000,46,60,6,32,9,23,.767,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Madison Mikkola,Madison,Mikkola,,170,Madison Mikkola,"MIKKOLA,MADISON",MIKKOLAMADISONCURRY,11,5,,,Curry College,CURRY,0,,,,,,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,5,0,299:00,56,0,1.000,3,3,1,2,2,0,1.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Natalie Keenan,Natalie,Keenan,,170,Natalie Keenan,"KEENAN,NATALIE",KEENANNATALIECURRY,16,13,,,Curry College,CURRY,0,,,,,,2.94,0,7,0,0,0,4,13,2,5,0,0,0,0,6,3,0,0,0,0,0,0,0,0,24,48,39,9,796:00,61,0,1.000,59,79,11,47,11,36,.747,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Brooke Barry,Brooke,Barry,,170,Brooke Barry,"BARRY,BROOKE",BARRYBROOKECURRY,12,8,,,Curry College,CURRY,0,,,,,,0.33,0,1,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,6,1,14,5,479:00,56,0,1.000,9,9,2,4,1,3,1.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Ava Doyle,Ava,Doyle,,170,Ava Doyle,"DOYLE,AVA",DOYLEAVACURRY,14,10,,,Curry College,CURRY,0,,,,,,1.86,0,1,0,0,0,0,9,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,15,4,24,8,616:00,61,0,1.000,22,33,6,26,11,15,.667,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Julia Long,Julia,Long,,170,Julia Long,"LONG,JULIA",LONGJULIACURRY,17,15,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,1,4,16,916:00,61,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Ally Selados,Ally,Selados,,170,Ally Selados,"SELADOS,ALLY",SELADOSALLYCURRY,7,2,,,Curry College,CURRY,0,,,,,,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,120:00,0,0,1.000,0,0,0,1,1,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Grayson Goolgasian,Grayson,Goolgasian,,170,Grayson Goolgasian,"GOOLGASIAN,GRAYSON",GOOLGASIANGRAYSONCURRY,13,12,,,Curry College,CURRY,0,,,,,,3.77,0,4,0,0,0,4,17,2,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,32,44,28,23,736:00,61,0,1.000,48,63,9,49,20,29,.762,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Alexa Puopolo,Alexa,Puopolo,,170,Alexa Puopolo,"PUOPOLO,ALEXA",PUOPOLOALEXACURRY,6,2,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,195:00,0,0,1.000,0,0,0,0,0,0,.000,6,285:00,76,39,0,0,2,0,2,0,0,151,16.00,.339
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Casey Conneely,Casey,Conneely,,170,Casey Conneely,"CONNEELY,CASEY",CONNEELYCASEYCURRY,4,2,,,Curry College,CURRY,0,,,,,,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6,0,2,1,120:00,0,0,1.000,5,9,0,4,4,0,.556,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Shannon Nagy,Shannon,Nagy,,170,Shannon Nagy,"NAGY,SHANNON",NAGYSHANNONCURRY,17,15,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,31,3,18,12,916:00,61,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Caitlin Greeley,Caitlin,Greeley,,170,Caitlin Greeley,"GREELEY,CAITLIN",GREELEYCAITLINCURRY,10,3,,,Curry College,CURRY,0,,,,,,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,9,1,180:00,0,0,1.000,7,8,1,1,0,1,.875,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Mia Rivera,Mia,Rivera,,170,Mia Rivera,"RIVERA,MIA",RIVERAMIACURRY,9,6,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,2,377:00,5,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Zoe Ratcliffe,Zoe,Ratcliffe,,170,Zoe Ratcliffe,"RATCLIFFE,ZOE",RATCLIFFEZOECURRY,4,2,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,120:00,0,0,1.000,0,0,0,0,0,0,.000,4,120:00,27,14,0,1,1,0,0,0,0,54,13.50,.341
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Sarah Joseph,Sarah,Joseph,,170,Sarah Joseph,"JOSEPH,SARAH",JOSEPHSARAHCURRY,16,14,,,Curry College,CURRY,0,,,,,,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,45,2,15,30,856:00,61,0,1.000,0,0,0,1,1,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Grace Grosso,Grace,Grosso,,170,Grace Grosso,"GROSSO,GRACE",GROSSOGRACECURRY,16,9,,,Curry College,CURRY,0,,,,,,1.44,0,7,0,0,0,0,13,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,17,6,557:00,5,0,1.000,39,49,10,23,4,19,.796,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,NC Juarez,NC,Juarez,,170,NC Juarez,"JUAREZ,NC",JUAREZNCCURRY,2,0,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Nicole Michael,Nicole,Michael,,170,Nicole Michael,"MICHAEL,NICOLE",MICHAELNICOLECURRY,17,14,,,Curry College,CURRY,0,,,,,,2.35,0,5,0,0,0,1,8,1,7,1,0,0,0,11,2,0,0,0,0,0,0,0,0,37,45,34,27,856:00,61,0,1.000,40,55,16,40,14,26,.727,,,,,,,,,,,,,,
2025-26,wlax,Conference of New England (CCC),ccc,Curry College,Vivi Helquist,Vivi,Helquist,,170,Vivi Helquist,"HELQUIST,VIVI",HELQUISTVIVICURRY,12,11,,,Curry College,CURRY,0,,,,,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,29,0,601:00,61,0,1.000,0,0,0,0,0,0,.000,12,619:31,166,111,0,3,9,0,8,0,0,374,16.08,.401
