rank,conference_code,conference,season,team,player_name,class_year,position,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,z_ppg,z_rpg,z_apg,z_spg,z_bpg,z_tov_pg
1,mac,Middle Atlantic Conferences (MAC),2025-26,York,"Rowe,Jayden",0,G,27,32.55555555555556,25.63,7.04,3.15,1.19,1.74,3.6666666666666665,8.377014070523192,3.165566882936507,1.544310313038479,1.2639894043071864,0.7199525359888398,3.5921230444214416,2.594959109621159
2,mac,Middle Atlantic Conferences (MAC),2025-26,Hood,"Yarbrough,Jevon",0,G,27,35.74074074074074,25.56,6.3,6.3,1.89,0.11,4.296296296296297,7.9549884119280545,3.152198635101167,1.1737147063472189,3.8465438723746788,2.1449693723626146,-0.5410040448823106,3.3319656588996986
3,mac,Middle Atlantic Conferences (MAC),2025-26,DeSales,"Thomas,Jayden",0,G,26,37.88461538461539,25.62,7.08,5.5,1.54,0.04,4.576923076923077,7.084433882689645,3.163657133245745,1.5643425079947635,3.1906570233416653,1.4324609541757276,-0.7185003002511834,3.660450478374522
4,mac,Middle Atlantic Conferences (MAC),2025-26,Eastern,"Onyeka,Olise",0,F,24,30.291666666666668,16.29,10.71,1.17,1.13,2.17,2.4583333333333335,6.575462143001695,1.3818606717639599,3.3822642002775662,-0.35933054704952355,0.5978082357282304,4.682457184544517,1.180556834902785
5,mac,Middle Atlantic Conferences (MAC),2025-26,Albright,"Dupree,Phanique",0,F,25,30.8,14.4,8.0,1.2,0.76,2.4,1.32,5.901727932586925,1.0209179802097723,2.0250829919893025,-0.3347347902107855,-0.15541494921219334,5.265659166470813,-0.15190765286638655
6,mac,Middle Atlantic Conferences (MAC),2025-26,Albright,"McWhite,Chase",0,G,22,29.454545454545453,12.5,8.73,2.77,1.18,1.68,2.272727272727273,4.955461902327197,0.6580655389648216,2.390670549941492,0.9524431510165047,0.6995951526120716,3.4399833969624076,0.9632975513253547
7,mac,Middle Atlantic Conferences (MAC),2025-26,Albright,"Mitchell,Qadir",0,G,26,31.46153846153846,21.42,3.65,2.15,1.23,0.35,1.8846153846153848,4.953893969592489,2.3615622631253275,-0.15341820950661778,0.4441308430159187,0.8013820694959127,0.06755454495382467,0.5089971341744326
8,mac,Middle Atlantic Conferences (MAC),2025-26,Alvernia,"Hamilton,Elijah",0,F,24,33.375,17.75,7.38,1.21,0.92,1.0,2.0416666666666665,4.681754781014848,1.6606841266153434,1.7145839701668957,-0.3265362045978728,0.17030318481609816,1.7157340590933579,0.6928319125861041
9,mac,Middle Atlantic Conferences (MAC),2025-26,Stevens,"Scholl,Tommy",0,G,27,33.7037037037037,18.11,6.56,2.07,1.52,0.07,1.9259259259259256,4.565372164590347,1.7294351154828076,1.303923973563067,0.3785421581126172,1.391746187422191,-0.6424304765216664,0.557352767498137
10,mac,Middle Atlantic Conferences (MAC),2025-26,King's,Jake Karnish,0,*,10,32.3,11.0,10.3,4.0,1.3,0.1,1.6,4.387755293293297,0.3716030853503867,3.176934201975652,1.9608691814047639,0.9438837531332904,-0.5663606527921495,0.1758434949304229
11,mac,Middle Atlantic Conferences (MAC),2025-26,Misericordia,"Gallagher,Jack",0,G,27,28.0,13.07,8.26,1.7,1.7,0.96,2.037037037037037,4.231496427827555,0.7669212713383068,2.155292259205151,0.07519449043484831,1.758179088204019,1.6143076274540018,0.6874127467825858
12,mac,Middle Atlantic Conferences (MAC),2025-26,King's,Ben Rodner-Tims,0,*,25,33.92,18.08,5.24,4.16,1.08,0.24,2.92,4.127409146004232,1.7237058664105187,0.6428615400056844,2.0920465512113666,0.4960213188443897,-0.21136814205440396,1.7209560488296671
13,mac,Middle Atlantic Conferences (MAC),2025-26,Alvernia,"Cottrell,Robert",0,G,21,35.19047619047619,16.95,3.71,3.48,1.67,0.33,2.2857142857142856,4.077803911366633,1.5079041513543112,-0.12336991707219125,1.5345427295333047,1.697106938073714,0.016841329134146817,0.9784993670858743
14,mac,Middle Atlantic Conferences (MAC),2025-26,Stevens,"Chhabra,Harmehar",0,F,27,29.96296296296296,14.3,6.37,4.67,0.93,0.59,2.8518518518518516,3.727340901027643,1.0018204833021433,1.2087710475207165,2.510174417469913,0.1906605681928664,0.6761131347899599,1.641185928201872
