conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,D. Siens,,,,46,45,169,37,59,40,11,2,4,25,1,4,43,24,3,1,0,2,0,0,0,4,0,5,0,0.440,86,200,4,.750,.349,.509,59,67,4,0,0,0,0,10,0,130,.969,0,.000,7,1,25,37,"23,60",0.38,23,60,"30,93",0.32,30,93,"25,64",0.39,25,64,"5,21",0.24,5,21,0,0,0,0,"20,44","9,15","52,106",137,0,0,0,0,0,0,0,7,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,C. Knowles,,,,46,46,179,50,66,46,11,4,9,29,4,8,16,8,6,4,0,3,0,0,0,2,0,3,0,0.470,112,219,10,.600,.369,.626,344,26,3,0,0,0,0,25,0,373,.992,0,.000,6,14,39,54,"22,57",0.39,22,57,"39,103",0.38,39,103,"23,64",0.36,23,64,"7,16",0.44,7,16,0,0,0,0,"13,31","16,22","69,121",54,0,0,0,0,0,0,0,10,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,D. Gavin,,,,46,46,184,59,76,45,15,1,6,33,7,4,23,13,9,4,1,1,0,0,0,0,0,1,0,0.509,111,223,13,.692,.413,.603,75,2,0,0,0,0,0,1,0,77,1.000,0,.000,3,8,44,39,"23,55",0.42,23,55,"34,86",0.40,34,86,"22,59",0.37,22,59,"10,20",0.50,10,20,0,0,0,0,"35,67","10,13","61,102",159,0,0,0,0,0,0,0,16,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,B. Kohls,,,,46,46,190,53,79,55,13,3,3,19,0,1,27,10,11,3,1,6,0,0,0,2,0,4,0,0.458,107,217,14,.786,.416,.563,99,0,1,0,0,0,0,0,0,100,.990,0,.000,5,8,41,45,"19,53",0.36,19,53,"57,120",0.48,57,120,"39,75",0.52,39,75,"13,22",0.59,13,22,0,0,0,0,"12,29","18,27","78,134",159,0,0,0,0,0,0,0,15,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,B. Schmitz,,,,40,40,133,43,43,34,9,0,2,20,0,14,20,4,7,2,1,4,0,0,0,0,1,2,0,0.450,58,172,9,.778,.323,.436,36,93,9,0,0,0,0,10,0,138,.935,0,.000,2,8,29,43,"11,40",0.28,11,40,"26,84",0.31,26,84,"17,57",0.30,17,57,"4,15",0.27,4,15,0,0,0,0,"14,32","15,20","59,104",90,0,0,0,0,0,0,0,14,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,T. Nelson,,,,32,21,78,17,18,16,6,0,2,12,0,2,30,7,1,1,0,0,0,0,0,0,0,1,0,0.348,30,92,2,.500,.231,.385,62,1,2,0,0,1,0,3,0,65,.969,1,1.000,1,2,8,21,"4,22",0.18,4,22,"11,49",0.22,11,49,"10,37",0.27,10,37,"2,6",0.33,2,6,0,0,0,0,"6,17","4,12","19,54",147,0,0,0,0,0,0,0,3,17,0,0,1,0,0,0,0,0,0,0,0,2.0,3,3,3,2,0,0,0,13.50,6,10,0,1,0,0,0,0,0,0,.000,0,4,0,"1,2","0,2","0,1",0,"0,1"
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,J. Burns,,,,40,39,147,29,54,49,5,3,6,11,0,2,33,14,6,0,0,6,0,0,0,1,0,1,0,0.404,83,166,6,1.000,.367,.565,16,1,1,0,0,0,0,0,0,18,.944,0,.000,7,7,22,36,"19,46",0.41,19,46,"37,90",0.41,37,90,"27,64",0.42,27,64,"7,19",0.37,7,19,0,0,0,0,"9,31","18,23","58,102",211,0,0,0,"0,1",0,0,1,17,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,R. Hebel,,,,34,27,94,28,28,17,5,0,1,14,0,3,13,4,2,0,6,2,0,0,0,2,1,3,0,0.398,36,119,2,1.000,.298,.383,26,69,7,0,0,0,0,11,0,102,.931,0,.000,3,10,30,28,"8,29",0.28,8,29,"20,61",0.33,20,61,"14,42",0.33,14,42,"2,13",0.15,2,13,0,0,0,0,"8,18","7,11","40,76",75,0,0,0,5,0,0,0,14,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,O. Leupold,,,,28,2,23,7,9,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.417,10,24,0,.000,.391,.435,5,17,0,0,0,0,0,0,0,22,1.000,0,.000,3,2,3,4,"2,8",0.25,2,8,"6,14",0.43,6,14,"3,7",0.43,3,7,"0,1",0,0,1,0,0,0,0,"3,4","2,2","8,14",66,0,0,0,35,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,baseball,Gustavus,S. Schneider,,,,45,40,119,35,35,20,9,0,1,28,0,7,19,8,0,1,2,1,0,0,0,0,0,3,0,0.452,47,157,1,.000,.294,.395,289,29,3,4,2,41,7,0,0,321,.991,48,.854,3,3,31,34,"14,45",0.31,14,45,"19,61",0.31,19,61,"12,44",0.27,12,44,"4,11",0.36,4,11,0,0,0,0,"16,34","6,14","44,81",70,0,0,0,44,0,0,0,6,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
