season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,American Rivers Conference (ARC),arc,Nebraska Wesleyan,"Ramirez, Molly",Molly,Ramirez,,462,"Ramirez, Molly","RAMIREZ, MOLLY",Nebraska Wesleyan,NWU,885-3235,15,4,25,0,25,0,.242,128,21,52,1,3,27,0,8,10,50,0,0,56,9,35,8,0,8,0,64,0,3.47,0.07,2.33,0.53,0.53,4.27,,,,,,,11.086840636468658,1,99
2026-27,wvball,American Rivers Conference (ARC),arc,Buena Vista,"Hernandez, Charley",Charley,Hernandez,,84,"Hernandez, Charley","HERNANDEZ, CHARLEY",Buena Vista,BVU,1040-6770,12,4,1,0,1,0,.429,105,5,50,7,2,19,0,5,8,54,0,0,70,5,42,1,0,1,0,55.5,1,4.17,0.58,3.50,0.08,0.42,4.63,,,,,,,10.963171600244436,2,99
2026-27,wvball,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Winkel, Delainey",Delainey,Winkel,,192,"Winkel, Delainey","WINKEL, DELAINEY",Univ. of Dubuque,DBQ,1044-1669,20,5,14,0,14,0,.238,252,27,87,2,2,18,0,2,5,70,0,0,97,3,67,7,0,7,0,92.5,1,4.35,0.10,3.35,0.35,0.10,4.63,,,,,,,10.224550994943101,3,99
2026-27,wvball,American Rivers Conference (ARC),arc,Nebraska Wesleyan,"Schuerman, Jera",Jera,Schuerman,,462,"Schuerman, Jera","SCHUERMAN, JERA",Nebraska Wesleyan,NWU,885-3547,15,4,17,0,17,0,.154,136,20,41,0,4,10,0,11,11,74,0,0,15,1,28,3,0,3,0,53.5,0,2.73,0.00,1.87,0.20,0.73,3.57,,,,,,,8.356182443917088,4,98
2026-27,wvball,American Rivers Conference (ARC),arc,Nebraska Wesleyan,"Foote, Ella",Ella,Foote,,462,"Foote, Ella","FOOTE, ELLA",Nebraska Wesleyan,NWU,885-3543,15,4,7,0,7,0,.413,63,7,33,0,2,8,0,5,3,54,0,0,0,0,10,10,0,7,3,44.5,0,2.20,0.00,0.67,0.67,0.33,2.97,,,,,,,8.32269428491976,5,98
2026-27,wvball,American Rivers Conference (ARC),arc,Coe,"Casebolt, Tessa",Tessa,Casebolt,,150,"Casebolt, Tessa","CASEBOLT, TESSA",Coe,Coe,1042-6849,13,6,10,0,10,0,.156,109,19,36,2,0,9,0,3,5,21,0,0,44,3,48,5,2,5,0,41.5,0,2.77,0.15,3.69,0.38,0.23,3.19,,,,,,,8.252561686888631,6,98
2026-27,wvball,American Rivers Conference (ARC),arc,Loras,"Meyer, Cat",Cat,Meyer,,364,"Meyer, Cat","MEYER, CAT",Loras,LOR,1045-3653,19,5,7,0,7,0,.098,164,32,48,1,1,24,0,12,5,79,0,0,99,4,40,6,0,3,3,64.5,0,2.53,0.05,2.11,0.32,0.63,3.39,,,,,,,8.10327319913581,7,97
2026-27,wvball,American Rivers Conference (ARC),arc,Buena Vista,"Konz, Nora",Nora,Konz,,84,"Konz, Nora","KONZ, NORA",Buena Vista,BVU,1040-7112,12,4,2,0,2,0,.200,75,14,29,2,2,6,0,7,10,53,0,0,43,2,46,1,0,1,0,36.5,0,2.42,0.17,3.83,0.08,0.58,3.04,,,,,,,8.048348171360669,8,97
2026-27,wvball,American Rivers Conference (ARC),arc,Coe,"Bowe, Abi",Abi,Bowe,,150,"Bowe, Abi","BOWE, ABI",Coe,Coe,1042-7363,12,6,17,0,17,0,.058,103,24,30,1,0,9,0,1,7,27,0,0,69,3,36,8,1,8,0,35,0,2.50,0.08,3.00,0.67,0.08,2.92,,,,,,,7.712431222853754,9,97
2026-27,wvball,American Rivers Conference (ARC),arc,Buena Vista,"Vanderlinden, Hope",Hope,Vanderlinden,,84,"Vanderlinden, Hope","VANDERLINDEN, HOPE",Buena Vista,BVU,1040-5033,12,4,21,0,21,0,.243,37,6,15,3,0,9,0,9,2,57,0,0,5,1,5,7,0,4,3,29,0,1.25,0.25,0.42,0.58,0.75,2.42,,,,,,,7.3695212066800435,10,96
2026-27,wvball,American Rivers Conference (ARC),arc,Univ. of Dubuque,"Reiser, Chloe",Chloe,Reiser,,192,"Reiser, Chloe","REISER, CHLOE",Univ. of Dubuque,DBQ,1044-1674,20,5,13,0,13,0,.199,161,32,64,1,3,21,0,7,10,66,0,0,110,7,55,1,0,1,0,71.5,0,3.20,0.05,2.75,0.05,0.35,3.58,,,,,,,7.323356473105909,11,96
2026-27,wvball,American Rivers Conference (ARC),arc,Buena Vista,"Freel, Josey",Josey,Freel,,84,"Freel, Josey","FREEL, JOSEY",Buena Vista,BVU,1040-6767,2,0,5,0,5,0,.800,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4.5,0,2.00,0.00,0.00,0.50,0.00,2.25,,,,,,,6.700922050429503,12,96
2026-27,wvball,American Rivers Conference (ARC),arc,Central,"Mumm, Kaitlyn",Kaitlyn,Mumm,,126,"Mumm, Kaitlyn","MUMM, KAITLYN",Central,Cent,1041-2662,16,4,11,0,11,0,.343,70,9,33,1,0,11,0,5,6,45,0,0,1,0,8,8,0,4,4,44,0,2.06,0.06,0.50,0.50,0.31,2.75,,,,,,,6.6661055315737965,13,95
2026-27,wvball,American Rivers Conference (ARC),arc,Loras,"Tath, Cydney",Cydney,Tath,,364,"Tath, Cydney","TATH, CYDNEY",Loras,LOR,1045-4368,19,5,22,0,22,0,.194,160,25,56,5,3,31,0,4,3,41,0,0,103,8,44,1,0,1,0,60.5,2,2.95,0.26,2.32,0.05,0.21,3.18,,,,,,,5.907820703353387,14,95
2026-27,wvball,American Rivers Conference (ARC),arc,Coe,"Shields, Jasmine",Jasmine,Shields,,150,"Shields, Jasmine","SHIELDS, JASMINE",Coe,Coe,1042-7360,7,4,6,0,6,0,.091,88,13,21,0,0,4,0,2,3,30,0,0,25,1,18,0,0,0,0,23,0,3.00,0.00,2.57,0.00,0.29,3.29,,,,,,,5.840071207488668,15,94
2026-27,wvball,American Rivers Conference (ARC),arc,Coe,"Price, Naj",Naj,Price,,150,"Price, Naj","PRICE, NAJ",Coe,Coe,1042-6852,13,4,16,0,16,0,.186,59,10,21,0,0,2,0,0,0,0,0,0,0,0,2,12,1,10,2,28,0,1.62,0.00,0.15,0.92,0.00,2.15,,,,,,,5.7441453290431355,16,94
2026-27,wvball,American Rivers Conference (ARC),arc,Central,"Folkerts, Sophia",Sophia,Folkerts,,126,"Folkerts, Sophia","FOLKERTS, SOPHIA",Central,Cent,1041-2546,16,4,15,0,15,0,.349,109,12,50,1,1,10,0,0,0,0,0,0,0,0,9,4,2,3,1,52.5,1,3.13,0.06,0.56,0.25,0.00,3.28,,,,,,,5.698916831690587,17,94
