season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Nachlieli, Ran",Ran,Nachlieli,,814,"Nachlieli, Ran","NACHLIELI,RAN",Yeshiva,YU,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Gabay, Abraham",Abraham,Gabay,,814,"Gabay, Abraham","GABAY,ABRAHAM",Yeshiva,YU,0,1,1,99,0,99,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,90:00,0,.00,.00,,13,1,0,0,0,.667,2.00,4,2,90:00,1,1,2.00,0.667,.000,4.00,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Aserraf, Joel",Joel,Aserraf,,814,"Aserraf, Joel","ASERRAF,JOEL",Yeshiva,YU,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Ohayon, Noah",Noah,Ohayon,,814,"Ohayon, Noah","OHAYON,NOAH",Yeshiva,YU,0,1,1,4,0,4,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,18:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Diner, Ariel",Ariel,Diner,,814,"Diner, Ariel","DINER,ARIEL",Yeshiva,YU,0,2,1,5,0,5,0,0,1,2,2,2,0,0,0,1.00,.50,1.00,.000,1.000,1,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,110:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Rakhamimov, Max",Max,Rakhamimov,,814,"Rakhamimov, Max","RAKHAMIMOV,MAX",Yeshiva,YU,0,2,2,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,95:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Busso, Franco",Franco,Busso,,814,"Busso, Franco","BUSSO,FRANCO",Yeshiva,YU,0,2,2,7,0,7,0,0,9,14,7,1,3,0,0,7.00,4.50,3.50,1.500,.500,6,0,0,0,1,1,0,.000,3,0,1,0,1.50,.50,.00,.00,0,,128:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Merajver, Joaquin",Joaquin,Merajver,,814,"Merajver, Joaquin","MERAJVER,JOAQUIN",Yeshiva,YU,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Vashdi, Omri",Omri,Vashdi,,814,"Vashdi, Omri","VASHDI,OMRI",Yeshiva,YU,0,2,2,9,0,9,0,0,1,2,2,0,1,0,0,1.00,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,65:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,msoc,Skyline Conference,skyline_conference,Yeshiva,"Lavinsky, Hadar",Hadar,Lavinsky,,814,"Lavinsky, Hadar","LAVINSKY,HADAR",Yeshiva,YU,0,2,2,10,0,10,0,0,6,10,8,2,3,0,0,5.00,3.00,4.00,1.500,1.000,3,0,1,0,0,0,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,123:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
