season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Xander Meissner,Xander,Meissner,,30038,Xander Meissner,0,0BLCBB,41,41,,,155,45,59,62,18,0,13,29,1,3,29,11,3,0,0,4,0,0,0,1,1,1,0,0.476,116,191,3,1.000,.381,.748,244,23,2,0,0,0,0,18,0,269,.993,0,.000,,3,1,29,39,"19,54",0.35,19,54,"36,96",0.38,36,96,"23,65",0.35,23,65,"6,23",0.26,6,23,0,0,0,0,"15,36","18,25","60,113",120,0,0,0,0,0,0,0,17,43,0,,Bethany Lutheran,BLCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.718208692603447,1,99,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Aidan Russell,Aidan,Russell,,30038,Aidan Russell,0,0BLCBB,44,43,,,159,60,65,59,14,0,8,32,0,10,11,4,10,0,0,1,0,0,0,1,2,2,1,0.530,103,202,10,1.000,.409,.648,19,5,1,0,0,0,0,0,0,25,.960,0,.000,,5,6,36,42,"18,51",0.35,18,51,"51,103",0.50,51,103,"34,70",0.49,34,70,"7,26",0.27,7,26,0,0,0,0,"13,25","17,24","76,117",144,0,0,0,0,0,0,0,14,26,0,,Bethany Lutheran,BLCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.40603268903546,2,99,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Josh Robb,Josh,Robb,,30038,Josh Robb,0,0BLCBB,43,42,,,146,35,60,49,15,0,3,20,1,9,19,4,10,2,1,0,2,0,0,0,2,2,0,0.509,84,178,12,.833,.411,.575,51,3,4,0,0,0,0,1,0,58,.931,0,.000,,3,3,38,27,"23,56",0.41,23,56,"43,96",0.45,43,96,"30,71",0.42,30,71,"8,19",0.42,8,19,0,0,0,0,"7,19","16,22","68,111",149,0,0,0,0,0,0,0,13,43,0,,Bethany Lutheran,BLCBB,0,False,4,1,0,0,0,0,0,0,0,0,1.0,2,2,0,1,0,0,0,18.00,7,8,0,0,0,1,0,0,0,0,.571,2,0,0,"1,1","3,6",0,0,"0,2",,,,8.015025783416238,3,99,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,Trevor Haberman,Trevor,Haberman,,1226,Trevor Haberman,0,0UMM,26,23,,,88,32,30,25,5,0,9,21,0,6,33,10,2,2,0,0,0,0,0,0,0,1,0,0.496,62,115,4,.500,.341,.705,27,21,4,0,0,0,0,3,0,52,.923,0,.000,,2,2,5,18,"10,26",0.38,10,26,"18,49",0.37,18,49,"11,35",0.31,11,35,"1,7",0.14,1,7,0,0,0,0,"10,27","5,16","31,59",56,0,0,0,11,0,0,0,2,18,0,,Minnesota Morris,UMM,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.972362914339078,4,98,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Bryan Gerbers,Bryan,Gerbers,,30035,Bryan Gerbers,0,0CROWN,39,39,,,153,36,54,55,12,0,8,14,0,8,24,5,14,2,0,5,0,0,0,2,2,4,0,0.422,90,180,16,.875,.353,.588,68,9,5,0,0,6,2,0,0,82,.939,8,.750,,8,1,21,53,"17,39",0.44,17,39,"34,89",0.38,34,89,"27,66",0.41,27,66,"9,23",0.39,9,23,0,0,0,0,"9,27","21,38","61,99",49,0,0,0,0,0,0,0,25,19,0,,Crown,CROWN,0,False,1,1,0,0,0,0,0,0,0,0,1.0,0,0,0,3,1,0,0,0.00,4,5,0,1,0,0,0,0,0,1,.250,0,0,0,"1,1","0,3","1,3",0,"0,1",,,,7.636546561721888,5,98,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Crown,Kyler Thruston,Kyler,Thruston,,30035,Kyler Thruston,0,0CROWN,39,39,,,149,57,58,40,9,8,3,22,0,14,18,12,25,4,1,0,0,0,0,2,1,2,0,0.508,92,186,29,.862,.389,.617,71,110,22,0,0,0,0,24,0,203,.892,0,.000,,9,6,25,41,"14,39",0.36,14,39,"38,85",0.45,38,85,"30,59",0.51,30,59,"10,21",0.48,10,21,0,0,0,0,"15,34","11,18","57,95",32,0,0,0,0,0,0,0,9,30,0,,Crown,CROWN,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.336826253003306,6,98,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Gary Swann,Gary,Swann,,30038,Gary Swann,0,0BLCBB,43,42,,,158,49,64,37,18,2,3,22,0,8,27,5,7,0,0,2,0,0,0,1,0,1,0,0.495,95,190,7,1.000,.405,.601,287,14,4,5,0,23,10,0,0,305,.987,33,.697,,8,2,25,36,"15,48",0.31,15,48,"37,84",0.44,37,84,"25,57",0.44,25,57,"6,24",0.25,6,24,0,0,0,0,"15,31","11,13","62,98",126,0,0,0,11,0,0,0,9,33,0,,Bethany Lutheran,BLCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.017765391469327,7,97,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Eli Fest,Eli,Fest,,30038,Eli Fest,0,0BLCBB,43,42,,,163,61,68,39,14,1,2,31,0,7,20,3,34,6,2,4,1,0,0,2,3,3,0,0.517,90,208,40,.850,.417,.552,96,2,2,0,0,2,1,0,0,100,.980,3,.667,,3,4,44,34,"22,45",0.49,22,45,"30,67",0.45,30,67,"19,47",0.40,19,47,"7,25",0.28,7,25,0,0,0,0,"40,76","17,19","56,83",87,0,0,0,0,0,0,0,17,25,0,,Bethany Lutheran,BLCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9971589736949635,8,97,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,Bethany Lutheran,Nolan Spence,Nolan,Spence,,30038,Nolan Spence,0,0BLCBB,39,39,,,129,44,50,42,9,0,3,27,0,9,13,4,10,1,0,5,0,0,0,0,2,0,0,0.506,68,170,11,.909,.388,.527,29,46,5,0,0,0,0,3,0,80,.938,0,.000,,2,6,31,39,"20,45",0.44,20,45,"31,80",0.39,31,80,"25,59",0.42,25,59,"5,17",0.29,5,17,0,0,0,0,"11,22","22,26","62,99",51,0,0,0,0,0,0,0,16,27,0,,Bethany Lutheran,BLCBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.614736859144275,9,97,batting
2025-26,baseball,Upper Midwest Athletic Conference (UMAC),umac,UW-Superior,Maxton Howell,Maxton,Howell,,804,Maxton Howell,0,0UWS,36,31,,,114,21,34,40,9,1,10,14,0,2,31,7,2,0,2,5,0,0,0,3,0,5,0,0.370,75,137,2,1.000,.298,.658,76,4,1,0,0,0,0,0,0,81,.988,0,.000,,3,3,20,34,"7,33",0.21,7,33,"22,64",0.34,22,64,"15,44",0.34,15,44,"7,12",0.58,7,12,0,0,0,0,"11,28","10,14","38,76",374,0,0,0,9,0,0,0,14,29,0,,UW-Superior,UWS,0,False,0,1,0,0,0,0,0,0,0,0,0.0,2,2,2,0,0,0,0,99.00,0,2,1,0,0,0,0,0,0,0,.000,0,0,0,0,0,0,0,0,,,,5.936645999932379,10,96,batting
