conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
landmark_conference,Landmark Conference,2025-26,Drew,"Thornton,Charlie",Charlie,Thornton,0,F,26,615.0,23.653846153846153,283.0,10.88,88.0,3.38,37.0,1.42,32.0,1.23,9.0,0.35,37.0,1.4230769230769231,96.0,211.0,0.45,47.0,120.0,0.39,44.0,65.0,0.68
landmark_conference,Landmark Conference,2025-26,Drew,"Holmes,Jalen",Jalen,Holmes,0,F,4,25.0,6.25,18.0,4.5,11.0,2.75,2.0,0.5,1.0,0.25,0.0,0.0,2.0,0.5,7.0,17.0,0.41,2.0,4.0,0.5,2.0,4.0,0.5
landmark_conference,Landmark Conference,2025-26,Drew,"Kipnis,Ben",Ben,Kipnis,0,G,22,178.0,8.090909090909092,50.0,2.27,19.0,0.86,24.0,1.09,6.0,0.27,1.0,0.05,26.0,1.181818181818182,16.0,48.0,0.33,10.0,38.0,0.26,8.0,13.0,0.62
landmark_conference,Landmark Conference,2025-26,Drew,"Musial,Devon",Devon,Musial,0,G,22,457.0,20.772727272727273,145.0,6.59,88.0,4.0,36.0,1.64,16.0,0.73,5.0,0.23,32.0,1.4545454545454546,46.0,102.0,0.45,13.0,42.0,0.31,40.0,48.0,0.83
landmark_conference,Landmark Conference,2025-26,Drew,"Yusavage,Eli",Eli,Yusavage,0,G,23,659.0,28.652173913043477,388.0,16.87,67.0,2.91,55.0,2.39,25.0,1.09,2.0,0.09,38.0,1.6521739130434785,128.0,269.0,0.48,59.0,145.0,0.41,73.0,90.0,0.81
landmark_conference,Landmark Conference,2025-26,Drew,"De Los Reyes,Andre",Andre,De Los Reyes,0,G,26,589.0,22.653846153846153,403.0,15.5,49.0,1.88,47.0,1.81,26.0,1.0,3.0,0.12,56.0,2.1538461538461537,143.0,320.0,0.45,64.0,174.0,0.37,53.0,70.0,0.76
landmark_conference,Landmark Conference,2025-26,Drew,"Musial,David",David,Musial,0,F,26,686.0,26.384615384615383,283.0,10.88,215.0,8.27,80.0,3.08,65.0,2.5,14.0,0.54,38.0,1.4615384615384617,97.0,193.0,0.5,19.0,63.0,0.3,70.0,91.0,0.77
landmark_conference,Landmark Conference,2025-26,Drew,"Porch,Erik",Erik,Porch,0,G,17,204.0,12.0,52.0,3.06,27.0,1.59,13.0,0.76,17.0,1.0,1.0,0.06,13.0,0.7647058823529411,19.0,58.0,0.33,2.0,24.0,0.08,12.0,20.0,0.6
landmark_conference,Landmark Conference,2025-26,Drew,"Chauhan,Reid",Reid,Chauhan,0,F,6,20.0,3.3333333333333335,9.0,1.5,10.0,1.67,0.0,0.0,2.0,0.33,0.0,0.0,2.0,0.3333333333333333,4.0,6.0,0.67,1.0,1.0,1.0,0.0,2.0,0.0
landmark_conference,Landmark Conference,2025-26,Drew,"Perlmutter,Taylor",Taylor,Perlmutter,0,G,24,258.0,10.75,55.0,2.29,39.0,1.63,39.0,1.63,6.0,0.25,0.0,0.0,18.0,0.75,15.0,54.0,0.28,1.0,20.0,0.05,24.0,34.0,0.71
landmark_conference,Landmark Conference,2025-26,Drew,"Cronin,Kevin",Kevin,Cronin,0,F,26,606.0,23.307692307692307,152.0,5.85,111.0,4.27,48.0,1.85,21.0,0.81,8.0,0.31,28.0,1.0769230769230769,47.0,119.0,0.39,19.0,75.0,0.25,39.0,52.0,0.75
landmark_conference,Landmark Conference,2025-26,Drew,"Herasme,Marc",Marc,Herasme,0,G,26,348.0,13.384615384615383,149.0,5.73,38.0,1.46,29.0,1.12,14.0,0.54,1.0,0.04,36.0,1.3846153846153846,47.0,104.0,0.45,26.0,63.0,0.41,29.0,39.0,0.74
landmark_conference,Landmark Conference,2025-26,Drew,"Jepson,Connor",Connor,Jepson,0,G,6,16.0,2.6666666666666665,2.0,0.33,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.5
landmark_conference,Landmark Conference,2025-26,Drew,"Manns,Benjamin",Benjamin,Manns,0,F,26,498.0,19.153846153846153,282.0,10.85,143.0,5.5,31.0,1.19,15.0,0.58,11.0,0.42,29.0,1.1153846153846154,100.0,184.0,0.54,22.0,59.0,0.37,60.0,81.0,0.74
landmark_conference,Landmark Conference,2025-26,Drew,"Cotton,Kevin",Kevin,Cotton,0,F,7,20.0,2.857142857142857,14.0,2.0,2.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.45,2.0,7.0,0.29,2.0,2.0,1.0
landmark_conference,Landmark Conference,2025-26,Drew,"Garside,Jack",Jack,Garside,0,G,12,59.0,4.916666666666667,13.0,1.08,11.0,0.92,4.0,0.33,0.0,0.0,1.0,0.08,4.0,0.3333333333333333,5.0,9.0,0.56,0.0,0.0,0.0,3.0,7.0,0.43
landmark_conference,Landmark Conference,2025-26,Drew,"Johnson,Rell",Rell,Johnson,0,G,3,9.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,4.0,0.25,1.0,3.0,0.33,0.0,0.0,0.0
landmark_conference,Landmark Conference,2025-26,Drew,"Checchetto,Rocco",Rocco,Checchetto,0,G,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark_conference,Landmark Conference,2025-26,Drew,"Dunner,Charlie",Charlie,Dunner,0,G,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landmark_conference,Landmark Conference,2025-26,Moravian,Brave Haugh,Brave Haugh,,0,0,12,98.0,8.166666666666666,10.0,0.83,13.0,1.08,2.0,0.17,0.0,0.0,3.0,0.25,3.0,0.25,3.0,21.0,0.14,2.0,19.0,0.11,2.0,4.0,0.5
landmark_conference,Landmark Conference,2025-26,Moravian,Liam Cummiskey,Liam Cummiskey,,0,f,25,732.0,29.28,199.0,7.96,127.0,5.08,49.0,1.96,20.0,0.8,16.0,0.64,30.0,1.2,71.0,139.0,0.51,40.0,93.0,0.43,17.0,20.0,0.85
landmark_conference,Landmark Conference,2025-26,Moravian,George Cutler,George Cutler,,0,0,24,341.0,14.208333333333334,53.0,2.21,27.0,1.13,41.0,1.71,18.0,0.75,5.0,0.21,28.0,1.1666666666666667,18.0,51.0,0.35,8.0,18.0,0.44,9.0,17.0,0.53
landmark_conference,Landmark Conference,2025-26,Moravian,Joel Baez,Joel Baez,,0,g,22,567.0,25.772727272727273,242.0,11.0,105.0,4.77,43.0,1.95,23.0,1.05,17.0,0.77,40.0,1.818181818181818,83.0,176.0,0.47,20.0,58.0,0.34,56.0,75.0,0.75
