conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Megan DiBiasi,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,2,6,1,00:00,0,0,1.000,8,11,1,3,1,2,.727,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Izzy Sheridan,,,,16,3,0,1,0,0,0,0,2,0,2,0,0,0,0,8,7,0,0,0,0,0,0,0,0,25,31,20,13,180:00,0,0,1.000,15,18,2,16,9,7,.833,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Rylee Valenzano,,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,36,6,9,20,1080:00,0,0,1.000,1,1,0,1,1,0,1.000,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Jill DeAveiro,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,00:00,0,0,1.000,0,0,0,0,0,0,.000,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Dominique Baldino,,,,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,8,13,1080:00,0,0,1.000,0,0,0,1,1,0,.000,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Alexis Chew,,,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,8,8,11,7,60:00,0,0,1.000,4,7,3,7,5,2,.571,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Krystal Sulin,,,,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,00:00,0,0,1.000,4,6,0,4,3,1,.667,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Jules Loughran,,,,18,18,0,5,0,0,0,4,29,1,6,5,0,0,0,6,1,0,0,0,0,0,0,0,0,27,45,48,19,1080:00,0,0,1.000,114,147,10,83,15,68,.776,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Lucienne Horrocks,,,,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,11,0,9,6,1020:00,0,0,1.000,2,2,0,1,0,1,1.000,,,,,,,,,,,,,,
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Molly Espey,,,,16,16,0,2,0,0,0,0,4,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,15,51,12,9,960:00,0,0,1.000,16,20,3,10,2,8,.800,,,,,,,,,,,,,,
