season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,fumble_stats_number,fumble_stats_number_lost
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Phillips,Michael",Michael,Phillips,,2741,"Phillips,Michael","PHILLIPS,MICHAEL",Howard Payne,HPU,639-3823,1,0,10,10,0,QB,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,3,2,5,3,1,3,.7,2.0,3,1,0,0,0,0,0,0,NaN,.00,.00,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Elizalde,Bryan",Bryan,Elizalde,,2741,"Elizalde,Bryan","ELIZALDE,BRYAN",Howard Payne,HPU,639-3264,1,0,10,1P,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,3,0.5,0,1,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Dozier,Braeden",Braeden,Dozier,,2741,"Dozier,Braeden","DOZIER,BRAEDEN",Howard Payne,HPU,639-3534,1,1,11,11,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Still,Bryce",Bryce,Still,,2741,"Still,Bryce","STILL,BRYCE",Howard Payne,HPU,639-3525,1,1,12,12,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,4,7,0,4,-1.0,-3.0,6,1,75,3,319,0,23,16,229.1,13.87,19.94,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Simpson,Eric",Eric,Simpson,,2741,"Simpson,Eric","SIMPSON,ERIC",Howard Payne,HPU,639-3871,1,0,13,13,0,TE,0,0,,,1,9,0,9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Novak,Josh",Josh,Novak,,2741,"Novak,Josh","NOVAK,JOSH",Howard Payne,HPU,639-3817,1,0,13,1E,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Powell,Gage",Gage,Powell,,2741,"Powell,Gage","POWELL,GAGE",Howard Payne,HPU,639-3137,1,0,15,1T,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Jackson,Derin",Derin,Jackson,,2741,"Jackson,Derin","JACKSON,DERIN",Howard Payne,HPU,639-3267,1,0,16,16,0,WR,0,0,,,1,7,0,7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Parker,Hezekiah",Hezekiah,Parker,,2741,"Parker,Hezekiah","PARKER,HEZEKIAH",Howard Payne,HPU,639-3131,1,1,17,17,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Guillory,Devin",Devin,Guillory,,2741,"Guillory,Devin","GUILLORY,DEVIN",Howard Payne,HPU,639-3260,1,0,19,19,0,WR,0,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Franklin,Armani",Armani,Franklin,,2741,"Franklin,Armani","FRANKLIN,ARMANI",Howard Payne,HPU,639-3541,1,1,21,21,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,2,5,7,7,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Parker,Jerwayne",Jerwayne,Parker,,2741,"Parker,Jerwayne","PARKER,JERWAYNE",Howard Payne,HPU,639-3120,1,0,24,2T,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Tate,Kaleb",Kaleb,Tate,,2741,"Tate,Kaleb","TATE,KALEB",Howard Payne,HPU,639-3273,1,0,24,24,0,RB,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,4,11,11,0,1,5,2.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Shaw,Ayden",Ayden,Shaw,,2741,"Shaw,Ayden","SHAW,AYDEN",Howard Payne,HPU,639-3897,1,1,25,25,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Barrera,Candelario",Candelario,Barrera,,2741,"Barrera,Candelario","BARRERA,CANDELARIO",Howard Payne,HPU,639-3148,1,0,28,28,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,1,0,5,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Marin,Constantin",Constantin,Marin,,2741,"Marin,Constantin","MARIN,CONSTANTIN",Howard Payne,HPU,639-3278,1,0,29,29,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Keith,Trey",Trey,Keith,,2741,"Keith,Trey","KEITH,TREY",Howard Payne,HPU,639-3565,1,0,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Cantu,Noah",Noah,Cantu,,2741,"Cantu,Noah","CANTU,NOAH",Howard Payne,HPU,639-3262,1,0,31,31,0,WR,0,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Cobos,Eli",Eli,Cobos,,2741,"Cobos,Eli","COBOS,ELI",Howard Payne,HPU,639-3553,1,0,32,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,24,0,0,0,0,0,20.5,,,,,,9,536,0,0,59.6,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Gomez,Osvaldo",Osvaldo,Gomez,,2741,"Gomez,Osvaldo","GOMEZ,OSVALDO",Howard Payne,HPU,639-3276,1,0,34,34,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,2,21,0,100.0,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Williams,Iantavion",Iantavion,Williams,,2741,"Williams,Iantavion","WILLIAMS,IANTAVION",Howard Payne,HPU,639-3777,1,0,36,36,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Leavitt,Cason",Cason,Leavitt,,2741,"Leavitt,Cason","LEAVITT,CASON",Howard Payne,HPU,639-3896,1,0,41,41,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Walsh,Wesley",Wesley,Walsh,,2741,"Walsh,Wesley","WALSH,WESLEY",Howard Payne,HPU,639-3872,1,0,44,44,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Dorsey,Jordan",Jordan,Dorsey,,2741,"Dorsey,Jordan","DORSEY,JORDAN",Howard Payne,HPU,639-3867,1,0,49,49,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1.0,.0,.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Barajas,David",David,Barajas,,2741,"Barajas,David","BARAJAS,DAVID",Howard Payne,HPU,639-3157,1,0,50,50,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Bray,Jalen",Jalen,Bray,,2741,"Bray,Jalen","BRAY,JALEN",Howard Payne,HPU,639-3890,1,1,53,53,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Chibli,Anthony",Anthony,Chibli,,2741,"Chibli,Anthony","CHIBLI,ANTHONY",Howard Payne,HPU,639-3546,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Wachtendorf,Tyler",Tyler,Wachtendorf,,2741,"Wachtendorf,Tyler","WACHTENDORF,TYLER",Howard Payne,HPU,639-3371,1,1,60,60,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Smith,Cutter",Cutter,Smith,,2741,"Smith,Cutter","SMITH,CUTTER",Howard Payne,HPU,639-3114,1,1,61,61,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Jaimes,Adam",Adam,Jaimes,,2741,"Jaimes,Adam","JAIMES,ADAM",Howard Payne,HPU,639-3749,1,0,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Gadison,Tristian",Tristian,Gadison,,2741,"Gadison,Tristian","GADISON,TRISTIAN",Howard Payne,HPU,639-3763,1,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Mendez,Javier",Javier,Mendez,,2741,"Mendez,Javier","MENDEZ,JAVIER",Howard Payne,HPU,639-3372,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Shamlin,Jaxson",Jaxson,Shamlin,,2741,"Shamlin,Jaxson","SHAMLIN,JAXSON",Howard Payne,HPU,639-3367,1,1,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Thomas,Jalen",Jalen,Thomas,,2741,"Thomas,Jalen","THOMAS,JALEN",Howard Payne,HPU,639-3901,1,0,80,80,0,WR,0,0,,,2,36,1,28,18.0,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Sauceda,Lathan",Lathan,Sauceda,,2741,"Sauceda,Lathan","SAUCEDA,LATHAN",Howard Payne,HPU,639-3898,1,0,83,83,0,WR,0,0,,,1,36,0,36,36.0,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Harrison,Preztynn",Preztynn,Harrison,,2741,"Harrison,Preztynn","HARRISON,PREZTYNN",Howard Payne,HPU,639-3866,1,1,87,87,0,WR,0,0,,,1,9,0,9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Wright,Donovan",Donovan,Wright,,2741,"Wright,Donovan","WRIGHT,DONOVAN",Howard Payne,HPU,639-3797,1,0,92,92,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,5,1,1,0,5,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Sellers,Dylan",Dylan,Sellers,,2741,"Sellers,Dylan","SELLERS,DYLAN",Howard Payne,HPU,639-3756,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Jackson,Jadin",Jadin,Jackson,,2741,"Jackson,Jadin","JACKSON,JADIN",Howard Payne,HPU,639-3805,1,0,23,,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,3,3,6,6,2.0,.0,.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Altamirano,Pedro",Pedro,Altamirano,,271,"Altamirano,Pedro","ALTAMIRANO,PEDRO",Hardin-Simmons,HSU,637-3673,1,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,3,3,43,0,100.0,9,583,0,5,64.8,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Anderson,Jairdyn",Jairdyn,Anderson,,271,"Anderson,Jairdyn","ANDERSON,JAIRDYN",Hardin-Simmons,HSU,637-3875,1,1,2,2,0,WR,0,0,,,6,89,0,39,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Hardin,Dylan",Dylan,Hardin,,271,"Hardin,Dylan","HARDIN,DYLAN",Hardin-Simmons,HSU,637-3883,1,0,3,3,0,WR,0,0,,,3,25,0,13,8.3,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,0,21,10.5,,,,,,,,,,,,,,,,,,,,2,107,1,94,53.5,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Ragsdale,Lucas",Lucas,Ragsdale,,271,"Ragsdale,Lucas","RAGSDALE,LUCAS",Hardin-Simmons,HSU,637-3135,1,1,4,4,0,0,DE,0,,,,,,,,,,,,,,,,,,,,0,2,1,3,3,1.0,.0,.0,1,0,5,1,1,0,5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Rowan,Rowdy",Rowdy,Rowan,,271,"Rowan,Rowdy","ROWAN,ROWDY",Hardin-Simmons,HSU,637-1576,1,1,5,5,0,0,CB,0,,,,,,,,,,,,,,,,,,,,0,5,2,7,7,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Foster,Harrison",Harrison,Foster,,271,"Foster,Harrison","FOSTER,HARRISON",Hardin-Simmons,HSU,637-3344,1,1,6,6,0,0,S,0,,,,,,,,,,,,,,,,,,,,0,2,3,5,5,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Hardin-Simmons,"Douglas,Wes",Wes,Douglas,,271,"Douglas,Wes","DOUGLAS,WES",Hardin-Simmons,HSU,637-3343,1,1,7,7,0,WR,0,0,,,2,17,0,9,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
