season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,receiving_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,fumble_stats_number,fumble_stats_number_lost
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Motley,Javonte",Javonte,Motley,,1062,"Motley,Javonte","MOTLEY,JAVONTE",East Texas Baptist,ETB,636-5558,1,0,36,36,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Smart,Kylan",Kylan,Smart,,1062,"Smart,Kylan","SMART,KYLAN",East Texas Baptist,ETB,636-5588,1,0,37,37,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Tamakloe,Seyram",Seyram,Tamakloe,,1062,"Tamakloe,Seyram","TAMAKLOE,SEYRAM",East Texas Baptist,ETB,636-5047,1,0,38,38,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Red,LaDavian",LaDavian,Red,,1062,"Red,LaDavian","RED,LADAVIAN",East Texas Baptist,ETB,636-5578,1,0,39,39,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Greely,Jonah",Jonah,Greely,,1062,"Greely,Jonah","GREELY,JONAH",East Texas Baptist,ETB,636-5625,1,0,40,40,0,TE,0,0,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Smith,Cassidi",Cassidi,Smith,,1062,"Smith,Cassidi","SMITH,CASSIDI",East Texas Baptist,ETB,636-4211,0,0,44,44,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Hernandez,Aidan",Aidan,Hernandez,,1062,"Hernandez,Aidan","HERNANDEZ,AIDAN",East Texas Baptist,ETB,636-4514,1,0,45,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,36,0,0,0,0,1,36.0,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Cavazos,Pedro",Pedro,Cavazos,,1062,"Cavazos,Pedro","CAVAZOS,PEDRO",East Texas Baptist,ETB,636-4172,1,0,46,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,6,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"White,Mitchell",Mitchell,White,,1062,"White,Mitchell","WHITE,MITCHELL",East Texas Baptist,ETB,636-5053,1,0,47,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,1,19,0,100.0,10,603,0,5,60.3,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Pearley,Zakarian",Zakarian,Pearley,,1062,"Pearley,Zakarian","PEARLEY,ZAKARIAN",East Texas Baptist,ETB,636-5574,1,0,50,50,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Holley,Caison",Caison,Holley,,1062,"Holley,Caison","HOLLEY,CAISON",East Texas Baptist,ETB,636-4997,1,0,51,51,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"London,Joseph",Joseph,London,,1062,"London,Joseph","LONDON,JOSEPH",East Texas Baptist,ETB,636-5860,1,0,63,63,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,1,3,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Newton,Keith",Keith,Newton,,1062,"Newton,Keith","NEWTON,KEITH",East Texas Baptist,ETB,636-5560,1,0,69,69,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Davis,Kehdrien",Kehdrien,Davis,,1062,"Davis,Kehdrien","DAVIS,KEHDRIEN",East Texas Baptist,ETB,636-5607,1,0,70,70,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Jolly,Devon",Devon,Jolly,,1062,"Jolly,Devon","JOLLY,DEVON",East Texas Baptist,ETB,636-4189,1,1,71,71,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Kruger,Justin",Justin,Kruger,,1062,"Kruger,Justin","KRUGER,JUSTIN",East Texas Baptist,ETB,636-5652,1,1,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Smith,Destin",Destin,Smith,,1062,"Smith,Destin","SMITH,DESTIN",East Texas Baptist,ETB,636-4210,1,1,73,73,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Lynch,Rashad",Rashad,Lynch,,1062,"Lynch,Rashad","LYNCH,RASHAD",East Texas Baptist,ETB,636-5546,1,1,75,75,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Duckworth,Clayton",Clayton,Duckworth,,1062,"Duckworth,Clayton","DUCKWORTH,CLAYTON",East Texas Baptist,ETB,636-5611,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Jones,Jordan",Jordan,Jones,,1062,"Jones,Jordan","JONES,JORDAN",East Texas Baptist,ETB,636-5644,1,0,82,82,0,WR,0,0,,,2,50,1,36,25.0,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,17,17.0,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Edwards,Jayden",Jayden,Edwards,,1062,"Edwards,Jayden","EDWARDS,JAYDEN",East Texas Baptist,ETB,636-4983,1,0,83,83,0,WR,0,0,,,1,13,0,13,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Moore,Christopher",Christopher,Moore,,1062,"Moore,Christopher","MOORE,CHRISTOPHER",East Texas Baptist,ETB,636-5556,1,0,84,84,0,TE,0,0,,,2,7,1,6,3.5,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Martin,Vontez",Vontez,Martin,,1062,"Martin,Vontez","MARTIN,VONTEZ",East Texas Baptist,ETB,636-5009,1,0,88,88,0,WR,0,0,,,2,15,0,9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Owens,Beres",Beres,Owens,,1062,"Owens,Beres","OWENS,BERES",East Texas Baptist,ETB,636-5019,1,0,90,90,0,0,DE,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Miller,Dillon",Dillon,Miller,,1062,"Miller,Dillon","MILLER,DILLON",East Texas Baptist,ETB,636-4648,1,0,93,93,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Chibli,Arjawon",Arjawon,Chibli,,1062,"Chibli,Arjawon","CHIBLI,ARJAWON",East Texas Baptist,ETB,636-5598,1,0,94,94,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,1.0,.0,.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Bloodsaw,Chance",Chance,Bloodsaw,,1062,"Bloodsaw,Chance","BLOODSAW,CHANCE",East Texas Baptist,ETB,636-4972,1,1,95,95,0,0,DT,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,1.5,.0,.0,1,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Palmer,Marcus",Marcus,Palmer,,1062,"Palmer,Marcus","PALMER,MARCUS",East Texas Baptist,ETB,636-5567,1,1,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Dawsey,Josiah",Josiah,Dawsey,,1062,"Dawsey,Josiah","DAWSEY,JOSIAH",East Texas Baptist,ETB,636-4175,1,1,99,99,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,East Texas Baptist,"Bankston III,Robert",Robert,Bankston III,,1062,"Bankston III,Robert","BANKSTON III,ROBERT",East Texas Baptist,ETB,636-5565,1,0,91,91,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,0,0
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Ross,Antonio",Antonio,Ross,,2741,"Ross,Antonio","ROSS,ANTONIO",Howard Payne,HPU,639-3780,1,1,0,0,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Ngene,Blessing",Blessing,Ngene,,2741,"Ngene,Blessing","NGENE,BLESSING",Howard Payne,HPU,639-3098,1,1,1,1,0,RB,0,0,,,1,13,0,13,13.0,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,14,106,108,2,1,27,7.6,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Dillard,Elijah",Elijah,Dillard,,2741,"Dillard,Elijah","DILLARD,ELIJAH",Howard Payne,HPU,639-3110,1,1,1,1A,0,0,LB,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.5,.0,.0,0,1,4,0.5,0,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Martin,Deuce",Deuce,Martin,,2741,"Martin,Deuce","MARTIN,DEUCE",Howard Payne,HPU,639-3769,1,1,2,2,0,WR,0,0,,,4,131,1,75,32.8,,,,,,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,6,,,,,,,,,0,0,2,0,2,0,1,1,116.8,2.00,2.00,2.0,,,,,,,,,,,,,,,,,,1,2,0,2,2.0,,,,,,,,,,,,,,,,,,,,1,17,0,17,17.0,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Flowers-Goodloe,Elijah",Elijah,Flowers-Goodloe,,2741,"Flowers-Goodloe,Elijah","FLOWERS-GOODLOE,ELIJAH",Howard Payne,HPU,639-3809,1,0,3,3A,0,0,DL,0,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Taylor,Jermaine",Jermaine,Taylor,,2741,"Taylor,Jermaine","TAYLOR,JERMAINE",Howard Payne,HPU,639-3861,1,0,3,3,0,WR,0,0,,,3,61,0,41,20.3,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Myers,Ellis",Ellis,Myers,,2741,"Myers,Ellis","MYERS,ELLIS",Howard Payne,HPU,639-3349,1,1,4,4,0,WR,0,0,,,2,25,0,17,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Hehman,Chance",Chance,Hehman,,2741,"Hehman,Chance","HEHMAN,CHANCE",Howard Payne,HPU,639-3293,1,1,5,5,0,TE,0,0,,,2,35,1,18,17.5,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Zeno,Donte",Donte,Zeno,,2741,"Zeno,Donte","ZENO,DONTE",Howard Payne,HPU,639-3821,1,0,5,5A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Jacobs,Kevin",Kevin,Jacobs,,2741,"Jacobs,Kevin","JACOBS,KEVIN",Howard Payne,HPU,639-3539,1,1,6,6A,0,0,DB,0,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Mays,JD",JD,Mays,,2741,"Mays,JD","MAYS,JD",Howard Payne,HPU,639-3520,1,0,6,6,0,RB,0,0,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,13,38,43,5,0,14,2.9,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Campbell,Ryan",Ryan,Campbell,,2741,"Campbell,Ryan","CAMPBELL,RYAN",Howard Payne,HPU,639-3521,1,1,7,7A,0,0,CB,0,,,,,,,,,,,,,,,,,,,,34,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,0,34,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Griffith,Justin",Justin,Griffith,,2741,"Griffith,Justin","GRIFFITH,JUSTIN",Howard Payne,HPU,639-3362,1,1,8,8A,0,0,DE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Fucik,Bryce",Bryce,Fucik,,2741,"Fucik,Bryce","FUCIK,BRYCE",Howard Payne,HPU,639-3902,1,0,8,8,0,QB,0,0,,,1,4,0,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Hall,Cameron",Cameron,Hall,,2741,"Hall,Cameron","HALL,CAMERON",Howard Payne,HPU,639-3130,1,1,9,9A,0,0,DE,0,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-27,football,American Southwest Conference (ASC),asc,Howard Payne,"Casas-Willis,Glendon",Glendon,Casas-Willis,,2741,"Casas-Willis,Glendon","CASAS-WILLIS,GLENDON",Howard Payne,HPU,639-3136,1,0,9,9,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,.0,.0,0,0,41,0,45,1,3,2,126.0,15.00,22.50,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
