season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats,shot_stats,goal_stats,caution_stats,misc_stats
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Ignatowicz, Alex",Alex,Ignatowicz,,200,"Ignatowicz, Alex","IGNATOWICZ,ALEX",Eastern Connecticut,ECSU,1067-1932,2,2,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,154:00,0,.00,.00,6,0,0,2,1,1.000,0.00,6,0,153:33,2,2,.00,1.000,.500,3.00,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Dublin, Kaeden",Kaeden,Dublin,,200,"Dublin, Kaeden","DUBLIN,KAEDEN",Eastern Connecticut,ECSU,1067-1762,1,0,33,0,33,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,26:00,0,.00,.00,1,0,0,0,0,0.0,3.46,0,1,26:27,0,1,1.00,0.000,.000,.00,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Elliott, Claire",Claire,Elliott,,200,"Elliott, Claire","ELLIOTT,CLAIRE",Eastern Connecticut,ECSU,1067-2254,2,2,2,0,2,0,0,1,1,0,0,0,0,0,.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,166:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Babineau, Tori",Tori,Babineau,,200,"Babineau, Tori","BABINEAU,TORI",Eastern Connecticut,ECSU,1067-1928,2,2,3,0,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,169:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Gasparri, Michaela",Michaela,Gasparri,,200,"Gasparri, Michaela","GASPARRI,MICHAELA",Eastern Connecticut,ECSU,1067-2060,1,0,4,0,4,0,0,1,5,0,0,0,0,0,5.00,1.00,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,50:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Zhiminaicela, Glenda",Glenda,Zhiminaicela,,200,"Zhiminaicela, Glenda","ZHIMINAICELA,GLENDA",Eastern Connecticut,ECSU,1067-1938,2,2,5,0,5,0,0,4,6,0,0,0,0,0,3.00,2.00,.00,.000,.000,4,0,0,0,0,0,0,.000,3,0,0,0,1.50,.00,.00,.00,0,,180:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Weaver, Lauren",Lauren,Weaver,,200,"Weaver, Lauren","WEAVER,LAUREN",Eastern Connecticut,ECSU,1067-1769,2,0,7,0,7,0,0,2,4,0,0,0,0,0,2.00,1.00,.00,.000,.000,2,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,80:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Burnell, Alana",Alana,Burnell,,200,"Burnell, Alana","BURNELL,ALANA",Eastern Connecticut,ECSU,1067-2259,2,2,8,0,8,0,0,3,12,3,1,1,0,0,6.00,1.50,1.50,.500,.500,2,0,0,0,0,1,1,.500,1,0,0,0,.50,.00,.00,.00,0,,124:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Loveless, Anna",Anna,Loveless,,200,"Loveless, Anna","LOVELESS,ANNA",Eastern Connecticut,ECSU,1067-1765,2,0,9,0,9,0,0,1,1,2,0,1,0,0,.50,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,55:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
2026-27,wsoc,Little East Conference (LEC),lec,Eastern Connecticut,"Kearns, Abby",Abby,Kearns,,200,"Kearns, Abby","KEARNS,ABBY",Eastern Connecticut,ECSU,1067-1933,2,0,10,0,10,0,0,0,2,0,0,0,0,0,1.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,67:00,0,.00,.00,,,,,,,,,,,,,,,,,,,,,
