season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats,composite_score,global_rank,rating
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,"Russell, Caitlyn",Caitlyn,Russell,,409,"Russell, Caitlyn","RUSSELL, CAITLYN",Meredith,MER,1333-742,16,5,14,0,14,0,.301,146,21,65,2,0,15,0,6,4,56,0,0,70,4,33,3,0,3,0,72.5,0,4.06,0.13,2.06,0.19,0.38,4.53,,,,,,,8.98006522199441,1,99
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Salem,"Scherer, Ellie",Ellie,Scherer,,30041,"Scherer, Ellie ","SCHERER, ELLIE ",Salem,Salem,1392-662,12,0,11,0,11,0,.398,113,6,51,1,0,8,0,0,0,0,0,0,5,0,11,5,0,4,1,54,0,4.25,0.08,0.92,0.42,0.00,4.50,,,,,,,8.375818305516864,2,99
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Salem,"Rymer, Leah",Leah,Rymer,,30041,"Rymer, Leah","RYMER, LEAH",Salem,Salem,1392-660,12,4,3,0,3,0,.265,98,10,36,61,1,171,0,7,1,62,0,0,24,1,32,2,0,2,0,44,0,3.00,5.08,2.67,0.17,0.58,3.67,,,,,,,8.074875577223782,3,99
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Hovander, Savannah",Savannah,Hovander,,412,"Hovander, Savannah","HOVANDER, SAVANNAH",Methodist,METHU,1180-6362,10,5,15,0,15,0,.127,63,14,22,0,0,7,0,3,2,30,0,0,0,0,6,10,2,8,2,31,0,2.20,0.00,0.60,1.00,0.30,3.10,,,,,,,7.083861359688423,4,98
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,"Blackmon, Bailey",Bailey,Blackmon,,30094,"Blackmon, Bailey","BLACKMON, BAILEY",Brevard,BC,614-2420,11,3,6,0,6,0,.452,42,5,24,0,1,8,0,0,0,0,0,0,0,0,2,10,2,9,1,29.5,0,2.18,0.00,0.18,0.91,0.00,2.68,,,,,,,6.4619797400182275,5,98
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Salem,"Noplos, Ariana",Ariana,Noplos,,30041,"Noplos, Ariana","NOPLOS, ARIANA",Salem,Salem,1392-721,12,4,16,0,16,0,.300,70,8,29,2,1,11,0,3,1,41,0,0,0,0,16,5,0,2,3,36,0,2.42,0.17,1.33,0.42,0.25,3.00,,,,,,,6.001208284727372,6,98
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Downs, Anne",Anne,Downs,,30164,"Downs, Anne","DOWNS, ANNE",Southern Virginia,SVU,857-4376,11,3,3,0,3,0,.158,76,10,22,0,0,2,0,5,8,36,0,0,57,4,27,2,0,2,0,28,0,2.00,0.00,2.45,0.18,0.45,2.55,,,,,,,5.233290050469936,7,97
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Mayfield, Morgan",Morgan,Mayfield,,263,"Mayfield, Morgan","MAYFIELD, MORGAN",Greensboro,GBORO,1177-4124,15,0,0,0,0,0,.250,16,0,4,17,0,63,0,13,5,62,0,0,91,6,76,0,0,0,0,17,0,0.27,1.13,5.07,0.00,0.87,1.13,,,,,,,5.19697326615159,8,97
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,"Moon, Caroline",Caroline,Moon,,30094,"Moon, Caroline","MOON, CAROLINE",Brevard,BC,614-1839,11,3,13,0,13,0,.074,94,21,28,2,2,13,0,1,3,16,0,0,51,7,20,5,0,4,1,32,0,2.55,0.18,1.82,0.45,0.09,2.91,,,,,,,5.1469212039322025,9,97
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Shiflet, Payton",Payton,Shiflet,,263,"Shiflet, Payton","SHIFLET, PAYTON",Greensboro,GBORO,1177-3789,12,10,18,0,18,0,.152,105,17,33,4,3,19,0,4,0,30,0,0,28,1,13,2,0,2,0,38,0,2.75,0.33,1.08,0.17,0.33,3.17,,,,,,,5.105684473683606,10,96
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Brevard,"Fontana, Emma",Emma,Fontana,,30094,"Fontana, Emma","FONTANA, EMMA",Brevard,BC,614-1836,11,3,1,0,1,0,.245,49,6,18,1,0,11,0,4,4,44,0,0,2,0,9,6,0,6,0,25,0,1.64,0.09,0.82,0.55,0.36,2.27,,,,,,,5.0406955711116215,11,96
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Methodist,"Johnson, Addison",Addison,Johnson,,412,"Johnson, Addison","JOHNSON, ADDISON",Methodist,METHU,1180-6802,10,5,19,0,19,0,.048,84,21,25,0,0,12,0,2,6,27,0,0,63,7,22,3,0,1,2,29.5,0,2.50,0.00,2.20,0.30,0.20,2.95,,,,,,,5.020416071259102,12,96
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Mirabal, Baylee",Baylee,Mirabal,,30164,"Mirabal, Baylee","MIRABAL, BAYLEE",Southern Virginia,SVU,857-4052,11,3,6,0,6,0,.167,72,12,24,3,0,11,0,2,3,34,0,0,58,8,29,3,1,3,0,27.5,0,2.18,0.27,2.64,0.27,0.18,2.50,,,,,,,5.00690201538524,13,95
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Bell, Payton",Payton,Bell,,263,"Bell, Payton","BELL, PAYTON",Greensboro,GBORO,1177-4130,1,0,6,0,6,0,.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1.5,0,1.00,0.00,0.00,1.00,0.00,1.50,,,,,,,4.802104716479194,14,95
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Vail, Ryann",Ryann,Vail,,30164,"Vail, Ryann","VAIL, RYANN",Southern Virginia,SVU,857-4386,11,3,16,0,16,0,.053,38,11,13,1,0,5,0,0,0,0,0,0,1,0,1,14,1,10,4,22,0,1.18,0.09,0.09,1.27,0.00,2.00,,,,,,,4.553481000894176,15,94
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Gleason, Kendall",Kendall,Gleason,,491,"Gleason, Kendall","GLEASON, KENDALL",N.C. Wesleyan,F-491,1181-3212,14,6,9,0,9,0,.257,70,11,29,0,0,3,0,2,5,19,0,0,1,0,3,7,0,2,5,37,0,2.07,0.00,0.21,0.50,0.14,2.64,,,,,,,4.34848002559623,16,94
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Gama, Gabi",Gabi,Gama,,542,"Gama, Gabi","GAMA, GABI",Pfeiffer,PFE,354-1767,16,4,6,0,6,0,.137,117,13,29,4,1,20,0,3,3,60,0,0,88,8,49,3,0,3,0,33.5,0,1.81,0.25,3.06,0.19,0.19,2.09,,,,,,,4.210750600006939,17,94
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,N.C. Wesleyan,"Wilson, Emilee",Emilee,Wilson,,491,"Wilson, Emilee","WILSON, EMILEE",N.C. Wesleyan,F-491,1181-2941,15,6,21,0,21,0,.200,35,4,11,119,1,414,0,9,4,65,0,0,1,1,49,2,1,1,1,21.5,1,0.73,7.93,3.27,0.13,0.60,1.43,,,,,,,4.0736184197685175,18,93
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,"Bostick, Elena",Elena,Bostick,,409,"Bostick, Elena","BOSTICK, ELENA",Meredith,MER,1333-1066,16,2,13,0,13,0,.252,123,17,48,1,4,12,0,0,0,1,0,0,19,2,13,1,0,1,0,48.5,0,3.00,0.06,0.81,0.06,0.00,3.03,,,,,,,3.9702447971759804,19,93
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,"Murray, Megan",Megan,Murray,,409,"Murray, Megan","MURRAY, MEGAN",Meredith,MER,1333-737,16,0,2,0,2,0,.000,8,0,0,24,0,76,0,14,7,83,0,0,97,7,85,0,0,0,0,14,0,0.00,1.50,5.31,0.00,0.88,0.88,,,,,,,3.9254464530805695,20,93
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Norris, Dilynn",Dilynn,Norris,,263,"Norris, Dilynn","NORRIS, DILYNN",Greensboro,GBORO,1177-4756,11,10,17,0,17,0,.293,41,7,19,1,0,8,0,0,0,1,0,0,1,0,2,7,1,4,3,24,0,1.73,0.09,0.18,0.64,0.00,2.18,,,,,,,3.88843213118058,21,93
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Thomas, Jada",Jada,Thomas,,542,"Thomas, Jada","THOMAS, JADA",Pfeiffer,PFE,354-1992,16,4,17,0,17,0,.183,104,12,31,1,1,13,0,0,0,0,0,0,3,0,12,9,1,9,0,35.5,0,1.94,0.06,0.75,0.56,0.00,2.22,,,,,,,3.8722753888449857,22,92
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Leo, Abigail",Abigail,Leo,,263,"Leo, Abigail","LEO, ABIGAIL",Greensboro,GBORO,1177-4751,15,10,13,0,13,0,.339,59,8,28,3,0,16,0,0,0,0,0,0,0,0,3,8,0,5,3,33.5,0,1.87,0.20,0.20,0.53,0.00,2.23,,,,,,,3.869993541257723,23,92
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Southern Virginia,"Hahn, Summer",Summer,Hahn,,30164,"Hahn, Summer","HAHN, SUMMER",Southern Virginia,SVU,857-4055,11,3,23,0,23,0,.306,36,5,16,1,0,11,0,2,3,35,0,0,0,0,2,6,0,5,1,21.5,0,1.45,0.09,0.18,0.55,0.18,1.95,,,,,,,3.78681004859232,24,92
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,"Dodson, Karaleigh",Karaleigh,Dodson,,409,"Dodson, Karaleigh","DODSON, KARALEIGH",Meredith,MER,1333-879,12,0,11,0,11,0,.211,57,9,21,0,1,6,0,0,0,0,0,0,0,0,2,8,0,8,0,25,0,1.75,0.00,0.17,0.67,0.00,2.08,,,,,,,3.719370980894736,25,91
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Lusk, Leigan",Leigan,Lusk,,542,"Lusk, Leigan","LUSK, LEIGAN",Pfeiffer,PFE,354-2493,16,4,26,0,26,0,.208,53,6,17,1,0,6,0,0,1,1,0,0,3,0,4,15,1,9,6,27.5,0,1.06,0.06,0.25,0.94,0.00,1.72,,,,,,,3.667200192111999,26,91
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Pfeiffer,"Line, Emma",Emma,Line,,542,"Line, Emma","LINE, EMMA",Pfeiffer,PFE,354-2488,15,0,12,0,12,0,.098,102,17,27,1,0,14,0,4,3,32,0,0,74,7,29,3,0,3,0,32.5,0,1.80,0.07,1.93,0.20,0.27,2.17,,,,,,,3.6471272958408925,27,91
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Meredith,"Brabble, Daven",Daven,Brabble,,409,"Brabble, Daven","BRABBLE, DAVEN",Meredith,MER,1333-807,15,4,23,0,23,0,.109,55,11,17,1,0,9,0,4,3,37,0,0,1,0,6,9,0,7,2,26.5,0,1.13,0.07,0.40,0.60,0.27,1.77,,,,,,,3.1566371407219425,28,90
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Mary Baldwin,"Birts, Sabrina",Sabrina,Birts,,389,"Birts, Sabrina","BIRTS, SABRINA",Mary Baldwin,MBU,51-1027,12,4,13,0,13,0,.068,73,17,22,0,0,8,0,0,0,0,0,0,0,0,3,7,0,0,7,29,1,1.83,0.00,0.25,0.58,0.00,2.42,,,,,,,2.969813583871941,29,90
2026-27,wvball,USA South Athletic Conference,usa_south_athletic_confe,Greensboro,"Baxley, Larkin",Larkin,Baxley,,263,"Baxley, Larkin","BAXLEY, LARKIN",Greensboro,GBORO,1177-4341,15,9,9,0,9,0,.277,65,6,24,41,5,146,0,0,0,4,0,0,4,0,9,6,0,5,1,27.5,2,1.60,2.73,0.60,0.40,0.00,1.83,,,,,,,2.861053076535751,30,90
