season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source,global_rank,rating,composite_score
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Ohio Northern,Ohio Northern University,Aashir Patel,,Fourth Year,16733,180,ACTIVE,73.33,1.33,21,73.9788008370316,11,4,3,28.3627774008453,-11.8536682823871,Region V - (M) DIII,clippd_scoreboard,89,94,37.5656471652423
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Ohio Northern,Ohio Northern University,Zach Butcher,,Second Year,39316,249,ACTIVE,73.67,1.67,21,74.065029625199,12,5,1,24.8715184695152,-12.0195657997486,Region V - (M) DIII,clippd_scoreboard,118,93,34.404460893973
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Ian Morgan,,,22082,165,ACTIVE,73.91,1.91,23,73.4296251915764,13,4,2,29.9815036787426,-11.3631194611319,Region V - (M) DIII,clippd_scoreboard,140,93,31.9626167846564
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Carter Woodward,,,19308,227,ACTIVE,74.04,2.04,23,73.5600599741851,13,5,1,26.0737668810167,-11.3631194611319,Region V - (M) DIII,clippd_scoreboard,159,92,30.5763979124509
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Ohio Northern,Ohio Northern University,Ian Briars,,Third Year,34526,285,ACTIVE,74.23,2.23,22,74.4898399630017,13,3,1,23.4741497963267,-12.1115393374351,Region V - (M) DIII,clippd_scoreboard,184,92,28.2818360044031
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Jake Morgan,,,22818,199,ACTIVE,74.26,2.26,23,73.7774512785329,13,2,1,27.8419459402178,-11.3631194611319,Region V - (M) DIII,clippd_scoreboard,192,92,28.0660514424796
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Mount Union,University of Mount Union,Brian Myers,,Fourth Year,21248,96,ACTIVE,74.27,2.27,26,73.4555099879741,14,4,4,36.6675561977493,-11.1118277077056,Region V - (M) DIII,clippd_scoreboard,193,92,28.0370573496621
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Baldwin Wallace,Baldwin Wallace University,Anthony Asta,,Second Year,6703,337,ACTIVE,74.57,2.57,21,74.757573793965,14,4,3,21.5627277434744,-12.7608527249987,Region V - (M) DIII,clippd_scoreboard,240,91,25.3554067338118
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Clay Bruning,,Fourth Year,16690,288,ACTIVE,74.74,2.74,23,74.2557121480981,13,3,1,23.2625089552592,-11.3631194611319,Region V - (M) DIII,clippd_scoreboard,265,90,24.3638095969336
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Capital,Capital University,Keegan Billingham,,Fourth Year,13795,481,ACTIVE,74.94,2.94,16,75.7099699698511,9,1,1,17.4224059025044,-12.1116430765961,Region V - (M) DIII,clippd_scoreboard,299,90,23.0978327924299
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Heidelberg,Heidelberg University,Josh Ferdon,,,19038,549,ACTIVE,75.19,3.19,21,76.0354955519631,12,2,2,15.5677021597317,-13.2565276571398,Region V - (M) DIII,clippd_scoreboard,340,89,21.4189916314305
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Ohio Northern,Ohio Northern University,Sam Cramer,,Second Year,39310,536,ACTIVE,75.45,3.45,20,75.9510625592935,11,0,0,15.9649181236493,-11.7544386391222,Region V - (M) DIII,clippd_scoreboard,380,88,20.3258658960757
2025-26,mgolf,Men,Ohio Athletic Conference,oac,Otterbein,Otterbein University,Colin Bibler,,,24096,348,ACTIVE,75.48,3.48,21,75.0519946214175,12,3,0,21.205366413214,-11.5424742131194,Region V - (M) DIII,clippd_scoreboard,381,88,20.2610735066009
