conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Becker, Nick",0,,0,14,14,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.07,.00,.00,.00,0,,1204:00,0,.00,.00,167,2,4,8,0,.772,1.35,61,18,1203:24,14,14,1.29,0.772,.000,4.36
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Lane, Aiden",0,,1,5,3,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,1,0,.00,.20,.00,.00,0,,296:00,0,.00,.00,26,0,1,2,0,.615,1.52,8,5,296:30,3,5,1.00,0.615,.000,1.60
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Cisneros, Alex",0,,40,1,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,30:00,0,.00,.00,0,0,0,0,0,0.0,0.00,0,0,30:06,0,1,.00,0.000,.000,.00
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Kline, Owen",0,,00,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Kowula, Karl",0,,2,16,2,0,0,3,9,4,0,2,0,0,.56,.19,.25,.125,.000,1,0,0,0,0,1,1,.063,8,0,1,0,.50,.06,.00,.00,0,,493:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Vantran, Danny",0,,3,7,0,0,0,3,5,0,0,0,0,0,.71,.43,.00,.000,.000,3,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,85:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"D'Alterio, Gianluca",0,,4,17,16,0,0,19,32,20,0,10,0,0,1.88,1.12,1.18,.588,.000,9,1,0,0,3,5,2,.118,10,0,2,0,.59,.12,.00,.00,0,,886:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Rawlings, Breaden",0,,5,17,4,0,0,3,6,3,1,1,0,0,.35,.18,.18,.059,.059,2,0,0,0,0,0,0,.000,6,0,0,0,.35,.00,.00,.00,0,,859:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Watson, Rourke",0,,6,17,17,0,0,4,5,4,0,2,0,0,.29,.24,.24,.118,.000,2,0,0,0,1,0,0,.000,14,0,1,0,.82,.06,.00,.00,0,,1144:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Purtle, Elijah",0,,7,12,1,0,0,7,15,4,0,2,0,0,1.25,.58,.33,.167,.000,5,0,0,0,1,1,2,.167,4,0,1,0,.33,.08,.00,.00,0,,357:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Flores, Gabriel",0,,8,7,0,0,0,0,1,0,0,0,0,0,.14,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,3,0,2,0,.43,.29,.00,.00,0,,149:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Congdon, Nathan",0,,9,17,12,0,0,10,17,10,4,3,0,0,1.00,.59,.59,.176,.235,7,0,0,0,0,2,1,.059,12,0,3,0,.71,.18,.00,.00,0,,706:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Osborne, Aaron",0,,10,17,7,0,0,6,8,8,2,3,1,1,.47,.35,.47,.176,.118,3,1,0,0,0,2,0,.000,7,0,0,0,.41,.00,.00,.00,0,,544:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Murray, Kelvin",0,,11,15,1,0,0,9,10,6,0,3,0,0,.67,.60,.40,.200,.000,6,0,0,0,0,1,1,.067,5,1,2,0,.33,.13,.07,.00,0,,279:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Kurtz, Everett",0,,12,16,15,0,0,3,12,1,1,0,1,0,.75,.19,.06,.000,.063,3,0,0,0,0,0,0,.000,11,0,3,0,.69,.19,.00,.00,0,,858:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Zub, Zachary",0,,13,0,0,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Stewart, Zydan",0,,14,17,5,0,0,10,16,9,1,4,0,0,.94,.59,.53,.235,.059,6,0,0,0,1,0,0,.000,12,0,1,0,.71,.06,.00,.00,0,,822:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Debah, Amos",0,,15,15,14,0,0,3,7,2,0,1,1,0,.47,.20,.13,.067,.000,2,1,0,0,0,1,0,.000,11,0,4,0,.73,.27,.00,.00,0,,1201:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Difillipo, Josh",0,,16,17,15,0,0,2,8,3,3,0,0,0,.47,.12,.18,.000,.176,2,0,0,0,0,0,0,.000,6,0,2,0,.35,.12,.00,.00,0,,1305:00,0,.00,.00,,,,,,,,,,,,,,,,
mac,Middle Atlantic Conferences (MAC),2025-26,msoc,Delaware Valley,"Bennell, Justin",0,,17,17,17,0,0,2,4,3,3,0,0,0,.24,.12,.18,.000,.176,2,0,0,0,0,0,0,.000,10,0,2,0,.59,.12,.00,.00,0,,1317:00,0,.00,.00,,,,,,,,,,,,,,,,
