conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"McIllwain,JT",JT,McIllwain,0,F,27,412.0,15.25925925925926,114.0,4.22,57.0,2.11,18.0,0.67,20.0,0.74,0.0,0.0,16.0,0.5925925925925926,40.0,102.0,0.39,3.0,26.0,0.12,31.0,43.0,0.72
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Winkle,Trevin",Trevin,Winkle,0,G,27,846.0,31.333333333333332,353.0,13.07,163.0,6.04,84.0,3.11,30.0,1.11,16.0,0.59,63.0,2.3333333333333335,113.0,226.0,0.5,34.0,93.0,0.37,93.0,106.0,0.88
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Swartz,Parker",Parker,Swartz,0,F,27,775.0,28.703703703703702,242.0,8.96,112.0,4.15,43.0,1.59,15.0,0.56,21.0,0.78,36.0,1.3333333333333333,78.0,218.0,0.36,30.0,118.0,0.25,56.0,73.0,0.77
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"DeKuiper,Michael",Michael,DeKuiper,0,G,9,36.0,4.0,5.0,0.56,9.0,1.0,9.0,1.0,1.0,0.11,1.0,0.11,0.0,0.0,2.0,8.0,0.25,0.0,2.0,0.0,1.0,1.0,1.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Overway,Jalen",Jalen,Overway,0,C,27,864.0,32.0,625.0,23.15,289.0,10.7,90.0,3.33,11.0,0.41,29.0,1.07,65.0,2.407407407407407,237.0,384.0,0.62,12.0,46.0,0.26,139.0,195.0,0.71
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Ressler,Luka",Luka,Ressler,0,G,27,803.0,29.74074074074074,249.0,9.22,120.0,4.44,125.0,4.63,41.0,1.52,12.0,0.44,52.0,1.9259259259259256,92.0,182.0,0.51,48.0,113.0,0.42,17.0,29.0,0.59
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"O'Mara,Bryce",Bryce,O'Mara,0,F,3,9.0,3.0,4.0,1.33,2.0,0.67,0.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Ruckard,Zion",Zion,Ruckard,0,G,27,521.0,19.296296296296298,169.0,6.26,67.0,2.48,35.0,1.3,22.0,0.81,1.0,0.04,18.0,0.6666666666666666,58.0,131.0,0.44,19.0,57.0,0.33,34.0,38.0,0.89
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Scott,Jordan",Jordan,Scott,0,G,20,447.0,22.35,174.0,8.7,60.0,3.0,37.0,1.85,8.0,0.4,0.0,0.0,30.0,1.5,59.0,137.0,0.43,17.0,50.0,0.34,39.0,55.0,0.71
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Riebel,Luke",Luke,Riebel,0,G,8,26.0,3.25,3.0,0.38,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,1.0,11.0,0.09,1.0,10.0,0.1,0.0,0.0,0.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Winkle,Quincy",Quincy,Winkle,0,G,7,33.0,4.714285714285714,12.0,1.71,10.0,1.43,5.0,0.71,1.0,0.14,1.0,0.14,3.0,0.4285714285714285,4.0,9.0,0.44,3.0,8.0,0.38,1.0,2.0,0.5
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Carlson,Tyler",Tyler,Carlson,0,G,9,26.0,2.888888888888889,7.0,0.78,1.0,0.11,1.0,0.11,1.0,0.11,1.0,0.11,0.0,0.0,3.0,5.0,0.6,1.0,2.0,0.5,0.0,0.0,0.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Heagle,Ben",Ben,Heagle,0,F,17,94.0,5.529411764705882,30.0,1.76,25.0,1.47,3.0,0.18,1.0,0.06,1.0,0.06,3.0,0.1764705882352941,12.0,25.0,0.48,0.0,0.0,0.0,6.0,17.0,0.35
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Ewing,Brady",Brady,Ewing,0,F,27,388.0,14.37037037037037,126.0,4.67,64.0,2.37,20.0,0.74,8.0,0.3,10.0,0.37,24.0,0.8888888888888888,44.0,85.0,0.52,21.0,48.0,0.44,17.0,24.0,0.71
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Keefer,Jaydon",Jaydon,Keefer,0,G,14,73.0,5.214285714285714,21.0,1.5,11.0,0.79,2.0,0.14,2.0,0.14,1.0,0.07,4.0,0.2857142857142857,7.0,27.0,0.26,5.0,22.0,0.23,2.0,2.0,1.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Spoelman,Andy",Andy,Spoelman,0,F,6,13.0,2.1666666666666665,3.0,0.5,2.0,0.33,1.0,0.17,1.0,0.17,0.0,0.0,2.0,0.3333333333333333,1.0,3.0,0.33,1.0,1.0,1.0,0.0,0.0,0.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"Sall,Quinton",Quinton,Sall,0,F,7,23.0,3.2857142857142856,9.0,1.29,7.0,1.0,2.0,0.29,0.0,0.0,1.0,0.14,1.0,0.1428571428571428,3.0,11.0,0.27,1.0,9.0,0.11,2.0,4.0,0.5
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Calvin,"TEKSEN,TUNA",TUNA,TEKSEN,0,G,4,11.0,2.75,6.0,1.5,2.0,0.5,1.0,0.25,1.0,0.25,0.0,0.0,1.0,0.25,2.0,4.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Flood,Danny",Danny,Flood,0,G,28,743.0,26.535714285714285,289.0,10.32,59.0,2.11,92.0,3.29,30.0,1.07,0.0,0.0,56.0,2.0,94.0,259.0,0.36,68.0,187.0,0.36,33.0,45.0,0.73
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Jones,Elisha",Elisha,Jones,0,G,26,353.0,13.576923076923077,96.0,3.69,28.0,1.08,24.0,0.92,13.0,0.5,7.0,0.27,28.0,1.0769230769230769,36.0,105.0,0.34,15.0,51.0,0.29,9.0,13.0,0.69
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Brenner,Cade",Cade,Brenner,0,G,28,623.0,22.25,286.0,10.21,153.0,5.46,46.0,1.64,36.0,1.29,7.0,0.25,33.0,1.1785714285714286,98.0,215.0,0.46,46.0,120.0,0.38,44.0,59.0,0.75
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Lewis,Elias",Elias,Lewis,0,G,28,683.0,24.392857142857142,226.0,8.07,85.0,3.04,36.0,1.29,26.0,0.93,15.0,0.54,22.0,0.7857142857142857,86.0,199.0,0.43,45.0,123.0,0.37,9.0,14.0,0.64
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Tucker,Nate",Nate,Tucker,0,G,28,742.0,26.5,342.0,12.21,150.0,5.36,56.0,2.0,35.0,1.25,4.0,0.14,39.0,1.3928571428571428,123.0,250.0,0.49,21.0,68.0,0.31,75.0,82.0,0.91
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Thomas,Trevon",Trevon,Thomas,0,G,14,96.0,6.857142857142857,36.0,2.57,15.0,1.07,0.0,0.0,2.0,0.14,0.0,0.0,7.0,0.5,10.0,26.0,0.38,6.0,16.0,0.38,10.0,14.0,0.71
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,Trine,"Roller,Jess",Jess,Roller,0,G,18,111.0,6.166666666666667,27.0,1.5,21.0,1.17,5.0,0.28,4.0,0.22,1.0,0.06,9.0,0.5,8.0,32.0,0.25,1.0,8.0,0.13,10.0,12.0,0.83
