conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Brooks, Breana",0,,14,117,35,.359,482,61,234,4,2,32,0,1,3,6,0,0,4,0,27,118,13,95,23,305.5,0,2.00,0.03,0.23,1.01,0.01,2.61
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Foster, Jada",0,,18,19,0,-.067,30,10,8,2,1,9,0,2,6,26,0,0,42,3,23,1,0,1,0,10.5,0,0.42,0.11,1.21,0.05,0.11,0.55
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Shaw, Alexis",0,,16,121,36,.297,818,89,332,8,2,68,0,0,1,3,0,0,3,0,88,77,7,72,5,373,0,2.74,0.07,0.73,0.64,0.00,3.08
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Nash, Niya",0,,13,121,37,.132,258,21,55,1278,26,3043,0,51,55,591,0,0,4,2,320,29,15,27,2,121.5,3,0.45,10.56,2.64,0.24,0.42,1.00
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Smith, Hannah",0,,6,121,37,.267,1151,169,476,17,5,149,0,81,58,540,0,0,521,33,460,48,6,45,3,582.5,1,3.93,0.14,3.80,0.40,0.67,4.81
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Vazquez, Aajah",0,,12,20,6,.118,51,13,19,1,0,10,0,2,4,18,0,0,0,0,8,14,2,14,0,28,0,0.95,0.05,0.40,0.70,0.10,1.40
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Schmidt, Madi",0,,17,118,35,.161,747,123,243,11,3,123,0,47,58,385,0,0,735,62,302,22,1,22,0,301,0,2.06,0.09,2.56,0.19,0.40,2.55
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Clay, Brianna",0,,11,81,25,.391,361,33,174,4,2,37,0,16,16,196,0,0,11,3,37,56,4,50,6,221,1,2.15,0.05,0.46,0.69,0.20,2.73
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Clabo, Alissa",0,,4,10,0,.200,15,4,7,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,0,7.5,0,0.70,0.00,0.20,0.10,0.00,0.75
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Liles, Kathryn",0,,24,113,1,.048,21,3,4,95,1,270,0,33,19,450,0,0,3,2,188,1,0,1,0,37.5,0,0.04,0.84,1.66,0.01,0.29,0.33
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Wright, Casey",0,,7,15,0,.233,30,2,9,1,0,3,0,0,6,24,0,0,23,3,10,0,1,0,0,9,0,0.60,0.07,0.67,0.00,0.00,0.60
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Carroll, Caylen",0,,1,25,0,.000,1,0,0,2,0,6,0,7,10,65,0,0,11,2,13,0,0,0,0,7,0,0.00,0.08,0.52,0.00,0.28,0.28
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Samples, Abbey",0,,3,24,0,.267,86,12,35,1,0,4,0,0,0,6,0,0,0,0,10,3,1,2,1,37,0,1.46,0.04,0.42,0.13,0.00,1.54
odac,Old Dominion Athletic Conference (ODAC),2025-26,wvball,Virginia Wesleyan,"Baker, Ava",0,,5,32,8,.303,76,12,35,1,0,5,0,0,0,0,0,0,3,0,8,23,2,20,3,48,0,1.09,0.03,0.25,0.72,0.00,1.50
