season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Sophia Sanchez,Sophia,Sanchez,0,783,Sophia Sanchez,"SANCHEZ,SOPHIA",Widener,WIDENER,997-4957,10,0,1,0,4,17,0,8,2,1,9,0,2,1,56,2,5,7,6,0,11,0,0,10,0.24,0.00,0.50,0.90,0.70,0.10,0.20,0.00,1
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Grace Egli,Grace,Egli,0,783,Grace Egli,"EGLI,GRACE",Widener,WIDENER,997-4673,1,0,2,0,0,2,0,0,2,1,1,0,0,0,5,1,0,1,0,0,2,0,0,1,0.00,0.00,0.50,1.00,1.00,0.00,0.00,0.00,2
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Lindsay Kutz,Lindsay,Kutz,*,783,Lindsay Kutz,"KUTZ,LINDSAY",Widener,WIDENER,997-4226,27,27,3,0,146,329,25,74,76,46,363,16,57,83,878,73,150,223,73,0,68,2,0,27,0.44,0.34,0.61,13.44,8.26,3.07,2.11,0.59,3
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Breelynn Leary,Breelynn,Leary,0,783,Breelynn Leary,"LEARY,BREELYNN",Widener,WIDENER,997-4674,16,0,4,0,20,61,5,21,6,3,48,0,7,7,155,9,15,24,10,0,9,0,0,16,0.33,0.24,0.50,3.00,1.50,0.44,0.44,0.00,4
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Mikeala Stair,Mikeala,Stair,0,783,Mikeala Stair,"STAIR,MIKEALA",Widener,WIDENER,997-4959,13,0,10,0,7,19,0,4,8,7,21,2,2,4,84,3,12,15,11,0,5,0,0,13,0.37,0.00,0.88,1.62,1.15,0.31,0.15,0.15,10
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Liliana Metrick,Liliana,Metrick,0,783,Liliana Metrick,"METRICK,LILIANA",Widener,WIDENER,997-4960,27,0,11,0,65,175,26,89,37,29,185,2,24,41,556,17,31,48,51,0,45,1,0,27,0.37,0.29,0.78,6.85,1.78,1.52,0.89,0.07,11
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Kimberly Casiello,Kimberly,Casiello,*,783,Kimberly Casiello,"CASIELLO,KIMBERLY",Widener,WIDENER,997-4223,27,27,12,0,30,94,10,43,41,29,99,3,28,77,628,11,59,70,55,0,45,2,0,27,0.32,0.23,0.71,3.67,2.59,2.85,1.04,0.11,12
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Giada Palmieri,Giada,Palmieri,0,783,Giada Palmieri,"PALMIERI,GIADA",Widener,WIDENER,997-4460,27,0,14,0,71,157,1,4,91,64,207,1,23,24,443,51,78,129,58,0,41,1,0,27,0.45,0.25,0.70,7.67,4.78,0.89,0.85,0.04,14
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Meredith Dufner,Meredith,Dufner,0,783,Meredith Dufner,"DUFNER,MEREDITH",Widener,WIDENER,997-4961,19,0,15,0,10,36,1,14,19,10,31,1,9,4,126,12,18,30,26,0,17,0,0,19,0.28,0.07,0.53,1.63,1.58,0.21,0.47,0.05,15
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Jayla Daniels,Jayla,Daniels,0,783,Jayla Daniels,"DANIELS,JAYLA",Widener,WIDENER,997-4675,27,21,21,0,64,176,4,33,62,39,171,4,64,74,552,23,70,93,54,1,71,1,0,27,0.36,0.12,0.63,6.33,3.44,2.74,2.37,0.15,21
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Kelly Donnelly,Kelly,Donnelly,0,783,Kelly Donnelly,"DONNELLY,KELLY",Widener,WIDENER,997-4676,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Mia Elisano,Mia,Elisano,0,783,Mia Elisano,"ELISANO,MIA",Widener,WIDENER,997-4464,13,0,24,0,7,27,1,7,5,5,20,2,3,4,83,8,14,22,9,0,8,0,0,13,0.26,0.14,1.00,1.54,1.69,0.31,0.23,0.15,24
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Marie Meyers,Marie,Meyers,0,783,Marie Meyers,"MEYERS,MARIE",Widener,WIDENER,997-4958,11,0,25,0,7,19,1,4,0,0,15,1,1,1,63,3,10,13,7,0,2,0,0,11,0.37,0.25,0.00,1.36,1.18,0.09,0.09,0.09,25
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Avalyn Baer,Avalyn,Baer,*,783,Avalyn Baer,"BAER,AVALYN",Widener,WIDENER,997-4230,27,27,31,0,113,259,1,7,99,69,296,15,37,20,779,82,85,167,62,0,41,1,0,27,0.44,0.14,0.70,10.96,6.19,0.74,1.37,0.56,31
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Mia Robbins,Mia,Robbins,*,783,Mia Robbins,"ROBBINS,MIA",Widener,WIDENER,997-4227,6,6,32,0,46,79,1,1,36,27,120,4,10,10,140,14,34,48,15,0,17,0,0,6,0.58,1.00,0.75,20.00,8.00,1.67,1.67,0.67,32
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Riley Stackhouse,Riley,Stackhouse,*,783,Riley Stackhouse,"STACKHOUSE,RILEY",Widener,WIDENER,997-4677,27,27,33,0,115,289,24,99,99,70,324,12,65,47,852,34,67,101,65,0,48,1,0,27,0.40,0.24,0.71,12.00,3.74,1.74,2.41,0.44,33
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Widener,Kaitlin Meenan,Kaitlin,Meenan,0,783,Kaitlin Meenan,"MEENAN,KAITLIN",Widener,WIDENER,997-4462,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Marinelli,Emily",Emily,Marinelli,G,679,"Marinelli,Emily","MARINELLI,EMILY",Stevens,Stev,1230-7711,25,0,01,0,20,51,10,31,3,1,51,0,7,17,189,5,9,14,15,0,24,0,0,25,0.39,0.32,0.33,2.04,0.56,0.68,0.28,0.00,01
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Schubiger,Olivia",Olivia,Schubiger,G,679,"Schubiger,Olivia","SCHUBIGER,OLIVIA",Stevens,Stev,1230-7186,27,27,02,0,141,322,0,2,53,41,323,2,38,52,880,41,65,106,44,0,56,0,0,27,0.44,0.00,0.77,11.96,3.93,1.93,1.41,0.07,02
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Castro,Leyla",Leyla,Castro,G,679,"Castro,Leyla","CASTRO,LEYLA",Stevens,Stev,1230-7187,27,27,03,0,116,356,61,174,100,61,354,9,63,120,853,20,117,137,63,0,79,0,0,27,0.33,0.35,0.61,13.11,5.07,4.44,2.33,0.33,03
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Bogutsky,Katherine",Katherine,Bogutsky,G,679,"Bogutsky,Katherine","BOGUTSKY,KATHERINE",Stevens,Stev,1230-7527,25,0,04,0,27,68,17,45,16,12,83,0,6,9,206,6,19,25,39,0,13,2,0,25,0.40,0.38,0.75,3.32,1.00,0.36,0.24,0.00,04
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Williams,Sugar",Sugar,Williams,G,679,"Williams,Sugar","WILLIAMS,SUGAR",Stevens,Stev,1230-7524,11,0,05,0,3,8,0,0,4,2,8,0,4,3,48,3,1,4,6,0,4,0,0,11,0.38,0.00,0.50,0.73,0.36,0.27,0.36,0.00,05
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Gentilucci,Morgan",Morgan,Gentilucci,G,679,"Gentilucci,Morgan","GENTILUCCI,MORGAN",Stevens,Stev,1230-7708,18,0,10,0,7,30,1,2,8,5,20,1,4,8,95,6,5,11,10,0,8,0,0,18,0.23,0.50,0.63,1.11,0.61,0.44,0.22,0.06,10
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Duval,Isabella",Isabella,Duval,G,679,"Duval,Isabella","DUVAL,ISABELLA",Stevens,Stev,1230-7189,27,27,11,0,62,180,55,144,12,7,186,0,10,40,708,15,32,47,36,0,31,0,0,27,0.34,0.38,0.58,6.89,1.74,1.48,0.37,0.00,11
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Nair,Trisha",Trisha,Nair,G,679,"Nair,Trisha","NAIR,TRISHA",Stevens,Stev,1230-7528,5,0,12,0,2,6,0,1,0,0,4,0,0,3,24,1,2,3,1,0,0,0,0,5,0.33,0.00,0.00,0.80,0.60,0.60,0.00,0.00,12
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Loffredo,Dorothy",Dorothy,Loffredo,F,679,"Loffredo,Dorothy","LOFFREDO,DOROTHY",Stevens,Stev,1230-7190,27,27,13,0,64,176,2,6,35,31,161,10,19,46,693,30,97,127,60,0,45,1,0,27,0.36,0.33,0.89,5.96,4.70,1.70,0.70,0.37,13
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Curanovic,Isabella",Isabella,Curanovic,G,679,"Curanovic,Isabella","CURANOVIC,ISABELLA",Stevens,Stev,1230-7707,9,0,14,0,2,12,0,1,6,2,6,1,2,6,41,3,9,12,6,0,5,0,0,9,0.17,0.00,0.33,0.67,1.33,0.67,0.22,0.11,14
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Thomas,Ceejay",Ceejay,Thomas,F,679,"Thomas,Ceejay","THOMAS,CEEJAY",Stevens,Stev,1230-7713,14,0,20,0,19,54,3,9,44,33,74,7,8,19,178,19,38,57,17,0,29,0,0,14,0.35,0.33,0.75,5.29,4.07,1.36,0.57,0.50,20
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Skopic,Maja",Maja,Skopic,F,679,"Skopic,Maja","SKOPIC,MAJA",Stevens,Stev,1230-7712,8,0,21,0,4,12,0,1,0,0,8,2,5,3,31,5,3,8,4,0,1,0,0,8,0.33,0.00,0.00,1.00,1.00,0.38,0.63,0.25,21
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"O'Boyle,Fiona",Fiona,O'Boyle,F,679,"O'Boyle,Fiona","O'BOYLE,FIONA",Stevens,Stev,1230-7526,26,0,22,0,55,118,0,4,54,35,145,24,26,29,443,62,95,157,47,0,26,0,0,26,0.47,0.00,0.65,5.58,6.04,1.12,1.00,0.92,22
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Abramson,Maya",Maya,Abramson,F,679,"Abramson,Maya","ABRAMSON,MAYA",Stevens,Stev,1230-7706,27,0,23,0,70,176,10,51,36,20,170,23,22,34,502,55,106,161,30,0,29,0,0,27,0.40,0.20,0.56,6.30,5.96,1.26,0.81,0.85,23
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Love,Grace",Grace,Love,G,679,"Love,Grace","LOVE,GRACE",Stevens,Stev,1230-7710,7,0,24,0,8,15,7,12,0,0,23,0,2,1,25,0,1,1,3,0,3,0,0,7,0.53,0.58,0.00,3.29,0.14,0.14,0.29,0.00,24
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Kehoe,Audrey",Audrey,Kehoe,F,679,"Kehoe,Audrey","KEHOE,AUDREY",Stevens,Stev,1230-7192,27,27,34,0,50,108,0,0,39,19,119,26,19,18,459,72,72,144,71,0,38,2,0,27,0.46,0.00,0.49,4.41,5.33,0.67,0.70,0.96,34
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Stevens,"Kinne,Camryn",Camryn,Kinne,G,679,"Kinne,Camryn","KINNE,CAMRYN",Stevens,Stev,1230-7709,5,0,42,0,4,7,1,3,3,1,10,0,0,1,25,0,3,3,1,0,2,0,0,5,0.57,0.33,0.33,2.00,0.60,0.20,0.00,0.00,42
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Milanesi,Charlotte",Charlotte,Milanesi,G,411,"Milanesi,Charlotte","MILANESI,CHARLOTTE",Messiah,Mess,995-4123,29,29,01,0,120,279,30,95,85,59,329,7,62,135,985,37,89,126,71,0,99,1,0,29,0.43,0.32,0.69,11.34,4.34,4.66,2.14,0.24,01
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Fenchel,Brooke",Brooke,Fenchel,G,411,"Fenchel,Brooke","FENCHEL,BROOKE",Messiah,Mess,995-4468,29,0,03,0,51,141,11,46,56,37,150,25,27,45,697,19,40,59,33,0,61,0,0,29,0.36,0.24,0.66,5.17,2.03,1.55,0.93,0.86,03
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Bell,Ainsley",Ainsley,Bell,G,411,"Bell,Ainsley","BELL,AINSLEY",Messiah,Mess,995-4239,28,6,04,0,39,91,8,28,16,12,98,6,13,18,471,23,39,62,18,0,7,0,0,28,0.43,0.29,0.75,3.50,2.21,0.64,0.46,0.21,04
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Miller,Unity",Unity,Miller,G,411,"Miller,Unity","MILLER,UNITY",Messiah,Mess,995-4469,5,0,08,0,0,3,0,2,0,0,0,0,0,0,11,0,1,1,2,0,0,0,0,5,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,08
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Wood,EmmyFaith",EmmyFaith,Wood,G,411,"Wood,EmmyFaith","WOOD,EMMYFAITH",Messiah,Mess,995-4242,29,29,11,0,83,235,30,105,40,33,229,6,35,61,814,13,80,93,58,0,68,0,0,29,0.35,0.29,0.83,7.90,3.21,2.10,1.21,0.21,11
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Fetterman,Emma",Emma,Fetterman,G,411,"Fetterman,Emma","FETTERMAN,EMMA",Messiah,Mess,995-4243,10,0,12,0,6,18,5,11,0,0,17,0,0,2,53,2,0,2,4,0,3,0,0,10,0.33,0.45,0.00,1.70,0.20,0.20,0.00,0.00,12
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Kauffeldt,April",April,Kauffeldt,F,411,"Kauffeldt,April","KAUFFELDT,APRIL",Messiah,Mess,995-4641,26,10,13,0,38,84,1,1,10,3,80,7,13,8,419,49,102,151,38,0,26,0,0,26,0.45,1.00,0.30,3.08,5.81,0.31,0.50,0.27,13
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Cook,Hope",Hope,Cook,G,411,"Cook,Hope","COOK,HOPE",Messiah,Mess,995-4324,29,29,14,0,72,199,59,153,25,12,215,1,14,48,673,3,44,47,35,0,38,0,0,29,0.36,0.39,0.48,7.41,1.62,1.66,0.48,0.03,14
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Gassman,Maddy",Maddy,Gassman,G,411,"Gassman,Maddy","GASSMAN,MADDY",Messiah,Mess,995-4642,18,0,15,0,8,23,0,6,10,6,22,0,5,11,103,7,9,16,5,0,6,0,0,18,0.35,0.00,0.60,1.22,0.89,0.61,0.28,0.00,15
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Griffin,Gisaiah",Gisaiah,Griffin,G,411,"Griffin,Gisaiah","GRIFFIN,GISAIAH",Messiah,Mess,995-4643,5,0,20,0,0,2,0,0,2,1,1,0,3,0,9,1,1,2,1,0,3,0,0,5,0.00,0.00,0.50,0.20,0.40,0.00,0.60,0.00,20
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Fogarty,Raegan",Raegan,Fogarty,F,411,"Fogarty,Raegan","FOGARTY,RAEGAN",Messiah,Mess,995-4241,23,14,22,0,13,53,0,2,3,2,28,6,14,21,345,21,41,62,24,0,15,0,0,23,0.25,0.00,0.67,1.22,2.70,0.91,0.61,0.26,22
2025-26,wbball,Middle Atlantic Conferences (MAC),mac,Messiah,"Monturo,Liv",Liv,Monturo,F,411,"Monturo,Liv","MONTURO,LIV",Messiah,Mess,995-3719,28,28,23,0,236,455,0,0,153,116,588,38,38,54,901,89,149,238,60,0,60,0,0,28,0.52,0.00,0.76,21.00,8.50,1.93,1.36,1.36,23
