conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Spencer Will,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,1,02:33,2,1,0,0,0,0,0,0,0,5,47.06,.333,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Max Youssefnia,,,,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,5,8,0,3,0,3,.625
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Dylan Hsu,,,,9,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,1,203:00,20,0,1.000,,,,,,,,,,,,,,,12,18,0,11,6,5,.667
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Bob Gross,,,,14,14,0,0,0,0,0,0,9,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,23,3,863:00,20,0,1.000,,,,,,,,,,,,,,,50,96,0,35,11,24,.521
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Mike Hanlon,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,00:00,0,0,1.000,,,,,,,,,,,,,,,1,2,0,0,0,0,.500
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Brendan Reilly,,,,18,18,0,0,0,0,0,0,9,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,39,0,26,5,1103:00,20,0,1.000,,,,,,,,,,,,,,,51,104,0,41,19,22,.490
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Joshua Scott,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Brayden Stroh,,,,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,18,0,4,7,00:00,0,0,1.000,,,,,,,,,,,,,,,3,7,0,2,1,1,.429
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Oscar Smink,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Mitch Likins,,,,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,503:00,20,0,1.000,12,522:38,94,122,0,6,5,0,1,0,0,368,10.79,.565,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Nico Berger,,,,17,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,12,1,00:00,0,0,1.000,,,,,,,,,,,,,,,12,20,0,6,1,5,.600
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Andrew Hahm,,,,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,4,6,503:00,20,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Jack Neiger,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Willie Doyle,,,,18,2,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,21,0,120:00,0,0,1.000,,,,,,,,,,,,,,,47,95,0,37,17,20,.495
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Mason Chandler,,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,10,0,2,0,00:00,0,54,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Devon Christian,,,,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,1,00:00,0,0,1.000,,,,,,,,,,,,,,,14,31,0,7,4,3,.452
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Brooks Catlin,,,,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,3,600:00,0,0,1.000,11,541:45,68,86,0,8,3,0,0,0,0,275,7.53,.558,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Carter Cave,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,1,0,60:00,0,8,1.000,,,,,,,,,,,,,,,0,0,0,0,0,0,.000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Nicholas Kopp,,,,17,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,216,125,77,0,5,1,1043:00,20,341,1.000,,,,,,,,,,,,,,,7,10,0,3,0,3,.700
nescac,New England Small College Athletic Conference (NESCAC),2025-26,mlax,Amherst,Luciano Chadha,,,,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,3,13,600:00,0,0,1.000,,,,,,,,,,,,,,,1,1,0,1,0,1,1.000
