season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,composite_score,global_rank,rating
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,Elise Boyd,Elise,Boyd,,30037,Elise Boyd,0,0TRINE,5,-1,,,1,2,2,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.500,3,2,0,.000,2.000,3.000,-2,0,0,0,0,0,0,0,0,-2,1.000,0,.000,,0,0,1,0,"2,1",2.00,2,1,"1,1",1.00,1,1,"1,2",0.50,1,2,0,0,0,0,0,0,0,0,0,0,"1,1",0,0,0,0,33,0,0,0,0,1,0,,Trine,TRINE,1091-4933,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7650250863503,1,99
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,Emma Lee,Emma,Lee,,30037,Emma Lee,0,0TRINE,50,50,,,147,52,59,62,9,2,18,13,0,7,11,4,19,2,0,2,0,0,0,1,0,3,0,0.467,126,169,21,.905,.401,.857,73,3,1,0,0,0,0,0,0,77,.987,0,.000,,3,7,31,45,"19,56",0.34,19,56,"37,100",0.37,37,100,"24,71",0.34,24,71,"3,7",0.43,3,7,0,0,0,0,"16,29","11,23","58,108",179,0,0,0,0,0,0,0,12,52,0,,Trine,TRINE,1091-3138,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.689059971614341,2,99
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,Debbie Hill,Debbie,Hill,,30037,Debbie Hill,0,0TRINE,49,50,,,132,41,55,60,11,1,17,43,0,4,20,3,0,0,0,5,0,0,0,0,0,1,0,0.554,119,184,0,.000,.417,.902,1,16,3,0,0,8,3,0,0,20,.850,11,.727,,2,3,17,44,"18,36",0.50,18,36,"34,75",0.45,34,75,"23,52",0.44,23,52,"1,12",0.08,1,12,0,0,0,0,"12,27","14,25","56,93",150,0,0,0,33,0,0,0,8,17,0,,Trine,TRINE,1091-3134,True,72,1,6,13,3,0,2,1,0,0,71.2,32,20,15,80,10,1,1,1.95,286,310,2,3,0,2,3,0,0,12,.252,50,77,0,"6,17","16,45","14,31",0,"4,20",,,,13.87350065210763,3,99
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,Tyra Marcum,Tyra,Marcum,,30037,Tyra Marcum,0,0TRINE,49,49,,,148,49,68,62,20,1,18,25,0,5,17,3,1,0,0,2,0,0,0,0,0,0,0,0.544,144,180,1,1.000,.459,.973,235,7,5,0,0,0,0,8,0,247,.980,0,.000,,5,3,26,35,"24,52",0.46,24,52,"42,86",0.49,42,86,"25,54",0.46,25,54,"4,12",0.33,4,12,0,0,0,0,"13,31","7,19","62,93",89,0,0,0,"1,1",1.00,1,1,12,24,0,,Trine,TRINE,1091-4439,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.830131935995032,4,98
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Saint Mary's,Isabelle Hochmuth,Isabelle,Hochmuth,,8688,Isabelle Hochmuth,0,0ST. MARY,42,42,,,124,34,50,52,13,2,11,12,0,3,3,0,11,4,0,4,0,0,0,0,0,1,0,0.455,100,143,15,.733,.403,.806,75,0,2,0,0,0,0,0,0,77,.974,0,.000,,6,3,29,40,"14,38",0.37,14,38,"32,72",0.44,32,72,"25,52",0.48,25,52,"1,5",0.20,1,5,0,0,0,0,"16,35","18,25","49,78",30,0,0,0,0,0,0,0,13,24,0,,Saint Mary's,ST. MARY,1090-519,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.144901737819067,5,98
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Adrian,Taylor Gerhardt,Taylor,Gerhardt,,4,Taylor Gerhardt,0,0ADRIAN,41,39,,,147,58,71,27,9,6,4,12,1,3,12,5,37,2,1,0,0,0,0,0,0,0,0,0.531,104,163,39,.949,.483,.707,97,6,3,0,0,0,0,0,0,106,.972,0,.000,,8,4,19,36,"17,37",0.46,17,37,"25,56",0.45,25,56,"25,43",0.58,25,43,"7,13",0.54,7,13,0,0,0,0,"36,60","8,10","34,59",113,0,0,0,0,0,0,0,4,33,0,,Adrian,ADRIAN,1083-6725,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.096061005244175,6,98
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,Carly Dole,Carly,Dole,,114,Carly Dole,0,0CALVIN,48,48,,,152,38,50,48,14,1,8,23,1,2,18,0,16,3,3,3,0,0,0,0,1,2,0,0.417,90,183,19,.842,.329,.592,35,-4,7,0,0,0,0,1,0,38,.816,0,.000,,11,6,30,53,"21,60",0.35,21,60,"29,85",0.34,29,85,"19,52",0.37,19,52,"3,8",0.38,3,8,0,0,0,0,"8,28","19,26","63,101",72,0,0,0,0,0,0,0,21,17,0,,Calvin,CALVIN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.506334249007436,7,97
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Trine,Karley Trine,Karley,Trine,,30037,Karley Trine,0,0TRINE,43,43,,,148,46,62,40,13,5,8,4,0,1,9,2,1,0,2,1,0,0,0,1,0,1,0,0.435,109,156,1,1.000,.419,.736,59,5,0,0,0,0,0,0,0,64,1.000,0,.000,,6,7,25,50,"15,42",0.36,15,42,"37,88",0.42,37,88,"20,46",0.43,20,46,"5,12",0.42,5,12,0,0,0,0,"9,20","8,10","48,91",104,0,0,0,1,0,0,0,9,29,0,,Trine,TRINE,1091-3142,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.942104341059906,8,97
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Hope,"Maynard, Terin",Terin,Maynard,,286,"Maynard, Terin",0,0HOPE,36,36,,,109,48,52,31,5,7,3,17,0,2,9,3,16,3,3,3,0,0,0,0,0,0,0,0.542,80,134,19,.842,.477,.734,29,42,3,0,0,2,1,2,0,74,.959,3,.667,,7,2,25,24,"15,34",0.44,15,34,"23,46",0.50,23,46,"19,36",0.53,19,36,"1,0",0,1,0,0,0,0,0,"19,34","12,16","44,58",69,0,0,0,0,0,0,0,12,15,0,,Hope,HOPE,1087-3400,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81256292548977,9,97
2026-27,softball,Michigan Intercollegiate Athletic Association (MIAA),miaa,Calvin,Natalie Bush,Natalie,Bush,,114,Natalie Bush,0,0CALVIN,50,49,,,160,28,54,46,15,1,11,11,0,0,13,2,2,1,0,2,0,0,0,0,1,0,0,0.376,104,173,3,.667,.338,.650,47,3,1,0,0,1,0,0,0,51,.980,1,1.000,,6,4,30,59,"17,55",0.31,17,55,"30,95",0.32,30,95,"24,77",0.31,24,77,"4,10",0.40,4,10,0,0,0,0,"19,39","11,17","53,102",21,0,0,0,25,0,0,0,16,42,0,,Calvin,CALVIN,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.745256682957868,10,96
