conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Crawford, Morgan",0,,19,3,0,.000,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.33,0.33
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Gass, Audrey",0,,6,9,0,-.333,3,1,0,11,0,34,0,4,1,14,0,0,4,0,6,0,0,0,0,4,0,0.00,1.22,0.67,0.00,0.44,0.44
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Myers, Isabella",0,,8,107,45,.250,1218,132,437,31,1,120,0,28,31,340,0,0,478,28,332,44,3,36,8,491,0,4.08,0.29,3.10,0.41,0.26,4.59
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"O'Connor, Alex",0,,3,106,31,.083,12,2,3,22,2,111,0,34,29,437,0,0,417,31,298,0,0,0,0,37,0,0.03,0.21,2.81,0.00,0.32,0.35
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Atcher, Addie",0,,13,91,7,.230,795,99,282,5,3,40,0,1,0,3,0,0,71,8,56,28,8,19,9,301.5,0,3.10,0.05,0.62,0.31,0.01,3.31
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Beatty, Kennedy",0,,11,92,14,.000,9,1,1,32,0,87,0,34,37,360,0,0,262,22,212,0,0,0,0,35,0,0.01,0.35,2.30,0.00,0.37,0.38
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Roberts, Cecelia",0,,22,107,46,.174,533,100,193,7,5,37,0,14,21,163,0,0,9,1,43,74,4,62,12,250,0,1.80,0.07,0.40,0.69,0.13,2.34
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Rogers, Clara",0,,10,32,4,.157,102,17,33,0,3,14,0,0,0,0,0,0,0,0,12,11,2,8,3,40,0,1.03,0.00,0.38,0.34,0.00,1.25
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Lentz, Macy",0,,23,107,46,.197,335,32,98,1101,37,3061,0,36,31,391,0,0,12,0,310,44,2,38,6,159,2,0.92,10.29,2.90,0.41,0.34,1.49
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Kaiser, Lilly",0,,5,98,43,.329,435,64,207,15,4,49,0,30,27,233,0,0,13,1,86,64,8,56,8,273,1,2.11,0.15,0.88,0.65,0.31,2.79
