season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,matches_played,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,attack_stats,set_stats,serve_stats,defense_stats,block_stats,misc_stats
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Gavros, Zoe",Zoe,Gavros,,119,"Gavros, Zoe","GAVROS, ZOE",Carnegie Mellon,CMU,0,12,0,9,0,9,0,.000,8,0,0,8,0,46,0,3,6,40,0,0,54,0,61,0,0,0,0,3,0,0.00,0.67,5.08,0.00,0.25,0.25,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Tummala, Neha",Neha,Tummala,,119,"Tummala, Neha","TUMMALA, NEHA",Carnegie Mellon,CMU,0,11,4,8,0,8,0,.444,9,0,4,64,0,169,0,5,3,45,0,0,4,0,27,0,0,0,0,9,0,0.36,5.82,2.45,0.00,0.45,0.82,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Giang, Kate",Kate,Giang,,119,"Giang, Kate","GIANG, KATE",Carnegie Mellon,CMU,0,13,4,18,0,18,0,.268,138,19,56,3,1,20,0,4,5,50,0,0,64,2,39,3,0,1,2,62.5,0,4.31,0.23,3.00,0.23,0.31,4.81,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Marshall, Katherine",Katherine,Marshall,,119,"Marshall, Katherine","MARSHALL, KATHERINE",Carnegie Mellon,CMU,0,12,1,7,0,7,0,.179,56,6,16,0,1,6,0,0,0,6,0,0,22,1,9,2,0,2,0,17,0,1.33,0.00,0.75,0.17,0.00,1.42,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Saffert, Izzy",Izzy,Saffert,,119,"Saffert, Izzy","SAFFERT, IZZY",Carnegie Mellon,CMU,0,10,0,11,0,11,0,.000,0,0,0,2,0,7,0,3,1,16,0,0,9,1,8,0,0,0,0,3,0,0.00,0.20,0.80,0.00,0.30,0.30,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Shearn, Brynn",Brynn,Shearn,,119,"Shearn, Brynn","SHEARN, BRYNN",Carnegie Mellon,CMU,0,12,3,3,0,3,0,.250,28,2,9,2,1,13,0,10,4,41,0,0,58,4,21,1,0,0,1,20,0,0.75,0.17,1.75,0.08,0.83,1.67,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Pan, Sophie",Sophie,Pan,,119,"Pan, Sophie","PAN, SOPHIE",Carnegie Mellon,CMU,0,13,2,1,0,1,0,.247,77,11,30,0,0,5,0,0,0,0,0,0,1,0,1,6,1,1,5,35.5,0,2.31,0.00,0.08,0.46,0.00,2.73,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Smith, Caroline",Caroline,Smith,,119,"Smith, Caroline","SMITH, CAROLINE",Carnegie Mellon,CMU,0,13,4,15,0,15,0,.443,61,5,32,1,0,5,0,4,5,49,0,0,1,0,15,17,1,10,7,48,0,2.46,0.08,1.15,1.31,0.31,3.69,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Lee, Dani",Dani,Lee,,119,"Lee, Dani","LEE, DANI",Carnegie Mellon,CMU,0,13,0,2,0,2,0,.000,8,0,0,68,1,187,0,7,5,59,0,0,0,0,21,0,0,0,0,7,0,0.00,5.23,1.62,0.00,0.54,0.54,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Devereux, Logan",Logan,Devereux,,119,"Devereux, Logan","DEVEREUX, LOGAN",Carnegie Mellon,CMU,0,13,4,19,0,19,0,.084,83,16,23,0,0,8,0,0,0,0,0,0,0,0,9,8,0,7,1,27.5,0,1.77,0.00,0.69,0.62,0.00,2.12,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Jin, Melissa",Melissa,Jin,,119,"Jin, Melissa","JIN, MELISSA",Carnegie Mellon,CMU,0,8,0,20,0,20,0,.200,15,2,5,19,0,42,0,1,0,12,0,0,0,0,10,0,0,0,0,6,0,0.63,2.38,1.25,0.00,0.13,0.75,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Corsello, Ellie",Ellie,Corsello,,119,"Corsello, Ellie","CORSELLO, ELLIE",Carnegie Mellon,CMU,0,6,2,4,0,4,0,.000,8,3,3,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,4,0,0.50,0.00,0.33,0.33,0.00,0.67,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Chen, Chloe",Chloe,Chen,,119,"Chen, Chloe","CHEN, CHLOE",Carnegie Mellon,CMU,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Davila, Ana",Ana,Davila,,119,"Davila, Ana","DAVILA, ANA",Carnegie Mellon,CMU,0,3,0,6,0,6,0,.333,9,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3.5,0,1.00,0.00,0.33,0.33,0.00,1.17,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Lee, Zoe",Zoe,Lee,,119,"Lee, Zoe","LEE, ZOE",Carnegie Mellon,CMU,0,1,0,10,0,10,0,.000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0.00,0.00,1.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Carnegie Mellon,"Lin, Chloe",Chloe,Lin,,119,"Lin, Chloe","LIN, CHLOE",Carnegie Mellon,CMU,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Luo, Sophia",Sophia,Luo,,217,"Luo, Sophia","LUO, SOPHIA",Emory,EU,1197-3227,9,2,5,0,5,0,.395,43,2,19,0,0,0,0,0,0,0,0,0,0,0,8,6,0,6,0,22,0,2.11,0.00,0.89,0.67,0.00,2.44,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Massenat, Jillian",Jillian,Massenat,,217,"Massenat, Jillian","MASSENAT, JILLIAN",Emory,EU,1197-3228,9,0,22,0,22,0,.000,4,0,0,8,0,34,0,0,4,32,0,0,37,0,36,0,0,0,0,0,1,0.00,0.89,4.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Hong, Bekah",Bekah,Hong,,217,"Hong, Bekah","HONG, BEKAH",Emory,EU,1197-3226,1,0,10,0,10,0,.000,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,0,0,0,0,0.0,0,0.00,0.00,2.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Staniskis, Gabija",Gabija,Staniskis,,217,"Staniskis, Gabija","STANISKIS, GABIJA",Emory,EU,1197-3229,9,1,19,0,19,0,.161,56,8,17,1,0,6,0,0,0,0,0,0,1,1,4,7,1,7,0,20.5,0,1.89,0.11,0.44,0.78,0.00,2.28,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Villanueva, Isabella",Isabella,Villanueva,,217,"Villanueva, Isabella","VILLANUEVA, ISABELLA",Emory,EU,1197-3230,7,0,25,0,25,0,.000,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Flynn, Maria",Maria,Flynn,,217,"Flynn, Maria","FLYNN, MARIA",Emory,EU,1197-3231,2,1,23,0,23,0,-.148,27,10,6,0,0,1,0,0,0,3,0,0,13,1,4,0,0,0,0,6,0,3.00,0.00,2.00,0.00,0.00,3.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Kennedy, Sydney",Sydney,Kennedy,,217,"Kennedy, Sydney","KENNEDY, SYDNEY",Emory,EU,1197-3392,7,3,15,0,15,0,.267,30,3,11,1,0,6,0,5,6,33,0,0,2,0,9,2,1,2,0,17,0,1.57,0.14,1.29,0.29,0.71,2.43,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Moore, Ella",Ella,Moore,,217,"Moore, Ella","MOORE, ELLA",Emory,EU,1197-3386,8,3,2,0,2,0,.411,73,4,34,0,1,9,0,2,4,24,0,0,39,3,31,1,0,1,0,36.5,0,4.25,0.00,3.88,0.13,0.25,4.56,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Ufret, Carolina",Carolina,Ufret,,217,"Ufret, Carolina","UFRET, CAROLINA",Emory,EU,1197-3390,9,1,3,0,3,0,-.333,3,1,0,42,0,118,0,6,5,45,0,0,0,0,19,1,0,1,0,6.5,0,0.00,4.67,2.11,0.11,0.67,0.72,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Giuliani, Skylar",Skylar,Giuliani,,217,"Giuliani, Skylar","GIULIANI, SKYLAR",Emory,EU,1197-3388,9,3,6,0,6,0,.424,33,4,18,0,0,4,0,2,1,6,0,0,1,0,0,10,1,10,0,25,0,2.00,0.00,0.00,1.11,0.22,2.78,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"McNichols, Norah",Norah,McNichols,,217,"McNichols, Norah","MCNICHOLS, NORAH",Emory,EU,1197-3389,9,2,7,0,7,0,.000,2,1,1,62,1,138,0,2,2,30,0,0,0,0,14,1,0,1,0,3.5,0,0.11,6.89,1.56,0.11,0.22,0.39,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"McBride, Elle",Elle,McBride,,217,"McBride, Elle","MCBRIDE, ELLE",Emory,EU,1197-3387,8,1,12,0,12,0,.235,51,6,18,2,0,8,0,0,1,6,0,0,17,1,2,1,0,1,0,18.5,0,2.25,0.25,0.25,0.13,0.00,2.31,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Lee, Abby",Abby,Lee,,217,"Lee, Abby","LEE, ABBY",Emory,EU,1197-3569,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"White, Kennedi",Kennedi,White,,217,"White, Kennedi","WHITE, KENNEDI",Emory,EU,1197-3571,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Bermudez, Sophia",Sophia,Bermudez,,217,"Bermudez, Sophia","BERMUDEZ, SOPHIA",Emory,EU,1197-3572,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Stevenson, Maeve",Maeve,Stevenson,,217,"Stevenson, Maeve","STEVENSON, MAEVE",Emory,EU,1197-3573,2,0,24,0,24,0,1.000,3,0,3,0,0,1,0,1,2,3,0,0,0,0,0,2,0,1,1,5.5,0,1.50,0.00,0.00,1.00,0.50,2.75,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Best, Yasmeen",Yasmeen,Best,,217,"Best, Yasmeen","BEST, YASMEEN",Emory,EU,1197-3574,0,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Nip, Lauren",Lauren,Nip,,217,"Nip, Lauren","NIP, LAUREN",Emory,EU,1197-3575,9,1,27,0,27,0,.000,1,0,0,1,0,5,0,3,2,38,0,0,24,1,26,0,0,0,0,3,0,0.00,0.11,2.89,0.00,0.33,0.33,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Brooks, Malia",Malia,Brooks,,217,"Brooks, Malia","BROOKS, MALIA",Emory,EU,1197-3391,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Emory,"Stone, Gracie",Gracie,Stone,,217,"Stone, Gracie","STONE, GRACIE",Emory,EU,1197-3570,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Goodpaster, Emily",Emily,Goodpaster,,122,"Goodpaster, Emily","GOODPASTER, EMILY",Case Western Reserve,CWRU,1195-3199,12,3,4,0,4,0,.147,109,14,30,3,0,16,0,2,1,34,0,0,65,2,30,3,0,1,2,34.5,0,2.50,0.25,2.50,0.25,0.17,2.88,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Item, Sude Naz",Sude Naz,Item,,122,"Item, Sude Naz","ITEM, SUDE NAZ",Case Western Reserve,CWRU,1195-3197,11,1,9,0,9,0,.000,5,0,0,1,0,9,0,4,1,35,0,0,54,4,23,0,0,0,0,4,0,0.00,0.09,2.09,0.00,0.36,0.36,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Yanni, Katie",Katie,Yanni,,122,"Yanni, Katie","YANNI, KATIE",Case Western Reserve,CWRU,1195-3198,5,0,23,0,23,0,.306,36,5,16,0,0,2,0,0,0,0,0,0,9,0,7,1,0,1,0,16.5,0,3.20,0.00,1.40,0.20,0.00,3.30,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Basinger, Avery",Avery,Basinger,,122,"Basinger, Avery","BASINGER, AVERY",Case Western Reserve,CWRU,1195-3349,15,4,1,0,1,0,.273,11,0,3,75,0,227,0,5,4,46,0,0,1,0,35,0,0,0,0,8,0,0.20,5.00,2.33,0.00,0.33,0.53,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Datto, Sophia",Sophia,Datto,,122,"Datto, Sophia","DATTO, SOPHIA",Case Western Reserve,CWRU,1195-3350,15,0,2,0,2,0,.167,6,1,2,7,0,38,0,1,1,14,0,0,39,3,36,0,0,0,0,3,0,0.13,0.47,2.40,0.00,0.07,0.20,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Nudd, Colleen",Colleen,Nudd,,122,"Nudd, Colleen","NUDD, COLLEEN",Case Western Reserve,CWRU,1195-3351,1,0,3,0,3,0,.000,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,1.00,0.00,0.00,0.00,0.00,1.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Olson, Sienna",Sienna,Olson,,122,"Olson, Sienna","OLSON, SIENNA",Case Western Reserve,CWRU,1195-3352,9,0,10,0,10,0,.060,50,13,16,2,0,7,0,0,0,0,0,0,0,0,5,6,0,5,1,19.5,0,1.78,0.22,0.56,0.67,0.00,2.17,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Halter, Madeline",Madeline,Halter,,122,"Halter, Madeline","HALTER, MADELINE",Case Western Reserve,CWRU,1195-3353,10,4,14,0,14,0,.115,61,9,16,3,0,7,0,0,0,0,0,0,2,0,8,1,1,1,0,16.5,0,1.60,0.30,0.80,0.10,0.00,1.65,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Esquivel, Elena",Elena,Esquivel,,122,"Esquivel, Elena","ESQUIVEL, ELENA",Case Western Reserve,CWRU,1195-3354,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Harris, Kaitlyn",Kaitlyn,Harris,,122,"Harris, Kaitlyn","HARRIS, KAITLYN",Case Western Reserve,CWRU,1195-3538,1,0,11,0,11,0,.000,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00,2.00,0.00,0.00,0.00,0.00,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Williams, Kate",Kate,Williams,,122,"Williams, Kate","WILLIAMS, KATE",Case Western Reserve,CWRU,1195-3536,9,4,12,0,12,0,-.037,27,7,6,0,0,5,0,1,0,5,0,0,0,0,4,0,0,0,0,7,1,0.67,0.00,0.44,0.00,0.11,0.78,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Beran, Thea",Thea,Beran,,122,"Beran, Thea","BERAN, THEA",Case Western Reserve,CWRU,1195-3537,14,0,13,0,13,0,.143,7,0,1,13,0,39,0,5,4,54,0,0,30,0,28,0,0,0,0,6,0,0.07,0.93,2.00,0.00,0.36,0.43,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Myers, Olivia",Olivia,Myers,,122,"Myers, Olivia","MYERS, OLIVIA",Case Western Reserve,CWRU,1195-3539,10,0,16,0,16,0,.167,42,7,14,1,2,8,0,0,0,0,0,0,2,0,3,1,0,1,0,14.5,0,1.40,0.10,0.30,0.10,0.00,1.45,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Haytayan, Isabel",Isabel,Haytayan,,122,"Haytayan, Isabel","HAYTAYAN, ISABEL",Case Western Reserve,CWRU,1195-3535,6,1,17,0,17,0,.077,13,1,2,1,0,5,0,0,0,0,0,0,0,0,2,4,1,3,1,4.5,0,0.33,0.17,0.33,0.67,0.00,0.75,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Bell, Sophie",Sophie,Bell,,122,"Bell, Sophie","BELL, SOPHIE",Case Western Reserve,CWRU,1195-3759,5,0,5,0,5,0,.000,0,0,0,0,0,1,0,1,0,10,0,0,1,0,4,0,0,0,0,1,0,0.00,0.00,0.80,0.00,0.20,0.20,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Starling, Piper",Piper,Starling,,122,"Starling, Piper","STARLING, PIPER",Case Western Reserve,CWRU,1195-3760,15,0,7,0,7,0,.313,16,0,5,75,2,215,0,8,5,70,0,0,1,0,46,0,0,0,0,13,2,0.33,5.00,3.07,0.00,0.53,0.87,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Zarow, Maya",Maya,Zarow,,122,"Zarow, Maya","ZAROW, MAYA",Case Western Reserve,CWRU,1195-3756,14,4,8,0,8,0,.266,143,18,56,0,1,8,0,1,2,29,0,0,79,4,42,4,0,2,2,60,2,4.00,0.00,3.00,0.29,0.07,4.29,,,,,,
2026-27,wvball,University Athletic Association (UAA),uaa,Case Western Reserve,"Guan, Marisa",Marisa,Guan,,122,"Guan, Marisa","GUAN, MARISA",Case Western Reserve,CWRU,1195-3754,1,0,18,0,18,0,.000,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0.0,0,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
