conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Williamson,Eden",0,G,00,25,25,30,60,1,12,43,26,87,1,51,46,552,31,58,89,38,0,17,0,0,0.50,0.08,0.60,3.48,3.56,1.84,2.04,0.04
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"McNair,Serenity",0,G,02,10,0,6,15,0,1,8,4,16,0,11,8,63,2,8,10,1,0,7,0,0,0.40,0.00,0.50,1.60,1.00,0.80,1.10,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Batch,Olive",0,F,03,9,0,7,19,3,9,6,5,22,4,2,6,45,3,14,17,3,0,3,0,0,0.37,0.33,0.83,2.44,1.89,0.67,0.22,0.44
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Munson,Josie",0,F,05,12,0,18,30,2,4,6,3,41,0,6,6,83,9,16,25,11,0,6,0,0,0.60,0.50,0.50,3.42,2.08,0.50,0.50,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Albanese,Aizlyn",0,G,07,14,0,8,23,5,16,4,3,24,3,5,2,66,5,14,19,5,0,2,0,0,0.35,0.31,0.75,1.71,1.36,0.14,0.36,0.21
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Alexander,Zahra",0,G,10,25,1,124,226,15,34,64,43,306,9,32,44,537,34,27,61,25,0,29,0,0,0.55,0.44,0.67,12.24,2.44,1.76,1.28,0.36
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Peper,Caroline",0,G,11,24,24,155,382,94,257,51,41,445,9,68,80,708,16,52,68,37,0,41,1,0,0.41,0.37,0.80,18.54,2.83,3.33,2.83,0.38
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Ding,Jolyn",0,G,12,14,0,9,22,3,8,3,1,22,0,11,8,83,9,5,14,11,0,9,0,0,0.41,0.38,0.33,1.57,1.00,0.57,0.79,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Van Der Maas,Paika",0,F,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Lagao,Olivia",0,G,14,24,1,62,182,44,124,41,36,204,1,27,40,348,6,14,20,27,0,29,0,0,0.34,0.35,0.88,8.50,0.83,1.67,1.13,0.04
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Batchelor,Brooke",0,G,20,25,25,133,278,33,91,38,32,331,13,74,63,702,41,109,150,41,0,41,0,0,0.48,0.36,0.84,13.24,6.00,2.52,2.96,0.52
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Clark,Yasmene",0,F,21,25,16,66,142,0,3,88,44,176,14,43,37,515,140,120,260,42,0,32,0,0,0.46,0.00,0.50,7.04,10.40,1.48,1.72,0.56
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Ohonde,Megan",0,F,22,19,9,29,61,1,2,29,20,79,1,19,22,190,11,29,40,31,0,25,1,0,0.48,0.50,0.69,4.16,2.11,1.16,1.00,0.05
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Goodhart,Madison",0,F,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Kenney,Caitlin",0,F,30,25,0,43,101,14,43,13,7,107,23,36,29,342,30,70,100,39,0,20,0,0,0.43,0.33,0.54,4.28,4.00,1.16,1.44,0.92
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Corral,Sofia",0,G,33,20,0,26,43,2,4,15,11,65,1,18,30,195,12,12,24,22,0,18,0,0,0.60,0.50,0.73,3.25,1.20,1.50,0.90,0.05
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Mousouroulis,Alexia",0,G,34,14,0,5,17,1,7,4,3,14,3,5,7,66,5,6,11,5,0,2,0,0,0.29,0.14,0.75,1.00,0.79,0.50,0.36,0.21
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"DuBois,Kelsey",0,C,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,New York,"Kaibara,Aila",0,G,47,25,24,98,227,51,131,27,20,267,3,29,84,506,32,38,70,34,0,70,0,0,0.43,0.39,0.74,10.68,2.80,3.36,1.16,0.12
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Psarros,Christina",0,F,01,12,0,3,17,2,11,5,4,12,0,4,5,60,3,10,13,4,0,3,0,0,0.18,0.18,0.80,1.00,1.08,0.42,0.33,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Kennedy,Lily",0,G,02,25,4,48,122,6,31,26,20,122,13,17,18,496,38,72,110,29,0,22,0,0,0.39,0.19,0.77,4.88,4.40,0.72,0.68,0.52
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Walsh,Lauren",0,G,03,23,0,25,59,10,28,19,11,71,0,25,8,194,4,15,19,22,0,12,0,0,0.42,0.36,0.58,3.09,0.83,0.35,1.09,0.00
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Allen,Riley",0,G,05,12,0,38,98,29,80,8,5,110,5,3,9,196,6,42,48,12,0,10,0,0,0.39,0.36,0.63,9.17,4.00,0.75,0.25,0.42
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Mullinax,Mary",0,G,11,25,24,87,206,15,55,47,37,226,6,18,51,648,32,125,157,41,0,49,0,0,0.42,0.27,0.79,9.04,6.28,2.04,0.72,0.24
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Starr,Emma",0,G,12,25,0,19,57,7,27,19,16,61,2,9,63,321,4,28,32,21,0,37,0,0,0.33,0.26,0.84,2.44,1.28,2.52,0.36,0.08
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Seawell,Savannah",0,F,13,13,0,14,33,0,0,8,3,31,5,1,8,71,11,13,24,19,0,6,0,0,0.42,0.00,0.38,2.38,1.85,0.62,0.08,0.38
uaa,University Athletic Association (UAA),2025-26,wbball,Emory,"Cummings,Sydney",0,G,14,11,0,5,18,4,17,2,1,15,0,1,2,51,1,5,6,2,0,3,0,0,0.28,0.24,0.50,1.36,0.55,0.18,0.09,0.00
