season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Mann,Emma",Emma,Mann,G,612,"Mann,Emma","MANN,EMMA",Saint Mary's,SMU,0,28,0,01,0,26,73,14,41,8,6,72,3,10,29,402,1,23,24,8,0,21,0,0,28,0.36,0.34,0.75,2.57,0.86,1.04,0.36,0.11,01,196.0,1,99
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Sammons,Hadley",Hadley,Sammons,G,612,"Sammons,Hadley","SAMMONS,HADLEY",Saint Mary's,SMU,0,28,0,02,0,34,86,11,45,36,25,104,2,32,34,612,13,65,78,63,0,45,1,0,28,0.40,0.24,0.69,3.71,2.79,1.21,1.14,0.07,02,195.0,2,99
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Lettner,Lindsey",Lindsey,Lettner,G,612,"Lettner,Lindsey","LETTNER,LINDSEY",Saint Mary's,SMU,0,28,28,03,0,55,154,36,106,23,13,159,0,27,51,733,12,27,39,73,0,44,3,0,28,0.36,0.34,0.57,5.68,1.39,1.82,0.96,0.00,03,194.0,3,99
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Kube,Alexis",Alexis,Kube,F,612,"Kube,Alexis","KUBE,ALEXIS",Saint Mary's,SMU,0,16,0,04,0,6,32,1,13,11,4,17,1,8,2,111,8,15,23,11,0,10,0,0,16,0.19,0.08,0.36,1.06,1.44,0.13,0.50,0.06,04,193.0,4,98
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"deLeon,Lucia",Lucia,deLeon,G,612,"deLeon,Lucia","DELEON,LUCIA",Saint Mary's,SMU,0,0,0,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05,192.0,5,98
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"McMahon,Tessa",Tessa,McMahon,G,612,"McMahon,Tessa","MCMAHON,TESSA",Saint Mary's,SMU,0,3,1,10,0,2,3,1,2,0,0,5,0,0,2,29,1,3,4,2,0,2,0,0,3,0.67,0.50,0.00,1.67,1.33,0.67,0.00,0.00,10,191.0,6,98
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Nusbaum,Brianna",Brianna,Nusbaum,G,612,"Nusbaum,Brianna","NUSBAUM,BRIANNA",Saint Mary's,SMU,0,28,28,11,0,150,355,40,112,107,79,419,4,76,59,855,23,85,108,61,0,73,1,0,28,0.42,0.36,0.74,14.96,3.86,2.11,2.71,0.14,11,190.0,7,97
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Beck,Casey",Casey,Beck,F,612,"Beck,Casey","BECK,CASEY",Saint Mary's,SMU,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14,189.0,8,97
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Koch,Julia",Julia,Koch,F,612,"Koch,Julia","KOCH,JULIA",Saint Mary's,SMU,0,25,8,20,0,59,156,22,68,60,38,178,8,24,45,678,25,64,89,49,0,52,2,0,25,0.38,0.32,0.63,7.12,3.56,1.80,0.96,0.32,20,188.0,9,97
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Olson,Ayla",Ayla,Olson,F,612,"Olson,Ayla","OLSON,AYLA",Saint Mary's,SMU,0,28,24,21,0,150,288,13,43,148,113,426,12,62,60,797,98,118,216,70,0,75,2,0,28,0.52,0.30,0.76,15.21,7.71,2.14,2.21,0.43,21,187.0,10,96
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Beaumont,Ingrid",Ingrid,Beaumont,G,612,"Beaumont,Ingrid","BEAUMONT,INGRID",Saint Mary's,SMU,0,8,0,22,0,6,17,3,8,4,3,18,2,0,1,48,4,4,8,6,0,3,0,0,8,0.35,0.38,0.75,2.25,1.00,0.13,0.00,0.25,22,186.0,11,96
2025-26,wbball,Minnesota Intercollegiate Athletic Conference (MIAC),miac,Saint Mary's,"Sternquist,Rylie",Rylie,Sternquist,F,612,"Sternquist,Rylie","STERNQUIST,RYLIE",Saint Mary's,SMU,0,24,24,23,0,105,233,19,67,92,67,296,3,16,44,671,42,64,106,44,0,60,1,0,24,0.45,0.28,0.73,12.33,4.42,1.83,0.67,0.13,23,185.0,12,96
