season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Little East Conference (LEC),lec,Eastern Connecticut,Ray Leonzi,Ray,Leonzi,,200,Ray Leonzi,0,0ECSUBB,43,43,,,177,61,67,44,11,2,12,33,0,3,17,6,20,3,0,3,0,0,0,1,0,3,0,0.477,118,216,23,.870,.379,.667,95,2,0,0,0,0,0,0,0,97,1.000,0,.000,,3,1,39,56,"19,47",0.40,19,47,"28,74",0.38,28,74,"23,53",0.43,23,53,"9,18",0.50,9,18,0,0,0,0,"40,85","10,13","51,89",57,0,0,0,0,0,0,0,12,29,0,,Eastern Connecticut,ECSUBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.699488166733834,1,99,batting
2025-26,baseball,Little East Conference (LEC),lec,Keene State,Tommy Ahlers,Tommy,Ahlers,,330,Tommy Ahlers,0,0KEENE ST,42,42,,,169,44,72,48,13,4,7,12,6,4,21,3,17,2,0,1,0,0,0,1,0,1,0,0.473,114,186,19,.895,.426,.675,99,1,0,0,0,0,0,0,0,100,1.000,0,.000,,5,6,32,40,"23,60",0.38,23,60,"43,95",0.45,43,95,"33,65",0.51,33,65,"9,26",0.35,9,26,0,0,0,0,"14,28","9,13","54,97",313,0,0,0,33,0,0,0,14,23,0,,Keene State,KEENE ST,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.127476654861363,2,99,batting
2025-26,baseball,Little East Conference (LEC),lec,VTSU Castleton,Jackson Cardozo,Jackson,Cardozo,,123,Jackson Cardozo,0,0VERMONT,37,37,,,138,36,53,40,10,2,8,29,3,2,31,19,5,0,0,4,0,0,0,3,1,6,0,0.486,91,173,5,1.000,.384,.659,66,7,1,0,0,0,0,0,0,74,.986,0,.000,,11,3,20,26,"18,48",0.38,18,48,"34,84",0.40,34,84,"21,57",0.37,21,57,"6,19",0.32,6,19,0,0,0,0,"6,18","8,13","59,98",6,0,0,0,0,0,0,0,7,20,0,,VTSU Castleton,VERMONT,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.03069311971121,3,99,batting
2025-26,baseball,Little East Conference (LEC),lec,Southern Maine,Kyle Douin,Kyle,Douin,,662,Kyle Douin,0,0USM,38,38,,,145,42,54,40,11,2,7,26,3,10,20,6,4,0,0,2,0,0,0,1,0,2,0,0.492,90,183,4,1.000,.372,.621,267,25,3,0,0,1,0,15,0,295,.990,1,1.000,,5,3,30,38,"12,32",0.38,12,32,"26,70",0.37,26,70,"16,40",0.40,16,40,"8,27",0.30,8,27,0,0,0,0,"11,27","12,20","51,86",46,0,0,0,0,0,0,0,12,18,0,,Southern Maine,USM,0,False,13,1,0,1,0,0,0,0,0,0,10.0,8,6,3,6,1,0,2,5.40,45,49,0,0,0,1,0,0,0,1,.289,20,5,0,"6,11","6,23","4,8",0,"3,15",10.127326064601794,4,98,batting
2025-26,baseball,Little East Conference (LEC),lec,Eastern Connecticut,Hank Penders,Hank,Penders,,200,Hank Penders,0,0ECSUBB,43,42,,,164,46,58,37,17,1,5,25,0,11,14,5,6,1,0,6,0,0,0,2,1,3,0,0.456,92,206,7,.857,.354,.561,361,15,2,2,0,36,8,0,0,378,.995,44,.818,,4,5,44,50,"13,43",0.30,13,43,"30,84",0.36,30,84,"17,43",0.40,17,43,"7,18",0.39,7,18,0,0,0,0,"16,31","14,15","59,101",88,0,0,0,2,0,0,0,15,24,0,,Eastern Connecticut,ECSUBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.377378552348767,5,98,batting
2025-26,baseball,Little East Conference (LEC),lec,Rhode Island College,Daniel Trzepacz,Daniel,Trzepacz,,571,Daniel Trzepacz,0,0RHODE IS,40,40,,,152,31,55,31,11,1,5,28,0,7,30,11,0,0,0,3,0,0,0,1,0,1,0,0.474,83,190,0,.000,.362,.546,295,13,4,0,0,0,0,20,0,312,.987,0,.000,,4,3,31,35,"17,52",0.33,17,52,"26,82",0.32,26,82,"18,60",0.30,18,60,"14,36",0.39,14,36,0,0,0,0,"14,31","8,9","55,102",13,0,0,0,0,0,0,0,9,36,0,,Rhode Island College,RHODE IS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2325424106708285,6,98,batting
2025-26,baseball,Little East Conference (LEC),lec,Keene State,Jonathan Chatfield,Jonathan,Chatfield,,330,Jonathan Chatfield,0,0KEENE ST,42,42,,,159,42,50,38,11,2,9,23,2,1,32,8,3,1,0,2,0,0,0,0,1,0,0,0.400,92,185,4,.750,.314,.579,267,14,5,0,0,0,0,27,0,286,.983,0,.000,,6,2,20,54,"13,49",0.27,13,49,"26,89",0.29,26,89,"15,59",0.25,15,59,"7,23",0.30,7,23,0,0,0,0,"16,38","9,15","45,98",373,0,0,0,3,0,0,0,9,32,0,,Keene State,KEENE ST,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.202396619716787,7,97,batting
2025-26,baseball,Little East Conference (LEC),lec,Rhode Island College,Lucas Pierce,Lucas,Pierce,,571,Lucas Pierce,0,0RHODE IS,37,37,,,145,35,41,39,8,0,11,17,0,5,38,12,0,0,0,0,0,0,0,1,0,2,0,0.377,82,167,0,.000,.283,.566,115,7,1,8,0,15,3,1,0,123,.992,18,.833,,8,4,34,26,"9,52",0.17,9,52,"25,86",0.29,25,86,"18,63",0.29,18,63,"9,35",0.26,9,35,0,0,0,0,"15,32","8,10","43,95",37,0,0,0,0,0,0,0,5,48,0,,Rhode Island College,RHODE IS,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.802214394756328,8,97,batting
2025-26,baseball,Little East Conference (LEC),lec,Eastern Connecticut,Alejandro Soriano,Alejandro,Soriano,,200,Alejandro Soriano,0,0ECSUBB,43,43,,,175,40,69,35,12,4,2,12,0,7,23,5,9,2,0,2,0,0,0,0,0,1,0,0.449,95,196,11,.818,.394,.543,60,0,5,0,0,0,0,0,0,65,.923,0,.000,,11,8,41,34,"18,55",0.33,18,55,"34,92",0.37,34,92,"21,61",0.34,21,61,"10,19",0.53,10,19,0,0,0,0,"22,42","15,18","65,103",152,0,0,0,0,0,0,0,15,30,0,,Eastern Connecticut,ECSUBB,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.569643928869582,9,97,batting
2025-26,baseball,Little East Conference (LEC),lec,Southern Maine,Peter Keblinsky,Peter,Keblinsky,,662,Peter Keblinsky,0,0USM,39,39,,,154,34,49,49,9,1,6,15,0,9,24,9,6,0,0,7,0,0,0,5,1,7,0,0.395,78,185,6,1.000,.318,.506,56,86,14,0,0,0,0,9,0,156,.910,0,.000,,7,5,40,42,"15,57",0.26,15,57,"33,102",0.32,33,102,"21,60",0.35,21,60,"9,25",0.36,9,25,0,0,0,0,"6,18","19,22","66,123",23,0,0,0,0,0,0,0,13,37,0,,Southern Maine,USM,0,False,15,1,1,0,1,3,0,0,0,0,20.0,5,3,2,16,3,1,0,1.35,74,80,0,2,0,1,1,0,0,5,.203,28,16,0,"1,1","0,5","1,3",0,"0,2",6.2450748280649115,10,96,batting
