season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,stats_stats_field_goals_made,stats_stats_field_goals_attempted,stats_stats_three_points_made,stats_stats_three_points_attempted,stats_stats_free_throws_attempted,stats_stats_free_throws_made,stats_stats_points_scored,stats_stats_blocked_shots,stats_stats_steals,stats_stats_assists,stats_stats_minutes_played,stats_stats_offensive_rebounds,stats_stats_defensive_rebounds,stats_stats_total_rebounds,stats_stats_personal_fouls,stats_stats_technical_fouls,stats_stats_turnovers,stats_stats_disqualifications,stats_stats_deadballs,stats_stats_games_played,stats_stats_field_goals_pct,stats_stats_three_points_pct,stats_stats_free_throws_pct,stats_stats_points_per_game,stats_stats_rebounds_per_game,stats_stats_assists_per_game,stats_stats_steals_per_game,stats_stats_blocked_shots_per_game,code,composite_score,global_rank,rating
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Morgan Cunningham,Morgan,Cunningham,0,662,Morgan Cunningham,"CUNNINGHAM,MORGAN",Southern Maine,SOUTHERN,1073-5128,16,0,00,0,7,27,3,21,2,2,19,0,2,2,93,7,8,15,5,0,10,0,0,16,0.26,0.14,1.00,1.19,0.94,0.13,0.13,0.00,00,142.0,1,99
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Dakota Shipley,Dakota,Shipley,*,662,Dakota Shipley,"SHIPLEY,DAKOTA",Southern Maine,SOUTHERN,1073-5130,30,29,02,0,124,297,39,124,73,48,335,51,40,49,852,46,188,234,64,0,47,0,0,30,0.42,0.31,0.66,11.17,7.80,1.63,1.33,1.70,02,141.0,2,99
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Julia Kratzer,Julia,Kratzer,0,662,Julia Kratzer,"KRATZER,JULIA",Southern Maine,SOUTHERN,1073-4945,30,1,03,0,13,45,8,33,6,3,37,4,8,30,336,13,35,48,17,0,21,0,0,30,0.29,0.24,0.50,1.23,1.60,1.00,0.27,0.13,03,140.0,3,99
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Liz Cote,Liz,Cote,*,662,Liz Cote,"COTE,LIZ",Southern Maine,SOUTHERN,1073-4939,30,30,04,0,83,249,69,211,17,9,244,6,24,29,882,9,60,69,31,0,22,0,0,30,0.33,0.33,0.53,8.13,2.30,0.97,0.80,0.20,04,139.0,4,98
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Baleria Yugu,Baleria,Yugu,0,662,Baleria Yugu,"YUGU,BALERIA",Southern Maine,SOUTHERN,1073-5340,12,0,05,0,6,15,1,6,12,8,21,0,2,3,63,3,9,12,5,0,12,0,0,12,0.40,0.17,0.67,1.75,1.00,0.25,0.17,0.00,05,138.0,5,98
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Hope Elias,Hope,Elias,0,662,Hope Elias,"ELIAS,HOPE",Southern Maine,SOUTHERN,1073-4942,17,0,10,0,4,17,4,14,0,0,12,1,6,3,87,5,8,13,6,0,5,0,0,17,0.24,0.29,0.00,0.71,0.76,0.18,0.35,0.06,10,137.0,6,98
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Avah Ingalls,Avah,Ingalls,*,662,Avah Ingalls,"INGALLS,AVAH",Southern Maine,SOUTHERN,1073-5341,30,30,11,0,76,170,11,48,73,54,217,21,43,93,853,64,71,135,76,0,60,0,0,30,0.45,0.23,0.74,7.23,4.50,3.10,1.43,0.70,11,136.0,7,97
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Lucy Wiles,Lucy,Wiles,*,662,Lucy Wiles,"WILES,LUCY",Southern Maine,SOUTHERN,1073-5132,30,29,12,0,188,422,59,139,95,67,502,8,55,86,929,24,60,84,60,0,87,0,0,30,0.45,0.42,0.71,16.73,2.80,2.87,1.83,0.27,12,135.0,8,97
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Alexandra Portas,Alexandra,Portas,0,662,Alexandra Portas,"PORTAS,ALEXANDRA",Southern Maine,SOUTHERN,1073-5134,-6,0,13,0,-5,-10,-4,-6,-5,-5,-19,0,2,-2,-27,-2,3,1,0,0,-3,0,0,-6,0.50,0.67,1.00,3.17,-0.17,0.33,-0.33,0.00,13,134.0,9,97
2025-26,wbball,Little East Conference (LEC),lec,Southern Maine,Franki Bello,Franki,Bello,0,662,Franki Bello,"BELLO,FRANKI",Southern Maine,SOUTHERN,1073-5342,12,0,15,0,4,12,0,0,7,4,12,1,5,4,65,5,11,16,9,0,5,0,0,12,0.33,0.00,0.57,1.00,1.33,0.33,0.42,0.08,15,133.0,10,96
