season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats,goal_stats,penalty_stats,misc_stats,shot_stats
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Andrew Almquist,Andrew,Almquist,,45,Andrew Almquist,"ALMQUIST,ANDREW",ALMQUISTANDREWBABSON,21,21,,,Babson,BABSON,1133-2698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,14,7,1259:00,10,0,1.000,21,1200:43,179,258,0,18,4,0,0,0,0,768,8.94,.590,1,4,0,3,2,1,.250,0.14,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Nick Marsh,Nick,Marsh,,45,Nick Marsh,"MARSH,NICK",MARSHNICKBABSON,8,0,,,Babson,BABSON,1133-2883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,00:00,0,0,1.000,,,,,,,,,,,,,,,6,6,0,5,2,3,1.000,0.63,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Luke D'Orsi,Luke,D'Orsi,,45,Luke D'Orsi,"D'ORSI,LUKE",D'ORSILUKEBABSON,11,2,,,Babson,BABSON,1133-1841,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,12,1,120:00,0,0,1.000,,,,,,,,,,,,,,,17,21,0,17,9,8,.810,1.55,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Grayson Ambrosh,Grayson,Ambrosh,,45,Grayson Ambrosh,"AMBROSH,GRAYSON",AMBROSHGRAYSONBABSON,21,0,,,Babson,BABSON,1133-2699,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,27,0,6,12,00:00,0,0,1.000,,,,,,,,,,,,,,,11,20,0,13,6,7,.550,0.62,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Tyee Ambrosh,Tyee,Ambrosh,,45,Tyee Ambrosh,"AMBROSH,TYEE",AMBROSHTYEEBABSON,20,0,,,Babson,BABSON,1133-1839,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,35,0,10,22,00:00,0,0,1.000,,,,,,,,,,,,,,,8,14,0,4,2,2,.571,0.20,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Reid Vandenberg,Reid,Vandenberg,,45,Reid Vandenberg,"VANDENBERG,REID",VANDENBERGREIDBABSON,20,0,,,Babson,BABSON,1133-2884,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,16,0,2,6,00:00,0,0,1.000,,,,,,,,,,,,,,,7,12,0,5,1,4,.583,0.25,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Chase Wightman,Chase,Wightman,,45,Chase Wightman,"WIGHTMAN,CHASE",WIGHTMANCHASEBABSON,12,0,,,Babson,BABSON,1133-2701,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,00:00,0,0,1.000,,,,,,,,,,,,,,,9,12,0,14,6,8,.750,1.17,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Jack Feeks,Jack,Feeks,,45,Jack Feeks,"FEEKS,JACK",FEEKSJACKBABSON,21,21,,,Babson,BABSON,1133-1843,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,10,2,1259:00,10,0,1.000,,,,,,,,,,,,,,,33,54,0,29,14,15,.611,1.38,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,David Santa Maria,David Santa,Maria,,45,David Santa Maria,"MARIA,DAVID SANTA",MARIADAVIDSANTABABSON,6,0,,,Babson,BABSON,1133-2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,00:00,0,0,1.000,,,,,,,,,,,,,,,2,4,0,1,0,1,.500,0.17,,,,,
2026-27,mlax,New England Women's and Men's Athletic Conference (NEWMAC),newmac,Babson,Jake Murray,Jake,Murray,,45,Jake Murray,"MURRAY,JAKE",MURRAYJAKEBABSON,12,0,,,Babson,BABSON,1133-2703,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,00:00,0,0,1.000,,,,,,,,,,,,,,,4,7,0,5,2,3,.571,0.42,,,,,
