season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,year,code,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,goalie_stats
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Malec, Payton",Payton,Malec,,1159,"Malec, Payton","MALEC,PAYTON",Keuka,KEU,1241-1820,2,2,1,0,1,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,135:00,0,.00,.00,3,0,0,2,1,1.000,0.00,1,0,135:00,2,2,.00,1.000,.500,.50,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Green, Lily",Lily,Green,,1159,"Green, Lily","GREEN,LILY",Keuka,KEU,1241-1975,1,0,33,0,33,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,45:00,0,.00,.00,0,0,0,0,0,0.0,0.00,0,0,45:00,0,1,.00,0.000,.000,.00,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Watkins, Sophia",Sophia,Watkins,,1159,"Watkins, Sophia","WATKINS,SOPHIA",Keuka,KEU,1241-1823,2,0,2,0,2,0,0,1,4,2,0,1,0,0,2.00,.50,1.00,.500,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,30:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Cook, Bailey",Bailey,Cook,,1159,"Cook, Bailey","COOK,BAILEY",Keuka,KEU,1241-1948,2,2,3,0,3,0,0,6,6,4,0,2,0,0,3.00,3.00,2.00,1.000,.000,4,0,0,0,1,0,1,.500,1,0,0,0,.50,.00,.00,.00,0,,136:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Rosenkrans, Addison",Addison,Rosenkrans,,1159,"Rosenkrans, Addison","ROSENKRANS,ADDISON",Keuka,KEU,1241-1977,2,0,4,0,4,0,0,0,1,0,0,0,0,0,.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,1,0,0,0,.50,.00,.00,.00,0,,31:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Jones, Audrey",Audrey,Jones,,1159,"Jones, Audrey","JONES,AUDREY",Keuka,KEU,1241-1590,0,0,5,0,5,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,00:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Perry, Elizabeth",Elizabeth,Perry,,1159,"Perry, Elizabeth","PERRY,ELIZABETH",Keuka,KEU,1241-2004,2,0,6,0,6,0,0,0,0,0,0,0,0,0,.00,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,42:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Davis, Kelsey",Kelsey,Davis,,1159,"Davis, Kelsey","DAVIS,KELSEY",Keuka,KEU,1241-1723,2,2,7,0,7,0,0,0,1,0,0,0,0,0,.50,.00,.00,.000,.000,0,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,106:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"Bates, Sam",Sam,Bates,,1159,"Bates, Sam","BATES,SAM",Keuka,KEU,1241-1722,2,2,8,0,8,0,0,4,8,5,1,2,0,0,4.00,2.00,2.50,1.000,.500,2,0,0,0,0,1,0,.000,2,0,0,0,1.00,.00,.00,.00,0,,132:00,0,.00,.00,,,,,,,,,,,,,,,,,
2026-27,wsoc,Empire 8 (E8),e8,Keuka,"O'Gara, Katie",Katie,O'Gara,,1159,"O'Gara, Katie","O'GARA,KATIE",Keuka,KEU,1241-2031,2,0,9,0,9,0,0,1,3,0,0,0,0,0,1.50,.50,.00,.000,.000,1,0,0,0,0,0,0,.000,0,0,0,0,.00,.00,.00,.00,0,,93:00,0,.00,.00,,,,,,,,,,,,,,,,,
