conference_code,conference,season,team,player_name,first_name,last_name,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,class_year,position,mp_total,pts_total,reb_total,ast_total,stl_total,blk_total,tov_total,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Koch,Carson",Carson,Koch,21,25.952380952380953,6.0,6.52,1.0,1.33,0.33,0.8095238095238095,0.0,G,545.0,126.0,137.0,21.0,28.0,7.0,17.0,43.0,97.0,0.44,17.0,50.0,0.34,23.0,35.0,0.66
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Dearborn,Isaac",Isaac,Dearborn,16,8.1875,1.69,1.56,0.44,0.25,0.0,0.4375,0.0,G,131.0,27.0,25.0,7.0,4.0,0.0,7.0,10.0,28.0,0.36,3.0,8.0,0.38,4.0,5.0,0.8
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Barnette,Myles",Myles,Barnette,26,29.96153846153846,18.77,3.88,4.0,2.5,0.73,1.5,0.0,G,779.0,488.0,101.0,104.0,65.0,19.0,39.0,196.0,324.0,0.6,0.0,5.0,0.0,96.0,123.0,0.78
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Buslee,Max",Max,Buslee,26,12.76923076923077,4.46,1.12,0.58,0.38,0.04,0.3076923076923077,0.0,G,332.0,116.0,29.0,15.0,10.0,1.0,8.0,38.0,94.0,0.4,31.0,75.0,0.41,9.0,11.0,0.82
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Olson,Tate",Tate,Olson,6,1.8333333333333333,1.83,0.33,0.0,0.0,0.0,0.0,0.0,F,11.0,11.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,0.5,3.0,7.0,0.43,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Pass,Devin",Devin,Pass,4,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,G,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Kolander,Drew",Drew,Kolander,17,5.882352941176471,1.82,0.94,0.53,0.18,0.12,0.1176470588235294,0.0,F,100.0,31.0,16.0,9.0,3.0,2.0,2.0,14.0,29.0,0.48,2.0,10.0,0.2,1.0,7.0,0.14
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Greene,Hudson",Hudson,Greene,5,2.2,1.2,0.6,0.2,0.0,0.2,0.2,0.0,F,11.0,6.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Mueller,John",John,Mueller,8,9.0,2.0,1.13,0.5,0.38,0.13,0.25,0.0,F,72.0,16.0,9.0,4.0,3.0,1.0,2.0,8.0,21.0,0.38,0.0,2.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Friesz,Mitchell",Mitchell,Friesz,3,1.3333333333333333,1.0,0.33,0.0,0.0,0.0,0.0,0.0,G,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.33,1.0,3.0,0.33,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Olson,Emmett",Emmett,Olson,6,2.6666666666666665,0.67,0.5,0.5,0.17,0.0,0.0,0.0,G,16.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Beauchamp,Connor",Connor,Beauchamp,27,14.037037037037036,5.7,4.85,0.59,0.67,0.04,0.1851851851851851,0.0,F,379.0,154.0,131.0,16.0,18.0,1.0,5.0,59.0,128.0,0.46,18.0,51.0,0.35,18.0,28.0,0.64
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Ali,Ibrahim",Ibrahim,Ali,5,1.8,0.8,0.6,0.6,0.0,0.0,0.4,0.0,F,9.0,4.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Wilfahrt,Jevan",Jevan,Wilfahrt,8,2.625,0.5,0.75,0.25,0.13,0.0,0.125,0.0,F,21.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,4.0,0.25,0.0,1.0,0.0,2.0,3.0,0.67
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Matti,Isaac",Isaac,Matti,25,14.96,2.28,2.32,0.68,0.44,0.08,0.32,0.0,G,374.0,57.0,58.0,17.0,11.0,2.0,8.0,23.0,62.0,0.37,5.0,14.0,0.36,6.0,17.0,0.35
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Gustavus,"Quam,Andrew",Andrew,Quam,25,22.8,11.84,3.6,2.04,0.92,0.16,0.92,0.0,F,570.0,296.0,90.0,51.0,23.0,4.0,23.0,115.0,248.0,0.46,41.0,108.0,0.38,25.0,38.0,0.66
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Hart,Daveion",Daveion,Hart,16,18.4375,8.94,2.25,1.19,0.75,0.38,0.75,0.0,G,295.0,143.0,36.0,19.0,12.0,6.0,12.0,45.0,96.0,0.47,21.0,58.0,0.36,32.0,46.0,0.7
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Jacobson,Aidan",Aidan,Jacobson,11,4.0,0.82,0.09,0.09,0.0,0.0,0.1818181818181818,0.0,G,44.0,9.0,1.0,1.0,0.0,0.0,2.0,3.0,10.0,0.3,3.0,9.0,0.33,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Rodriguez,Keenan",Keenan,Rodriguez,27,19.814814814814813,5.04,1.33,1.0,0.63,0.07,0.7037037037037037,0.0,G,535.0,136.0,36.0,27.0,17.0,2.0,19.0,50.0,131.0,0.38,28.0,87.0,0.32,8.0,12.0,0.67
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Muhammad,Hanif",Hanif,Muhammad,27,25.22222222222222,12.44,2.85,2.0,2.37,0.15,1.1851851851851851,0.0,G,681.0,336.0,77.0,54.0,64.0,4.0,32.0,124.0,284.0,0.44,37.0,103.0,0.36,51.0,65.0,0.78
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Axmed,Ali",Ali,Axmed,27,19.703703703703702,4.56,2.33,2.04,0.96,0.22,0.9629629629629628,0.0,G,532.0,123.0,63.0,55.0,26.0,6.0,26.0,48.0,93.0,0.52,22.0,53.0,0.42,5.0,7.0,0.71
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Batala,Elias",Elias,Batala,27,26.925925925925927,14.63,4.33,1.81,1.15,0.78,1.4444444444444444,0.0,G,727.0,395.0,117.0,49.0,31.0,21.0,39.0,135.0,267.0,0.51,9.0,45.0,0.2,116.0,156.0,0.74
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Mendoza,Jankarlos",Jankarlos,Mendoza,11,4.909090909090909,2.82,1.09,0.09,0.45,0.18,0.4545454545454545,0.0,G,54.0,31.0,12.0,1.0,5.0,2.0,5.0,12.0,25.0,0.48,4.0,11.0,0.36,3.0,4.0,0.75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Hussherr,Julien",Julien,Hussherr,27,16.25925925925926,3.41,1.3,1.44,0.48,0.0,0.7037037037037037,0.0,G,439.0,92.0,35.0,39.0,13.0,0.0,19.0,33.0,77.0,0.43,18.0,47.0,0.38,8.0,13.0,0.62
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Gomez,Trent",Trent,Gomez,23,17.869565217391305,6.39,1.3,0.7,1.04,0.04,0.391304347826087,0.0,G,411.0,147.0,30.0,16.0,24.0,1.0,9.0,51.0,109.0,0.47,37.0,88.0,0.42,8.0,9.0,0.89
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Semanko,JJ",JJ,Semanko,27,30.85185185185185,17.81,8.63,2.48,1.26,0.52,2.074074074074074,0.0,G,833.0,481.0,233.0,67.0,34.0,14.0,56.0,154.0,318.0,0.48,32.0,94.0,0.34,141.0,176.0,0.8
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Jones Jr.,Lavar",Lavar,Jones Jr.,12,5.416666666666667,1.0,1.42,0.42,0.25,0.0,0.5833333333333334,0.0,G,65.0,12.0,17.0,5.0,3.0,0.0,7.0,4.0,13.0,0.31,2.0,7.0,0.29,2.0,3.0,0.67
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Griess,MacIntyre",MacIntyre,Griess,6,2.8333333333333335,1.5,0.33,0.0,0.17,0.0,0.1666666666666666,0.0,G,17.0,9.0,2.0,0.0,1.0,0.0,1.0,4.0,5.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Rabaey,Isaac",Isaac,Rabaey,27,20.03703703703704,6.59,4.33,0.96,0.48,0.3,1.2962962962962965,0.0,F,541.0,178.0,117.0,26.0,13.0,8.0,35.0,80.0,138.0,0.58,0.0,0.0,0.0,18.0,54.0,0.33
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Perkins,David",David,Perkins,10,3.6,1.2,0.3,0.2,0.1,0.0,0.4,0.0,G,36.0,12.0,3.0,2.0,1.0,0.0,4.0,4.0,13.0,0.31,3.0,5.0,0.6,1.0,2.0,0.5
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Hadden,Caleb",Caleb,Hadden,11,5.454545454545454,1.18,1.09,0.45,0.27,0.36,0.1818181818181818,0.0,F,60.0,13.0,12.0,5.0,3.0,4.0,2.0,6.0,16.0,0.38,1.0,2.0,0.5,0.0,2.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Mickelson,Sam",Sam,Mickelson,10,11.4,3.9,2.8,0.4,0.4,0.2,1.2,0.0,F,114.0,39.0,28.0,4.0,4.0,2.0,12.0,18.0,33.0,0.55,1.0,1.0,1.0,2.0,4.0,0.5
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Augsburg,"Perry,Dontae",Dontae,Perry,6,2.6666666666666665,0.33,0.67,0.33,0.0,0.0,0.1666666666666666,0.0,C,16.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,0.33,0.0,1.0,0.0,0.0,3.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Justin Johnson,Justin Johnson,,24,14.041666666666666,6.5,1.42,1.17,0.29,0.04,0.9166666666666666,0.0,0,337.0,156.0,34.0,28.0,7.0,1.0,22.0,49.0,126.0,0.39,31.0,91.0,0.34,27.0,35.0,0.77
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Hudson Hochstedler,Hudson Hochstedler,,26,15.461538461538462,4.38,2.04,0.88,0.5,0.04,0.5,0.0,0,402.0,114.0,53.0,23.0,13.0,1.0,13.0,36.0,111.0,0.32,19.0,69.0,0.28,23.0,32.0,0.72
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Baiden Bean,Baiden Bean,,27,26.814814814814813,8.63,2.67,5.52,1.59,0.19,1.6296296296296295,0.0,g,724.0,233.0,72.0,149.0,43.0,5.0,44.0,87.0,198.0,0.44,29.0,80.0,0.36,30.0,39.0,0.77
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Jamison Lien,Jamison Lien,,27,15.074074074074074,6.67,3.96,0.63,0.26,0.11,0.7777777777777778,0.0,0,407.0,180.0,107.0,17.0,7.0,3.0,21.0,80.0,120.0,0.67,0.0,3.0,0.0,20.0,38.0,0.53
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Henry Tschetter,Henry Tschetter,,25,20.08,6.36,4.12,1.44,0.6,0.04,1.08,0.0,g,502.0,159.0,103.0,36.0,15.0,1.0,27.0,70.0,136.0,0.51,0.0,0.0,0.0,19.0,33.0,0.58
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Peyton Podany,Peyton Podany,,27,27.51851851851852,15.04,5.78,2.56,0.56,0.19,1.8148148148148149,0.0,g,743.0,406.0,156.0,69.0,15.0,5.0,49.0,148.0,302.0,0.49,66.0,159.0,0.42,44.0,58.0,0.76
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Liam Farniok,Liam Farniok,,27,24.25925925925926,7.22,2.3,2.0,0.63,0.07,1.3333333333333333,0.0,g,655.0,195.0,62.0,54.0,17.0,2.0,36.0,66.0,175.0,0.38,39.0,130.0,0.3,24.0,32.0,0.75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Vincent Hillesheim,Vincent Hillesheim,,27,22.074074074074073,8.15,5.22,0.74,0.26,0.11,0.8888888888888888,0.0,c,596.0,220.0,141.0,20.0,7.0,3.0,24.0,95.0,135.0,0.7,0.0,0.0,0.0,30.0,53.0,0.57
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Charlie Theis,Charlie Theis,,24,14.625,6.96,3.63,0.46,0.29,0.08,0.875,0.0,0,351.0,167.0,87.0,11.0,7.0,2.0,21.0,58.0,126.0,0.46,22.0,65.0,0.34,29.0,45.0,0.64
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Evan Weichert,Evan Weichert,,17,7.529411764705882,3.35,1.29,0.12,0.24,0.06,0.2941176470588235,0.0,0,128.0,57.0,22.0,2.0,4.0,1.0,5.0,23.0,49.0,0.47,8.0,29.0,0.28,3.0,5.0,0.6
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Thomas Menk,Thomas Menk,,18,7.055555555555555,2.17,1.0,0.39,0.17,0.11,0.2222222222222222,0.0,0,127.0,39.0,18.0,7.0,3.0,2.0,4.0,16.0,39.0,0.41,6.0,23.0,0.26,1.0,2.0,0.5
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Tommy Auge,Tommy Auge,,13,4.0,0.85,1.31,0.08,0.08,0.31,0.1538461538461538,0.0,0,52.0,11.0,17.0,1.0,1.0,4.0,2.0,4.0,7.0,0.57,0.0,3.0,0.0,3.0,4.0,0.75
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Parker Wellmann,Parker Wellmann,,13,5.6923076923076925,1.23,0.77,1.15,0.62,0.0,0.1538461538461538,0.0,0,74.0,16.0,10.0,15.0,8.0,0.0,2.0,7.0,16.0,0.44,2.0,8.0,0.25,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Eli Hoelz,Eli Hoelz,,10,5.2,1.4,0.9,0.5,0.0,0.1,0.2,0.0,0,52.0,14.0,9.0,5.0,0.0,1.0,2.0,6.0,15.0,0.4,2.0,9.0,0.22,0.0,1.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,Noah George,Noah George,,12,6.083333333333333,2.92,0.42,0.17,0.08,0.0,0.1666666666666666,0.0,0,73.0,35.0,5.0,2.0,1.0,0.0,2.0,12.0,41.0,0.29,9.0,32.0,0.28,2.0,3.0,0.67
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Johnson,Kyle",Kyle,Johnson,6,25.833333333333332,15.83,2.33,2.17,0.5,0.17,1.8333333333333333,0.0,G,155.0,95.0,14.0,13.0,3.0,1.0,11.0,32.0,72.0,0.44,20.0,48.0,0.42,11.0,12.0,0.92
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Olson,Gavin",Gavin,Olson,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Sawyer,Brayson",Brayson,Sawyer,3,1.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,F,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"McCleery,A.J.",A.J.,McCleery,6,2.0,0.67,0.67,0.17,0.17,0.0,0.0,0.0,G,12.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Meeks,Deonte",Deonte,Meeks,2,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,G,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Gross,Jack",Jack,Gross,0,,0.0,0.0,0.0,0.0,0.0,,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Birk,Charlie",Charlie,Birk,0,,0.0,0.0,0.0,0.0,0.0,,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Spanier,Max",Max,Spanier,2,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,G,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Saint John's,"Thorman,Anthony",Anthony,Thorman,0,,0.0,0.0,0.0,0.0,0.0,,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Donaldson,Brock",Brock,Donaldson,23,12.608695652173912,3.83,1.39,1.26,0.3,0.09,0.6956521739130435,0.0,,290.0,88.0,32.0,29.0,7.0,2.0,16.0,31.0,79.0,0.39,7.0,31.0,0.23,19.0,29.0,0.66
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Smith,Trey",Trey,Smith,2,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Wall-Atim,Ethan",Ethan,Wall-Atim,25,21.12,6.52,5.88,2.44,0.84,0.44,1.32,0.0,,528.0,163.0,147.0,61.0,21.0,11.0,33.0,71.0,130.0,0.55,0.0,0.0,0.0,21.0,53.0,0.4
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Peterson,Cole",Cole,Peterson,10,5.5,1.6,0.4,0.1,0.3,0.0,0.2,0.0,,55.0,16.0,4.0,1.0,3.0,0.0,2.0,6.0,21.0,0.29,4.0,14.0,0.29,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Vaidya,Raoul",Raoul,Vaidya,25,29.84,14.0,2.64,2.0,0.76,0.04,1.32,0.0,,746.0,350.0,66.0,50.0,19.0,1.0,33.0,123.0,294.0,0.42,60.0,147.0,0.41,44.0,55.0,0.8
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Braxton,Kaden",Kaden,Braxton,23,8.73913043478261,3.39,1.52,0.57,0.52,0.04,0.6086956521739131,0.0,G,201.0,78.0,35.0,13.0,12.0,1.0,14.0,29.0,71.0,0.41,4.0,20.0,0.2,16.0,24.0,0.67
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Flickinger,Reagn",Reagn,Flickinger,3,1.0,1.67,0.67,0.0,0.0,0.0,0.0,0.0,,3.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.67,1.0,1.0,1.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Laliberte,Braedy",Braedy,Laliberte,25,17.52,5.12,1.8,1.04,1.24,0.32,0.8,0.0,,438.0,128.0,45.0,26.0,31.0,8.0,20.0,49.0,91.0,0.54,4.0,16.0,0.25,26.0,38.0,0.68
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Ebel,Brendan",Brendan,Ebel,22,29.772727272727273,14.73,5.95,2.23,2.0,0.68,1.818181818181818,0.0,,655.0,324.0,131.0,49.0,44.0,15.0,40.0,113.0,232.0,0.49,22.0,76.0,0.29,76.0,99.0,0.77
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Holm,Jordan",Jordan,Holm,3,1.0,1.0,0.33,0.0,0.0,0.33,0.3333333333333333,0.0,,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Farriss,Will",Will,Farriss,-2,6.5,0.0,6.0,0.0,0.0,0.0,0.5,0.0,,-13.0,0.0,-12.0,0.0,0.0,0.0,-1.0,0.0,-8.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Johnson,Torii",Torii,Johnson,4,3.0,0.5,0.25,0.5,0.25,0.25,0.5,0.0,,12.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,0.17,0.0,3.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"DeDominces,Jake",Jake,DeDominces,25,11.36,6.4,1.04,0.44,0.28,0.0,0.76,0.0,,284.0,160.0,26.0,11.0,7.0,0.0,19.0,55.0,121.0,0.45,18.0,46.0,0.39,32.0,40.0,0.8
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Fry,Trystan",Trystan,Fry,8,2.75,1.0,0.63,0.13,0.13,0.0,0.125,0.0,,22.0,8.0,5.0,1.0,1.0,0.0,1.0,3.0,7.0,0.43,1.0,3.0,0.33,1.0,1.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Kavanaugh,Cooper",Cooper,Kavanaugh,3,1.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Dosmann,Dominic",Dominic,Dosmann,24,27.791666666666668,10.71,5.13,1.75,0.67,0.54,1.1666666666666667,0.0,,667.0,257.0,123.0,42.0,16.0,13.0,28.0,112.0,190.0,0.59,6.0,18.0,0.33,27.0,51.0,0.53
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"DeDominces,Dane",Dane,DeDominces,24,26.916666666666668,9.33,7.21,1.58,1.04,0.75,1.4166666666666667,0.0,,646.0,224.0,173.0,38.0,25.0,18.0,34.0,86.0,177.0,0.49,4.0,17.0,0.24,48.0,81.0,0.59
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Anderson,Blake",Blake,Anderson,17,5.882352941176471,1.82,1.0,0.35,0.18,0.0,0.1764705882352941,0.0,,100.0,31.0,17.0,6.0,3.0,0.0,3.0,11.0,33.0,0.33,7.0,20.0,0.35,2.0,2.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Domier,Nik",Nik,Domier,7,3.4285714285714284,0.86,0.29,0.14,0.0,0.0,0.4285714285714285,0.0,,24.0,6.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,0.67,0.0,1.0,0.0,2.0,2.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Steinbeck,Carter",Carter,Steinbeck,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Holton,Isaac",Isaac,Holton,0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Holecek,Camden",Camden,Holecek,15,13.933333333333334,4.47,1.6,0.47,0.67,0.0,0.6,0.0,,209.0,67.0,24.0,7.0,10.0,0.0,9.0,24.0,52.0,0.46,9.0,25.0,0.36,10.0,18.0,0.56
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Femrite,Blake",Blake,Femrite,10,2.1,0.6,0.5,0.2,0.1,0.2,0.1,0.0,,21.0,6.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,0.67,0.0,1.0,0.0,2.0,4.0,0.5
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Demarais,Colton",Colton,Demarais,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Hamline,"Kunz,Logan",Logan,Kunz,6,3.3333333333333335,3.0,1.17,0.0,0.17,0.0,0.1666666666666666,0.0,,20.0,18.0,7.0,0.0,1.0,0.0,1.0,5.0,9.0,0.56,4.0,6.0,0.67,4.0,4.0,1.0
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Macalester,"Shannon,Noah",Noah,Shannon,25,33.64,21.44,7.88,3.52,1.12,0.36,1.96,0.0,F,841.0,536.0,197.0,88.0,28.0,9.0,49.0,198.0,350.0,0.57,11.0,22.0,0.5,129.0,180.0,0.72
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Macalester,"Randle,Jamal",Jamal,Randle,25,10.8,5.24,1.44,0.76,0.44,0.0,0.92,0.0,G,270.0,131.0,36.0,19.0,11.0,0.0,23.0,39.0,102.0,0.38,24.0,72.0,0.33,29.0,41.0,0.71
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,Macalester,"Silverberg,Ravi",Ravi,Silverberg,0,,0.0,0.0,0.0,0.0,0.0,,0.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
