conference_code,conference,season,team,player_name,first_name,last_name,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,class_year,position,mp_total,pts_total,reb_total,ast_total,stl_total,blk_total,tov_total,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
ccc,Conference of New England (CCC),2025-26,Wentworth Institute of Technology,Hunter Larson,Hunter Larson,,17,11.705882352941176,2.88,2.65,0.47,0.18,0.18,0.8235294117647058,0.0,g,199.0,49.0,45.0,8.0,3.0,3.0,14.0,19.0,52.0,0.37,6.0,22.0,0.27,5.0,6.0,0.83
ccc,Conference of New England (CCC),2025-26,Wentworth Institute of Technology,Marcus Lozius,Marcus Lozius,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccc,Conference of New England (CCC),2025-26,Wentworth Institute of Technology,Donovan Holway,Donovan Holway,,22,21.727272727272727,6.86,4.45,0.82,0.77,0.64,1.181818181818182,0.0,0,478.0,151.0,98.0,18.0,17.0,14.0,26.0,64.0,155.0,0.41,5.0,26.0,0.19,18.0,29.0,0.62
ccc,Conference of New England (CCC),2025-26,Wentworth Institute of Technology,Michael Scully,Michael Scully,,4,2.5,1.0,0.25,0.0,0.25,0.25,0.0,0.0,0,10.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,0.8
ccc,Conference of New England (CCC),2025-26,Wentworth Institute of Technology,Zane Brewer,Zane Brewer,,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccc,Conference of New England (CCC),2025-26,Wentworth Institute of Technology,Dillon Chenard,Dillon Chenard,,0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccc,Conference of New England (CCC),2025-26,Suffolk University,Marquis White,Marquis White,,13,31.23076923076923,11.31,3.15,3.85,1.46,0.38,2.6153846153846154,0.0,*,406.0,147.0,41.0,50.0,19.0,5.0,34.0,49.0,142.0,0.35,11.0,43.0,0.26,38.0,46.0,0.83
ccc,Conference of New England (CCC),2025-26,Suffolk University,James Meklis,James Meklis,,4,3.25,0.5,1.0,0.0,0.0,0.0,0.75,0.0,0,13.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0
ccc,Conference of New England (CCC),2025-26,Suffolk University,Connor Strickland,Connor Strickland,,28,24.035714285714285,4.54,4.25,2.57,0.61,0.21,1.5714285714285714,0.0,0,673.0,127.0,119.0,72.0,17.0,6.0,44.0,53.0,104.0,0.51,5.0,12.0,0.42,16.0,34.0,0.47
ccc,Conference of New England (CCC),2025-26,Suffolk University,Nick Verdile,Nick Verdile,,28,33.035714285714285,13.57,2.89,2.5,0.89,0.04,1.7857142857142858,0.0,*,925.0,380.0,81.0,70.0,25.0,1.0,50.0,128.0,306.0,0.42,69.0,191.0,0.36,55.0,69.0,0.8
ccc,Conference of New England (CCC),2025-26,Suffolk University,Declan Davis,Declan Davis,,26,19.0,5.42,1.85,1.04,0.5,0.15,0.5769230769230769,0.0,*,494.0,141.0,48.0,27.0,13.0,4.0,15.0,50.0,116.0,0.43,34.0,89.0,0.38,7.0,12.0,0.58
ccc,Conference of New England (CCC),2025-26,Suffolk University,Aston Whittingham,Aston Whittingham,,16,7.625,0.69,1.38,0.69,0.25,0.0,0.625,0.0,0,122.0,11.0,22.0,11.0,4.0,0.0,10.0,5.0,24.0,0.21,0.0,0.0,0.0,1.0,5.0,0.2
ccc,Conference of New England (CCC),2025-26,Suffolk University,Abdiel Zapata,Abdiel Zapata,,11,7.090909090909091,1.45,1.09,0.45,0.27,0.0,0.3636363636363636,0.0,0,78.0,16.0,12.0,5.0,3.0,0.0,4.0,6.0,20.0,0.3,2.0,15.0,0.13,2.0,4.0,0.5
ccc,Conference of New England (CCC),2025-26,Suffolk University,James Jones,James Jones,,28,30.464285714285715,12.04,8.04,2.0,1.61,0.36,1.2142857142857142,0.0,*,853.0,337.0,225.0,56.0,45.0,10.0,34.0,135.0,297.0,0.45,23.0,81.0,0.28,44.0,77.0,0.57
ccc,Conference of New England (CCC),2025-26,Suffolk University,Connor Crist,Connor Crist,,6,2.8333333333333335,0.17,0.5,0.33,0.0,0.0,0.1666666666666666,0.0,0,17.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5
ccc,Conference of New England (CCC),2025-26,Suffolk University,Greg Keane,Greg Keane,,28,22.571428571428573,8.54,3.54,1.0,0.32,2.93,1.1428571428571428,0.0,*,632.0,239.0,99.0,28.0,9.0,82.0,32.0,102.0,175.0,0.58,0.0,0.0,0.0,35.0,54.0,0.65
ccc,Conference of New England (CCC),2025-26,Suffolk University,Zach Harvey-Seutcheu,Zach Harvey-Seutcheu,,3,1.6666666666666667,0.0,1.33,0.33,0.0,0.0,0.0,0.0,0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccc,Conference of New England (CCC),2025-26,Suffolk University,Jordan Morganstein,Jordan Morganstein,,10,6.4,3.2,1.1,0.0,0.2,0.0,0.3,0.0,0,64.0,32.0,11.0,0.0,2.0,0.0,3.0,11.0,25.0,0.44,10.0,23.0,0.43,0.0,0.0,0.0
ccc,Conference of New England (CCC),2025-26,Suffolk University,Ryan Moore,Ryan Moore,,5,3.0,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0,15.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.33,1.0,2.0,0.5,0.0,2.0,0.0
ccc,Conference of New England (CCC),2025-26,Suffolk University,Matt Amarante,Matt Amarante,,9,3.7777777777777777,0.67,0.78,0.11,0.11,0.0,0.3333333333333333,0.0,0,34.0,6.0,7.0,1.0,1.0,0.0,3.0,2.0,8.0,0.25,0.0,2.0,0.0,2.0,5.0,0.4
ccc,Conference of New England (CCC),2025-26,Suffolk University,Max Neelley,Max Neelley,,8,3.375,1.13,0.63,0.13,0.25,0.13,0.25,0.0,0,27.0,9.0,5.0,1.0,2.0,1.0,2.0,4.0,8.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5
ccc,Conference of New England (CCC),2025-26,Suffolk University,Hatcher Nordquist,Hatcher Nordquist,,27,21.96296296296296,7.96,3.19,2.52,1.19,0.04,2.185185185185185,0.0,0,593.0,215.0,86.0,68.0,32.0,1.0,59.0,77.0,201.0,0.38,32.0,90.0,0.36,29.0,34.0,0.85
ccc,Conference of New England (CCC),2025-26,Suffolk University,Harrison Neil,Harrison Neil,,28,22.964285714285715,9.54,5.07,2.25,1.07,0.61,1.1428571428571428,0.0,0,643.0,267.0,142.0,63.0,30.0,17.0,32.0,92.0,223.0,0.41,43.0,131.0,0.33,40.0,51.0,0.78
ccc,Conference of New England (CCC),2025-26,Suffolk University,Ashton Whittingham,Ashton Whittingham,,2,13.5,4.0,2.0,0.0,1.5,0.0,0.0,0.0,0,27.0,8.0,4.0,0.0,3.0,0.0,0.0,4.0,6.0,0.67,0.0,0.0,0.0,0.0,1.0,0.0
ccc,Conference of New England (CCC),2025-26,Suffolk University,Abidel Zapata,Abidel Zapata,,1,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Russell Sage,Kyle Dhu,Kyle Dhu,,26,23.807692307692307,10.88,3.73,1.46,1.23,0.38,1.6153846153846154,0.0,g,619.0,283.0,97.0,38.0,32.0,10.0,42.0,96.0,228.0,0.42,31.0,89.0,0.35,60.0,90.0,0.67
e8,Empire 8 (E8),2025-26,Russell Sage,Mikey Steward,Mikey Steward,,20,7.35,2.1,1.2,0.35,0.55,0.1,0.65,0.0,0,147.0,42.0,24.0,7.0,11.0,2.0,13.0,16.0,38.0,0.42,3.0,15.0,0.2,7.0,13.0,0.54
e8,Empire 8 (E8),2025-26,Russell Sage,Sidney Lebonzo,Sidney Lebonzo,,26,12.115384615384617,3.73,2.85,0.42,0.31,0.35,0.8076923076923077,0.0,0,315.0,97.0,74.0,11.0,8.0,9.0,21.0,37.0,90.0,0.41,2.0,16.0,0.13,21.0,48.0,0.44
e8,Empire 8 (E8),2025-26,Russell Sage,Deavion Springsteen,Deavion Springsteen,,13,18.076923076923077,6.54,2.0,2.31,1.31,0.08,1.0,0.0,0,235.0,85.0,26.0,30.0,17.0,1.0,13.0,32.0,79.0,0.41,9.0,36.0,0.25,12.0,16.0,0.75
e8,Empire 8 (E8),2025-26,Russell Sage,Pape Tunkara,Pape Tunkara,,24,25.791666666666668,15.79,4.0,2.88,2.67,0.17,2.5416666666666665,0.0,g,619.0,379.0,96.0,69.0,64.0,4.0,61.0,113.0,260.0,0.43,39.0,107.0,0.36,114.0,139.0,0.82
e8,Empire 8 (E8),2025-26,Russell Sage,Tyre Williams,Tyre Williams,,16,3.6875,0.69,0.38,0.44,0.0,0.0,0.3125,0.0,0,59.0,11.0,6.0,7.0,0.0,0.0,5.0,5.0,13.0,0.38,1.0,5.0,0.2,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Russell Sage,Adam Myers,Adam Myers,,22,18.59090909090909,5.5,2.45,3.05,1.18,0.23,1.5454545454545454,0.0,0,409.0,121.0,54.0,67.0,26.0,5.0,34.0,37.0,102.0,0.36,10.0,45.0,0.22,37.0,48.0,0.77
e8,Empire 8 (E8),2025-26,Russell Sage,Mike McLaughlin,Mike McLaughlin,,24,6.458333333333333,1.92,1.04,0.08,0.17,0.0,0.2916666666666667,0.0,0,155.0,46.0,25.0,2.0,4.0,0.0,7.0,15.0,53.0,0.28,11.0,36.0,0.31,5.0,7.0,0.71
e8,Empire 8 (E8),2025-26,Russell Sage,Jeremy Rosario,Jeremy Rosario,,26,21.846153846153847,8.73,4.77,0.69,0.85,0.96,1.0769230769230769,0.0,0,568.0,227.0,124.0,18.0,22.0,25.0,28.0,88.0,205.0,0.43,6.0,37.0,0.16,45.0,70.0,0.64
e8,Empire 8 (E8),2025-26,Russell Sage,Khalel Noteman,Khalel Noteman,,26,27.423076923076923,13.19,7.42,0.35,1.15,0.46,1.5384615384615383,0.0,c,713.0,343.0,193.0,9.0,30.0,12.0,40.0,126.0,224.0,0.56,0.0,0.0,0.0,91.0,126.0,0.72
e8,Empire 8 (E8),2025-26,Russell Sage,Tyee Clayton,Tyee Clayton,,13,2.5384615384615383,1.15,0.77,0.38,0.23,0.0,0.1538461538461538,0.0,0,33.0,15.0,10.0,5.0,3.0,0.0,2.0,6.0,13.0,0.46,0.0,5.0,0.0,3.0,7.0,0.43
e8,Empire 8 (E8),2025-26,Russell Sage,Kendall Lavender,Kendall Lavender,,11,3.636363636363636,1.82,0.64,0.09,0.18,0.0,0.3636363636363636,0.0,0,40.0,20.0,7.0,1.0,2.0,0.0,4.0,6.0,15.0,0.4,3.0,10.0,0.3,5.0,6.0,0.83
e8,Empire 8 (E8),2025-26,Russell Sage,Brandon Harris,Brandon Harris,,26,33.61538461538461,17.42,5.46,3.19,2.38,0.38,1.8461538461538465,0.0,g,874.0,453.0,142.0,83.0,62.0,10.0,48.0,172.0,414.0,0.42,32.0,101.0,0.32,77.0,93.0,0.83
e8,Empire 8 (E8),2025-26,Russell Sage,Ben Aprilante,Ben Aprilante,,25,18.8,4.4,5.44,0.84,0.84,0.48,0.76,0.0,f,470.0,110.0,136.0,21.0,21.0,12.0,19.0,49.0,101.0,0.49,3.0,19.0,0.16,9.0,17.0,0.53
e8,Empire 8 (E8),2025-26,Elmira,"Karkari-Mensah,Emmanuel",Emmanuel,Karkari-Mensah,23,30.434782608695652,9.96,4.13,2.0,1.22,0.22,1.826086956521739,0.0,G,700.0,229.0,95.0,46.0,28.0,5.0,42.0,66.0,195.0,0.34,39.0,122.0,0.32,58.0,67.0,0.87
e8,Empire 8 (E8),2025-26,Elmira,"Seeberger,Carter",Carter,Seeberger,15,7.533333333333333,2.0,0.8,1.0,0.2,0.0,0.5333333333333333,0.0,G,113.0,30.0,12.0,15.0,3.0,0.0,8.0,11.0,24.0,0.46,8.0,19.0,0.42,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Brown,Kelton",Kelton,Brown,25,31.4,17.8,7.32,3.36,2.08,0.48,3.84,0.0,G,785.0,445.0,183.0,84.0,52.0,12.0,96.0,169.0,325.0,0.52,25.0,69.0,0.36,82.0,151.0,0.54
e8,Empire 8 (E8),2025-26,Elmira,"Babcock,JJ",JJ,Babcock,25,24.2,6.28,6.6,2.72,0.6,1.08,1.92,0.0,F,605.0,157.0,165.0,68.0,15.0,27.0,48.0,56.0,153.0,0.37,19.0,75.0,0.25,26.0,54.0,0.48
e8,Empire 8 (E8),2025-26,Elmira,"O'Grady,Jack",Jack,O'Grady,18,6.166666666666667,0.61,0.94,0.22,0.11,0.0,0.5555555555555556,0.0,F,111.0,11.0,17.0,4.0,2.0,0.0,10.0,4.0,9.0,0.44,1.0,3.0,0.33,2.0,4.0,0.5
e8,Empire 8 (E8),2025-26,Elmira,"Thomas,Daemon",Daemon,Thomas,25,17.6,3.08,3.36,1.0,0.48,0.36,1.08,0.0,G,440.0,77.0,84.0,25.0,12.0,9.0,27.0,23.0,71.0,0.32,11.0,49.0,0.22,20.0,26.0,0.77
e8,Empire 8 (E8),2025-26,Elmira,"Woodard,Chris",Chris,Woodard,5,23.8,10.6,8.4,1.0,1.0,0.4,2.0,0.0,F,119.0,53.0,42.0,5.0,5.0,2.0,10.0,20.0,38.0,0.53,0.0,4.0,0.0,13.0,20.0,0.65
e8,Empire 8 (E8),2025-26,Elmira,"Mercer,Alec",Alec,Mercer,25,23.36,10.8,2.16,0.64,0.88,0.08,0.96,0.0,G,584.0,270.0,54.0,16.0,22.0,2.0,24.0,82.0,232.0,0.35,57.0,168.0,0.34,49.0,61.0,0.8
e8,Empire 8 (E8),2025-26,Elmira,"Ruggles,Sam",Sam,Ruggles,9,1.6666666666666667,0.0,0.33,0.0,0.0,0.0,0.3333333333333333,0.0,F,15.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Burton,Damair",Damair,Burton,3,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,G,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Cunha,Sam",Sam,Cunha,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"van der Sommen,Connor",Connor,van der Sommen,12,2.1666666666666665,0.33,0.42,0.0,0.08,0.0,0.25,0.0,G,26.0,4.0,5.0,0.0,1.0,0.0,3.0,2.0,10.0,0.2,0.0,5.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Graham,AJ",AJ,Graham,24,11.416666666666666,2.75,2.04,0.5,0.54,0.17,0.5833333333333334,0.0,G,274.0,66.0,49.0,12.0,13.0,4.0,14.0,25.0,63.0,0.4,6.0,30.0,0.2,10.0,24.0,0.42
e8,Empire 8 (E8),2025-26,Elmira,"Ontl,Ezra",Ezra,Ontl,7,1.7142857142857142,0.29,0.0,0.0,0.14,0.0,0.0,0.0,G,12.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Adames,Jhoan",Jhoan,Adames,2,4.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,F,8.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Evans,Owen",Owen,Evans,18,7.5,1.67,1.11,0.17,0.22,0.0,0.3888888888888889,0.0,G,135.0,30.0,20.0,3.0,4.0,0.0,7.0,10.0,30.0,0.33,8.0,28.0,0.29,2.0,2.0,1.0
e8,Empire 8 (E8),2025-26,Elmira,"Ba-Ahmad,Amin",Amin,Ba-Ahmad,16,4.9375,2.69,0.38,0.13,0.13,0.0,0.125,0.0,G,79.0,43.0,6.0,2.0,2.0,0.0,2.0,12.0,26.0,0.46,3.0,9.0,0.33,16.0,29.0,0.55
e8,Empire 8 (E8),2025-26,Elmira,"Cardello,Tyler",Tyler,Cardello,25,26.96,15.32,5.2,1.4,1.08,0.44,1.8,0.0,F,674.0,383.0,130.0,35.0,27.0,11.0,45.0,126.0,315.0,0.4,27.0,118.0,0.23,104.0,150.0,0.69
e8,Empire 8 (E8),2025-26,Elmira,"Lewinsky,Sidney",Sidney,Lewinsky,4,1.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,F,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Elmira,"Wilkins,Jude",Jude,Wilkins,24,14.916666666666666,5.58,2.29,0.75,0.63,0.0,0.9166666666666666,0.0,G,358.0,134.0,55.0,18.0,15.0,0.0,22.0,40.0,118.0,0.34,20.0,78.0,0.26,34.0,42.0,0.81
e8,Empire 8 (E8),2025-26,Elmira,E. Karkari mensah,E. Karkari mensah,,1,24.0,6.0,1.0,0.0,2.0,0.0,1.0,0.0,g,24.0,6.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.25,0.0,2.0,0.0,4.0,5.0,0.8
e8,Empire 8 (E8),2025-26,Elmira,C. Van der sommen,C. Van der sommen,,0,,0.0,0.0,0.0,0.0,0.0,,0.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Brockport,"Flemming,Ajani",Ajani,Flemming,27,22.59259259259259,8.33,1.96,1.63,1.0,0.11,1.1851851851851851,0.0,G,610.0,225.0,53.0,44.0,27.0,3.0,32.0,69.0,212.0,0.33,57.0,164.0,0.35,30.0,38.0,0.79
e8,Empire 8 (E8),2025-26,Brockport,"Johnson,Miles",Miles,Johnson,10,6.2,0.7,0.7,0.9,0.0,0.0,0.5,0.0,G,62.0,7.0,7.0,9.0,0.0,0.0,5.0,3.0,10.0,0.3,0.0,4.0,0.0,1.0,4.0,0.25
e8,Empire 8 (E8),2025-26,Brockport,"Rice,Zachary",Zachary,Rice,9,26.77777777777778,13.44,4.67,1.0,1.67,0.44,2.2222222222222223,0.0,G,241.0,121.0,42.0,9.0,15.0,4.0,20.0,45.0,109.0,0.41,19.0,65.0,0.29,12.0,20.0,0.6
e8,Empire 8 (E8),2025-26,Brockport,"Aybar,Pharell",Pharell,Aybar,28,27.214285714285715,11.64,4.25,3.29,1.61,0.43,1.8928571428571428,0.0,G,762.0,326.0,119.0,92.0,45.0,12.0,53.0,123.0,265.0,0.46,23.0,58.0,0.4,57.0,92.0,0.62
e8,Empire 8 (E8),2025-26,Brockport,"Amica,Christian",Christian,Amica,27,15.592592592592592,5.52,2.19,0.67,0.56,0.15,0.6296296296296297,0.0,G,421.0,149.0,59.0,18.0,15.0,4.0,17.0,42.0,120.0,0.35,23.0,74.0,0.31,42.0,59.0,0.71
e8,Empire 8 (E8),2025-26,Brockport,"Langdon,Kameron",Kameron,Langdon,14,5.071428571428571,1.5,0.57,0.14,0.36,0.07,0.2142857142857142,0.0,G,71.0,21.0,8.0,2.0,5.0,1.0,3.0,7.0,24.0,0.29,5.0,15.0,0.33,2.0,4.0,0.5
e8,Empire 8 (E8),2025-26,Brockport,"Pownall,Cameron",Cameron,Pownall,27,10.814814814814817,4.63,2.44,0.37,0.19,0.93,0.5555555555555556,0.0,F,292.0,125.0,66.0,10.0,5.0,25.0,15.0,54.0,88.0,0.61,0.0,1.0,0.0,17.0,23.0,0.74
e8,Empire 8 (E8),2025-26,Brockport,"Dyer,Camron",Camron,Dyer,28,23.392857142857142,11.71,5.04,2.14,1.54,0.75,1.9285714285714288,0.0,G,655.0,328.0,141.0,60.0,43.0,21.0,54.0,118.0,289.0,0.41,33.0,93.0,0.35,59.0,88.0,0.67
e8,Empire 8 (E8),2025-26,Brockport,"Charlton,Seth",Seth,Charlton,9,4.888888888888889,0.89,0.78,0.33,0.11,0.0,0.2222222222222222,0.0,G,44.0,8.0,7.0,3.0,1.0,0.0,2.0,2.0,10.0,0.2,1.0,7.0,0.14,3.0,4.0,0.75
e8,Empire 8 (E8),2025-26,Brockport,"Nabli,Emilio",Emilio,Nabli,4,13.0,6.25,1.0,2.25,1.5,0.25,2.25,0.0,G,52.0,25.0,4.0,9.0,6.0,1.0,9.0,10.0,21.0,0.48,3.0,10.0,0.3,2.0,7.0,0.29
e8,Empire 8 (E8),2025-26,Brockport,"Clancy,Jack",Jack,Clancy,27,18.62962962962963,4.48,2.59,1.3,0.78,0.04,0.925925925925926,0.0,G,503.0,121.0,70.0,35.0,21.0,1.0,25.0,38.0,108.0,0.35,25.0,79.0,0.32,20.0,26.0,0.77
e8,Empire 8 (E8),2025-26,Brockport,"Linton,Jayden",Jayden,Linton,0,,0.0,0.0,0.0,0.0,0.0,,0.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Brockport,"Evans,Marco",Marco,Evans,11,14.454545454545457,7.09,3.55,1.09,0.73,0.36,1.0909090909090908,0.0,G,159.0,78.0,39.0,12.0,8.0,4.0,12.0,30.0,61.0,0.49,1.0,2.0,0.5,17.0,33.0,0.52
e8,Empire 8 (E8),2025-26,Brockport,"Oka,Jacob",Jacob,Oka,28,28.714285714285715,13.11,6.25,2.0,2.04,0.46,2.892857142857143,0.0,F,804.0,367.0,175.0,56.0,57.0,13.0,81.0,133.0,291.0,0.46,11.0,47.0,0.23,90.0,136.0,0.66
e8,Empire 8 (E8),2025-26,Brockport,"Marshall,Bryce",Bryce,Marshall,17,9.176470588235292,1.65,1.88,0.12,0.24,0.29,0.7647058823529411,0.0,F,156.0,28.0,32.0,2.0,4.0,5.0,13.0,13.0,24.0,0.54,0.0,0.0,0.0,2.0,7.0,0.29
e8,Empire 8 (E8),2025-26,Brockport,"White, Omar",Omar,White,27,27.40740740740741,7.3,4.81,2.19,1.89,1.0,1.6666666666666667,0.0,G,740.0,197.0,130.0,59.0,51.0,27.0,45.0,80.0,147.0,0.54,10.0,26.0,0.38,27.0,43.0,0.63
e8,Empire 8 (E8),2025-26,Brockport,"Gordon,Nathaniel",Nathaniel,Gordon,2,9.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,G,19.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,6.0,0.17,0.0,5.0,0.0,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Nazareth,"McFarlane,Solomon",Solomon,McFarlane,26,25.115384615384617,8.27,2.69,1.04,1.46,0.12,0.7307692307692307,0.0,G,653.0,215.0,70.0,27.0,38.0,3.0,19.0,74.0,179.0,0.41,37.0,101.0,0.37,30.0,40.0,0.75
e8,Empire 8 (E8),2025-26,Nazareth,"Broderick,Ryan",Ryan,Broderick,26,6.615384615384615,1.12,0.38,0.31,0.15,0.04,0.1923076923076923,0.0,G,172.0,29.0,10.0,8.0,4.0,1.0,5.0,11.0,28.0,0.39,7.0,19.0,0.37,0.0,1.0,0.0
e8,Empire 8 (E8),2025-26,Nazareth,"McFarland,Zachary",Zachary,McFarland,26,11.153846153846152,4.77,0.88,0.08,0.5,0.04,0.4230769230769231,0.0,G,290.0,124.0,23.0,2.0,13.0,1.0,11.0,44.0,102.0,0.43,23.0,64.0,0.36,13.0,15.0,0.87
e8,Empire 8 (E8),2025-26,Nazareth,"Putney,Tyler",Tyler,Putney,25,23.88,9.6,3.04,0.44,0.76,0.2,0.64,0.0,G,597.0,240.0,76.0,11.0,19.0,5.0,16.0,79.0,190.0,0.42,58.0,146.0,0.4,24.0,27.0,0.89
e8,Empire 8 (E8),2025-26,Nazareth,"Purdie,Nick",Nick,Purdie,25,12.08,3.0,2.28,0.16,0.8,0.16,0.28,0.0,F,302.0,75.0,57.0,4.0,20.0,4.0,7.0,20.0,66.0,0.3,12.0,34.0,0.35,23.0,37.0,0.62
e8,Empire 8 (E8),2025-26,Nazareth,"Burnett,Will",Will,Burnett,26,7.8076923076923075,1.92,0.54,0.35,0.08,0.04,0.2307692307692307,0.0,G,203.0,50.0,14.0,9.0,2.0,1.0,6.0,20.0,59.0,0.34,5.0,14.0,0.36,5.0,8.0,0.63
e8,Empire 8 (E8),2025-26,Nazareth,"Savage,Jaylen",Jaylen,Savage,26,34.26923076923077,17.5,4.69,2.69,1.31,0.38,2.1923076923076925,0.0,G,891.0,455.0,122.0,70.0,34.0,10.0,57.0,172.0,358.0,0.48,25.0,66.0,0.38,86.0,101.0,0.85
e8,Empire 8 (E8),2025-26,Nazareth,"Boylan,Owen",Owen,Boylan,15,1.9333333333333331,0.67,0.0,0.0,0.07,0.0,0.0666666666666666,0.0,G,29.0,10.0,0.0,0.0,1.0,0.0,1.0,4.0,5.0,0.8,2.0,3.0,0.67,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Nazareth,"Insley,Luke",Luke,Insley,26,30.03846153846154,11.46,2.42,6.85,0.85,0.04,1.3461538461538465,0.0,G,781.0,298.0,63.0,178.0,22.0,1.0,35.0,110.0,220.0,0.5,4.0,12.0,0.33,74.0,92.0,0.8
e8,Empire 8 (E8),2025-26,Nazareth,"Harter,Josh",Josh,Harter,26,9.615384615384617,1.19,0.77,1.73,0.27,0.0,0.4615384615384615,0.0,F,250.0,31.0,20.0,45.0,7.0,0.0,12.0,13.0,49.0,0.27,2.0,8.0,0.25,3.0,5.0,0.6
e8,Empire 8 (E8),2025-26,Nazareth,"Shiland,Logan",Logan,Shiland,12,2.0,0.5,0.33,0.0,0.0,0.0,0.0833333333333333,0.0,F,24.0,6.0,4.0,0.0,0.0,0.0,1.0,2.0,7.0,0.29,2.0,6.0,0.33,0.0,0.0,0.0
e8,Empire 8 (E8),2025-26,Nazareth,"Wasileski,Abram",Abram,Wasileski,9,1.6666666666666667,0.0,0.11,0.0,0.11,0.0,0.0,0.0,G,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
e8,Empire 8 (E8),2025-26,Nazareth,"Hathorn,Aiden",Aiden,Hathorn,21,4.238095238095238,0.62,0.76,0.1,0.1,0.05,0.0952380952380952,0.0,F,89.0,13.0,16.0,2.0,2.0,1.0,2.0,4.0,9.0,0.44,0.0,0.0,0.0,5.0,10.0,0.5
e8,Empire 8 (E8),2025-26,Nazareth,"Cohen,Justin",Justin,Cohen,9,1.3333333333333333,0.56,0.22,0.0,0.0,0.0,0.1111111111111111,0.0,C,12.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,0.33,1.0,2.0,0.5,0.0,0.0,0.0
