season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,goal_stats,penalty_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2026-27,wlax,Conference of New England (CCC),ccc,Roger Williams University,Allie Shamberger,Allie,Shamberger,,583,Allie Shamberger,"SHAMBERGER,ALLIE",SHAMBERGERALLIEROGER WI,19,19,,,Roger Williams University,ROGER WI,697-9153,0,6,0,0,0,0,17,4,4,4,0,0,0,5,3,0,0,0,0,0,0,0,0,27,0,71,13,1140:00,0,0,1.000,,79,99,14,95,44,51,.798,5.00,,,,,,,,,,,,,,,,,,,16.227018435775808,1,99
2026-27,wlax,Conference of New England (CCC),ccc,University of Hartford,Kate Zonin,Kate,Zonin,,272,Kate Zonin,"ZONIN,KATE",ZONINKATEHARTFORD,18,18,,,University of Hartford,HARTFORD,6-3135,0,18,0,0,1,0,58,1,11,4,0,0,0,5,1,0,0,0,0,0,0,0,0,20,69,40,16,1087:00,57,0,1.000,,105,132,27,90,17,73,.795,5.00,,,,,,,,,,,,,,,,,,,13.862917109923412,2,99
2026-27,wlax,Conference of New England (CCC),ccc,Endicott College,Leah Black,Leah,Black,,8981,Leah Black,"BLACK,LEAH",BLACKLEAHECW,20,18,,,Endicott College,ECW,0,0,4,0,0,0,2,18,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,28,5,47,10,1084:00,54,0,1.000,,66,94,9,77,37,40,.702,3.85,,,,,,,,,,,,,,,,,,,12.873275976951252,3,99
2026-27,wlax,Conference of New England (CCC),ccc,Curry College,Ella Palanza,Ella,Palanza,,170,Ella Palanza,"PALANZA,ELLA",PALANZAELLACUR,17,15,,,Curry College,CUR,0,0,7,0,0,0,0,35,2,4,1,0,0,0,11,5,0,0,0,0,0,0,0,0,40,21,33,16,820:00,73,0,1.000,,69,88,13,67,21,46,.784,3.94,,,,,,,,,,,,,,,,,,,11.7513437102781,4,98
2026-27,wlax,Conference of New England (CCC),ccc,Roger Williams University,Miranda Hayes,Miranda,Hayes,,583,Miranda Hayes,"HAYES,MIRANDA",HAYESMIRANDAROGER WI,19,19,,,Roger Williams University,ROGER WI,697-9030,0,8,0,0,0,1,25,0,1,1,0,0,0,5,4,0,0,0,0,0,0,0,0,49,164,44,24,1140:00,0,0,1.000,,54,76,13,57,20,37,.711,3.00,,,,,,,,,,,,,,,,,,,11.52312615965375,5,98
2026-27,wlax,Conference of New England (CCC),ccc,University of New England,Molly Henderson,Molly,Henderson,,1255,Molly Henderson,"HENDERSON,MOLLY",HENDERSONMOLLYU. OF NE,16,16,,,University of New England,U. OF NE,990-2927,0,9,0,0,0,2,23,2,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,19,1,39,12,967:00,89,0,1.000,,54,72,17,67,28,39,.750,4.19,,,,,,,,,,,,,,,,,,,10.568222024632044,6,98
2026-27,wlax,Conference of New England (CCC),ccc,Endicott College,Emerson Clark,Emerson,Clark,,8981,Emerson Clark,"CLARK,EMERSON",CLARKEMERSONECW,19,18,,,Endicott College,ECW,0,0,2,0,0,0,2,8,0,6,4,0,0,0,2,1,0,0,0,0,0,0,0,0,19,4,30,13,1084:00,54,0,1.000,,66,96,4,70,18,52,.688,3.68,,,,,,,,,,,,,,,,,,,10.553055733914793,7,97
2026-27,wlax,Conference of New England (CCC),ccc,Endicott College,Mia Smith,Mia,Smith,,8981,Mia Smith,"SMITH,MIA",SMITHMIAECW,20,18,,,Endicott College,ECW,0,0,6,0,0,0,3,25,3,7,1,0,0,0,5,1,0,0,0,0,0,0,0,0,28,47,19,6,1084:00,54,0,1.000,,77,100,8,70,14,56,.770,3.50,,,,,,,,,,,,,,,,,,,10.100477101311798,8,97
2026-27,wlax,Conference of New England (CCC),ccc,Suffolk University,Bridget O'Leary,Bridget,O'Leary,,684,Bridget O'Leary,"O'LEARY,BRIDGET",O'LEARYBRIDGETSUFFOLK,14,12,,,Suffolk University,SUFFOLK,0,0,10,0,0,0,1,33,1,2,1,0,0,0,12,5,0,0,0,0,0,0,0,0,41,38,32,21,708:00,68,0,1.000,,64,78,15,52,18,34,.821,3.71,,,,,,,,,,,,,,,,,,,9.90394106163156,9,97
2026-27,wlax,Conference of New England (CCC),ccc,Western New England University,Lyndsey Bunnell,Lyndsey,Bunnell,,775,Lyndsey Bunnell,"BUNNELL,LYNDSEY",BUNNELLLYNDSEYWNE,17,1,,,Western New England University,WNE,1022-4060,0,3,0,0,0,4,13,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,16,0,39,4,60:00,0,0,1.000,,37,53,6,62,39,23,.698,3.65,,,,,,,,,,,,,,,,,,,9.448369334867623,10,96
