season,sport,gender,conference,conference_code,team,school_name,player_name,position,class_year,clippd_player_id,clippd_rank,player_ranking_status,scoring_stats_scoring_average,scoring_stats_vs_par,scoring_stats_rounds,scoring_stats_adjusted_score,scoring_stats_stroke_play_events,top10_finishes,events_won,average_points,strength_of_schedule,region,data_source
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Penn State Altoona,Penn State Altoona,Lexi Peacock,,Second Year,4189,928,ACTIVE,99.14,27.14,15,100.535310706058,9,0,0,0.0510013589364449,-31.0720663266487,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Penn State Altoona,Penn State Altoona,Clarissa Long,,Second Year,4190,978,ACTIVE,112.29,40.29,14,113.879711761493,8,0,0,0.00706510177484589,-31.3756922193511,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Penn State Altoona,Penn State Altoona,Alyssa Franks,,Third Year,34381,991,ACTIVE,119.5,47.5,17,120.201765672018,10,0,0,0.0013296054241058,-30.5468416746893,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Carlow,Carlow University,Lilli Hope,,,15930,100000,ACTIVE,96.33,24.33,9,95.7998493207866,7,2,1,0.45436316543735,-33.5939549250604,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Mount Aloysius,Mount Aloysius College,Sarah Henninger,,,22910,100000,ACTIVE,100.0,28.0,5,101.477591157649,4,0,0,0.040053848031223,-36.6307919449629,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Carlow,Carlow University,Maci Lorigan,,,23283,100000,ACTIVE,97.0,25.0,11,96.1453636109561,8,1,1,0.298915561083133,-32.0941803458785,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Carlow,Carlow University,Jena Norman,,,25104,100000,ACTIVE,106.27,34.27,11,105.418090883683,8,0,0,0.0202436562468574,-32.0941803458785,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Carlow,Carlow University,Ava Grew,,,26957,100000,ACTIVE,108.33,36.33,3,107.20757330989,3,0,0,0.018205246539367,-30.8798305853449,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Mount Aloysius,Mount Aloysius College,Kaylee Mento,,Fourth Year,26979,100000,ACTIVE,109.6,37.6,5,111.077591157649,4,0,0,0.00607109453054325,-36.6307919449629,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Hilbert,Hilbert College,Madison Esmond,,,36527,100000,ACTIVE,110.5,38.5,4,111.497242909517,3,0,0,0.00474287107363265,-38.8560124353431,,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Hilbert,Hilbert College,Rachel Kumiega,,,36528,100000,ACTIVE,134.0,62.0,1,133.8387463528,1,0,0,1.06360892720359e-05,-42.1384021669216,,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Penn State Altoona,Penn State Altoona,Gabby Catalogna,,Second Year,4187,100000,ACTIVE,94.67,22.67,9,94.2705255308601,6,1,0,0.217798893638128,-31.2665885273239,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Penn State Altoona,Penn State Altoona,Taylor Bezdek,,,80217,100000,ACTIVE,138.2,66.2,5,139.594533549449,3,0,0,2.79503357989382e-06,-31.8874411246563,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Mount Aloysius,Mount Aloysius College,Chloe Fritch,,Second Year,9384,100000,ACTIVE,83.82,11.82,11,84.9614638159326,8,3,2,2.86578593079168,-33.6441960542544,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Mount Aloysius,Mount Aloysius College,Ava Iapalucci,,Second Year,9385,100000,ACTIVE,120.29,48.29,7,122.061778440305,5,0,0,0.000259789151953022,-33.8841558822712,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Mount Aloysius,Mount Aloysius College,Belle Lint,,Second Year,9386,100000,ACTIVE,124.14,52.14,7,125.918921297448,5,0,0,9.55149573799972e-05,-33.8841558822712,Southeast - (W) DIII,clippd_scoreboard
2025-26,wgolf,Women,Allegheny Mountain Collegiate Conference,amcc,Hilbert,Hilbert College,Victoria Battaglia,,Second Year,9520,100000,ACTIVE,110.5,38.5,4,111.497242909517,3,0,0,0.00330870308423906,-38.8560124353431,,clippd_scoreboard
