season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,fumble_stats_number,fumble_stats_number_lost,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Holton,Leonard",Leonard,Holton,,1111,"Holton,Leonard","HOLTON,LEONARD",Greenville,GVL,1227-2929,1,0,41,41,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-5,0,5,0,0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,39,0,16,13.0,,,,,,,,,,,-1.3144291480558647,175,58
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Sarych,Michael",Michael,Sarych,,30035,"Sarych,Michael","SARYCH,MICHAEL",Crown,CRO,1397-2328,1,1,19,19,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,13,13.0,,,,,,,,,,,-1.3242892322387858,176,58
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Turriff,Brady",Brady,Turriff,,8597,"Turriff,Brady","TURRIFF,BRADY",Martin Luther,MLC,1398-2069,1,1,18,18,0,QB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,-1,6,7,0,3,-.3,-1.0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,44,1,316,1,44,22,113.3,7.18,14.36,316.0,,,,,,,,,,,,,,,,-1.3948199473093126,177,58
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Bilitz,Carter",Carter,Bilitz,,8597,"Bilitz,Carter","BILITZ,CARTER",Martin Luther,MLC,1398-2156,1,0,15,15,0,0,DE,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,178,57
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Brueckner,Micah",Micah,Brueckner,,30035,"Brueckner,Micah","BRUECKNER,MICAH",Crown,CRO,1397-2293,1,0,25,25,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,179,57
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Bullard,Dulaney",Dulaney,Bullard,,1111,"Bullard,Dulaney","BULLARD,DULANEY",Greenville,GVL,1227-2966,1,0,89,89,0,TE,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,180,57
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Carrasco,Dylan",Dylan,Carrasco,,30035,"Carrasco,Dylan","CARRASCO,DYLAN",Crown,CRO,1397-1850,1,0,36,36,0,0,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,181,57
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"De Haan,Derek",Derek,De Haan,,1111,"De Haan,Derek","DE HAAN,DEREK",Greenville,GVL,1227-2374,1,0,10,10,0,0,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,2,106,0,0,53.0,0,0,0,0,.0,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,182,56
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Eidsvoog,Braylon",Braylon,Eidsvoog,,30035,"Eidsvoog,Braylon","EIDSVOOG,BRAYLON",Crown,CRO,1397-2294,1,0,3,3,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,183,56
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Joshua Popp,Joshua,Popp,,30031,Joshua Popp,"POPP,JOSHUA",Northwestern,NW,1400-3348,1,0,20,20,0,0,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,184,56
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Micah Middleton,Micah,Middleton,,30031,Micah Middleton,"MIDDLETON,MICAH",Northwestern,NW,1400-5902,1,0,23,23,0,0,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,185,56
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Moore,Travis",Travis,Moore,,30035,"Moore,Travis","MOORE,TRAVIS",Crown,CRO,1397-2296,1,0,5,5,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,186,55
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Orozco,Salvador",Salvador,Orozco,,1226,"Orozco,Salvador","OROZCO,SALVADOR",Minnesota Morris,UMM,1399-2421,1,0,43,43,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,187,55
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Pointer,Alan",Alan,Pointer,,1450,"Pointer,Alan","POINTER,ALAN",Westminster,WES,0,1,1,74,74,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,188,55
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Schauland,Ethan",Ethan,Schauland,,8597,"Schauland,Ethan","SCHAULAND,ETHAN",Martin Luther,MLC,1398-2277,1,0,22,22,0,0,CB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,189,55
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Schmiedeberg,Griffin",Griffin,Schmiedeberg,,8597,"Schmiedeberg,Griffin","SCHMIEDEBERG,GRIFFIN",Martin Luther,MLC,1398-2276,1,0,19,19,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,190,55
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Stanton,Landon",Landon,Stanton,,1226,"Stanton,Landon","STANTON,LANDON",Minnesota Morris,UMM,1399-2801,1,1,38,38,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,191,54
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Walkingstick,Mogie",Mogie,Walkingstick,,1226,"Walkingstick,Mogie","WALKINGSTICK,MOGIE",Minnesota Morris,UMM,1399-2994,1,0,24,24,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,192,54
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Womack,Jordan",Jordan,Womack,,1111,"Womack,Jordan","WOMACK,JORDAN",Greenville,GVL,1227-2962,1,0,98,98,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4319716235030673,193,54
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Reiman,Rox",Rox,Reiman,,30035,"Reiman,Rox","REIMAN,ROX",Crown,CRO,1397-2112,1,1,2,2,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,0,0,8,8.0,8.0,1,11,0,11,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4427807626685285,194,54
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Martin,Brendan",Brendan,Martin,,1111,"Martin,Brendan","MARTIN,BRENDAN",Greenville,GVL,1227-2953,1,0,4,4,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0,0,3,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,35,0,62,0,6,3,136.8,10.33,20.67,62.0,,,,,,,,,,,,,,,,-1.5093775528957438,195,53
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Greene,Rylan",Rylan,Greene,,1226,"Greene,Rylan","GREENE,RYLAN",Minnesota Morris,UMM,1399-2969,1,0,36,36,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,2,89,0,0,44.5,0,0,0,0,.0,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6999371529513068,196,53
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Roe,Zach",Zach,Roe,,30035,"Roe,Zach","ROE,ZACH",Crown,CRO,1397-2284,1,0,11,11,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,0,0,0,0,.0,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6999371529513068,197,53
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Harrell,Cole",Cole,Harrell,,1450,"Harrell,Cole","HARRELL,COLE",Westminster,WES,0,1,1,6,6,0,TE,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,25,0,13,12.5,,,,0,0,0,0,0,1,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9445004368991752,198,53
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Proctor,Edward",Edward,Proctor,,1111,"Proctor,Edward","PROCTOR,EDWARD",Greenville,GVL,1227-2935,1,0,19,19,0,WR,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,13,0,13,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0737504275029526,199,53
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Dewberry,Breylan",Breylan,Dewberry,,1111,"Dewberry,Breylan","DEWBERRY,BREYLAN",Greenville,GVL,1227-2918,1,0,13,13,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,7,5,0,4,.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,20,0,60,0,13,5,77.2,4.62,12.00,60.0,,,,,,,,,,,,,,,,-2.214360355088083,200,52
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Isaac,Trajan",Trajan,Isaac,,1226,"Isaac,Trajan","ISAAC,TRAJAN",Minnesota Morris,UMM,1399-2971,1,0,23,23,0,RB,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3,6,6,0,0,4,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2334532643462843,201,52
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Mason,Trey",Trey,Mason,,1111,"Mason,Trey","MASON,TREY",Greenville,GVL,1227-2392,1,0,8,8,0,RB,0,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.236101711444398,202,52
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Gates,Zaiden",Zaiden,Gates,,1450,"Gates,Zaiden","GATES,ZAIDEN",Westminster,WES,0,1,0,89,89,0,WR,0,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3385607742042973,203,52
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Monson,Tyler",Tyler,Monson,,1226,"Monson,Tyler","MONSON,TYLER",Minnesota Morris,UMM,1399-2978,1,0,26,26,0,RB,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6,32,32,0,0,23,5.3,32.0,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4386793866870278,204,51
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Legate,Isaiah",Isaiah,Legate,,30035,"Legate,Isaiah","LEGATE,ISAIAH",Crown,CRO,1397-2281,1,1,13,13,0,WR,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5040672408926374,205,51
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Nottling,Gabriel",Gabriel,Nottling,,8597,"Nottling,Gabriel","NOTTLING,GABRIEL",Martin Luther,MLC,1398-2274,1,0,1,1,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,22,0,22,22.0,,,,3,0,0,0,0,0,0,0,0,3,3,3,4,121,48,0,0,1,0,1,30.3,4,220,2,0,55.0,0,0,0,0,.0,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5325607544005813,206,51
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Chinanga,Sean-Keley",Sean-Keley,Chinanga,,1226,"Chinanga,Sean-Keley","CHINANGA,SEAN-KELEY",Minnesota Morris,UMM,1399-2568,1,1,2,2,0,RB,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,9,24,30,6,0,9,2.7,24.0,2,21,0,20,10.5,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8782468314438767,207,51
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Charboneau,Hayden",Hayden,Charboneau,,1226,"Charboneau,Hayden","CHARBONEAU,HAYDEN",Minnesota Morris,UMM,1399-2563,1,1,14,14,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,.0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,2,1,54.2,.50,1.00,1.0,,,,,,,,,,,,,,,,-3.1702737336156237,208,50
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Ellert,Chris",Chris,Ellert,,1226,"Ellert,Chris","ELLERT,CHRIS",Minnesota Morris,UMM,1399-2966,1,0,8,8,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-5,0,5,0,0,-5.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,13,0,13,1,4,1,2.3,3.25,13.00,13.0,,,,,,,,,,,,,,,,-4.828451330627349,209,50
