season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,fumble_stats_number,fumble_stats_number_lost,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,composite_score,global_rank,rating
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Schmidt,Nathan",Nathan,Schmidt,,8597,"Schmidt,Nathan","SCHMIDT,NATHAN",Martin Luther,MLC,1398-2162,1,1,55,55,0,0,DT,0,,,,,,,,0,2,2,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6280750351583493,130,68
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Taylor,Jamuary",Jamuary,Taylor,,1111,"Taylor,Jamuary","TAYLOR,JAMUARY",Greenville,GVL,1227-2408,1,1,1,1,0,0,S,0,,,,,,,,0,1,3,4,4,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6280750351583493,131,68
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Coffey,Conner",Conner,Coffey,,1450,"Coffey,Conner","COFFEY,CONNER",Westminster,WES,0,1,0,1,1,0,WR,0,0,,,,,,,,0,0,2,2,2,.5,.0,.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6341496580636574,132,68
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Drake,Bryson",Bryson,Drake,,1226,"Drake,Bryson","DRAKE,BRYSON",Minnesota Morris,UMM,1399-2561,1,1,6,6,0,WR,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,11,-7,15,22,0,7,-.6,-7.0,0,0,0,0,.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,19,4,40,3,192,2,19,11,173.8,10.11,17.45,192.0,,,,,,,,,,,,,,,,-0.7139521735902684,133,68
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Ian Ingram,Ian,Ingram,,30031,Ian Ingram,"INGRAM,IAN",Northwestern,NW,1400-5901,1,0,17,17,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7410826840128895,134,67
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Shaffer,AJ",AJ,Shaffer,,30035,"Shaffer,AJ","SHAFFER,AJ",Crown,CRO,1397-2066,1,0,8,8,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7741839773505577,135,67
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Burns,Kareem",Kareem,Burns,,1111,"Burns,Kareem","BURNS,KAREEM",Greenville,GVL,1227-2926,1,0,26,26,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,2,2.0,2.0,1,35,0,35,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8483965291142241,136,67
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Tate Westin,Tate,Westin,,30031,Tate Westin,"WESTIN,TATE",Northwestern,NW,1400-5619,1,0,81,81,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8734878573635618,137,67
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Bachus,Kaden",Kaden,Bachus,,1450,"Bachus,Kaden","BACHUS,KADEN",Westminster,WES,0,1,0,28,28,0,0,DB,0,,,,,,,,0,1,2,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8960405646065887,138,66
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Fowler,Darvin",Darvin,Fowler,,1450,"Fowler,Darvin","FOWLER,DARVIN",Westminster,WES,0,1,1,55,55,0,0,DL,0,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8960405646065887,139,66
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Ketelsen,Lawton",Lawton,Ketelsen,,8597,"Ketelsen,Lawton","KETELSEN,LAWTON",Martin Luther,MLC,1398-2157,1,1,21,21,0,0,CB,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8960405646065887,140,66
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Morales,Jaden",Jaden,Morales,,1111,"Morales,Jaden","MORALES,JADEN",Greenville,GVL,1227-2690,1,1,43,43,0,0,LB,0,,,,,,,,0,0,3,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8960405646065887,141,66
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Naketa Ellington,Naketa,Ellington,,30031,Naketa Ellington,"ELLINGTON,NAKETA",Northwestern,NW,1400-3325,1,0,7,7,0,0,0,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8960405646065887,142,66
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Clay,Christian",Christian,Clay,,1450,"Clay,Christian","CLAY,CHRISTIAN",Westminster,WES,0,1,0,15,64,0,0,DB,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9021151875118967,143,65
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Simmons,Kyjuan",Kyjuan,Simmons,,30035,"Simmons,Kyjuan","SIMMONS,KYJUAN",Crown,CRO,1397-2111,1,1,92,92,0,0,DL,0,,,,,,,,0,0,1,1,1,.5,.0,.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9021151875118967,144,65
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Kramer,Jackson",Jackson,Kramer,,1226,"Kramer,Jackson","KRAMER,JACKSON",Minnesota Morris,UMM,1399-2579,1,0,47,47,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,0,4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9348461785430362,145,65
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Ternes,Bryce",Bryce,Ternes,,30035,"Ternes,Bryce","TERNES,BRYCE",Crown,CRO,1397-1701,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9396904440388978,146,65
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Taylor,Trevion",Trevion,Taylor,,1111,"Taylor,Trevion","TAYLOR,TREVION",Greenville,GVL,1227-2687,1,0,38,38,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9681873129679911,147,64
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Smith,Cameron",Cameron,Smith,,1450,"Smith,Cameron","SMITH,CAMERON",Westminster,WES,0,1,0,5,09,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,7,7,0,6,.0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.001528447392946,148,64
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Johnson,Travion",Travion,Johnson,,1111,"Johnson,Travion","JOHNSON,TRAVION",Greenville,GVL,1227-2677,1,1,25,25,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,21,0,0,11,5.3,21.0,2,8,0,5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,0,22,20.0,,,,,,,,,,,-1.0355523808880474,149,64
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Davenport,Aaron",Aaron,Davenport,,1450,"Davenport,Aaron","DAVENPORT,AARON",Westminster,WES,0,1,0,86,86,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,150,64
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Droeger,Austin",Austin,Droeger,,30035,"Droeger,Austin","DROEGER,AUSTIN",Crown,CRO,1397-1784,1,0,88,88,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,151,63
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Hych,Anthony",Anthony,Hych,,1111,"Hych,Anthony","HYCH,ANTHONY",Greenville,GVL,1227-2938,1,0,82,82,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,152,63
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Jokisch,Jackson",Jackson,Jokisch,,1111,"Jokisch,Jackson","JOKISCH,JACKSON",Greenville,GVL,1227-2709,1,1,7,7,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,153,63
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Tague,David",David,Tague,,1111,"Tague,David","TAGUE,DAVID",Greenville,GVL,1227-2406,1,1,86,86,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,154,63
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Wilkins,Willie",Willie,Wilkins,,1450,"Wilkins,Willie","WILKINS,WILLIE",Westminster,WES,0,1,0,83,08,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,155,63
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Williams,Zamar",Zamar,Williams,,1450,"Williams,Zamar","WILLIAMS,ZAMAR",Westminster,WES,0,1,0,13,83,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0720956173895702,156,62
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Crown,"Lewis,Juymill",Juymill,Lewis,,30035,"Lewis,Juymill","LEWIS,JUYMILL",Crown,CRO,1397-2343,1,1,20,26,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,28,32,4,0,11,2.8,28.0,0,0,0,0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1400723008837799,157,62
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Ahlers,Logan",Logan,Ahlers,,1226,"Ahlers,Logan","AHLERS,LOGAN",Minnesota Morris,UMM,1399-2429,1,1,55,55,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,158,62
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Brandner,Nick",Nick,Brandner,,1226,"Brandner,Nick","BRANDNER,NICK",Minnesota Morris,UMM,1399-2413,1,1,28,28,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,159,62
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Brown,DeAndre",DeAndre,Brown,,1111,"Brown,DeAndre","BROWN,DEANDRE",Greenville,GVL,1227-2937,1,0,23,23,0,0,DB,0,,,,,,,,0,0,2,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,160,61
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Dahlberg,Joseph",Joseph,Dahlberg,,8597,"Dahlberg,Joseph","DAHLBERG,JOSEPH",Martin Luther,MLC,1398-1945,1,1,91,91,0,0,DT,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,161,61
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Hass,Lane",Lane,Hass,,1450,"Hass,Lane","HASS,LANE",Westminster,WES,0,1,0,24,24,0,0,DB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,162,61
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Jones-Harrell,DaShawn",DaShawn,Jones-Harrell,,1450,"Jones-Harrell,DaShawn","JONES-HARRELL,DASHAWN",Westminster,WES,0,1,0,43,43,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,163,61
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Love,Terry",Terry,Love,,1111,"Love,Terry","LOVE,TERRY",Greenville,GVL,1227-2964,1,0,5,5,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,164,61
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"McDaniel,Jayden",Jayden,McDaniel,,1450,"McDaniel,Jayden","MCDANIEL,JAYDEN",Westminster,WES,0,1,1,88,88,0,0,LB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,165,60
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Newton,Nick",Nick,Newton,,1111,"Newton,Nick","NEWTON,NICK",Greenville,GVL,1227-1533,1,1,9,9,0,0,LB,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,166,60
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Minnesota Morris,"Norby,Joe",Joe,Norby,,1226,"Norby,Joe","NORBY,JOE",Minnesota Morris,UMM,1399-2587,1,1,73,73,0,0,DL,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,167,60
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Reid Jelks,Reid,Jelks,,30031,Reid Jelks,"JELKS,REID",Northwestern,NW,1400-5792,1,0,51,51,0,0,0,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,168,60
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Ryan Sommerlot,Ryan,Sommerlot,,30031,Ryan Sommerlot,"SOMMERLOT,RYAN",Northwestern,NW,1400-5615,1,0,36,36,0,0,0,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,169,59
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Northwestern,Wes Schlabach,Wes,Schlabach,,30031,Wes Schlabach,"SCHLABACH,WES",Northwestern,NW,1400-5800,1,0,3,3,0,0,0,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,170,59
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Westminster,"Williams,Shyrone",Shyrone,Williams,,1450,"Williams,Shyrone","WILLIAMS,SHYRONE",Westminster,WES,0,1,0,96,00,0,0,DL,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.164006094054828,171,59
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Huber,Brayden",Brayden,Huber,,1111,"Huber,Brayden","HUBER,BRAYDEN",Greenville,GVL,1227-2913,1,1,11,11,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-11,0,11,0,0,-3.7,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,37,1,64,0,12,4,105.6,5.33,16.00,64.0,,,,,,,,,,,,,,,,-1.1836710493062816,172,59
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Greenville,"Jackson,Morgan",Morgan,Jackson,,1111,"Jackson,Morgan","JACKSON,MORGAN",Greenville,GVL,1227-2691,1,0,45,45,0,TE,0,0,,,,,,,,0,2,1,3,3,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,20,0,20,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3061103152427975,173,58
2026-27,football,Upper Midwest Athletic Conference (UMAC),umac,Martin Luther,"Boggs,Micah",Micah,Boggs,,8597,"Boggs,Micah","BOGGS,MICAH",Martin Luther,MLC,1398-2154,1,0,11,11,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,.0,.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,54,0,17,13.5,,,,,,1,1,0,1,1.0,-1.3111206187128108,174,58
