season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goal_stats,penalty_stats,misc_stats,shot_stats,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Madi Norris,Madi,Norris,,30094,Madi Norris,"NORRIS,MADI",NORRISMADIBREVARD,15,15,,,Brevard,BREVARD,614-1774,0,2,0,0,0,0,6,3,2,1,0,0,0,7,4,0,0,0,0,0,0,0,0,16,23,49,11,900:00,0,0,1.000,,24,40,7,18,4,14,.600,1.20,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Tallulah Fish,Tallulah,Fish,,30094,Tallulah Fish,"FISH,TALLULAH",FISHTALLULAHBREVARD,15,15,,,Brevard,BREVARD,614-2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,12,5,900:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Katherine Guernier,Katherine,Guernier,,30094,Katherine Guernier,"GUERNIER,KATHERINE",GUERNIERKATHERINEBREVARD,15,15,,,Brevard,BREVARD,614-2391,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,12,3,900:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Sofia Hardin,Sofia,Hardin,,30094,Sofia Hardin,"HARDIN,SOFIA",HARDINSOFIABREVARD,15,15,,,Brevard,BREVARD,614-1777,0,1,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,18,7,900:00,0,0,1.000,,10,16,1,9,3,6,.625,0.60,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Xan Hill,Xan,Hill,,30094,Xan Hill,"HILL,XAN",HILLXANBREVARD,15,15,,,Brevard,BREVARD,614-1479,0,6,0,0,0,2,26,2,5,2,0,0,0,14,11,0,0,0,0,0,0,0,0,29,49,38,19,900:00,0,0,1.000,,62,73,12,47,17,30,.849,3.13,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Jordan Frenette,Jordan,Frenette,,30094,Jordan Frenette,"FRENETTE,JORDAN",FRENETTEJORDANBREVARD,15,15,,,Brevard,BREVARD,614-2390,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,5,25,6,900:00,0,0,1.000,,7,9,0,5,0,5,.778,0.33,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Natalie Lopez Velez,Natalie Lopez,Velez,,30094,Natalie Lopez Velez,"VELEZ,NATALIE LOPEZ",VELEZNATALIELOPEZBREVARD,15,15,,,Brevard,BREVARD,614-2392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,23,2,21,18,900:00,0,0,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Delaina Smallwood,Delaina,Smallwood,,30094,Delaina Smallwood,"SMALLWOOD,DELAINA",SMALLWOODDELAINABREVARD,15,15,,,Brevard,BREVARD,614-2112,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,1,14,4,900:00,0,0,1.000,,2,2,0,2,1,1,1.000,0.13,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Arianna Casertano,Arianna,Casertano,,30094,Arianna Casertano,"CASERTANO,ARIANNA",CASERTANOARIANNABREVARD,11,10,,,Brevard,BREVARD,614-1778,0,2,0,0,0,2,9,1,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,14,32,22,7,600:00,0,0,1.000,,33,45,2,24,4,20,.733,2.18,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Amanda Barnes,Amanda,Barnes,,30094,Amanda Barnes,"BARNES,AMANDA",BARNESAMANDABREVARD,0,0,,,Brevard,BREVARD,614-2387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2026-27,wlax,USA South Athletic Conference,usa_south_athletic_confe,Brevard,Kaia Crowe,Kaia,Crowe,,30094,Kaia Crowe,"CROWE,KAIA",CROWEKAIABREVARD,0,0,,,Brevard,BREVARD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
