season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
2025-26,softball,Ohio Athletic Conference (OAC),oac,Heidelberg,Gabbie Stallbaum,Gabbie,Stallbaum,,278,Gabbie Stallbaum,0,0BERG,36,36,,,109,43,48,47,10,4,12,24,1,1,16,4,2,0,0,1,0,0,0,0,0,0,0,0.541,102,135,2,1.000,.440,.936,44,3,2,0,0,0,0,1,0,49,.959,0,.000,,4,0,10,33,"19,33",0.58,19,33,"29,59",0.49,29,59,"19,38",0.50,19,38,"2,9",0.22,2,9,0,0,0,0,"8,26","9,14","46,70",12,0,0,0,"1,1",1.00,1,1,8,13,0,,Heidelberg,BERG,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.789320104857477,1,99
2025-26,softball,Ohio Athletic Conference (OAC),oac,Mount Union,Karlie Davis,Karlie,Davis,,452,Karlie Davis,0,0MTU,21,0,,,2,10,2,3,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1.000,3,3,3,1.000,1.000,1.500,1,3,0,0,0,0,0,1,0,4,1.000,0,.000,,0,0,1,0,0,0,0,0,"2,2",1.00,2,2,"2,2",1.00,2,2,0,0,0,0,0,0,0,0,0,"2,2","2,3",0,0,0,0,0,0,0,0,2,0,0,,Mount Union,MTU,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.878955479333781,2,99
2025-26,softball,Ohio Athletic Conference (OAC),oac,Capital,Kyleigh Kirby,Kyleigh,Kirby,,117,Kyleigh Kirby,0,0CAP,30,30,,,96,32,52,17,11,3,6,6,0,2,10,2,8,1,2,0,0,0,0,0,0,1,0,0.577,87,106,9,.889,.542,.906,35,42,11,0,0,0,0,2,0,88,.875,0,.000,,5,1,13,20,"14,25",0.56,14,25,"22,36",0.61,22,36,"14,23",0.61,14,23,0,0,0,0,0,0,0,0,"19,40","2,3","29,40","0,1",0,0,1,"0,1",0,0,1,4,11,0,,Capital,CAP,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.319595041407831,3,99
2025-26,softball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Allie Wilson,Allie,Wilson,,517,Allie Wilson,0,0OHIO NOR,37,37,,,130,33,56,41,14,4,6,3,0,1,17,3,8,3,1,0,0,0,0,0,0,0,0,0.448,96,135,11,.727,.431,.738,233,8,7,0,0,0,0,3,0,248,.972,0,.000,,6,3,23,27,"17,44",0.39,17,44,"33,77",0.43,33,77,"23,50",0.46,23,50,"0,4",0,0,4,0,0,0,0,"10,21","7,11","45,79",1,0,0,0,"0,1",0,0,1,13,26,0,,Ohio Northern,OHIO NOR,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.312763947367749,4,98
2025-26,softball,Ohio Athletic Conference (OAC),oac,Mount Union,Sydney Mercer,Sydney,Mercer,,452,Sydney Mercer,0,0MTU,33,33,,,107,37,47,30,15,4,2,14,3,1,2,0,22,4,3,3,0,0,0,0,0,0,0,0.496,76,128,26,.846,.439,.710,169,14,4,0,0,0,0,7,0,187,.979,0,.000,,4,3,20,40,"12,31",0.39,12,31,"20,49",0.41,20,49,"17,41",0.41,17,41,"1,6",0.17,1,6,0,0,0,0,"23,39","8,13","34,57",36,0,0,0,0,0,0,0,16,20,0,,Mount Union,MTU,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.047921783230017,5,98
2025-26,softball,Ohio Athletic Conference (OAC),oac,Ohio Northern,Ashley Lenser,Ashley,Lenser,,517,Ashley Lenser,0,0OHIO NOR,39,38,,,125,18,49,36,9,0,1,7,0,0,7,4,3,1,1,5,0,0,0,1,0,1,0,0.409,61,138,4,.750,.392,.488,13,30,1,0,0,29,4,1,0,44,.977,33,.879,,6,5,28,40,"15,39",0.38,15,39,"31,82",0.38,31,82,"20,51",0.39,20,51,"1,3",0.33,1,3,0,0,0,0,"12,28","17,21","50,91",14,0,0,0,1,0,0,0,17,30,0,,Ohio Northern,OHIO NOR,0,True,204,1,20,16,8,1,15,2,0,0,157.0,96,75,32,125,38,5,2,3.34,669,724,7,4,0,3,16,0,0,28,.305,164,168,0,"12,31","25,70","42,110",0,"14,44",10.829839941191057,6,98
2025-26,softball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Sam Peterkoski,Sam,Peterkoski,,46,Sam Peterkoski,0,0BW,31,31,,,107,37,59,20,3,2,1,10,0,2,8,1,16,2,0,1,0,0,0,0,0,0,0,0.592,69,120,18,.889,.551,.645,56,2,1,0,0,0,0,0,0,59,.983,0,.000,,2,11,27,10,"11,25",0.44,11,25,"24,47",0.51,24,47,"16,34",0.47,16,34,"4,8",0.50,4,8,0,0,0,0,"32,50","9,12","41,51",36,0,0,0,0,0,0,0,6,8,0,,Baldwin Wallace,BW,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.762688238246627,7,97
2025-26,softball,Ohio Athletic Conference (OAC),oac,Mount Union,Kendyll Cahill,Kendyll,Cahill,,452,Kendyll Cahill,0,0MTU,32,32,,,94,14,32,25,11,0,5,15,1,1,15,6,2,0,0,0,0,0,0,0,1,1,0,0.436,58,110,2,1.000,.340,.617,1,9,1,0,0,7,3,0,0,11,.909,10,.700,,4,5,18,23,"12,39",0.31,12,39,"16,53",0.30,16,53,"12,40",0.30,12,40,"2,4",0.50,2,4,0,0,0,0,"13,24","6,11","29,57",2,0,0,0,1,0,0,0,2,22,0,,Mount Union,MTU,0,True,82,1,12,11,5,0,10,3,0,0,91.2,34,27,17,69,11,1,6,2.06,349,380,0,4,0,0,10,0,0,13,.235,129,69,1,"5,21","6,32","5,24",0,"6,25",9.441345342634708,8,97
2025-26,softball,Ohio Athletic Conference (OAC),oac,Baldwin Wallace,Bridie Bricker,Bridie,Bricker,,46,Bridie Bricker,0,0BW,31,31,,,83,17,30,30,11,1,6,14,0,1,11,5,0,0,0,2,0,0,0,0,0,1,0,0.450,61,100,0,.000,.361,.735,120,13,2,1,0,23,7,0,0,135,.985,30,.767,,4,2,12,28,"9,29",0.31,9,29,"18,53",0.34,18,53,"15,43",0.35,15,43,"3,8",0.38,3,8,0,0,0,0,"11,18","8,12","27,58",12,0,0,0,0,0,0,0,8,25,0,,Baldwin Wallace,BW,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9040627261957,9,97
2025-26,softball,Ohio Athletic Conference (OAC),oac,Marietta,Rachel Kazmirski,Rachel,Kazmirski,,385,Rachel Kazmirski,0,0MARIETTA,26,24,,,75,19,36,24,8,0,4,13,0,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0.562,56,89,2,1.000,.480,.747,101,6,2,0,0,0,0,2,0,109,.982,0,.000,,4,4,18,14,"13,23",0.57,13,23,"24,49",0.49,24,49,"17,33",0.52,17,33,"0,2",0,0,2,0,0,0,0,"5,12","9,12","35,51",23,0,0,0,"0,1",0,0,1,6,12,0,,Marietta,MARIETTA,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.894707211151692,10,96
