conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,z_per_set_stats_points,z_per_set_stats_kills,z_per_set_stats_assists,z_per_set_stats_blocks,z_per_set_stats_aces,z_per_set_stats_digs,z_attack_stats_errors,z_serve_stats_errors,composite_score,rank,rating
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Williams, Sydney",0,,9,86,29,0.301,784.0,95.0,331.0,14.0,3.0,70.0,0.0,46.0,21.0,315.0,0.0,0.0,295.0,29.0,194.0,31.0,1.0,24.0,7.0,396.0,0.0,3.85,0.16,2.26,0.36,0.53,4.6,3.9309389797977605,4.087011473927942,-0.291480091024826,1.95980759529897,1.5156943773460319,0.8539711134274497,1.5325828713889378,0.28879814174039803,8.48993804281815,1,99
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Ludlow, Max",0,,8,81,34,0.123,737.0,154.0,245.0,21.0,20.0,241.0,0.0,71.0,62.0,322.0,0.0,0.0,233.0,16.0,235.0,5.0,0.0,3.0,2.0,319.5,0.0,3.02,0.26,2.9,0.06,0.88,3.94,3.2124589174803413,3.009836091705288,-0.21564180758479876,-0.3086603992596102,3.236974960129956,1.4303720862526166,3.087465229001789,2.9076349771443466,6.080738968764232,2,94
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Zuber-Stephens, Hunnie",0,,1,95,32,0.21,214.0,16.0,61.0,778.0,32.0,1712.0,0.0,83.0,25.0,448.0,0.0,0.0,17.0,5.0,167.0,8.0,0.0,8.0,0.0,148.0,3.0,0.64,8.19,1.76,0.08,0.87,1.56,0.6215762685175285,-0.07893187177653642,5.7983340692093615,-0.15742919962237148,3.187795514907558,0.4036578534077883,-0.549378251516405,0.5442944183651736,5.390195490592465,3,91
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Cobleskill,"Hinze, Emma",0,,22,91,28,0.159,586.0,120.0,213.0,25.0,12.0,162.0,0.0,46.0,25.0,316.0,0.0,0.0,416.0,42.0,230.0,36.0,4.0,25.0,11.0,282.5,2.0,2.34,0.27,2.53,0.4,0.51,3.1,2.2980297472581723,2.1273309592819096,-0.20805797924079603,2.2622699945734475,1.417335486901236,1.097140273838067,2.191431328004553,0.5442944183651736,5.35469828020853,4,90
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Preskorn, Janna",0,,12,74,22,0.1,481.0,88.0,136.0,171.0,25.0,723.0,0.0,43.0,25.0,260.0,0.0,0.0,105.0,12.0,181.0,17.0,3.0,16.0,1.0,188.0,1.0,1.84,2.31,2.45,0.23,0.58,2.54,1.6884103004433928,1.4784301266176612,1.33904300293576,0.9768047976569189,1.7615916034580206,1.0250901522349214,1.3481053035365658,0.5442944183651736,4.799841279225546,5,88
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Delhi,"Nuss, Kayla",0,,17,103,31,0.178,895.0,146.0,305.0,15.0,13.0,142.0,0.0,28.0,46.0,263.0,0.0,0.0,259.0,26.0,257.0,15.0,0.0,10.0,5.0,343.0,0.0,2.96,0.15,2.5,0.15,0.27,3.33,2.548409162914243,2.9319679917855788,-0.29906391936882876,0.3718799991079639,0.237028801563688,1.0701214782368875,2.8766337228847925,1.8856498706452447,4.498935362818604,6,87
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Hadley, Ally",0,,7,96,32,0.155,614.0,120.0,215.0,82.0,6.0,179.0,0.0,60.0,33.0,311.0,0.0,0.0,393.0,53.0,218.0,11.0,4.0,8.0,3.0,282.0,0.0,2.24,0.85,2.27,0.11,0.63,2.94,2.1238527624539496,1.9975507927490603,0.231804064711362,0.06941759983348654,2.00748882957001,0.8629773786278432,2.191431328004553,1.0552869716147244,4.37060954911934,7,86
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Smith, Ila",0,,13,96,32,0.428,425.0,38.0,220.0,3.0,0.0,25.0,0.0,6.0,2.0,30.0,0.0,0.0,3.0,0.0,30.0,36.0,2.0,29.0,7.0,247.5,1.0,2.29,0.03,0.31,0.38,0.06,2.58,1.7319545466444484,2.062440876015485,-0.39006985949686146,2.1110387949362086,-0.7957395481066666,-0.9022506006492302,0.030408390305336055,-0.9248091722272855,3.7459254989835107,8,85
nac,North Atlantic Conference (NAC),2025-26,wvball,Thomas,"Pool, Lindsay",0,,19,82,24,0.104,625.0,79.0,144.0,218.0,27.0,948.0,0.0,26.0,11.0,203.0,0.0,0.0,35.0,5.0,169.0,11.0,3.0,7.0,4.0,177.5,1.0,1.76,2.66,2.06,0.13,0.32,2.16,1.2747399615333639,1.3746059933913812,1.6044769949758555,0.22064879947072527,0.4829260276756771,0.6738458094195853,1.1109198591549443,-0.34994254982154066,3.6218774995436775,9,84
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Lepaga-Telona, Sepphyre",0,,25,9,3,0.139,36.0,7.0,12.0,0.0,1.0,6.0,0.0,5.0,6.0,19.0,0.0,0.0,3.0,0.0,9.0,4.0,1.0,0.0,4.0,21.0,2.0,1.33,0.0,1.0,0.44,0.56,2.33,1.4598030078878503,0.8165512773001272,-0.41282134452886965,2.5647323938479247,1.6632327130132254,-0.2808183018220973,-0.7865636958980263,-0.6693128956025101,3.570344962581793,10,83
