conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,E. Reardon,,,,35,35,104,26,48,13,6,2,2,11,0,2,7,3,16,6,3,0,0,0,0,1,0,3,0,0.521,64,120,22,.727,.462,.615,47,3,1,0,0,0,0,0,0,51,.980,0,.000,6,2,26,20,"13,25",0.52,13,25,"21,48",0.44,21,48,"14,32",0.44,14,32,"1,4",0.25,1,4,0,0,0,0,"24,45","1,5","31,53",2,0,0,0,0,0,0,0,5,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,J. Nicholus,,,,23,9,39,8,16,7,3,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0.465,19,45,1,1.000,.410,.487,13,1,0,0,0,0,0,0,0,14,1.000,0,.000,0,0,13,12,"7,17",0.41,7,17,"9,23",0.39,9,23,"7,14",0.50,7,14,0,0,0,0,0,0,0,0,"4,9","1,2","15,28",22,0,0,0,33,0,0,0,4,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,K. Grippo,,,,38,37,115,21,36,15,7,2,0,5,0,0,5,1,12,4,1,1,0,0,0,0,0,2,0,0.339,47,122,16,.750,.313,.409,32,57,9,0,0,0,0,2,0,98,.908,0,.000,5,5,39,32,"15,36",0.42,15,36,"16,58",0.28,16,58,"8,40",0.20,8,40,"2,3",0.67,2,3,0,0,0,0,"15,29","1,5","28,60",68,0,0,0,0,0,0,0,7,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,N. Pilpil,,,,39,38,108,17,41,33,8,0,4,22,0,1,1,0,2,0,1,6,0,0,0,0,0,2,0,0.467,61,138,2,1.000,.380,.565,215,9,1,0,0,0,0,4,0,225,.996,0,.000,0,8,31,41,"11,35",0.31,11,35,"24,56",0.43,24,56,"17,35",0.49,17,35,"1,2",0.50,1,2,0,0,0,0,"10,23","12,12","39,64",55,0,0,0,23,0,0,0,15,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,E. Dow,,,,21,2,9,10,2,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0.417,2,12,3,.333,.222,.222,0,1,0,0,0,0,0,0,0,1,1.000,0,.000,0,1,4,3,"1,3",0.33,1,3,"1,4",0.25,1,4,"1,3",0.33,1,3,0,0,0,0,0,0,0,0,"0,3","1,1","2,5",0,0,0,0,16,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,T. Geluck,,,,38,38,121,25,49,19,11,0,4,10,0,0,4,1,2,1,0,1,0,0,0,0,0,2,0,0.447,72,132,3,.667,.405,.595,36,47,5,0,0,0,0,4,0,88,.943,0,.000,1,8,29,38,"16,46",0.35,16,46,"29,74",0.39,29,74,"16,37",0.43,16,37,"1,3",0.33,1,3,0,0,0,0,"7,20","5,8","37,79",1,0,0,0,2,0,0,0,2,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,J. Cendana,,,,24,17,49,10,18,12,3,1,0,7,0,1,4,1,3,0,2,0,0,0,0,0,1,1,0,0.456,23,59,3,1.000,.367,.469,15,21,4,0,0,0,0,0,0,40,.900,0,.000,0,2,14,14,"8,19",0.42,8,19,"14,28",0.50,14,28,"9,18",0.50,9,18,"1,1",1.00,1,1,0,0,0,0,"3,12","3,3","22,33","1,1",1.00,1,1,5,0,0,0,5,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,S. Schneider,,,,33,33,99,15,32,16,3,1,1,6,0,3,9,2,12,1,1,0,0,0,0,0,0,2,0,0.380,40,109,13,.923,.323,.404,43,1,0,0,0,0,0,1,0,44,1.000,0,.000,3,6,26,29,"15,34",0.44,15,34,"20,56",0.36,20,56,"15,40",0.38,15,40,"1,3",0.33,1,3,0,0,0,0,"8,25","5,8","27,59",13,0,0,0,0,0,0,0,6,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,H. Nix,,,,30,20,65,7,24,16,7,0,0,9,0,1,5,2,1,1,0,1,0,0,0,0,1,0,0,0.447,31,76,2,.500,.369,.477,71,2,0,2,0,15,0,0,0,73,1.000,15,1.000,0,1,20,16,"13,30",0.43,13,30,"15,38",0.39,15,38,"12,27",0.44,12,27,"3,5",0.60,3,5,0,0,0,0,"5,11","1,4","22,41",14,0,0,0,92,0,0,0,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaa,University Athletic Association (UAA),2025-26,softball,Washington St. Louis,M. Baumstark,,,,38,38,89,22,29,18,8,2,1,13,0,4,6,1,15,3,2,1,0,0,0,0,0,2,0,0.430,44,109,18,.833,.326,.494,58,1,0,0,0,0,0,0,0,59,1.000,0,.000,4,0,18,35,"6,28",0.21,6,28,"16,50",0.32,16,50,"11,30",0.37,11,30,"0,2",0,0,2,0,0,0,0,"9,23","5,6","27,56",40,0,0,0,0,0,0,0,8,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
