season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,avg_points_game,goal_stats,penalty_stats,misc_stats,shot_stats,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Liam Kruck,Liam,Kruck,,19,Liam Kruck,"KRUCK,LIAM",KRUCKLIAMALL,16,16,,,Allegheny,ALL,1213-3331,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,54,0,22,28,960:00,0,0,1.000,,7,21,0,5,1,4,.333,0.31,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Mikko Horsley,Mikko,Horsley,,19,Mikko Horsley,"HORSLEY,MIKKO",HORSLEYMIKKOALL,12,2,,,Allegheny,ALL,1213-3329,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,0,0,68,100,31,0,13,1,120:00,0,168,1.000,,3,4,0,3,0,3,.750,0.25,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Jamier Hopkins,Jamier,Hopkins,,19,Jamier Hopkins,"HOPKINS,JAMIER",HOPKINSJAMIERALL,16,2,,,Allegheny,ALL,1213-3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,15,0,18,3,120:00,0,0,1.000,,6,19,0,4,2,2,.316,0.25,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Jack Pearl,Jack,Pearl,,19,Jack Pearl,"PEARL,JACK",PEARLJACKALL,16,16,,,Allegheny,ALL,1213-3889,0,0,0,0,0,1,2,0,5,2,0,0,0,0,0,0,0,4,3,0,0,0,0,34,0,32,4,960:00,0,0,1.000,,50,66,0,37,9,28,.758,2.31,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Nathan Wheeler,Nathan,Wheeler,,19,Nathan Wheeler,"WHEELER,NATHAN",WHEELERNATHANALL,16,16,,,Allegheny,ALL,1213-3832,0,0,0,0,0,0,7,1,6,1,0,0,0,0,0,0,0,2,3,0,0,0,0,42,0,33,6,960:00,0,0,1.000,,86,135,0,43,8,35,.637,2.69,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Chris Williams,Chris,Williams,,19,Chris Williams,"WILLIAMS,CHRIS",WILLIAMSCHRISALL,14,0,,,Allegheny,ALL,1213-3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,21,0,11,8,00:00,0,0,1.000,,0,1,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Jack Brandstatter,Jack,Brandstatter,,19,Jack Brandstatter,"BRANDSTATTER,JACK",BRANDSTATTERJACKALL,16,0,,,Allegheny,ALL,1213-3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,12,24,0,8,13,00:00,0,14,1.000,,3,7,0,0,0,0,.429,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,JP Rakis,JP,Rakis,,19,JP Rakis,"RAKIS,JP",RAKISJPALL,16,16,,,Allegheny,ALL,1213-3323,0,0,0,0,0,1,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,53,7,960:00,0,0,1.000,,61,100,0,90,54,36,.610,5.63,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Christian Habusta,Christian,Habusta,,19,Christian Habusta,"HABUSTA,CHRISTIAN",HABUSTACHRISTIANALL,0,0,,,Allegheny,ALL,1213-3530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00,0,0,1.000,,0,0,0,0,0,0,.000,0,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Tomi Horsley,Tomi,Horsley,,19,Tomi Horsley,"HORSLEY,TOMI",HORSLEYTOMIALL,15,13,,,Allegheny,ALL,1213-3721,0,0,0,0,0,3,14,0,1,1,0,0,0,0,0,0,1,1,3,0,0,0,0,38,0,38,5,780:00,0,0,1.000,,60,123,0,29,5,24,.488,1.93,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Jason Eason,Jason,Eason,,19,Jason Eason,"EASON,JASON",EASONJASONALL,16,1,,,Allegheny,ALL,1213-3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,0,14,10,60:00,0,0,1.000,,5,11,0,1,0,1,.455,0.06,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Gabe Shoemaker,Gabe,Shoemaker,,19,Gabe Shoemaker,"SHOEMAKER,GABE",SHOEMAKERGABEALL,16,15,,,Allegheny,ALL,1213-3891,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,102,71,0,28,3,900:00,0,196,1.000,,24,48,0,11,6,5,.500,0.69,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Brandon Crawford,Brandon,Crawford,,19,Brandon Crawford,"CRAWFORD,BRANDON",CRAWFORDBRANDONALL,12,1,,,Allegheny,ALL,1213-3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,6,0,1,5,60:00,0,0,1.000,,0,0,0,0,0,0,.000,0.00,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Joe Arnt,Joe,Arnt,,19,Joe Arnt,"ARNT,JOE",ARNTJOEALL,0,0,,,Allegheny,ALL,1213-3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Griffin Cates,Griffin,Cates,,19,Griffin Cates,"CATES,GRIFFIN",CATESGRIFFINALL,15,12,,,Allegheny,ALL,1213-3328,0,0,0,0,0,0,10,1,5,1,0,0,0,0,0,0,0,9,7,0,0,0,0,53,0,30,15,720:00,0,0,1.000,,41,65,0,33,11,22,.631,2.20,,,,,,,,,,,,,,,,,,
2026-27,mlax,Presidents Athletic Conference (PAC),pac,Allegheny,Andrei Conwell,Andrei,Conwell,,19,Andrei Conwell,"CONWELL,ANDREI",CONWELLANDREIALL,5,3,,,Allegheny,ALL,1213-3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,180:00,0,0,1.000,,5,9,0,3,3,0,.556,0.60,,,,,,,,,,,,,,,,,,
