season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats,penalty_stats,misc_stats,goalie_stats,shot_stats,avg_points_game,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,York,Davis Fisher,Davis,Fisher,,815,Davis Fisher,"FISHER,DAVIS",FISHERDAVISYCP,22,22,,,York,YCP,0,,,,,,4.36,0,0,0,0,0,0,12,0,5,2,0,0,0,0,0,0,0,1,2,0,0,0,0,39,0,46,10,1306:00,175,0,1.000,70,117,0,96,61,35,.598,,,,,,,,,,,,,,,20.2700355792175,1,99
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Gavin Gossen,Gavin,Gossen,,21852,Gavin Gossen,"GOSSEN,GAVIN",GOSSENGAVINSTEVENSO,20,19,,,Stevenson,STEVENSO,0,,,,,,4.40,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,24,17,1140:00,0,0,1.000,83,148,0,88,39,49,.561,,,,,,,,,,,,,,,19.235370801444702,2,99
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Arcadia,Kyle McLaughlin,Kyle,McLaughlin,,966,Kyle McLaughlin,"MCLAUGHLIN,KYLE",MCLAUGHLINKYLEAUML,18,18,,,Arcadia,AUML,0,,,,,,4.94,0,0,0,0,0,1,26,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,33,5,1158:00,314,0,1.000,76,130,0,89,57,32,.585,,,,,,,,,,,,,,,17.681797383163314,3,99
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,York,Gavin Gismondi,Gavin,Gismondi,,815,Gavin Gismondi,"GISMONDI,GAVIN",GISMONDIGAVINYCP,22,22,,,York,YCP,0,,,,,,3.86,0,0,0,0,1,1,15,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,37,9,1306:00,175,0,1.000,98,157,0,85,27,58,.624,,,,,,,,,,,,,,,17.416657444544303,4,98
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Tommy Robertozzi,Tommy,Robertozzi,,679,Tommy Robertozzi,"ROBERTOZZI,TOMMY",ROBERTOZZITOMMYSTEVENS,19,19,,,Stevens,STEVENS,0,,,,,,4.21,0,0,0,0,0,2,13,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,31,0,18,11,1136:00,68,0,1.000,81,114,0,80,24,56,.711,,,,,,,,,,,,,,,15.812809221003711,5,98
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Stevens,Matthew Pergola,Matthew,Pergola,,679,Matthew Pergola,"PERGOLA,MATTHEW",PERGOLAMATTHEWSTEVENS,19,19,,,Stevens,STEVENS,0,,,,,,4.21,0,0,0,0,0,2,30,0,5,2,0,0,0,0,0,0,0,2,2,0,0,0,0,31,0,18,4,1136:00,68,0,1.000,100,158,0,80,25,55,.633,,,,,,,,,,,,,,,15.01803877416141,6,98
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Grant Zick,Grant,Zick,,21852,Grant Zick,"ZICK,GRANT",ZICKGRANTSTEVENSO,20,18,,,Stevenson,STEVENSO,0,,,,,,3.60,0,0,0,0,0,4,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,20,7,1080:00,0,1,1.000,56,93,0,72,41,31,.602,,,,,,,,,,,,,,,14.3962758165875,7,97
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Eastern,Christopher Fanelli,Christopher,Fanelli,,8968,Christopher Fanelli,"FANELLI,CHRISTOPHER",FANELLICHRISTOPHEREASTERN,18,18,,,Eastern,EASTERN,0,,,,,,3.67,0,0,0,0,0,3,4,0,13,3,0,0,0,0,0,0,0,3,2,0,0,0,0,47,0,25,16,1080:00,0,0,1.000,82,142,0,66,23,43,.577,,,,,,,,,,,,,,,14.33067267085868,8,97
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,York,Nate Schilling,Nate,Schilling,,815,Nate Schilling,"SCHILLING,NATE",SCHILLINGNATEYCP,22,22,,,York,YCP,0,,,,,,3.55,0,0,0,0,0,2,18,0,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,32,3,1306:00,175,0,1.000,107,156,0,78,22,56,.686,,,,,,,,,,,,,,,14.311415427588106,9,97
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Messiah,Bobby Berg,Bobby,Berg,,411,Bobby Berg,"BERG,BOBBY",BERGBOBBYMESS,17,17,,,Messiah,MESS,0,,,,,,4.18,0,0,0,0,0,2,20,1,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,39,0,44,7,962:00,6,0,1.000,79,134,0,71,26,45,.590,,,,,,,,,,,,,,,14.01393017756357,10,96
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,York,Cory Bergmann,Cory,Bergmann,,815,Cory Bergmann,"BERGMANN,CORY",BERGMANNCORYYCP,22,22,,,York,YCP,0,,,,,,3.36,0,0,0,0,0,3,14,0,4,2,0,0,0,0,0,0,0,1,3,0,0,0,0,23,0,38,3,1306:00,175,0,1.000,65,114,0,74,28,46,.570,,,,,,,,,,,,,,,13.589463961522739,11,96
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Eastern,Nick Litzenberger,Nick,Litzenberger,,8968,Nick Litzenberger,"LITZENBERGER,NICK",LITZENBERGERNICKEASTERN,18,17,,,Eastern,EASTERN,0,,,,,,4.11,0,0,0,0,0,2,18,1,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,28,3,1020:00,0,0,1.000,94,181,0,74,31,43,.519,,,,,,,,,,,,,,,13.548473295710657,12,96
2025-26,mlax,Middle Atlantic Conferences (MAC),mac,Stevenson,Max Racich,Max,Racich,,21852,Max Racich,"RACICH,MAX",RACICHMAXSTEVENSO,20,19,,,Stevenson,STEVENSO,0,,,,,,3.70,0,0,0,0,0,0,14,1,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,25,4,1140:00,0,0,1.000,98,141,0,74,19,55,.695,,,,,,,,,,,,,,,13.503651065545418,13,95
