conference_code,conference,season,team,player_name,first_name,last_name,class_year,position,gp,mp_total,mpg,pts_total,ppg,reb_total,rpg,ast_total,apg,stl_total,spg,blk_total,bpg,tov_total,tov_pg,fgm,fga,fg_pct,tpm,tpa,tp_pct,ftm,fta,ft_pct
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Sullivan,Caden",Caden,Sullivan,0,G,27,784.0,29.03703703703704,314.0,11.63,98.0,3.63,59.0,2.19,36.0,1.33,14.0,0.52,19.0,0.7037037037037037,102.0,227.0,0.45,45.0,121.0,0.37,65.0,78.0,0.83
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Romans,Jason",Jason,Romans,0,G,19,120.0,6.315789473684211,27.0,1.42,23.0,1.21,10.0,0.53,5.0,0.26,1.0,0.05,3.0,0.1578947368421052,11.0,21.0,0.52,4.0,10.0,0.4,1.0,2.0,0.5
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Boen,Matt",Matt,Boen,0,G,24,603.0,25.125,188.0,7.83,89.0,3.71,47.0,1.96,28.0,1.17,11.0,0.46,27.0,1.125,68.0,148.0,0.46,17.0,63.0,0.27,35.0,58.0,0.6
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Forte,AJ",AJ,Forte,0,G,15,313.0,20.866666666666667,126.0,8.4,25.0,1.67,12.0,0.8,6.0,0.4,4.0,0.27,11.0,0.7333333333333333,43.0,110.0,0.39,36.0,86.0,0.42,4.0,7.0,0.57
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"DaSilva,Joey",Joey,DaSilva,0,G,20,142.0,7.1,55.0,2.75,24.0,1.2,11.0,0.55,3.0,0.15,0.0,0.0,5.0,0.25,16.0,49.0,0.33,14.0,40.0,0.35,9.0,13.0,0.69
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Mitchell,Andrew",Andrew,Mitchell,0,G,17,187.0,11.0,59.0,3.47,14.0,0.82,11.0,0.65,6.0,0.35,2.0,0.12,12.0,0.7058823529411765,21.0,54.0,0.39,9.0,24.0,0.38,8.0,12.0,0.67
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Grenert,Max",Max,Grenert,0,F,23,172.0,7.478260869565218,60.0,2.61,27.0,1.17,10.0,0.43,1.0,0.04,3.0,0.13,6.0,0.2608695652173913,20.0,54.0,0.37,14.0,38.0,0.37,6.0,11.0,0.55
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Keliher,Cam",Cam,Keliher,0,G,27,597.0,22.11111111111111,101.0,3.74,69.0,2.56,59.0,2.19,15.0,0.56,1.0,0.04,21.0,0.7777777777777778,33.0,88.0,0.38,28.0,70.0,0.4,7.0,12.0,0.58
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Hill,Jeff",Jeff,Hill,0,G,27,591.0,21.88888888888889,179.0,6.63,37.0,1.37,46.0,1.7,20.0,0.74,4.0,0.15,23.0,0.8518518518518519,66.0,200.0,0.33,18.0,60.0,0.3,29.0,43.0,0.67
ccc,The Commonwealth Coast Conference (CCC),2025-26,Endicott College,"Koenig,Carter",Carter,Koenig,0,G,17,78.0,4.588235294117647,11.0,0.65,12.0,0.71,8.0,0.47,2.0,0.12,2.0,0.12,2.0,0.1176470588235294,5.0,12.0,0.42,1.0,6.0,0.17,0.0,2.0,0.0
